track	t_best	t0	t1	bbox	score	lat	lon	alt
0	68.0	68.0	68.0	224,443,99,637	17452.1			
1	64.0	64.0	64.0	0,33,177,112	17106.7			
2	67.0	67.0	67.0	1756,105,69,434	15850.2			
3	67.0	65.0	68.0	807,217,104,72	13479.3			
4	68.0	64.0	68.0	0,179,191,202	12523.3			
5	64.0	64.0	68.0	543,155,56,118	12099.9			
6	65.0	65.0	67.0	0,20,181,163	12008.7			
7	68.0	68.0	68.0	615,55,276,58	11538.2			
8	65.0	63.0	65.0	1471,571,56,122	11281.3			
9	65.0	65.0	65.0	1815,888,105,47	10118.1			
10	67.0	67.0	67.0	73,694,44,386	9815.3			
11	61.0	61.0	61.0	1469,0,109,341	9178.6			
12	67.0	67.0	67.0	145,349,272,282	8423.8			
13	63.0	63.0	66.0	1853,659,67,106	8236.1			
14	64.0	63.0	64.0	667,815,54,166	7633.7			
15	68.0	68.0	68.0	1879,0,41,229	7531.4			
16	68.0	68.0	68.0	733,177,203,144	6915.7			
17	66.0	66.0	67.0	151,341,238,92	6320.1			
18	64.0	64.0	64.0	509,277,108,110	6319.7			
19	68.0	68.0	68.0	0,998,33,82	6141.5			
20	67.0	66.0	68.0	1599,195,100,110	5902.7			
21	67.0	66.0	68.0	637,163,176,30	5722.5			
22	64.0	64.0	64.0	354,605,159,129	5396.1			
23	65.0	60.0	68.0	955,0,94,103	5286.7			
24	65.0	61.0	65.0	1577,585,48,38	5244.3			
25	63.0	63.0	63.0	1820,999,57,81	4789.8			
26	0.0	0.0	1.0	1605,0,24,296	4780.0			
27	17.0	17.0	17.0	1599,475,120,196	4714.6			
28	68.0	66.0	68.0	645,139,60,44	4611.9			
29	68.0	66.0	68.0	1509,0,143,33	4608.8			
30	65.0	65.0	65.0	1731,655,61,28	4298.1			
31	64.0	64.0	64.0	376,745,145,84	4184.1			
32	16.0	16.0	16.0	1867,899,53,78	4126.7			
33	66.0	66.0	68.0	1183,107,36,96	4076.3			
34	62.0	57.0	62.0	641,0,286,49	4049.0			
35	36.0	34.0	38.0	1811,1025,109,55	3837.1			
36	64.0	64.0	64.0	353,0,52,51	3820.9			
37	64.0	64.0	64.0	363,59,66,80	3820.0			
38	14.0	14.0	15.0	1625,691,105,50	3699.9			
39	65.0	65.0	65.0	1281,198,54,29	3645.8			
40	67.0	67.0	67.0	73,13,260,62	3595.2			
41	15.0	15.0	18.0	1345,320,109,16	3542.0			
42	68.0	68.0	68.0	1877,395,43,54	3486.5			
43	67.0	67.0	67.0	1664,0,23,136	3452.7			
44	64.0	64.0	64.0	311,371,128,129	3441.7			
45	65.0	65.0	66.0	211,185,110,56	3411.7			
46	65.0	65.0	66.0	875,103,36,34	3324.4			
47	65.0	65.0	68.0	227,7,30,90	3289.9			
48	15.0	15.0	16.0	1768,233,35,52	3002.3			
49	67.0	65.0	68.0	1715,328,23,75	2901.9			
50	65.0	65.0	65.0	1705,825,34,32	2868.8			
51	67.0	67.0	67.0	1335,0,88,103	2846.5			
52	67.0	67.0	67.0	705,415,172,44	2846.3			
53	64.0	64.0	64.0	371,141,34,56	2781.7			
54	3.0	3.0	3.0	453,881,34,199	2737.1			
55	5.0	5.0	5.0	1697,822,18,163	2659.1			
56	49.0	49.0	49.0	1681,993,50,87	2505.4			
57	61.0	61.0	61.0	1503,414,110,76	2487.3			
58	62.0	62.0	62.0	1137,201,166,16	2474.5			
59	67.0	67.0	67.0	94,574,31,67	2369.1			
60	65.0	65.0	65.0	1643,918,56,20	2345.8			
61	14.0	14.0	20.0	1369,667,64,22	2322.4			
62	68.0	68.0	68.0	291,421,78,128	2274.6			
63	68.0	67.0	68.0	913,93,100,56	2184.8			
64	18.0	18.0	18.0	1279,1019,48,61	2144.0			
65	62.0	62.0	62.0	1313,173,116,30	2126.8			
66	52.0	52.0	52.0	1755,983,34,28	2064.0			
67	64.0	64.0	64.0	168,67,117,34	1960.8			
68	15.0	14.0	17.0	1843,251,58,44	1959.5			
69	60.0	58.0	62.0	83,0,88,31	1926.0			
70	67.0	67.0	67.0	987,0,88,69	1912.5			
71	68.0	68.0	68.0	135,383,84,25	1878.5			
72	65.0	65.0	65.0	1525,0,69,41	1869.9			
73	57.0	57.0	58.0	38,17,27,28	1810.0			
74	65.0	65.0	65.0	1851,679,32,38	1805.6			
75	68.0	68.0	68.0	156,0,105,21	1784.3			
76	4.0	4.0	4.0	1689,1047,81,33	1739.7			
77	64.0	64.0	64.0	290,97,71,28	1663.9			
78	65.0	65.0	67.0	1066,297,49,56	1637.2			
79	65.0	65.0	65.0	1511,767,22,29	1621.0			
80	64.0	64.0	64.0	289,739,168,30	1610.1			
81	67.0	67.0	67.0	1703,95,31,43	1593.5			
82	62.0	62.0	62.0	1227,241,78,14	1569.0			
83	66.0	66.0	66.0	1811,329,38,84	1544.3			
84	3.0	3.0	3.0	123,831,30,20	1501.2			
85	67.0	67.0	67.0	507,165,125,10	1485.8			
86	68.0	68.0	68.0	168,900,45,47	1482.9			
87	16.0	14.0	16.0	1693,251,60,48	1462.8			
88	62.0	60.0	62.0	467,323,98,28	1413.5			
89	17.0	17.0	17.0	1805,771,14,80	1397.1			
90	43.0	43.0	43.0	751,111,58,58	1389.6			
91	66.0	66.0	66.0	1591,0,40,29	1352.4			
92	16.0	16.0	16.0	11,895,16,58	1319.2			
93	2.0	2.0	2.0	187,1057,38,23	1318.6			
94	63.0	63.0	63.0	161,958,16,59	1315.8			
95	57.0	57.0	57.0	221,0,42,29	1311.0			
96	15.0	15.0	15.0	1861,727,8,108	1309.3			
97	46.0	46.0	47.0	195,465,32,38	1309.1			
98	64.0	64.0	64.0	26,277,19,50	1277.1			
99	2.0	2.0	2.0	1091,194,43,218	1262.9			
