ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.024	палка-древко-контроль	7.6	10.6	снег-в-тени	0.644	52.2	-5.0	-8.0	9.4	bbox	0	71.1	71.1	71.1	1115,199,62,112	10598.5	39.4812402	73.5922058	5109.8
2	2	1.924	палка-древко-контроль	10.4	39.6	снег-пересвеченный	0.437	81.2	-5.0	-5.0	7.1	bbox	1	53.1	52.1	55.1	696,507,103,99	8468.6	39.4812417	73.5922071	5109.7
3	3	1.997	палка-древко-контроль	10.4	42.3	снег-пересвеченный	0.367	83.9	-5.0	-5.0	7.1	bbox	2	58.1	54.1	58.1	900,518,65,62	5793.8	39.4812418	73.5922063	5109.7
4	4	0.593	рюкзак-синий	4.1	8.2	снег-в-тени	0.953	30.6	-3.0	-13.0	13.3	bbox	3	95.2	93.2	96.2	778,787,82,48	4852.3	39.4812406	73.5922058	5109.8
5	5	1.754	палка-древко-контроль	10.0	34.3	снег-пересвеченный	0.692	75.9	-7.0	-5.0	8.6	bbox	4	115.2	114.2	116.2	104,0,92,33	4657.7	39.4812391	73.5922070	5109.8
6	6	0.623	рюкзак-синий	4.1	9.8	снег-в-тени	1.165	29.0	-3.0	-15.0	15.3	bbox	5	92.2	92.2	97.2	629,1009,83,44	4655.6	39.4812411	73.5922060	5109.8
7	7	1.454	рюкзак-синий	7.6	30.8	порода-в-тени	0.870	8.0	-2.0	-7.0	7.3	bbox	6	52.1	52.1	52.1	563,0,236,52	4494.2	39.4812423	73.5922074	5109.7
8	8	0.655	палка-древко-контроль	5.0	5.5	снег-в-тени	0.708	47.1	-4.0	-12.0	12.6	bbox	7	100.2	98.2	100.2	1755,0,120,25	3487.8	39.4812393	73.5922049	5109.7
9	9	1.292	рюкзак-синий	10.3	3.1	снег-в-тени	0.760	35.7	-4.0	-5.0	6.4	bbox	8	52.1	44.1	52.1	9,0,28,39	3198.9	39.4812423	73.5922074	5109.7
10	10	1.085	палка-ручка-пробка	6.3	20.8	лишайник-жёлтый-на-камне	0.399	54.9	3.0	17.0	17.3	bbox	9	30.1	25.0	38.1	802,441,47,34	3047.0	39.4812434	73.5922063	5109.7
11	11	1.328	палка-ручка-пробка	7.3	27.1	корка-жёлтая-на-скале	0.396	48.6	3.0	16.0	16.3	bbox	10	19.0	14.0	20.0	393,493,32,40	2916.7	39.4812425	73.5922040	5109.7
12	12	1.751	стакан-марка-красная	13.9	5.1	корка-жёлтая-на-скале	1.158	44.7	-2.0	6.0	6.3	bbox	11	62.1	60.1	68.1	1070,57,43,61	2756.8	39.4812406	73.5922056	5109.7
13	13	1.048	палка-древко-бирюзовое	2.2	28.3	снег-пересвеченный	1.907	80.8	-13.0	-15.0	19.8	bbox	12	121.2	121.2	121.2	27,475,118,54	2704.6	39.4812385	73.5922080	5109.7
