video	t	drone_lat	drone_lon	drone_alt	hit_lat	hit_lon	hit_alt	dist_m	gb_yaw	gb_pitch	f_px	file
DJI_20260814114240_0001_Z	76.7	39.483300	73.585090	4574	39.483216	73.585186	4564	16	138.6	-39.5	10956.0	DJI_20260814114240_0001_Z_t0076.jpg
DJI_20260814114240_0001_Z	78.3	39.483301	73.585090	4574	39.483177	73.585230	4568	19	138.6	-18.4	11922.0	DJI_20260814114240_0001_Z_t0078.jpg
DJI_20260814114240_0001_Z	79.3	39.483301	73.585090	4574	39.483169	73.585240	4569	20	138.6	-14.7	11922.0	DJI_20260814114240_0001_Z_t0079.jpg
DJI_20260814114240_0001_Z	80.3	39.483300	73.585090	4574	39.483168	73.585241	4569	20	138.6	-14.3	9437.0	DJI_20260814114240_0001_Z_t0080.jpg
DJI_20260814114240_0001_Z	81.7	39.483300	73.585090	4574	39.483215	73.585296	4569	21	118.3	-14.3	8721.0	DJI_20260814114240_0001_Z_t0081.jpg
DJI_20260814114240_0001_Z	83.0	39.483300	73.585090	4574	39.483227	73.585261	4567	18	118.9	-23.4	8721.0	DJI_20260814114240_0001_Z_t0083.jpg
DJI_20260814114240_0001_Z	84.3	39.483300	73.585091	4574	39.483209	73.585243	4567	18	127.7	-23.4	7613.0	DJI_20260814114240_0001_Z_t0084.jpg
DJI_20260814114240_0001_Z	85.7	39.483298	73.585091	4574	39.483178	73.585211	4567	18	142.5	-22.5	7570.0	DJI_20260814114240_0001_Z_t0085.jpg
DJI_20260814114240_0001_Z	87.3	39.483298	73.585092	4574	39.483142	73.585233	4570	22	145.0	-10.7	7570.0	DJI_20260814114240_0001_Z_t0087.jpg
DJI_20260814114240_0001_Z	103.7	39.483300	73.585089	4574	39.483139	73.585200	4569	21	151.9	-15.0	7613.0	DJI_20260814114240_0001_Z_t0103.jpg
DJI_20260814114240_0001_Z	112.7	39.483284	73.585094	4574	39.483135	73.585198	4569	20	151.6	-15.6	7570.0	DJI_20260814114240_0001_Z_t0112.jpg
DJI_20260814114240_0001_Z	114.7	39.483258	73.585090	4574	39.483119	73.585188	4569	18	151.6	-15.6	7570.0	DJI_20260814114240_0001_Z_t0114.jpg
DJI_20260814114240_0001_Z	115.7	39.483242	73.585086	4574	39.483110	73.585181	4570	17	150.9	-15.6	7570.0	DJI_20260814114240_0001_Z_t0115.jpg
DJI_20260814114240_0001_Z	116.7	39.483225	73.585080	4574	39.483103	73.585179	4570	17	148.0	-15.6	7570.0	DJI_20260814114240_0001_Z_t0116.jpg
DJI_20260814114240_0001_Z	118.3	39.483207	73.585075	4574	39.483092	73.585170	4570	16	147.4	-15.6	7570.0	DJI_20260814114240_0001_Z_t0118.jpg
DJI_20260814114556_0002_Z	0.3	39.482795	73.585215	4611	39.482699	73.585153	4589	26	-153.7	-62.4		DJI_20260814114556_0002_Z_t0000.jpg
DJI_20260814114556_0002_Z	19.7	39.482789	73.585219	4611	39.482691	73.585148	4589	26	-150.4	-61.2	3920.0	DJI_20260814114556_0002_Z_t0019.jpg
DJI_20260814114556_0002_Z	33.7	39.482791	73.585219	4611	39.482689	73.585132	4588	27	-146.5	-59.8	8747.0	DJI_20260814114556_0002_Z_t0033.jpg
DJI_20260814114556_0002_Z	38.3	39.482792	73.585217	4611	39.482677	73.585079	4586	31	-137.2	-55.3	5021.0	DJI_20260814114556_0002_Z_t0038.jpg
DJI_20260814114556_0002_Z	40.3	39.482793	73.585216	4611	39.482665	73.585047	4585	33	-134.4	-52.1	9297.0	DJI_20260814114556_0002_Z_t0040.jpg
DJI_20260814114556_0002_Z	58.3	39.482793	73.585218	4611	39.482650	73.584995	4583	37	-129.7	-48.0	13573.0	DJI_20260814114556_0002_Z_t0058.jpg
DJI_20260814114556_0002_Z	75.0	39.482791	73.585217	4611	39.482656	73.585014	4584	36	-130.7	-49.9		DJI_20260814114556_0002_Z_t0075.jpg
DJI_20260814114556_0002_Z	108.0	39.482788	73.585217	4611	39.482656	73.585021	4584	35	-131.1	-50.2	14358.0	DJI_20260814114556_0002_Z_t0108.jpg
DJI_20260814114556_0002_Z	133.3	39.482792	73.585217	4611	39.482648	73.584982	4583	38	-128.4	-47.2	13613.0	DJI_20260814114556_0002_Z_t0133.jpg
DJI_20260814114556_0002_Z	135.7	39.482791	73.585217	4611	39.482633	73.584935	4583	41	-125.9	-43.2	12867.0	DJI_20260814114556_0002_Z_t0135.jpg
DJI_20260814114556_0002_Z	139.0	39.482789	73.585217	4611	39.482616	73.584890	4583	44	-124.3	-39.7	12867.0	DJI_20260814114556_0002_Z_t0139.jpg
DJI_20260814114556_0002_Z	142.7	39.482790	73.585216	4611	39.482659	73.584974	4583	38	-125.1	-48.2	11673.0	DJI_20260814114556_0002_Z_t0142.jpg
DJI_20260814114556_0002_Z	145.3	39.482791	73.585216	4611	39.482731	73.585105	4585	29	-125.1	-65.9	11673.0	DJI_20260814114556_0002_Z_t0145.jpg
DJI_20260814114556_0002_Z	149.0	39.482809	73.585167	4610	39.482742	73.585053	4582	30	-127.3	-65.9	11673.0	DJI_20260814114556_0002_Z_t0149.jpg
DJI_20260814114556_0002_Z	150.0	39.482825	73.585118	4608	39.482752	73.585001	4580	32	-129.1	-65.9	10870.0	DJI_20260814114556_0002_Z_t0150.jpg
DJI_20260814114556_0002_Z	151.0	39.482845	73.585053	4607	39.482768	73.584943	4578	31	-132.1	-65.9	10870.0	DJI_20260814114556_0002_Z_t0151.jpg
DJI_20260814114556_0002_Z	151.7	39.482865	73.584976	4605	39.482782	73.584873	4576	31	-136.0	-65.9	10067.0	DJI_20260814114556_0002_Z_t0151.jpg
DJI_20260814114556_0002_Z	152.7	39.482881	73.584891	4603	39.482791	73.584802	4575	31	-142.9	-65.9	10067.0	DJI_20260814114556_0002_Z_t0152.jpg
DJI_20260814114556_0002_Z	153.7	39.482887	73.584799	4601	39.482788	73.584737	4574	30	-154.0	-65.9	7444.0	DJI_20260814114556_0002_Z_t0153.jpg
DJI_20260814114556_0002_Z	154.7	39.482877	73.584706	4599	39.482780	73.584674	4574	27	-165.7	-65.9	7444.0	DJI_20260814114556_0002_Z_t0154.jpg
DJI_20260814114556_0002_Z	156.3	39.482852	73.584620	4597	39.482761	73.584623	4575	25	-181.4	-65.8	4822.0	DJI_20260814114556_0002_Z_t0156.jpg
DJI_20260814114556_0002_Z	157.3	39.482808	73.584556	4596	39.482737	73.584605	4575	22	-208.2	-65.9	4822.0	DJI_20260814114556_0002_Z_t0157.jpg
DJI_20260814114556_0002_Z	158.3	39.482753	73.584529	4594	39.482711	73.584604	4576	19	-234.4	-65.9	4822.0	DJI_20260814114556_0002_Z_t0158.jpg
DJI_20260814114556_0002_Z	159.0	39.482700	73.584535	4593	39.482689	73.584616	4577	17	-259.8	-65.9		DJI_20260814114556_0002_Z_t0159.jpg
DJI_20260814114556_0002_Z	160.3	39.482661	73.584564	4592	39.482668	73.584637	4578	16	-276.3	-65.9		DJI_20260814114556_0002_Z_t0160.jpg
DJI_20260814114556_0002_Z	161.3	39.482644	73.584604	4592	39.482665	73.584672	4578	15	-292.2	-65.9		DJI_20260814114556_0002_Z_t0161.jpg
DJI_20260814114556_0002_Z	162.3	39.482646	73.584645	4592	39.482680	73.584705	4578	16	-305.8	-65.9		DJI_20260814114556_0002_Z_t0162.jpg
DJI_20260814114556_0002_Z	163.3	39.482658	73.584677	4592	39.482694	73.584736	4577	16	-307.7	-65.9		DJI_20260814114556_0002_Z_t0163.jpg
DJI_20260814114556_0002_Z	164.0	39.482672	73.584702	4592	39.482708	73.584762	4577	16	-307.7	-65.9		DJI_20260814114556_0002_Z_t0164.jpg
DJI_20260814114556_0002_Z	165.3	39.482687	73.584723	4592	39.482723	73.584783	4577	16	-307.7	-65.9		DJI_20260814114556_0002_Z_t0165.jpg
DJI_20260814114556_0002_Z	165.7	39.482698	73.584738	4592	39.482735	73.584799	4577	16	-307.7	-65.9		DJI_20260814114556_0002_Z_t0165.jpg
DJI_20260814114556_0002_Z	167.7	39.482710	73.584750	4592	39.482744	73.584806	4577	16	-307.7	-68.1		DJI_20260814114556_0002_Z_t0167.jpg
DJI_20260814120925_0001_Z	0.3	39.483487	73.585195	4564	39.483409	73.585313	4557	15	130.6	-26.5	13164.0	DJI_20260814120925_0001_Z_t0000.jpg
DJI_20260814120925_0001_Z	12.7	39.483487	73.585194	4564	39.483403	73.585307	4557	15	133.8	-25.0	12998.0	DJI_20260814120925_0001_Z_t0012.jpg
DJI_20260814120925_0001_Z	20.7	39.483489	73.585194	4564	39.483399	73.585302	4557	15	137.0	-24.3	13728.0	DJI_20260814120925_0001_Z_t0020.jpg
DJI_20260814120925_0001_Z	37.3	39.483488	73.585193	4564	39.483396	73.585311	4558	15	135.2	-21.3	14970.0	DJI_20260814120925_0001_Z_t0037.jpg
DJI_20260814120925_0001_Z	42.7	39.483486	73.585194	4564	39.483389	73.585311	4559	16	136.8	-18.8	15649.0	DJI_20260814120925_0001_Z_t0042.jpg
DJI_20260814120925_0001_Z	50.3	39.483488	73.585194	4564	39.483384	73.585310	4559	16	139.2	-16.3	15649.0	DJI_20260814120925_0001_Z_t0050.jpg
DJI_20260814120925_0001_Z	58.7	39.483487	73.585194	4564	39.483375	73.585310	4560	16	141.4	-13.7	15616.0	DJI_20260814120925_0001_Z_t0058.jpg
DJI_20260814120925_0001_Z	69.7	39.483488	73.585191	4564	39.483369	73.585313	4560	17	141.9	-10.6	14251.0	DJI_20260814120925_0001_Z_t0069.jpg
DJI_20260814120925_0001_Z	77.7	39.483486	73.585192	4564	39.483359	73.585313	4561	18	143.5	-7.7	13816.0	DJI_20260814120925_0001_Z_t0077.jpg
DJI_20260814120925_0001_Z	85.3	39.483490	73.585191	4564	39.483353	73.585306	4562	18	147.0	-6.6	12098.0	DJI_20260814120925_0001_Z_t0085.jpg
DJI_20260814120925_0001_Z	89.7	39.483490	73.585191	4564	39.483353	73.585304	4561	18	147.5	-6.7	10248.0	DJI_20260814120925_0001_Z_t0089.jpg
DJI_20260814120925_0001_Z	100.7	39.483492	73.585192	4564	39.483344	73.585298	4562	19	150.9	-5.0		DJI_20260814120925_0001_Z_t0100.jpg
DJI_20260814121341_0002_Z	0.0	39.482919	73.586195	4665	39.482662	73.586744	4664	55	121.2	-0.4		DJI_20260814121341_0002_Z_t0000.jpg
DJI_20260814121341_0002_Z	88.3	39.482885	73.586248	4665	39.482631	73.586799	4669	55	120.8	4.9		DJI_20260814121341_0002_Z_t0088.jpg
DJI_20260814121341_0002_Z	90.3	39.482850	73.586323	4666	39.482626	73.586805	4670	48	120.9	4.9		DJI_20260814121341_0002_Z_t0090.jpg
DJI_20260814121341_0002_Z	92.0	39.482823	73.586379	4668	39.482614	73.586831	4672	45	120.9	4.9		DJI_20260814121341_0002_Z_t0092.jpg
DJI_20260814121341_0002_Z	96.0	39.482804	73.586424	4673	39.482593	73.586880	4677	46	120.9	4.9		DJI_20260814121341_0002_Z_t0096.jpg
DJI_20260814121341_0002_Z	108.3	39.482847	73.586344	4673	39.482593	73.586892	4678	55	120.9	4.9		DJI_20260814121341_0002_Z_t0108.jpg
DJI_20260814121341_0002_Z	110.0	39.482898	73.586241	4673	39.482592	73.586904	4679	67	120.8	4.9	15671.0	DJI_20260814121341_0002_Z_t0110.jpg
DJI_20260814121341_0002_Z	115.7	39.482904	73.586227	4673	39.482654	73.586768	4666	55	120.9	-7.1	15671.0	DJI_20260814121341_0002_Z_t0115.jpg
DJI_20260814121341_0002_Z	129.3	39.482900	73.586225	4673	39.482638	73.586796	4669	57	120.7	-4.1	15671.0	DJI_20260814121341_0002_Z_t0129.jpg
DJI_20260814121341_0002_Z	131.3	39.482900	73.586225	4673	39.482626	73.586823	4671	60	120.7	-1.5	15671.0	DJI_20260814121341_0002_Z_t0131.jpg
DJI_20260814121341_0002_Z	149.3	39.482903	73.586222	4673	39.482631	73.586820	4671	60	120.5	-2.0		DJI_20260814121341_0002_Z_t0149.jpg
