ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.604	палка-ручка-пробка	11.3	21.2	порода-охристая	0.802	54.5	13.0	15.0	19.8	bbox	0	13.0	10.0	15.0	45,397,26,68	2826.8	39.4870213	73.5938130	4892.6
2	2	0.576	рюкзак-синий	4.5	3.9	снег-в-тени	0.333	42.7	-1.0	-10.0	10.0	bbox	1	4.0	4.0	4.0	273,15,36,45	1936.9	39.4870230	73.5938130	4892.6
3	3	1.526	палка-ручка-контроль	12.2	0.8	порода-охристая	1.379	58.4	16.0	19.0	24.8	bbox	2	3.0	0.0	3.0	213,304,26,25	1754.8	39.4870231	73.5938128	4892.6
4	4	0.561	рюкзак-синий	4.5	1.2	снег-в-тени	0.395	40.0	-1.0	-10.0	10.0	bbox	3	33.1	33.1	44.1	1901,974,19,49	1689.0	39.4870208	73.5938134	4892.5
5	5	1.191	стакан-марка-красная	9.5	3.1	порода-охристая	0.653	52.9	8.0	10.0	12.8	bbox	4	2.0	0.0	5.0	89,103,28,30	1349.4	39.4870233	73.5938123	4892.6
6	6	0.523	рюкзак-синий	4.0	4.3	снег-в-тени	0.551	34.5	1.0	-10.0	10.0	bbox	5	4.0	4.0	5.0	423,452,26,23	1196.1	39.4870230	73.5938130	4892.6
7	7	1.805	палка-ручка-контроль	14.2	9.0	порода-охристая	0.796	48.6	15.0	15.0	21.2	bbox	6	4.0	4.0	7.0	947,465,14,36	1129.3	39.4870230	73.5938130	4892.6
8	8	1.866	стакан-марка-красная	14.9	4.7	порода-охристая	0.835	45.1	16.0	15.0	21.9	bbox	7	18.0	12.0	20.0	481,230,28,35	1074.0	39.4870211	73.5938135	4892.6
9	9	1.320	стакан-марка-красная	10.3	8.2	порода-охристая	0.948	58.0	6.0	10.0	11.7	bbox	8	10.0	10.0	11.0	40,546,16,23	965.2	39.4870214	73.5938126	4892.6
10	10	1.715	палка-ручка-пробка	12.8	17.3	порода-охристая	1.006	58.4	15.0	15.0	21.2	bbox	9	21.0	20.0	27.1	829,849,24,38	903.3	39.4870209	73.5938135	4892.6
11	11	1.508	стакан-марка-красная	11.7	10.2	порода-охристая	0.517	39.6	15.0	12.0	19.2	bbox	10	32.1	30.1	33.1	794,842,31,21	864.0	39.4870205	73.5938135	4892.6
12	12	0.742	рюкзак-синий	5.8	3.9	снег-в-тени	0.539	34.9	-2.0	-9.0	9.2	bbox	11	9.0	9.0	12.0	172,585,15,21	841.8	39.4870217	73.5938127	4892.6
13	13	1.024	стакан-марка-красная	7.6	10.6	порода-охристая	0.531	39.2	8.0	8.0	11.3	bbox	12	6.0	6.0	8.0	673,959,12,34	815.4	39.4870228	73.5938131	4892.6
14	14	1.742	палка-ручка-пробка	12.8	19.2	порода-охристая	0.957	56.5	15.0	15.0	21.2	bbox	13	20.0	19.0	27.1	791,961,18,35	772.0	39.4870210	73.5938134	4892.6
15	15	1.599	стакан-марка-красная	12.4	11.4	порода-охристая	0.451	38.4	14.0	13.0	19.1	bbox	14	20.0	18.0	27.1	1009,845,28,28	754.7	39.4870210	73.5938134	4892.6
16	16	1.995	палка-ручка-контроль	14.9	20.3	порода-охристая	0.977	37.3	17.0	16.0	23.3	bbox	15	23.1	21.0	29.1	1055,764,16,25	715.9	39.4870203	73.5938135	4892.5
17	17	1.202	стакан-марка-красная	7.8	19.6	снег-розовый	0.852	69.4	6.0	7.0	9.2	bbox	16	32.1	30.1	32.1	681,783,32,25	690.4	39.4870205	73.5938135	4892.6
18	18	1.008	стакан-марка-красная	7.8	7.1	порода-охристая	0.815	42.7	6.0	7.0	9.2	bbox	17	20.0	18.0	20.0	1829,785,20,16	690.3	39.4870210	73.5938134	4892.6
19	19	0.498	рюкзак-синий	3.6	5.9	снег-в-тени	0.410	44.7	-1.0	-11.0	11.0	bbox	18	31.1	25.1	32.1	953,290,20,26	687.6	39.4870206	73.5938138	4892.6
20	20	0.415	рюкзак-синий	3.2	3.5	снег-в-тени	0.583	35.3	0.0	-11.0	11.0	bbox	19	11.0	10.0	14.0	305,385,18,32	673.3	39.4870215	73.5938125	4892.6
21	21	0.673	палка-древко-контроль	4.1	12.1	снег-в-тени	1.138	53.7	-4.0	-16.0	16.5	bbox	20	27.1	23.1	30.1	0,417,15,20	666.9	39.4870206	73.5938136	4892.5
22	22	0.589	рюкзак-синий	3.6	10.6	снег-в-тени	0.399	49.4	-1.0	-11.0	11.0	bbox	21	1.0	0.0	7.0	335,55,18,24	665.8	39.4870238	73.5938120	4892.6
23	23	0.709	рюкзак-синий	5.4	6.3	снег-в-тени	0.573	32.5	-1.0	-9.0	9.1	bbox	22	45.1	44.1	45.1	1889,37,20,28	639.6	39.4870206	73.5938133	4892.5
