video	t	drone_lat	drone_lon	drone_alt	hit_lat	hit_lon	hit_alt	dist_m	gb_yaw	gb_pitch	f_px	file
C0028	0.0										C0028_t0000.jpg
C0028	26.0										C0028_t0026.jpg
C0028	32.0										C0028_t0032.jpg
C0028	42.0										C0028_t0042.jpg
C0028	60.0										C0028_t0060.jpg
C0028	68.0										C0028_t0068.jpg
C0028	70.0										C0028_t0070.jpg
C0028	72.0										C0028_t0072.jpg
C0028	80.0										C0028_t0080.jpg
C0028	92.0										C0028_t0092.jpg
C0028	110.0										C0028_t0110.jpg
C0028	112.0										C0028_t0112.jpg
C0028	116.0										C0028_t0116.jpg
C0028	118.0										C0028_t0118.jpg
