track	t_best	t0	t1	bbox	score	lat	lon	alt
0	74.1	69.1	77.1	309,193,44,64	4282.6	39.4792314	73.5887179	5128.7
1	62.1	55.1	64.1	529,289,46,26	2871.3	39.4792323	73.5887185	5128.8
2	60.1	58.1	65.1	189,647,28,28	1771.5	39.4792326	73.5887187	5128.8
3	58.1	58.1	61.1	290,377,37,32	1720.1	39.4792328	73.5887186	5128.8
4	78.1	77.1	90.1	638,1027,23,45	1625.2	39.4792324	73.5887179	5128.7
5	63.1	59.1	63.1	161,65,26,38	1333.0	39.4792320	73.5887183	5128.8
6	44.0	44.0	46.0	385,995,16,30	1019.7	39.4792322	73.5887181	5128.8
7	25.0	25.0	25.0	439,107,19,31	999.0	39.4792318	73.5887174	5128.8
8	68.1	63.1	77.1	345,596,16,15	903.8	39.4792315	73.5887180	5128.8
9	36.0	30.0	40.0	789,1041,15,39	880.7	39.4792314	73.5887189	5128.8
10	1.0	0.0	4.0	599,521,26,24	865.2	39.4792317	73.5887188	5128.8
11	31.0	30.0	33.0	777,625,12,24	745.1	39.4792314	73.5887182	5128.8
12	76.1	75.1	76.1	590,803,25,14	718.6	39.4792320	73.5887182	5128.8
13	60.1	57.1	62.1	442,305,23,17	693.0	39.4792326	73.5887187	5128.8
14	73.1	72.1	73.1	1817,0,8,41	660.0	39.4792313	73.5887177	5128.7
15	40.0	34.0	40.0	775,577,20,16	642.2	39.4792318	73.5887191	5128.8
16	3.0	2.0	3.0	265,501,24,12	634.8	39.4792323	73.5887192	5128.8
17	65.1	63.1	65.1	221,54,20,21	633.5	39.4792321	73.5887180	5128.8
18	41.0	41.0	44.0	379,953,38,8	632.0	39.4792320	73.5887186	5128.8
19	26.0	25.0	26.0	373,582,15,26	625.4	39.4792315	73.5887175	5128.8
20	27.0	26.0	27.0	49,129,16,20	606.0	39.4792315	73.5887176	5128.8
21	75.1	72.1	82.1	533,871,26,17	585.5	39.4792316	73.5887181	5128.8
22	92.1	86.1	93.1	657,539,16,14	582.4	39.4792307	73.5887173	5128.8
23	35.0	35.0	41.0	481,1009,16,10	574.8	39.4792314	73.5887188	5128.8
24	66.1	61.1	74.1	293,457,20,14	564.0	39.4792319	73.5887180	5128.8
25	80.1	78.1	91.1	610,981,15,16	548.6	39.4792326	73.5887172	5128.8
26	69.1	69.1	74.1	133,476,20,15	546.0	39.4792316	73.5887181	5128.8
27	45.0	44.0	45.0	422,785,11,22	510.3	39.4792321	73.5887177	5128.8
28	61.1	60.1	62.1	442,194,20,13	503.0	39.4792324	73.5887186	5128.8
29	46.0	46.0	56.1	513,1051,22,6	480.2	39.4792321	73.5887175	5128.8
30	32.0	31.0	46.0	785,839,16,24	477.2	39.4792313	73.5887186	5128.8
31	46.0	46.0	46.0	449,963,16,12	464.6	39.4792321	73.5887175	5128.8
32	25.0	25.0	29.0	297,435,20,20	462.1	39.4792318	73.5887174	5128.8
33	32.0	31.0	36.0	801,553,14,14	456.8	39.4792313	73.5887186	5128.8
34	0.0	0.0	1.0	614,519,19,11	453.7	39.4792316	73.5887187	5128.8
35	30.0	30.0	31.0	457,1057,8,16	449.8	39.4792315	73.5887179	5128.8
36	14.0	13.0	15.0	941,513,20,26	445.7	39.4792327	73.5887173	5128.8
37	31.0	30.0	31.0	385,913,32,10	442.2	39.4792314	73.5887182	5128.8
38	75.1	71.1	78.1	350,793,23,8	422.1	39.4792316	73.5887181	5128.8
39	25.0	25.0	25.0	331,561,14,32	413.5	39.4792318	73.5887174	5128.8
40	75.1	75.1	77.1	25,1065,16,8	402.5	39.4792316	73.5887181	5128.8
41	32.0	30.0	32.0	641,961,12,10	401.2	39.4792313	73.5887186	5128.8
42	84.1	81.1	91.1	641,786,16,15	399.4	39.4792331	73.5887169	5128.8
43	58.1	49.0	58.1	681,66,10,20	384.8	39.4792328	73.5887186	5128.8
44	45.0	34.0	46.0	784,171,11,20	384.0	39.4792321	73.5887177	5128.8
45	92.1	92.1	94.1	545,577,16,10	380.1	39.4792307	73.5887173	5128.8
46	42.0	34.0	44.0	801,398,14,11	369.9	39.4792320	73.5887185	5128.8
47	60.1	59.1	60.1	146,612,16,21	367.0	39.4792326	73.5887187	5128.8
48	69.1	64.1	75.1	337,625,8,12	350.3	39.4792316	73.5887181	5128.8
49	40.0	40.0	46.0	451,1060,12,11	349.4	39.4792318	73.5887191	5128.8
50	73.1	73.1	74.1	1745,41,8,23	338.5	39.4792313	73.5887177	5128.7
51	44.0	44.0	46.0	491,1009,7,14	338.0	39.4792322	73.5887181	5128.8
52	66.1	63.1	68.1	385,409,15,8	321.5	39.4792319	73.5887180	5128.8
53	13.0	13.0	15.0	550,135,11,20	319.9	39.4792328	73.5887173	5128.8
54	14.0	10.0	15.0	839,209,10,12	318.6	39.4792327	73.5887173	5128.8
55	69.1	67.1	73.1	577,273,16,10	318.6	39.4792316	73.5887181	5128.8
56	50.1	50.1	57.1	452,629,11,20	312.1	39.4792321	73.5887182	5128.8
57	22.0	22.0	22.0	29,895,12,18	309.5	39.4792320	73.5887175	5128.8
58	79.1	78.1	82.1	1851,251,6,22	299.4	39.4792324	73.5887176	5128.8
59	32.0	28.0	33.0	849,837,8,10	287.3	39.4792313	73.5887186	5128.8
60	92.1	92.1	94.1	689,153,14,22	273.1	39.4792307	73.5887173	5128.8
61	13.0	6.0	13.0	433,57,11,8	272.1	39.4792328	73.5887173	5128.8
62	13.0	11.0	15.0	913,441,12,16	269.7	39.4792328	73.5887173	5128.8
63	44.0	43.0	47.0	394,882,8,13	269.7	39.4792322	73.5887181	5128.8
64	23.0	23.0	23.0	255,991,14,10	269.4	39.4792320	73.5887175	5128.8
65	25.0	25.0	29.0	489,759,16,14	269.4	39.4792318	73.5887174	5128.8
66	25.0	25.0	27.0	267,161,12,12	268.4	39.4792318	73.5887174	5128.8
67	25.0	25.0	25.0	619,913,12,6	261.2	39.4792318	73.5887174	5128.8
68	65.1	65.1	65.1	24,497,9,8	260.6	39.4792321	73.5887180	5128.8
69	67.1	67.1	67.1	141,529,11,10	251.6	39.4792319	73.5887181	5128.8
70	76.1	75.1	81.1	630,987,11,8	245.2	39.4792320	73.5887182	5128.8
71	87.1	87.1	89.1	33,489,12,7	238.4	39.4792323	73.5887169	5128.7
72	77.1	77.1	77.1	9,697,8,8	237.0	39.4792324	73.5887181	5128.8
73	25.0	25.0	25.0	453,395,14,6	235.8	39.4792318	73.5887174	5128.8
74	91.1	89.1	91.1	641,897,8,8	233.1	39.4792308	73.5887173	5128.8
75	6.0	0.0	6.0	1091,375,16,8	231.1	39.4792325	73.5887188	5128.8
76	0.0	0.0	1.0	599,417,10,8	224.4	39.4792316	73.5887187	5128.8
77	50.1	50.1	53.1	1017,801,8,12	224.3	39.4792321	73.5887182	5128.8
78	73.1	73.1	73.1	883,0,12,7	223.6	39.4792313	73.5887177	5128.7
79	93.1	92.1	94.1	692,57,23,14	217.5	39.4792304	73.5887175	5128.8
80	26.0	26.0	26.0	381,655,8,10	216.9	39.4792315	73.5887175	5128.8
81	25.0	25.0	25.0	601,221,8,8	215.1	39.4792318	73.5887174	5128.8
82	43.0	42.0	46.0	425,913,8,8	214.2	39.4792322	73.5887184	5128.8
83	38.0	38.0	42.0	859,1029,6,12	211.3	39.4792318	73.5887191	5128.8
84	36.0	31.0	40.0	801,867,10,8	211.0	39.4792314	73.5887189	5128.8
85	44.0	39.0	44.0	759,401,8,8	210.8	39.4792322	73.5887181	5128.8
86	80.1	80.1	90.1	680,874,5,19	210.5	39.4792326	73.5887172	5128.8
87	29.0	29.0	30.0	248,998,13,11	208.0	39.4792315	73.5887176	5128.8
88	6.0	6.0	11.0	1465,825,8,8	204.9	39.4792325	73.5887188	5128.8
89	47.0	47.0	57.1	482,964,7,16	204.9	39.4792321	73.5887175	5128.8
90	58.1	57.1	58.1	56,662,9,9	204.3	39.4792328	73.5887186	5128.8
91	5.0	3.0	6.0	1256,492,13,7	202.2	39.4792324	73.5887190	5128.8
92	93.1	93.1	94.1	503,94,10,13	201.1	39.4792304	73.5887175	5128.8
93	85.1	83.1	85.1	1905,5,4,12	197.6	39.4792330	73.5887169	5128.7
94	26.0	26.0	26.0	395,403,6,12	195.6	39.4792315	73.5887175	5128.8
95	13.0	10.0	15.0	753,229,12,12	194.6	39.4792328	73.5887173	5128.8
96	69.1	65.1	71.1	1689,65,8,16	191.4	39.4792316	73.5887181	5128.8
97	46.0	38.0	46.0	788,0,8,8	191.1	39.4792321	73.5887175	5128.8
98	94.1	82.1	94.1	621,181,11,14	188.1	39.4792302	73.5887176	5128.8
99	27.0	25.0	27.0	111,297,10,6	186.8	39.4792315	73.5887176	5128.8
100	92.1	92.1	94.1	586,516,13,11	178.8	39.4792307	73.5887173	5128.8
101	58.1	54.1	62.1	977,635,16,6	174.4	39.4792328	73.5887186	5128.8
102	1.0	1.0	3.0	417,497,8,6	174.3	39.4792317	73.5887188	5128.8
103	25.0	25.0	25.0	253,596,10,9	173.4	39.4792318	73.5887174	5128.8
104	94.1	92.1	94.1	703,207,10,11	172.1	39.4792302	73.5887176	5128.8
105	44.0	43.0	46.0	489,925,8,10	171.6	39.4792322	73.5887181	5128.8
106	17.0	17.0	17.0	1902,281,9,15	168.7	39.4792324	73.5887172	5128.8
107	9.0	7.0	11.0	993,385,9,8	168.4	39.4792329	73.5887180	5128.8
108	25.0	25.0	25.0	854,379,11,8	167.9	39.4792318	73.5887174	5128.8
109	38.0	38.0	38.0	443,881,6,8	167.0	39.4792318	73.5887191	5128.8
110	46.0	46.0	47.0	369,1073,11,7	166.9	39.4792321	73.5887175	5128.8
111	70.1	70.1	71.1	291,673,12,8	163.2	39.4792312	73.5887182	5128.8
112	15.0	8.0	15.0	661,64,8,11	162.5	39.4792323	73.5887172	5128.8
113	82.1	76.1	86.1	376,388,9,10	161.8	39.4792331	73.5887169	5128.8
114	18.0	18.0	18.0	185,673,8,6	158.4	39.4792323	73.5887172	5128.8
115	25.0	25.0	27.0	159,457,6,8	157.4	39.4792318	73.5887174	5128.8
116	64.1	64.1	64.1	209,1026,6,10	156.8	39.4792321	73.5887181	5128.8
117	21.0	20.0	21.0	502,249,5,10	156.0	39.4792321	73.5887175	5128.8
118	14.0	9.0	15.0	561,196,7,10	154.5	39.4792327	73.5887173	5128.8
119	37.0	32.0	37.0	537,882,8,7	154.3	39.4792317	73.5887190	5128.8
120	92.1	92.1	92.1	547,305,6,12	153.8	39.4792307	73.5887173	5128.8
121	13.0	13.0	13.0	506,13,7,12	151.4	39.4792328	73.5887173	5128.8
122	50.1	50.1	55.1	482,518,7,9	149.0	39.4792321	73.5887182	5128.8
123	94.1	93.1	94.1	849,71,14,10	148.6	39.4792302	73.5887176	5128.8
124	49.0	47.0	52.1	1107,456,10,7	147.9	39.4792321	73.5887178	5128.8
125	23.0	23.0	23.0	236,681,5,9	147.2	39.4792320	73.5887175	5128.8
126	93.1	92.1	93.1	132,101,5,12	145.6	39.4792304	73.5887175	5128.8
127	68.1	64.1	71.1	63,289,4,14	144.5	39.4792315	73.5887180	5128.8
128	29.0	27.0	29.0	577,98,9,8	142.8	39.4792315	73.5887176	5128.8
129	27.0	26.0	27.0	9,233,6,8	141.3	39.4792315	73.5887176	5128.8
130	65.1	65.1	70.1	139,497,22,4	140.4	39.4792321	73.5887180	5128.8
131	37.0	35.0	42.0	825,779,8,8	140.3	39.4792317	73.5887190	5128.8
132	25.0	25.0	25.0	859,119,8,10	139.9	39.4792318	73.5887174	5128.8
133	87.1	87.1	87.1	1901,5,4,8	139.8	39.4792323	73.5887169	5128.7
134	57.1	57.1	57.1	366,42,6,12	139.3	39.4792327	73.5887187	5128.8
135	42.0	40.0	47.0	767,794,12,6	139.2	39.4792320	73.5887185	5128.8
136	52.1	48.0	56.1	1067,281,6,8	139.2	39.4792324	73.5887186	5128.7
137	64.1	64.1	64.1	75,887,6,8	137.4	39.4792321	73.5887181	5128.8
138	61.1	61.1	61.1	25,1065,8,6	135.8	39.4792324	73.5887186	5128.8
139	1.0	0.0	3.0	1393,129,8,9	135.1	39.4792317	73.5887188	5128.8
140	84.1	81.1	89.1	204,755,9,6	135.1	39.4792331	73.5887169	5128.8
141	84.1	84.1	89.1	876,1041,11,6	134.7	39.4792331	73.5887169	5128.8
142	32.0	31.0	32.0	1419,1003,6,6	134.3	39.4792313	73.5887186	5128.8
143	49.0	49.0	54.1	826,587,7,6	134.3	39.4792321	73.5887178	5128.8
144	75.1	71.1	81.1	561,641,6,8	134.0	39.4792316	73.5887181	5128.8
145	52.1	52.1	53.1	1055,378,8,7	133.6	39.4792324	73.5887186	5128.7
146	94.1	94.1	94.1	433,593,8,12	133.4	39.4792302	73.5887176	5128.8
147	15.0	14.0	15.0	882,369,7,8	133.2	39.4792323	73.5887172	5128.8
148	33.0	32.0	36.0	481,681,6,6	133.2	39.4792312	73.5887189	5128.8
149	42.0	42.0	42.0	851,775,4,10	132.8	39.4792320	73.5887185	5128.8
150	62.1	52.1	62.1	1105,41,8,8	132.7	39.4792323	73.5887185	5128.8
151	38.0	38.0	38.0	531,625,6,8	132.5	39.4792318	73.5887191	5128.8
152	15.0	10.0	15.0	815,257,5,8	132.1	39.4792323	73.5887172	5128.8
153	20.0	20.0	21.0	1568,232,8,5	131.6	39.4792321	73.5887173	5128.8
154	36.0	30.0	41.0	640,985,9,8	131.5	39.4792314	73.5887189	5128.8
155	35.0	34.0	37.0	999,475,6,6	129.6	39.4792314	73.5887188	5128.8
156	93.1	92.1	94.1	729,5,16,6	129.1	39.4792304	73.5887175	5128.8
157	17.0	17.0	17.0	1853,915,4,14	128.7	39.4792324	73.5887172	5128.8
158	44.0	44.0	44.0	1841,0,4,9	128.1	39.4792322	73.5887181	5128.8
159	30.0	30.0	30.0	1041,625,4,8	127.9	39.4792315	73.5887179	5128.8
160	84.1	83.1	91.1	70,724,9,7	126.3	39.4792331	73.5887169	5128.8
161	42.0	39.0	42.0	529,555,12,4	125.3	39.4792320	73.5887185	5128.8
162	73.1	67.1	73.1	1417,277,6,8	124.3	39.4792313	73.5887177	5128.7
163	15.0	10.0	15.0	819,172,14,5	124.0	39.4792323	73.5887172	5128.8
