ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.688	стакан-марка-красная	13.4	5.3	корка-жёлтая-на-скале	1.015	44.5	-1.0	7.0	7.1	bbox	0	74.1	69.1	77.1	309,193,44,64	4282.6	39.4792314	73.5887179	5128.7
2	2	1.690	стакан-марка-красная	13.0	12.6	снег-розовый	0.960	62.4	0.0	8.0	8.0	bbox	1	62.1	55.1	64.1	529,289,46,26	2871.3	39.4792323	73.5887185	5128.8
3	3	1.753	стакан-марка-красная	13.9	6.7	корка-жёлтая-на-скале	0.937	56.5	-1.0	8.0	8.1	bbox	2	60.1	58.1	65.1	189,647,28,28	1771.5	39.4792326	73.5887187	5128.8
4	4	1.462	стакан-марка-красная	11.7	3.1	корка-жёлтая-на-скале	1.009	46.7	1.0	7.0	7.1	bbox	3	58.1	58.1	61.1	290,377,37,32	1720.1	39.4792328	73.5887186	5128.8
5	5	1.710	стакан-марка-красная	13.6	5.1	корка-жёлтая-на-скале	0.792	54.9	0.0	9.0	9.0	bbox	4	78.1	77.1	90.1	638,1027,23,45	1625.2	39.4792324	73.5887179	5128.7
6	6	1.740	стакан-марка-красная	13.4	12.9	корка-жёлтая-на-скале	1.081	36.9	-1.0	7.0	7.1	bbox	5	63.1	59.1	63.1	161,65,26,38	1333.0	39.4792320	73.5887183	5128.8
7	7	1.851	стакан-марка-красная	14.8	3.9	корка-жёлтая-на-скале	0.934	53.7	-2.0	8.0	8.2	bbox	6	44.0	44.0	46.0	385,995,16,30	1019.7	39.4792322	73.5887181	5128.8
8	8	1.625	палка-ручка-пробка	10.8	25.5	корка-жёлтая-на-скале	0.292	50.2	1.0	13.0	13.0	bbox	7	25.0	25.0	25.0	439,107,19,31	999.0	39.4792318	73.5887174	5128.8
9	9	1.822	стакан-марка-красная	14.4	7.5	корка-жёлтая-на-скале	0.832	57.3	-1.0	9.0	9.1	bbox	8	68.1	63.1	77.1	345,596,16,15	903.8	39.4792315	73.5887180	5128.8
10	10	1.885	стакан-марка-красная	15.0	5.5	корка-жёлтая-на-скале	0.691	55.3	-1.0	10.0	10.0	bbox	9	36.0	30.0	40.0	789,1041,15,39	880.7	39.4792314	73.5887189	5128.8
11	11	1.757	стакан-марка-красная	11.7	27.4	порода-в-тени	1.070	22.4	1.0	7.0	7.1	bbox	10	1.0	0.0	4.0	599,521,26,24	865.2	39.4792317	73.5887188	5128.8
12	12	1.842	палка-ручка-пробка	14.3	12.2	корка-жёлтая-на-скале	0.850	63.5	-1.0	10.0	10.0	bbox	11	31.0	30.0	33.0	777,625,12,24	745.1	39.4792314	73.5887182	5128.8
13	13	1.546	стакан-марка-красная	12.2	7.1	корка-жёлтая-на-скале	0.902	42.7	1.0	8.0	8.1	bbox	12	76.1	75.1	76.1	590,803,25,14	718.6	39.4792320	73.5887182	5128.8
14	14	1.713	стакан-марка-красная	13.4	9.8	снег-розовый	0.972	59.6	-1.0	7.0	7.1	bbox	13	60.1	57.1	62.1	442,305,23,17	693.0	39.4792326	73.5887187	5128.8
15	15	0.897	рюкзак-синий	6.1	13.3	снег-в-тени	0.835	25.5	2.0	-8.0	8.2	bbox	14	73.1	72.1	73.1	1817,0,8,41	660.0	39.4792313	73.5887177	5128.7
16	16	1.680	стакан-марка-красная	13.0	11.4	снег-розовый	0.984	61.2	0.0	8.0	8.0	bbox	15	40.0	34.0	40.0	775,577,20,16	642.2	39.4792318	73.5887191	5128.8
17	17	1.944	стакан-марка-красная	12.2	33.7	порода-в-тени	1.196	16.1	1.0	8.0	8.1	bbox	16	3.0	2.0	3.0	265,501,24,12	634.8	39.4792323	73.5887192	5128.8
18	18	1.645	стакан-марка-красная	12.5	14.1	корка-жёлтая-на-скале	1.090	35.7	0.0	7.0	7.0	bbox	17	65.1	63.1	65.1	221,54,20,21	633.5	39.4792321	73.5887180	5128.8
19	19	1.925	стакан-марка-красная	14.8	15.3	корка-жёлтая-на-скале	1.026	34.5	-2.0	8.0	8.2	bbox	18	41.0	41.0	44.0	379,953,38,8	632.0	39.4792320	73.5887186	5128.8
20	20	1.936	стакан-марка-красная	15.3	9.2	корка-жёлтая-на-скале	0.831	40.6	-2.0	9.0	9.2	bbox	19	26.0	25.0	26.0	373,582,15,26	625.4	39.4792315	73.5887175	5128.8
21	21	2.001	рюкзак-синий	13.0	32.5	порода-в-тени	0.563	6.3	0.0	-1.0	1.0	bbox	20	27.0	26.0	27.0	49,129,16,20	606.0	39.4792315	73.5887176	5128.8
22	22	1.482	стакан-марка-красная	11.7	7.4	корка-жёлтая-на-скале	1.026	42.4	1.0	7.0	7.1	bbox	21	75.1	72.1	82.1	533,871,26,17	585.5	39.4792316	73.5887181	5128.8
23	23	1.749	стакан-марка-красная	13.9	5.9	корка-жёлтая-на-скале	0.928	55.7	-1.0	8.0	8.1	bbox	22	92.1	86.1	93.1	657,539,16,14	582.4	39.4792307	73.5887173	5128.8
24	24	1.765	стакан-марка-красная	13.9	8.8	корка-жёлтая-на-скале	0.917	41.0	-1.0	8.0	8.1	bbox	23	35.0	35.0	41.0	481,1009,16,10	574.8	39.4792314	73.5887188	5128.8
25	25	1.599	стакан-марка-красная	12.5	9.0	корка-жёлтая-на-скале	1.031	40.8	0.0	7.0	7.0	bbox	24	66.1	61.1	74.1	293,457,20,14	564.0	39.4792319	73.5887180	5128.8
26	26	1.777	стакан-марка-красная	13.9	10.6	корка-жёлтая-на-скале	0.992	60.4	-1.0	8.0	8.1	bbox	25	80.1	78.1	91.1	610,981,15,16	548.6	39.4792326	73.5887172	5128.8
27	27	1.790	стакан-марка-красная	14.3	0.6	корка-жёлтая-на-скале	1.032	49.2	-2.0	7.0	7.3	bbox	26	69.1	69.1	74.1	133,476,20,15	546.0	39.4792316	73.5887181	5128.8
28	28	1.838	стакан-марка-красная	14.3	11.8	корка-жёлтая-на-скале	1.088	38.0	-2.0	7.0	7.3	bbox	27	45.0	44.0	45.0	422,785,11,22	510.3	39.4792321	73.5887177	5128.8
29	29	1.716	стакан-марка-красная	13.4	10.2	снег-розовый	0.962	60.0	-1.0	7.0	7.1	bbox	28	61.1	60.1	62.1	442,194,20,13	503.0	39.4792324	73.5887186	5128.8
30	30	1.737	стакан-марка-красная	13.9	1.2	корка-жёлтая-на-скале	0.884	48.6	-1.0	8.0	8.1	bbox	29	46.0	46.0	56.1	513,1051,22,6	480.2	39.4792321	73.5887175	5128.8
31	31	1.701	стакан-марка-красная	13.6	1.2	корка-жёлтая-на-скале	0.751	48.6	0.0	9.0	9.0	bbox	30	32.0	31.0	46.0	785,839,16,24	477.2	39.4792313	73.5887186	5128.8
32	32	1.848	стакан-марка-красная	14.8	2.3	корка-жёлтая-на-скале	0.910	47.5	-2.0	8.0	8.2	bbox	31	46.0	46.0	46.0	449,963,16,12	464.6	39.4792321	73.5887175	5128.8
33	33	1.420	стакан-марка-красная	11.2	7.1	порода-в-тени	0.836	42.7	0.0	-1.0	1.0	bbox	32	25.0	25.0	29.0	297,435,20,20	462.1	39.4792318	73.5887174	5128.8
34	34	1.741	стакан-марка-красная	13.9	3.5	корка-жёлтая-на-скале	0.886	46.3	-1.0	8.0	8.1	bbox	33	32.0	31.0	36.0	801,553,14,14	456.8	39.4792313	73.5887186	5128.8
35	35	1.944	стакан-марка-красная	12.2	33.7	порода-в-тени	1.196	16.1	1.0	8.0	8.1	bbox	34	0.0	0.0	1.0	614,519,19,11	453.7	39.4792316	73.5887187	5128.8
