track	t_best	t0	t1	bbox	score	lat	lon	alt
0	96.0	96.0	96.0	1345,42,200,139	34586.4			
1	94.0	94.0	95.0	0,109,612,201	19013.5			
2	115.0	107.0	120.0	0,541,194,539	12527.3			
3	96.0	96.0	96.0	1622,145,125,60	10956.5			
4	120.0	114.0	120.0	0,817,69,263	10298.2			
5	29.0	23.0	33.0	1861,919,59,120	10084.5			
6	100.0	100.0	100.0	731,301,97,78	9691.0			
7	131.0	131.0	131.0	1826,605,94,475	8709.3			
8	10.0	9.0	18.0	0,0,73,77	8263.9			
9	111.0	111.0	111.0	0,767,187,313	8217.1			
10	119.0	113.0	120.0	0,807,71,273	7676.3			
11	129.0	129.0	129.0	1653,857,267,134	7258.6			
12	17.0	14.0	17.0	1866,889,54,106	6514.4			
13	67.0	67.0	68.0	1705,941,90,139	6313.6			
14	88.0	88.0	92.0	1815,121,84,208	6302.6			
15	16.0	14.0	18.0	1781,775,128,184	5769.2			
16	21.0	15.0	22.0	1832,891,47,82	5761.0			
17	22.0	20.0	22.0	1807,951,42,74	5639.4			
18	101.0	101.0	102.0	598,0,441,153	5530.3			
19	113.0	106.0	113.0	101,939,44,141	5521.4			
20	20.0	14.0	20.0	1824,924,49,81	5313.4			
21	110.0	106.0	120.0	0,901,85,179	5269.1			
22	132.0	132.0	132.0	1868,437,52,220	5266.7			
23	24.0	24.0	24.0	1797,0,42,150	4972.9			
24	28.0	25.0	35.0	1875,850,45,161	4935.1			
25	134.0	133.0	136.0	0,0,43,69	4912.5			
26	94.0	94.0	94.0	348,65,213,43	4775.9			
27	89.0	89.0	91.0	1785,193,74,186	4740.3			
28	2.0	1.0	3.0	1763,815,44,146	4680.9			
29	88.0	88.0	92.0	1721,207,56,137	4664.8			
30	7.0	7.0	7.0	1875,911,45,76	4586.5			
31	96.0	96.0	96.0	1281,13,92,48	4491.0			
32	68.0	67.0	72.0	1547,941,73,139	4381.6			
33	68.0	68.0	70.0	1897,917,23,163	4314.2			
34	129.0	129.0	129.0	1729,645,191,84	4313.3			
35	69.0	68.0	70.0	1789,741,100,156	4274.2			
36	130.0	129.0	130.0	1606,721,57,115	4167.7			
37	136.0	133.0	137.0	0,269,61,78	4139.8			
38	98.0	97.0	98.0	1662,26,83,97	4039.7			
39	132.0	132.0	134.0	1743,868,74,212	3645.0			
40	25.0	25.0	26.0	1799,1017,42,54	3638.6			
41	105.0	105.0	110.0	11,475,56,42	3585.5			
42	96.0	96.0	96.0	1360,169,71,50	3500.5			
43	24.0	24.0	28.0	1585,609,58,44	3445.1			
44	89.0	86.0	90.0	1697,267,48,128	3319.4			
45	132.0	131.0	133.0	1795,41,58,40	3275.7			
46	10.0	8.0	10.0	1897,1029,23,51	3230.3			
47	84.0	83.0	89.0	1751,201,46,122	3149.9			
48	94.0	94.0	94.0	493,0,104,64	3120.7			
49	23.0	23.0	23.0	1895,35,25,98	3102.4			
50	96.0	96.0	96.0	1649,14,68,47	3020.5			
51	33.0	33.0	33.0	449,0,254,41	2944.3			
52	42.0	40.0	47.0	55,199,30,54	2869.8			
53	18.0	17.0	33.0	1626,437,55,44	2853.1			
54	87.0	87.0	90.0	1651,385,80,100	2775.7			
55	27.0	27.0	28.0	543,69,228,28	2752.1			
