track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	7.0	7.0	14.0	300,596,310,46	309.6	8926.2	39.4795581	73.5922400	5220.2
1	297.6	297.6	302.6	412,606,202,98	221.5	6452.1	39.4795589	73.5922430	5220.2
2	83.2	82.2	83.2	34,156,458,110	452.8	6342.0	39.4795595	73.5922408	5220.2
3	302.6	299.6	302.6	322,674,232,72	239.6	6333.2	39.4795598	73.5922428	5220.2
4	341.7	341.7	341.7	956,934,104,112	148.5	6148.4	39.4795576	73.5922397	5220.2
5	12.0	10.0	12.0	0,650,220,112	244.1	5916.4	39.4795585	73.5922402	5220.2
6	9.0	7.0	14.0	186,598,196,94	213.1	5824.3	39.4795583	73.5922399	5220.3
7	341.7	341.7	341.7	522,586,102,88	128.7	5758.8	39.4795576	73.5922397	5220.2
8	300.6	297.6	302.6	200,530,196,98	210.7	5665.6	39.4795596	73.5922427	5220.2
9	302.6	300.6	302.6	264,210,202,92	215.0	4580.8	39.4795598	73.5922428	5220.2
10	299.6	299.6	299.6	262,208,186,84	198.3	4245.1	39.4795592	73.5922428	5220.2
11	341.7	341.7	341.7	718,514,84,96	119.6	4124.8	39.4795576	73.5922397	5220.2
12	340.7	340.7	341.7	916,380,80,138	154.9	4101.4	39.4795577	73.5922397	5220.2
13	34.1	34.1	34.1	960,30,94,96	131.5	3999.2	39.4795606	73.5922400	5220.3
14	297.6	297.6	300.6	394,270,202,84	213.2	3990.9	39.4795589	73.5922430	5220.2
15	297.6	297.6	297.6	1574,368,346,122	352.6	3985.6	39.4795589	73.5922430	5220.2
16	298.6	298.6	298.6	400,678,124,50	124.7	3676.7	39.4795590	73.5922430	5220.2
17	300.6	298.6	304.6	548,116,242,68	243.3	3665.9	39.4795596	73.5922427	5220.2
18	341.7	341.7	341.7	1264,138,98,78	121.0	3649.4	39.4795576	73.5922397	5220.2
19	298.6	298.6	302.6	304,242,188,82	198.0	3593.2	39.4795590	73.5922430	5220.2
20	341.7	340.7	341.7	834,330,74,124	140.7	3571.6	39.4795576	73.5922397	5220.2
21	341.7	341.7	341.7	588,18,50,76	86.0	3531.7	39.4795576	73.5922397	5220.2
22	297.6	297.6	297.6	1656,482,264,106	281.4	3443.0	39.4795589	73.5922430	5220.2
23	301.6	300.6	301.6	146,648,192,88	199.6	3344.7	39.4795599	73.5922428	5220.2
24	302.6	302.6	302.6	400,32,332,130	351.4	3176.1	39.4795598	73.5922428	5220.2
25	341.7	341.7	341.7	992,568,50,78	87.1	3072.3	39.4795576	73.5922397	5220.2
26	7.0	7.0	14.0	120,660,256,38	254.9	3010.7	39.4795581	73.5922400	5220.2
27	15.0	8.0	15.0	474,0,126,128	175.1	2996.0	39.4795589	73.5922403	5220.3
28	9.0	9.0	14.0	236,590,154,74	167.3	2984.0	39.4795583	73.5922399	5220.3
29	302.6	299.6	302.6	666,264,188,102	204.8	2871.3	39.4795598	73.5922428	5220.2
30	81.2	80.2	83.2	54,130,256,84	247.9	2870.3	39.4795587	73.5922413	5220.2
31	301.6	300.6	301.6	1100,432,162,70	172.7	2823.9	39.4795599	73.5922428	5220.2
32	296.6	294.6	296.6	418,486,114,34	116.4	2816.3	39.4795587	73.5922429	5220.2
33	296.6	296.6	296.6	1180,914,174,82	189.5	2714.5	39.4795587	73.5922429	5220.2
34	82.2	80.2	83.2	220,126,242,46	239.7	2635.0	39.4795591	73.5922411	5220.2
35	12.0	7.0	14.0	300,550,240,72	238.7	2586.3	39.4795585	73.5922402	5220.2
36	340.7	340.7	340.7	1240,182,48,92	92.1	2546.5	39.4795577	73.5922397	5220.2
