track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	4.0	4.0	4.0	1290,78,146,174	223.0	5144.0	39.4774857	73.5899859	5378.3
1	3.0	3.0	3.0	1048,0,142,160	210.8	5029.4	39.4775054	73.5899909	5373.3
2	5.0	5.0	6.0	1578,144,148,182	231.7	4911.8	39.4774517	73.5899786	5383.3
3	159.2	155.2	159.2	1368,634,124,342	356.5	4186.5	39.4766699	73.5899442	5434.4
4	155.2	155.2	159.2	1428,358,106,472	477.0	3486.8	39.4766713	73.5899433	5434.4
5	198.3	198.3	207.3	778,390,46,130	133.4	3409.9	39.4766672	73.5899411	5434.4
6	1.0	1.0	2.0	1150,56,86,162	180.7	3361.5	39.4775146	73.5899934	5363.4
7	190.3	190.3	191.3	574,390,102,358	367.5	3304.3	39.4766672	73.5899404	5434.4
8	3.0	3.0	3.0	1258,240,96,184	204.7	3258.0	39.4775054	73.5899909	5373.3
9	159.2	159.2	159.2	374,194,64,284	281.5	3015.2	39.4766699	73.5899442	5434.4
10	209.3	209.3	209.3	444,402,68,296	297.0	2982.7	39.4766703	73.5899397	5434.3
11	4.0	4.0	4.0	1508,328,88,182	199.4	2878.8	39.4774857	73.5899859	5378.3
12	0.0	0.0	0.0	1150,0,66,120	134.2	2869.3	39.4775202	73.5899959	5358.4
13	47.1	46.1	47.1	1128,40,58,274	276.5	2799.2	39.4766644	73.5899433	5434.5
14	191.3	190.3	191.3	496,676,82,198	210.8	2751.6	39.4766671	73.5899409	5434.4
15	6.0	5.0	7.0	206,826,170,156	226.4	2612.8	39.4774025	73.5899696	5388.3
16	156.2	155.2	160.2	1520,852,44,228	228.8	2553.3	39.4766710	73.5899435	5434.3
17	209.3	209.3	209.3	346,260,60,170	173.0	2547.9	39.4766703	73.5899397	5434.3
18	109.2	107.2	109.2	1358,140,22,284	282.0	2478.6	39.4766760	73.5899418	5434.4
19	220.3	220.3	222.3	686,364,38,232	230.8	2427.0	39.4766709	73.5899410	5434.3
20	158.2	158.2	160.2	1526,744,50,276	277.1	2418.1	39.4766707	73.5899441	5434.3
21	209.3	209.3	209.3	450,632,38,136	138.7	2369.1	39.4766703	73.5899397	5434.3
22	224.3	224.3	234.3	758,184,32,240	238.9	2357.0	39.4766712	73.5899404	5434.3
23	159.2	159.2	159.2	1214,846,62,138	146.5	2262.2	39.4766699	73.5899442	5434.4
