track	t_best	t0	t1	bbox	score	lat	lon	alt
0	22.0	22.0	23.0	1521,695,60,26	3337.0			
1	12.0	12.0	14.0	147,357,136,18	2993.3			
2	22.0	22.0	23.0	1711,723,70,26	2984.0			
3	6.0	5.0	7.0	773,1048,40,32	2490.2			
4	7.0	7.0	7.0	728,1061,41,19	2359.0			
5	5.0	5.0	7.0	752,1062,41,18	2342.5			
6	0.0	0.0	2.0	657,153,120,37	2337.9			
7	4.0	3.0	9.0	185,493,84,70	1865.6			
8	2.0	0.0	2.0	271,483,94,70	1486.3			
9	0.0	0.0	0.0	993,98,45,19	1208.1			
10	5.0	2.0	9.0	573,88,52,17	914.8			
11	17.0	17.0	17.0	1735,425,28,15	909.7			
12	3.0	0.0	9.0	633,125,58,22	844.7			
13	5.0	0.0	11.0	1107,279,35,24	815.1			
14	23.0	22.0	23.0	239,473,29,16	749.2			
15	22.0	22.0	22.0	1791,0,9,65	717.6			
16	10.0	10.0	10.0	613,337,52,8	699.2			
17	11.0	11.0	12.0	327,419,42,14	676.5			
18	7.0	5.0	7.0	925,1022,28,15	633.7			
19	3.0	3.0	4.0	1047,1049,25,14	630.2			
20	15.0	15.0	15.0	313,705,24,8	615.0			
21	16.0	16.0	16.0	515,581,30,12	567.2			
22	21.0	21.0	21.0	689,474,20,17	540.5			
23	3.0	3.0	7.0	977,1057,26,11	506.3			
24	9.0	0.0	9.0	600,221,39,8	466.9			
25	3.0	0.0	3.0	305,465,22,30	452.5			
26	22.0	22.0	23.0	1229,411,42,6	439.1			
27	1.0	0.0	4.0	993,87,34,14	415.1			
28	9.0	7.0	13.0	1155,377,22,18	375.2			
29	21.0	21.0	21.0	1640,451,19,16	358.7			
30	17.0	17.0	17.0	1495,431,32,4	340.2			
31	13.0	12.0	14.0	353,389,32,14	322.3			
32	20.0	19.0	20.0	279,735,18,11	320.5			
33	12.0	12.0	12.0	873,929,13,8	316.4			
34	17.0	17.0	17.0	1619,425,22,8	303.8			
35	5.0	0.0	5.0	1780,513,17,24	297.6			
36	19.0	19.0	19.0	645,801,12,22	287.8			
37	0.0	0.0	2.0	716,324,15,12	278.4			
38	16.0	16.0	16.0	1770,1049,15,8	277.1			
39	4.0	3.0	9.0	635,343,20,6	275.9			
40	11.0	10.0	14.0	425,441,21,6	248.7			
41	7.0	7.0	10.0	887,63,10,17	246.8			
42	19.0	18.0	20.0	1831,621,18,10	238.8			
43	22.0	21.0	23.0	1137,392,22,5	225.2			
44	19.0	19.0	20.0	611,709,12,10	223.1			
45	1.0	0.0	1.0	0,603,17,16	220.3			
46	22.0	22.0	22.0	587,0,6,9	213.4			
47	5.0	3.0	8.0	839,5,22,6	209.3			
48	22.0	22.0	23.0	1387,413,22,7	193.3			
49	15.0	15.0	15.0	1501,994,8,7	193.0			
50	5.0	1.0	5.0	1723,459,11,15	192.9			
51	16.0	16.0	16.0	305,865,8,10	181.1			
52	20.0	20.0	20.0	335,495,16,10	177.9			
53	11.0	11.0	12.0	224,399,6,16	177.5			
54	16.0	16.0	16.0	593,639,8,10	177.5			
55	9.0	5.0	9.0	659,328,12,13	169.2			
56	23.0	22.0	23.0	753,3,8,10	169.0			
57	15.0	15.0	15.0	77,241,7,16	168.6			
58	13.0	13.0	14.0	297,413,22,6	167.3			
59	5.0	5.0	5.0	1144,1060,5,13	159.9			
60	22.0	22.0	22.0	1813,824,6,9	159.1			
61	15.0	14.0	15.0	57,205,8,8	154.2			
62	1.0	0.0	5.0	1629,448,9,14	146.4			
63	5.0	4.0	5.0	1827,563,16,13	139.3			
64	23.0	22.0	23.0	1091,266,18,5	138.5			
65	0.0	0.0	4.0	415,379,12,6	135.7			
66	17.0	17.0	17.0	1247,466,8,7	133.1			
67	21.0	21.0	21.0	1017,410,18,3	131.9			
68	3.0	1.0	3.0	1351,0,8,17	131.8			
69	22.0	22.0	22.0	1805,579,4,13	130.7			
70	20.0	18.0	20.0	1349,493,9,12	129.4			
71	18.0	18.0	18.0	1827,427,14,6	129.0			
72	22.0	22.0	22.0	495,9,10,6	129.0			
73	21.0	21.0	21.0	1375,555,6,8	127.9			
74	19.0	19.0	19.0	515,575,12,6	126.8			
75	9.0	9.0	9.0	1850,553,9,10	126.4			
76	20.0	20.0	20.0	1787,701,10,12	126.3			
77	20.0	19.0	20.0	1463,701,8,6	124.2			
78	4.0	2.0	8.0	1756,657,5,16	123.3			
79	16.0	16.0	16.0	505,595,8,6	120.8			
80	16.0	16.0	16.0	1905,673,8,4	118.5			
81	20.0	19.0	20.0	30,531,5,12	112.5			
82	21.0	21.0	21.0	681,555,8,12	111.7			
83	22.0	22.0	22.0	1801,315,2,16	105.9			
84	18.0	18.0	18.0	969,465,8,6	105.8			
85	21.0	21.0	21.0	1823,1049,5,8	105.2			
86	1.0	1.0	1.0	327,1003,10,6	103.8			
87	9.0	9.0	9.0	1637,423,12,6	102.2			
88	5.0	5.0	7.0	1082,1062,5,9	102.1			
89	19.0	19.0	19.0	697,701,8,6	102.0			
90	2.0	2.0	2.0	43,469,8,12	101.6			
