track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	43.0	43.0	43.0	984,96,48,984	982.0	22712.5	39.4795376	73.5933250	5196.9
1	43.0	43.0	43.0	772,0,84,1080	1080.2	19189.6	39.4795376	73.5933250	5196.9
2	43.0	43.0	43.0	876,0,124,1080	1083.7	18995.4	39.4795376	73.5933250	5196.9
3	294.3	294.3	296.3	898,0,58,602	600.6	14201.3	39.4795421	73.5933235	5196.8
4	45.0	45.0	47.1	828,238,42,842	840.5	13949.2	39.4795375	73.5933250	5196.9
5	295.3	294.3	295.3	474,572,130,508	521.3	13165.4	39.4795420	73.5933233	5196.8
6	46.1	46.1	47.1	912,156,70,924	923.3	12669.4	39.4795370	73.5933250	5196.9
7	45.0	45.0	46.1	732,358,74,722	723.0	12310.6	39.4795375	73.5933250	5196.9
8	45.0	45.0	47.1	908,232,66,848	847.9	12123.2	39.4795375	73.5933250	5196.9
9	153.2	152.2	154.2	302,212,334,680	747.3	11508.9	39.4795358	73.5933243	5196.8
10	43.0	43.0	43.0	708,0,88,1080	1078.4	10574.0	39.4795376	73.5933250	5196.9
11	295.3	295.3	295.3	786,562,122,328	344.6	9513.4	39.4795420	73.5933233	5196.8
12	290.3	290.3	290.3	1350,28,420,260	485.8	9301.9	39.4795431	73.5933241	5196.8
13	42.0	39.0	42.0	1304,380,188,700	721.2	9263.3	39.4795378	73.5933249	5196.9
14	46.1	46.1	47.1	990,610,24,470	468.1	8851.8	39.4795370	73.5933250	5196.9
15	154.2	153.2	154.2	1458,710,114,362	376.7	8467.2	39.4795359	73.5933245	5196.8
16	43.0	43.0	46.1	678,72,44,620	617.9	8020.5	39.4795376	73.5933250	5196.9
17	294.3	294.3	296.3	842,538,140,496	510.9	7486.2	39.4795421	73.5933235	5196.8
18	290.3	290.3	290.3	1656,422,264,176	314.5	7220.3	39.4795431	73.5933241	5196.8
19	32.0	31.0	36.0	662,52,340,218	397.9	7066.4	39.4795391	73.5933235	5196.8
20	146.2	145.2	148.2	314,278,112,190	215.5	7019.4	39.4795357	73.5933239	5196.8
