ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	0.665	рюкзак-синий	4.1	11.8	снег-в-тени	0.269	50.6	0.0	-10.0	10.0	bbox	0	33.0	33.0	33.0	159,1037,42,43	3460.6	39.4780128	73.5905545	5331.0
2	2	2.167	стакан-марка-красная	15.0	30.2	порода-в-тени	0.452	19.6	-4.0	2.0	4.5	bbox	1	8.0	6.0	8.0	0,889,47,104	2230.5	39.4780124	73.5905547	5331.0
3	3	1.821	рюкзак-синий	11.4	31.7	порода-в-тени	0.538	7.1	-2.0	-3.0	3.6	bbox	2	23.0	23.0	24.0	284,1016,54,26	1577.2	39.4780127	73.5905547	5331.0
4	4	2.210	стакан-марка-красная	16.0	26.1	снег-освещённый	0.586	75.9	-5.0	2.0	5.4	bbox	3	6.0	6.0	7.0	97,539,24,70	1450.4	39.4780120	73.5905550	5331.0
5	5	0.651	рюкзак-синий	5.0	5.1	снег-в-тени	0.225	43.9	1.0	-9.0	9.1	bbox	4	35.0	35.0	35.0	0,443,13,44	1446.6	39.4780127	73.5905548	5331.0
6	6	0.934	рюкзак-синий	5.0	19.4	снег-в-тени	0.412	58.2	1.0	-9.0	9.1	bbox	5	35.0	35.0	36.0	25,1045,18,35	1386.3	39.4780127	73.5905548	5331.0
7	7	2.029	палка-древко-контроль	15.3	19.0	снег-освещённый	0.878	60.6	-5.0	0.0	5.0	bbox	6	37.0	37.0	37.0	47,815,22,58	1366.7	39.4780130	73.5905547	5331.0
8	8	1.884	рюкзак-синий	13.0	26.7	снег-освещённый	0.709	65.5	-4.0	-2.0	4.5	bbox	7	26.0	21.0	29.0	53,341,20,59	1348.5	39.4780129	73.5905550	5331.0
9	9	1.324	рюкзак-синий	10.0	11.7	порода-в-тени	0.510	27.1	0.0	-4.0	4.0	bbox	8	18.0	16.0	18.0	101,0,32,50	1319.5	39.4780124	73.5905544	5331.0
10	10	0.502	рюкзак-синий	3.2	8.7	снег-в-тени	0.451	47.5	2.0	-11.0	11.2	bbox	9	35.0	32.0	38.0	539,801,22,32	1197.8	39.4780127	73.5905548	5331.0
11	11	1.286	рюкзак-синий	10.0	8.4	порода-в-тени	0.639	30.4	1.0	-4.0	4.1	bbox	10	19.0	18.0	19.0	273,0,46,15	1193.3	39.4780124	73.5905547	5331.0
12	12	1.802	стакан-марка-красная	13.4	18.4	порода-в-тени	1.081	31.4	-1.0	7.0	7.1	bbox	11	1.0	0.0	1.0	1021,1064,32,16	1144.1	39.4780112	73.5905549	5331.0
13	13	1.930	рюкзак-синий	8.1	46.1	снег-пересвеченный	0.657	84.9	0.0	-6.0	6.0	bbox	12	34.0	34.0	34.0	8,971,17,38	1063.8	39.4780128	73.5905545	5331.0
14	14	1.353	стакан-марка-красная	10.8	1.6	корка-жёлтая-на-скале	1.039	51.4	2.0	7.0	7.3	bbox	13	28.0	21.0	31.0	617,347,16,30	964.6	39.4780130	73.5905547	5331.0
15	15	1.639	рюкзак-синий	13.0	6.1	порода-в-тени	0.522	32.7	-4.0	-2.0	4.5	bbox	14	37.0	37.0	37.0	3,677,41,24	946.0	39.4780130	73.5905547	5331.0
16	16	2.061	рюкзак-синий	14.3	28.6	порода-в-тени	0.385	10.2	-2.0	0.0	2.0	bbox	15	7.0	6.0	7.0	81,981,50,38	901.9	39.4780124	73.5905549	5331.0
17	17	1.714	стакан-марка-красная	13.0	14.9	порода-в-тени	0.639	34.9	-2.0	2.0	2.8	bbox	16	29.0	27.0	29.0	124,855,43,42	873.4	39.4780129	73.5905547	5331.0
18	18	1.269	рюкзак-синий	7.1	25.5	снег-в-тени	0.603	64.3	0.0	-7.0	7.0	bbox	17	35.0	32.0	35.0	537,999,14,38	858.6	39.4780127	73.5905548	5331.0
19	19	1.616	стакан-марка-красная	11.2	22.7	порода-в-тени	0.345	27.1	0.0	-1.0	1.0	bbox	18	28.0	27.0	29.0	97,17,24,39	813.3	39.4780130	73.5905547	5331.0
20	20	2.519	стакан-марка-красная	19.9	10.6	снег-освещённый	1.436	60.4	-8.0	7.0	10.6	bbox	19	37.0	37.0	38.0	0,485,9,36	790.2	39.4780130	73.5905547	5331.0
21	21	1.468	стакан-марка-красная	10.2	20.4	порода-в-тени	0.494	29.4	1.0	-1.0	1.4	bbox	20	16.0	15.0	16.0	73,405,16,36	764.0	39.4780124	73.5905541	5331.0
22	22	2.021	палка-древко-контроль	16.1	4.1	порода-в-тени	0.827	37.5	-6.0	1.0	6.1	bbox	21	10.0	8.0	10.0	51,1045,16,35	748.0	39.4780127	73.5905544	5331.0
23	23	2.372	стакан-марка-красная	13.0	48.2	снег-пересвеченный	0.523	98.0	-2.0	0.0	2.0	bbox	22	26.0	26.0	29.0	41,1045,30,23	723.4	39.4780129	73.5905550	5331.0
24	24	1.455	рюкзак-синий	10.2	19.6	снег-в-тени	0.640	58.4	-1.0	-4.0	4.1	bbox	23	30.0	30.0	33.0	67,834,18,33	709.1	39.4780129	73.5905545	5331.0
25	25	2.598	стакан-марка-красная	19.1	28.6	снег-освещённый	0.956	78.4	-8.0	3.0	8.5	bbox	24	36.0	36.0	36.0	139,497,4,48	695.0	39.4780129	73.5905549	5331.0
26	26	1.435	стакан-марка-красная	11.4	4.7	корка-жёлтая-на-скале	0.915	45.1	2.0	8.0	8.2	bbox	25	29.0	23.0	30.0	753,441,18,24	692.2	39.4780129	73.5905547	5331.0
27	27	1.551	стакан-марка-красная	12.2	7.8	корка-жёлтая-на-скале	0.951	57.6	1.0	8.0	8.1	bbox	26	31.0	31.0	35.0	1283,329,14,22	691.7	39.4780129	73.5905544	5331.0
28	28	0.663	рюкзак-синий	5.1	5.1	снег-в-тени	0.575	33.7	2.0	-9.0	9.2	bbox	27	32.0	32.0	32.0	93,995,18,18	688.6	39.4780129	73.5905543	5331.0
29	29	2.348	стакан-марка-красная	16.1	33.7	снег-освещённый	0.633	83.5	-5.0	3.0	5.8	bbox	28	25.0	23.0	26.0	79,69,24,52	670.9	39.4780129	73.5905550	5331.0
30	30	1.133	рюкзак-синий	8.1	14.5	порода-в-тени	0.813	24.3	2.0	-6.0	6.3	bbox	29	36.0	36.0	36.0	1057,29,38,20	670.2	39.4780129	73.5905549	5331.0
31	31	1.294	рюкзак-синий	10.0	9.4	порода-в-тени	0.620	29.4	1.0	-4.0	4.1	bbox	30	26.0	26.0	30.0	17,447,16,42	650.7	39.4780129	73.5905550	5331.0
32	32	1.765	стакан-марка-красная	11.2	30.2	порода-в-тени	0.252	19.6	0.0	-1.0	1.0	bbox	31	33.0	32.0	33.0	282,485,26,24	645.8	39.4780128	73.5905545	5331.0
33	33	1.752	стакан-марка-красная	12.0	25.1	порода-в-тени	0.234	24.7	-1.0	0.0	1.0	bbox	32	34.0	34.0	34.0	667,319,15,18	644.2	39.4780128	73.5905545	5331.0
34	34	1.637	рюкзак-синий	10.4	27.7	снег-освещённый	0.726	66.5	-2.0	-4.0	4.5	bbox	33	25.0	20.0	27.0	0,459,13,28	640.3	39.4780129	73.5905550	5331.0
35	35	2.170	стакан-марка-красная	17.1	10.2	снег-освещённый	1.041	60.0	-6.0	3.0	6.7	bbox	34	27.0	27.0	29.0	101,971,21,30	639.7	39.4780130	73.5905549	5331.0
36	36	2.184	стакан-марка-красная	15.0	31.2	снег-освещённый	0.451	81.0	-4.0	2.0	4.5	bbox	35	29.0	25.0	29.0	397,43,32,24	632.7	39.4780129	73.5905547	5331.0
37	37	0.502	рюкзак-синий	4.0	1.2	снег-в-тени	0.458	37.6	1.0	-10.0	10.0	bbox	36	32.0	32.0	32.0	517,901,19,19	583.5	39.4780129	73.5905543	5331.0
38	38	2.500	стакан-марка-красная	17.0	36.9	снег-пересвеченный	0.576	86.7	-6.0	1.0	6.1	bbox	37	18.0	16.0	19.0	129,145,24,24	569.5	39.4780124	73.5905544	5331.0
39	39	2.280	палка-древко-контроль	17.0	23.1	снег-освещённый	1.076	64.7	-8.0	2.0	8.2	bbox	38	8.0	6.0	8.0	0,1057,13,23	564.2	39.4780124	73.5905547	5331.0
40	40	1.509	стакан-марка-красная	12.0	3.1	корка-жёлтая-на-скале	0.792	46.7	2.0	9.0	9.2	bbox	39	36.0	36.0	36.0	1391,389,14,23	526.2	39.4780129	73.5905549	5331.0
41	41	1.702	стакан-марка-красная	10.0	32.2	порода-в-тени	0.407	17.6	1.0	0.0	1.0	bbox	40	33.0	33.0	33.0	745,300,16,11	512.9	39.4780128	73.5905545	5331.0
42	42	2.489	стакан-марка-красная	19.2	18.0	снег-освещённый	1.109	67.8	-8.0	4.0	8.9	bbox	41	10.0	10.0	10.0	0,295,12,20	512.8	39.4780127	73.5905544	5331.0
43	43	2.614	крышка-бирюзовая	20.0	21.4	снег-освещённый	1.194	75.5	-9.0	5.0	10.3	bbox	42	28.0	27.0	33.0	27,917,8,26	503.5	39.4780130	73.5905547	5331.0
44	44	0.632	рюкзак-синий	4.0	10.8	снег-в-тени	0.287	49.6	1.0	-10.0	10.0	bbox	43	32.0	32.0	32.0	321,881,16,16	498.5	39.4780129	73.5905543	5331.0
45	45	1.323	рюкзак-синий	9.8	13.6	снег-в-тени	0.555	52.4	-3.0	-5.0	5.8	bbox	44	36.0	36.0	36.0	1825,7,16,16	478.6	39.4780129	73.5905549	5331.0
46	46	1.706	стакан-марка-красная	13.0	14.1	корка-жёлтая-на-скале	0.976	35.7	0.0	8.0	8.0	bbox	45	29.0	29.0	30.0	37,925,20,12	472.1	39.4780129	73.5905547	5331.0
47	47	2.086	стакан-марка-красная	11.0	43.9	порода-в-тени	0.628	5.9	0.0	1.0	1.0	bbox	46	25.0	21.0	28.0	21,572,9,23	467.3	39.4780129	73.5905550	5331.0
48	48	2.633	палка-древко-контроль	16.0	47.8	снег-пересвеченный	0.626	89.4	-7.0	1.0	7.1	bbox	47	22.0	19.0	22.0	19,25,22,30	457.4	39.4780126	73.5905547	5331.0
49	49	2.382	стакан-марка-красная	16.0	36.1	снег-освещённый	0.588	85.9	-5.0	2.0	5.4	bbox	48	17.0	15.0	17.0	353,53,31,19	454.6	39.4780124	73.5905543	5331.0
50	50	2.285	стакан-марка-красная	17.0	23.5	снег-освещённый	0.691	73.3	-6.0	1.0	6.1	bbox	49	36.0	36.0	36.0	429,1047,24,22	452.6	39.4780129	73.5905549	5331.0
51	51	1.105	рюкзак-синий	7.8	14.5	снег-в-тени	1.125	24.3	6.0	-8.0	10.0	bbox	50	15.0	12.0	15.0	0,399,9,28	448.5	39.4780125	73.5905540	5331.0
52	52	1.242	стакан-марка-красная	9.9	2.9	порода-охристая	0.999	46.9	4.0	8.0	8.9	bbox	51	29.0	28.0	29.0	1215,987,14,14	439.1	39.4780129	73.5905547	5331.0
53	53	1.766	палка-древко-контроль	14.0	6.6	порода-в-тени	1.245	48.2	-8.0	-1.0	8.1	bbox	52	26.0	25.0	26.0	1891,693,6,28	426.7	39.4780129	73.5905550	5331.0
54	54	2.330	стакан-марка-красная	12.0	49.8	снег-пересвеченный	0.620	99.6	-1.0	0.0	1.0	bbox	53	33.0	33.0	35.0	1147,408,27,12	422.0	39.4780128	73.5905545	5331.0
55	55	2.098	стакан-марка-красная	15.7	21.2	порода-в-тени	1.169	28.6	-3.0	8.0	8.5	bbox	54	2.0	1.0	2.0	0,1013,9,12	417.4	39.4780116	73.5905548	5331.0
56	56	2.529	стакан-марка-красная	18.7	26.7	снег-освещённый	0.966	76.5	-7.5	4.0	8.5	bbox	55	6.0	6.0	7.0	139,632,10,24	414.8	39.4780120	73.5905550	5331.0
57	57	1.479	рюкзак-синий	11.0	14.9	порода-в-тени	0.375	23.9	0.0	-3.0	3.0	bbox	56	31.0	30.0	31.0	341,511,20,30	414.5	39.4780129	73.5905544	5331.0
58	58	1.108	рюкзак-синий	6.1	22.6	снег-в-тени	0.485	61.4	0.0	-8.0	8.0	bbox	57	36.0	36.0	36.0	1417,0,24,17	409.1	39.4780129	73.5905549	5331.0
59	59	1.423	стакан-марка-красная	10.8	12.9	снег-розовый	0.662	62.7	1.0	5.0	5.1	bbox	58	35.0	35.0	35.0	1773,0,15,12	404.7	39.4780127	73.5905548	5331.0
60	60	2.339	стакан-марка-красная	17.1	26.5	снег-освещённый	0.747	76.3	-6.0	3.0	6.7	bbox	59	26.0	26.0	29.0	81,313,20,26	400.6	39.4780129	73.5905550	5331.0
61	61	2.631	крышка-бирюзовая	20.0	23.0	снег-освещённый	1.187	77.1	-9.0	5.0	10.3	bbox	60	37.0	37.0	37.0	53,905,8,24	399.8	39.4780130	73.5905547	5331.0
62	62	2.366	крышка-контроль	17.4	26.4	снег-освещённый	1.132	68.8	-9.0	2.5	9.3	bbox	61	36.0	36.0	36.0	209,1023,16,14	396.8	39.4780129	73.5905549	5331.0
63	63	0.619	рюкзак-синий	4.0	10.2	снег-в-тени	0.283	49.0	1.0	-10.0	10.0	bbox	62	32.0	32.0	32.0	177,173,10,16	394.3	39.4780129	73.5905543	5331.0
64	64	2.608	палка-древко-контроль	17.0	42.3	снег-пересвеченный	0.835	83.9	-8.0	2.0	8.2	bbox	63	13.0	12.0	13.0	21,357,8,24	392.6	39.4780126	73.5905542	5331.0
65	65	2.456	стакан-марка-красная	19.6	0.6	корка-жёлтая-на-скале	1.508	50.4	-8.0	6.0	10.0	bbox	64	7.0	6.0	8.0	195,866,6,31	390.4	39.4780124	73.5905549	5331.0
66	66	1.556	палка-древко-контроль	11.2	19.2	снег-в-тени	1.014	60.8	-6.0	-4.0	7.2	bbox	65	36.0	36.0	36.0	1778,889,27,18	388.2	39.4780129	73.5905549	5331.0
67	67	0.953	рюкзак-синий	6.4	14.5	снег-в-тени	1.153	24.3	6.0	-10.0	11.7	bbox	66	24.0	23.0	25.0	25,977,6,24	384.1	39.4780128	73.5905548	5331.0
68	68	2.385	стакан-марка-красная	16.1	35.7	снег-освещённый	0.647	85.5	-5.0	3.0	5.8	bbox	67	17.0	17.0	17.0	457,45,35,15	380.0	39.4780124	73.5905543	5331.0
69	69	1.042	стакан-марка-красная	7.5	12.7	снег-в-тени	1.038	62.5	6.5	-5.0	8.2	bbox	68	15.0	15.0	16.0	1603,545,3,32	378.5	39.4780125	73.5905540	5331.0
70	70	1.778	палка-древко-контроль	14.0	8.0	порода-в-тени	1.216	49.6	-7.0	-1.0	7.1	bbox	69	36.0	36.0	36.0	1871,37,14,16	361.8	39.4780129	73.5905549	5331.0
