track	t_best	t0	t1	bbox	score	lat	lon	alt
0	33.0	33.0	33.0	209,154,40,53	2727.6			
1	31.0	30.0	32.0	1487,79,128,32	2058.0			
2	11.0	11.0	15.0	918,844,19,38	1230.5			
3	32.0	32.0	33.0	561,50,64,41	1213.2			
4	10.0	8.0	10.0	951,557,16,36	1153.5			
5	12.0	12.0	16.0	612,1029,13,51	1124.1			
6	52.0	52.0	52.0	66,1051,85,8	1013.4			
7	63.0	63.0	63.0	926,501,23,23	1001.1			
8	52.0	52.0	52.0	0,1043,61,10	957.2			
9	23.0	23.0	23.0	1895,0,25,13	943.7			
10	24.0	24.0	24.0	17,73,17,35	925.2			
11	14.0	14.0	14.0	1851,0,12,37	879.5			
12	41.0	37.0	41.0	1421,619,20,22	844.0			
13	38.0	34.0	38.0	1725,33,20,26	787.5			
14	62.0	62.0	62.0	113,427,56,44	784.3			
15	13.0	13.0	16.0	1132,891,7,66	781.9			
16	17.0	17.0	17.0	522,854,32,15	744.3			
17	51.0	49.0	51.0	799,173,29,15	735.3			
18	32.0	32.0	32.0	473,994,16,21	722.7			
19	37.0	37.0	37.0	233,1055,13,25	718.0			
20	55.0	55.0	56.0	1423,566,32,10	714.9			
21	16.0	15.0	16.0	1082,673,25,54	709.8			
22	6.0	6.0	8.0	1497,723,18,32	709.6			
23	35.0	33.0	36.0	867,428,14,42	692.2			
24	9.0	9.0	13.0	1480,207,9,34	650.6			
25	2.0	0.0	5.0	1136,524,11,30	621.6			
26	33.0	33.0	33.0	145,247,40,18	617.8			
27	18.0	18.0	18.0	409,156,19,16	611.8			
28	19.0	19.0	19.0	0,55,23,14	597.7			
29	33.0	32.0	33.0	293,5,28,40	591.9			
30	56.0	56.0	56.0	565,133,20,24	589.0			
31	65.0	65.0	65.0	1337,972,19,25	573.8			
32	14.0	14.0	17.0	968,799,9,56	528.5			
33	64.0	64.0	64.0	1153,1070,25,10	526.7			
34	36.0	35.0	36.0	1787,205,9,30	488.5			
35	56.0	56.0	56.0	513,273,14,16	487.4			
36	36.0	35.0	37.0	1139,217,28,22	458.0			
37	55.0	53.0	55.0	1641,57,16,16	455.7			
38	40.0	40.0	40.0	1896,670,17,19	451.6			
39	15.0	15.0	15.0	1201,61,22,20	451.5			
40	23.0	23.0	23.0	259,136,21,20	436.1			
41	39.0	39.0	39.0	1337,1069,20,11	435.8			
42	30.0	30.0	32.0	1575,0,14,18	435.6			
43	54.0	54.0	55.0	1513,223,12,14	431.9			
44	8.0	7.0	8.0	479,451,13,18	431.5			
45	49.0	46.0	49.0	1465,713,24,18	426.3			
46	62.0	62.0	62.0	225,517,40,12	411.9			
47	64.0	64.0	64.0	819,985,26,22	410.8			
48	51.0	51.0	51.0	577,230,16,12	399.9			
49	14.0	14.0	14.0	887,1007,18,38	399.8			
50	57.0	57.0	57.0	0,953,49,8	396.8			
51	9.0	9.0	14.0	1629,1059,16,14	393.7			
52	44.0	44.0	44.0	817,878,20,11	375.6			
53	2.0	2.0	2.0	549,129,14,14	347.7			
54	64.0	64.0	64.0	1791,785,13,13	344.8			
55	8.0	8.0	8.0	525,1032,10,31	341.9			
56	50.0	50.0	50.0	1681,897,10,18	340.5			
57	35.0	31.0	35.0	805,630,16,11	335.5			
58	63.0	63.0	63.0	969,442,22,7	323.6			
59	45.0	45.0	48.0	1910,61,10,13	321.7			
60	4.0	0.0	4.0	273,661,12,10	321.4			
61	5.0	2.0	5.0	167,214,12,17	317.9			
62	5.0	5.0	8.0	1505,977,14,14	317.9			
63	50.0	50.0	50.0	1865,827,10,14	306.9			
64	32.0	32.0	32.0	527,91,20,10	304.2			
65	35.0	32.0	37.0	277,271,15,13	297.1			
66	9.0	9.0	9.0	25,701,19,20	294.2			
67	21.0	21.0	21.0	1521,15,13,18	287.7			
68	34.0	34.0	35.0	1373,20,16,11	283.8			
69	18.0	18.0	18.0	1285,873,11,10	280.8			
70	17.0	15.0	17.0	897,462,8,18	278.2			
71	10.0	9.0	10.0	1339,1047,13,24	275.4			
72	33.0	33.0	33.0	195,371,7,16	272.3			
73	13.0	13.0	16.0	895,1049,7,18	261.9			
74	11.0	9.0	12.0	952,553,10,22	261.4			
75	9.0	9.0	10.0	1441,588,5,29	259.4			
76	14.0	14.0	16.0	1092,923,7,30	255.3			
77	56.0	55.0	56.0	1218,135,9,10	251.9			
78	1.0	1.0	4.0	566,115,8,13	249.3			
79	55.0	55.0	55.0	1289,601,9,8	248.1			
80	6.0	6.0	8.0	1557,688,10,7	243.6			
81	5.0	5.0	8.0	1457,947,12,10	239.0			
82	14.0	14.0	14.0	1907,129,6,22	235.6			
83	14.0	9.0	14.0	1003,43,12,7	230.6			
84	49.0	49.0	49.0	1409,519,7,20	230.3			
85	1.0	1.0	4.0	1021,537,8,10	225.9			
86	8.0	5.0	8.0	265,257,18,6	217.2			
87	12.0	10.0	13.0	966,205,11,10	215.1			
88	55.0	55.0	55.0	1561,102,14,12	214.3			
89	14.0	12.0	14.0	1225,563,3,24	213.1			
90	11.0	10.0	12.0	1073,337,22,10	212.2			
91	50.0	50.0	50.0	1617,769,8,8	211.3			
92	0.0	0.0	5.0	1161,388,6,13	210.2			
93	9.0	8.0	9.0	971,257,10,12	204.4			
94	46.0	46.0	49.0	485,225,12,12	203.8			
95	34.0	34.0	37.0	605,59,10,8	203.7			
96	17.0	15.0	17.0	527,319,10,10	202.5			
97	54.0	54.0	54.0	51,527,23,4	200.2			
98	69.0	69.0	69.0	1031,292,20,7	198.7			
99	34.0	34.0	34.0	342,101,7,9	197.0			
100	33.0	33.0	33.0	515,729,12,8	196.5			
101	69.0	69.0	69.0	806,345,7,8	190.6			
102	45.0	45.0	45.0	1797,404,14,5	189.5			
103	53.0	53.0	53.0	1129,249,10,10	188.7			
104	36.0	36.0	37.0	1076,151,4,16	185.9			
105	27.0	27.0	27.0	1501,40,11,10	181.6			
106	56.0	56.0	56.0	521,17,8,8	181.4			
107	14.0	14.0	17.0	924,947,12,15	179.6			
108	19.0	19.0	19.0	20,1021,11,10	178.8			
109	37.0	32.0	37.0	1315,257,8,16	176.6			
110	12.0	9.0	12.0	669,949,8,8	175.4			
111	12.0	11.0	16.0	251,681,4,16	173.5			
112	11.0	11.0	11.0	1437,93,16,9	173.3			
113	74.0	74.0	74.0	1909,1031,8,18	172.0			
114	60.0	57.0	60.0	313,449,8,14	171.6			
115	37.0	35.0	37.0	1091,77,11,8	170.6			
116	10.0	10.0	10.0	1311,983,7,21	165.6			
117	50.0	50.0	50.0	1893,759,6,8	165.6			
118	14.0	9.0	14.0	1116,416,8,18	161.7			
119	60.0	58.0	60.0	161,750,10,10	155.9			
120	8.0	6.0	8.0	217,217,12,10	155.8			
121	2.0	2.0	2.0	1787,79,9,6	155.6			
122	29.0	29.0	32.0	1887,7,8,12	154.1			
123	9.0	9.0	9.0	1851,1024,5,12	152.9			
124	55.0	55.0	56.0	1912,881,8,6	150.5			
125	12.0	12.0	13.0	1037,209,8,8	148.4			
126	57.0	57.0	57.0	173,997,20,4	148.3			
127	0.0	0.0	3.0	895,573,18,4	146.9			
128	32.0	29.0	32.0	1021,472,12,11	146.8			
129	43.0	43.0	43.0	1792,63,3,12	146.0			
130	13.0	12.0	14.0	1095,771,5,14	143.3			
131	62.0	62.0	62.0	19,249,10,6	141.2			
132	55.0	55.0	56.0	17,620,6,9	135.2			
133	62.0	62.0	62.0	27,335,10,10	133.8			
134	33.0	33.0	33.0	209,323,9,8	131.8			
135	4.0	0.0	5.0	529,506,6,7	131.0			
136	8.0	6.0	8.0	493,489,6,10	129.1			
137	62.0	62.0	62.0	357,563,10,8	127.8			
138	10.0	10.0	10.0	1751,1071,5,9	124.0			
139	17.0	15.0	20.0	801,264,6,9	122.6			
140	46.0	46.0	46.0	1225,409,5,8	121.9			
141	18.0	18.0	18.0	529,105,6,10	121.7			
142	20.0	20.0	20.0	1901,193,8,7	120.0			
143	57.0	57.0	57.0	104,963,5,8	115.7			
144	63.0	63.0	63.0	641,439,16,2	115.7			
145	42.0	42.0	42.0	1857,317,8,8	115.5			
146	49.0	49.0	49.0	699,1069,5,11	115.1			
147	9.0	9.0	9.0	59,735,10,8	114.2			
148	44.0	44.0	44.0	1575,293,6,8	111.0			
149	61.0	60.0	61.0	1093,1037,10,13	111.0			
150	11.0	11.0	11.0	1629,271,8,15	108.3			
151	13.0	13.0	13.0	593,237,16,2	108.0			
152	66.0	66.0	66.0	1435,105,7,5	107.1			
153	56.0	56.0	56.0	281,141,8,4	106.8			
154	10.0	10.0	10.0	1868,1074,8,6	106.5			
155	50.0	49.0	50.0	1623,977,6,12	105.8			
156	14.0	14.0	14.0	1239,639,4,14	105.2			
157	5.0	5.0	5.0	0,436,7,5	104.7			
158	6.0	5.0	8.0	1487,675,10,9	103.8			
159	32.0	32.0	32.0	471,986,6,9	103.4			
160	19.0	19.0	19.0	85,0,6,10	103.2			
161	13.0	13.0	13.0	0,229,17,2	102.9			
162	10.0	10.0	10.0	563,9,8,4	102.6			
163	40.0	40.0	40.0	1842,705,10,10	101.9			
164	4.0	2.0	4.0	196,744,7,5	101.8			
165	17.0	16.0	17.0	528,397,5,8	101.6			
166	32.0	32.0	32.0	1781,217,7,6	100.3			
167	72.0	72.0	72.0	213,765,14,4	99.3			
168	33.0	33.0	34.0	73,213,8,4	98.7			
169	35.0	34.0	35.0	681,9,6,4	98.5			
170	58.0	58.0	58.0	1329,807,14,2	98.3			
171	19.0	19.0	19.0	1246,403,8,7	97.5			
172	36.0	36.0	36.0	1855,109,6,9	97.1			
173	61.0	61.0	61.0	980,879,5,8	94.6			
174	54.0	54.0	54.0	218,302,13,3	93.2			
175	8.0	7.0	8.0	625,347,8,10	92.9			
176	18.0	18.0	18.0	23,599,4,8	92.7			
177	33.0	33.0	33.0	154,530,4,8	91.7			
178	8.0	8.0	8.0	536,1068,3,12	91.3			
179	58.0	58.0	58.0	1435,833,6,4	91.2			
180	36.0	36.0	37.0	1407,456,5,9	90.6			
181	57.0	57.0	57.0	151,369,10,3	89.9			
182	18.0	18.0	18.0	1079,351,8,8	89.7			
183	62.0	62.0	62.0	171,301,10,4	89.5			
184	9.0	7.0	9.0	771,273,7,5	89.4			
185	12.0	12.0	13.0	312,844,7,11	89.2			
186	14.0	14.0	16.0	1157,1050,6,9	88.6			
187	24.0	24.0	24.0	18,165,7,6	88.6			
188	55.0	55.0	55.0	1829,0,4,9	87.7			
189	23.0	23.0	23.0	88,17,5,7	87.1			
190	15.0	15.0	15.0	1644,416,4,8	86.8			
191	46.0	46.0	46.0	1881,221,4,11	86.5			
192	37.0	37.0	37.0	1891,449,12,4	86.3			
193	54.0	54.0	54.0	1230,324,7,13	86.2			
194	14.0	14.0	14.0	1089,55,8,4	85.6			
195	14.0	14.0	14.0	1857,201,6,6	85.6			
196	36.0	36.0	36.0	601,53,9,4	85.3			
197	15.0	15.0	16.0	1285,705,6,6	84.9			
198	61.0	61.0	61.0	890,1052,7,5	84.9			
199	11.0	11.0	11.0	109,237,10,4	84.1			
200	9.0	9.0	9.0	1664,739,5,7	83.6			
201	53.0	53.0	53.0	1343,427,5,6	83.6			
202	34.0	34.0	34.0	1857,943,5,8	83.1			
203	63.0	63.0	63.0	1441,269,8,5	83.1			
204	50.0	50.0	50.0	1630,609,3,8	82.1			
205	38.0	38.0	38.0	1741,57,4,8	81.4			
206	2.0	1.0	3.0	1898,237,5,7	80.7			
207	23.0	23.0	23.0	272,187,11,6	80.3			
208	34.0	34.0	34.0	497,67,6,5	79.1			
209	10.0	10.0	10.0	1286,817,9,8	79.0			
210	11.0	10.0	11.0	1874,478,5,9	78.6			
211	8.0	8.0	8.0	769,684,6,7	78.3			
212	14.0	14.0	17.0	1103,855,4,9	77.6			
213	46.0	46.0	46.0	207,353,5,12	76.9			
214	13.0	11.0	13.0	1720,195,3,13	76.2			
215	54.0	54.0	54.0	1391,243,6,6	75.1			
216	8.0	8.0	12.0	1864,39,3,8	74.7			
217	13.0	13.0	13.0	724,237,9,4	74.7			
218	5.0	5.0	5.0	1801,70,10,7	73.6			
219	13.0	11.0	13.0	1661,259,4,10	73.0			
220	63.0	59.0	63.0	1025,881,8,4	73.0			
221	64.0	64.0	64.0	1217,992,7,5	72.9			
222	62.0	62.0	62.0	201,407,8,4	72.3			
223	15.0	15.0	15.0	191,955,8,6	72.1			
224	0.0	0.0	3.0	765,603,8,6	72.0			
225	44.0	44.0	44.0	1499,139,6,6	71.7			
226	13.0	13.0	13.0	517,237,12,2	71.6			
227	13.0	13.0	13.0	1224,211,10,2	71.4			
228	41.0	41.0	41.0	1091,0,4,10	71.4			
229	7.0	7.0	7.0	1399,17,10,4	71.2			
230	56.0	56.0	56.0	1849,81,4,5	70.7			
231	11.0	11.0	11.0	305,265,8,4	70.6			
232	12.0	12.0	12.0	301,89,9,4	69.9			
233	58.0	58.0	58.0	1685,967,4,7	69.8			
234	13.0	13.0	13.0	807,239,10,2	69.5			
235	37.0	37.0	37.0	1263,185,4,6	69.5			
236	48.0	48.0	48.0	1689,999,10,4	69.4			
237	16.0	16.0	16.0	1041,34,7,3	68.7			
238	79.0	79.0	79.0	1733,23,6,6	68.6			
239	18.0	18.0	18.0	151,300,4,5	68.4			
240	17.0	17.0	17.0	442,853,7,6	68.2			
241	41.0	41.0	45.0	805,193,8,6	67.5			
242	78.0	78.0	78.0	1091,67,10,2	67.2			
