ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.078	рюкзак-синий	5.7	22.8	снег-в-тени	0.667	61.6	-3.0	-10.0	10.4	bbox	0	33.0	33.0	33.0	209,154,40,53	2727.6			
2	2	0.857	рюкзак-синий	4.2	18.8	снег-в-тени	1.205	57.6	-2.0	-17.0	17.1	bbox	1	31.0	30.0	32.0	1487,79,128,32	2058.0			
3	3	0.953	рюкзак-синий	6.3	14.9	снег-в-тени	0.862	23.9	-1.0	-8.0	8.1	bbox	2	11.0	11.0	15.0	918,844,19,38	1230.5			
4	4	1.006	рюкзак-синий	5.7	20.0	снег-в-тени	0.598	58.8	-3.0	-10.0	10.4	bbox	3	32.0	32.0	33.0	561,50,64,41	1213.2			
5	5	0.841	рюкзак-синий	5.4	14.1	снег-в-тени	0.844	24.7	-1.0	-9.0	9.1	bbox	4	10.0	8.0	10.0	951,557,16,36	1153.5			
6	6	0.911	рюкзак-синий	7.3	1.2	снег-в-тени	0.330	40.0	-1.0	-7.0	7.1	bbox	5	12.0	12.0	16.0	612,1029,13,51	1124.1			
7	7	0.643	рюкзак-синий	4.2	10.2	снег-в-тени	0.820	28.6	-2.0	-11.0	11.2	bbox	6	52.0	52.0	52.0	66,1051,85,8	1013.4			
8	8	0.411	рюкзак-синий	1.0	11.0	снег-в-тени	1.135	27.8	1.0	-15.0	15.0	bbox	7	63.0	63.0	63.0	926,501,23,23	1001.1			
9	9	0.737	рюкзак-синий	5.0	11.0	снег-в-тени	0.796	27.8	-2.0	-10.0	10.2	bbox	8	52.0	52.0	52.0	0,1043,61,10	957.2			
10	10	1.150	рюкзак-синий	7.6	18.1	снег-в-тени	1.676	56.9	-2.0	-21.0	21.1	bbox	9	23.0	23.0	23.0	1895,0,25,13	943.7			
11	11	0.551	рюкзак-синий	2.2	13.3	снег-в-тени	1.279	25.5	0.0	-16.0	16.0	bbox	10	24.0	24.0	24.0	17,73,17,35	925.2			
12	12	1.442	рюкзак-синий	1.0	40.2	снег-в-тени	1.344	79.0	0.0	-14.0	14.0	bbox	11	14.0	14.0	14.0	1851,0,12,37	879.5			
13	13	1.124	рюкзак-синий	7.3	18.5	снег-в-тени	1.664	57.3	-1.0	-21.0	21.0	bbox	12	41.0	37.0	41.0	1421,619,20,22	844.0			
14	14	0.655	рюкзак-синий	3.2	14.5	снег-в-тени	1.036	53.3	-1.5	-16.0	16.1	bbox	13	38.0	34.0	38.0	1725,33,20,26	787.5			
15	15	0.500	рюкзак-синий	4.0	0.2	снег-в-тени	0.420	39.0	1.0	-10.0	10.0	bbox	14	62.0	62.0	62.0	113,427,56,44	784.3			
16	16	1.066	рюкзак-синий	7.1	16.7	снег-в-тени	0.302	55.5	0.0	-7.0	7.0	bbox	15	13.0	13.0	16.0	1132,891,7,66	781.9			
17	17	0.796	рюкзак-синий	2.8	20.0	снег-в-тени	1.156	18.8	-1.0	-12.0	12.0	bbox	16	17.0	17.0	17.0	522,854,32,15	744.3			
18	18	0.552	рюкзак-синий	3.0	11.3	снег-в-тени	1.345	27.5	1.0	-17.0	17.0	bbox	17	51.0	49.0	51.0	799,173,29,15	735.3			
19	19	0.576	рюкзак-синий	2.2	14.1	снег-в-тени	1.209	24.7	-1.0	-15.0	15.0	bbox	18	32.0	32.0	32.0	473,994,16,21	722.7			
20	20	0.727	рюкзак-синий	0.0	20.4	снег-в-тени	1.295	18.4	1.0	-14.0	14.0	bbox	19	37.0	37.0	37.0	233,1055,13,25	718.0			
21	21	1.382	рюкзак-синий	11.0	1.5	порода-в-тени	0.698	37.3	0.0	-3.0	3.0	bbox	20	55.0	55.0	56.0	1423,566,32,10	714.9			
22	22	0.395	рюкзак-синий	2.2	7.8	снег-в-тени	0.876	31.0	-1.0	-13.0	13.0	bbox	21	16.0	15.0	16.0	1082,673,25,54	709.8			
23	23	1.467	рюкзак-синий	8.2	29.2	снег-в-тени	0.775	68.0	-1.0	-6.0	6.1	bbox	22	6.0	6.0	8.0	1497,723,18,32	709.6			
24	24	0.488	рюкзак-синий	2.0	11.7	снег-в-тени	1.062	27.1	-1.0	-14.0	14.0	bbox	23	35.0	33.0	36.0	867,428,14,42	692.2			
25	25	1.777	рюкзак-синий	7.1	43.2	снег-пересвеченный	0.771	82.0	0.0	-7.0	7.0	bbox	24	9.0	9.0	13.0	1480,207,9,34	650.6			
26	26	1.197	рюкзак-синий	9.2	9.0	снег-в-тени	0.395	47.8	-1.0	-5.0	5.1	bbox	25	2.0	0.0	5.0	1136,524,11,30	621.6			
27	27	1.301	палка-древко-контроль	5.8	30.2	снег-в-тени	1.060	71.8	-3.0	-12.0	12.4	bbox	26	33.0	33.0	33.0	145,247,40,18	617.8			
28	28	2.088	стакан-марка-красная	13.6	33.9	снег-пересвеченный	0.350	83.7	-2.0	-3.0	3.6	bbox	27	18.0	18.0	18.0	409,156,19,16	611.8			
29	29	0.917	палка-древко-контроль	4.5	20.4	снег-в-тени	1.331	62.0	-4.0	-17.0	17.5	bbox	28	19.0	19.0	19.0	0,55,23,14	597.7			
30	30	1.266	рюкзак-синий	4.2	32.2	снег-в-тени	0.943	71.0	-2.0	-11.0	11.2	bbox	29	33.0	32.0	33.0	293,5,28,40	591.9			
31	31	1.588	стакан-марка-красная	11.4	19.6	снег-освещённый	0.494	69.4	0.0	-2.0	2.0	bbox	30	56.0	56.0	56.0	565,133,20,24	589.0			
32	32	0.527	рюкзак-синий	2.2	12.5	снег-в-тени	1.286	26.3	2.0	-16.0	16.1	bbox	31	65.0	65.0	65.0	1337,972,19,25	573.8			
33	33	1.586	рюкзак-синий	7.1	36.9	снег-пересвеченный	0.885	75.7	0.0	-7.0	7.0	bbox	32	14.0	14.0	17.0	968,799,9,56	528.5			
34	34	0.503	рюкзак-синий	0.0	14.1	снег-в-тени	1.122	24.7	1.0	-14.0	14.0	bbox	33	64.0	64.0	64.0	1153,1070,25,10	526.7			
35	35	1.591	рюкзак-синий	6.3	38.7	снег-пересвеченный	0.867	77.5	-1.0	-8.0	8.1	bbox	34	36.0	35.0	36.0	1787,205,9,30	488.5			
36	36	1.554	стакан-марка-красная	12.2	9.0	снег-освещённый	0.795	58.8	-1.0	-1.0	1.4	bbox	35	56.0	56.0	56.0	513,273,14,16	487.4			
37	37	1.527	рюкзак-синий	2.8	41.6	снег-пересвеченный	1.241	80.4	-1.0	-12.0	12.0	bbox	36	36.0	35.0	37.0	1139,217,28,22	458.0			
38	38	1.448	стакан-марка-красная	11.2	10.6	снег-освещённый	0.750	60.4	0.0	-1.0	1.0	bbox	37	55.0	53.0	55.0	1641,57,16,16	455.7			
39	39	1.134	рюкзак-синий	7.6	17.3	снег-в-тени	1.670	56.1	-2.0	-21.0	21.1	bbox	38	40.0	40.0	40.0	1896,670,17,19	451.6			
40	40	1.633	рюкзак-синий	6.7	39.2	снег-пересвеченный	0.809	78.0	-2.0	-8.0	8.2	bbox	39	15.0	15.0	15.0	1201,61,22,20	451.5			
41	41	0.551	рюкзак-синий	2.2	13.3	снег-в-тени	1.190	25.5	-1.0	-15.0	15.0	bbox	40	23.0	23.0	23.0	259,136,21,20	436.1			
42	42	0.359	рюкзак-синий	2.2	6.3	снег-в-тени	1.005	45.1	0.0	-16.0	16.0	bbox	41	39.0	39.0	39.0	1337,1069,20,11	435.8			
43	43	1.716	палка-древко-контроль	5.8	43.5	снег-пересвеченный	1.149	85.1	-3.0	-12.0	12.4	bbox	42	30.0	30.0	32.0	1575,0,14,18	435.6			
44	44	0.903	рюкзак-синий	7.1	5.1	снег-в-тени	0.187	43.9	0.0	-7.0	7.0	bbox	43	54.0	54.0	55.0	1513,223,12,14	431.9			
45	45	1.954	рюкзак-синий	8.2	46.5	снег-пересвеченный	0.563	85.3	-1.0	-6.0	6.1	bbox	44	8.0	7.0	8.0	479,451,13,18	431.5			
46	46	1.522	стакан-марка-красная	11.2	16.9	снег-освещённый	0.535	66.7	0.0	-1.0	1.0	bbox	45	49.0	46.0	49.0	1465,713,24,18	426.3			
47	47	0.401	рюкзак-синий	3.0	3.9	снег-в-тени	0.435	42.7	1.0	-11.0	11.0	bbox	46	62.0	62.0	62.0	225,517,40,12	411.9			
48	48	0.447	рюкзак-синий	2.2	9.8	снег-в-тени	1.230	29.0	2.0	-16.0	16.1	bbox	47	64.0	64.0	64.0	819,985,26,22	410.8			
49	49	0.396	рюкзак-синий	2.0	8.6	снег-в-тени	1.188	30.2	1.0	-16.0	16.0	bbox	48	51.0	51.0	51.0	577,230,16,12	399.9			
50	50	0.923	рюкзак-синий	7.3	4.3	снег-в-тени	0.243	43.1	-1.0	-7.0	7.1	bbox	49	14.0	14.0	14.0	887,1007,18,38	399.8			
51	51	0.731	рюкзак-синий	5.8	1.5	снег-в-тени	0.469	37.3	-2.0	-9.0	9.2	bbox	50	57.0	57.0	57.0	0,953,49,8	396.8			
52	52	0.912	рюкзак-синий	7.1	6.3	снег-в-тени	0.158	45.1	0.0	-7.0	7.0	bbox	51	9.0	9.0	14.0	1629,1059,16,14	393.7			
53	53	0.662	рюкзак-синий	3.0	15.3	снег-в-тени	1.426	23.5	1.0	-17.0	17.0	bbox	52	44.0	44.0	44.0	817,878,20,11	375.6			
54	54	1.951	рюкзак-синий	9.8	42.4	снег-пересвеченный	0.437	81.2	-3.0	-5.0	5.8	bbox	53	2.0	2.0	2.0	549,129,14,14	347.7			
55	55	0.518	рюкзак-синий	3.2	9.4	снег-в-тени	1.326	29.4	2.0	-17.0	17.1	bbox	54	64.0	64.0	64.0	1791,785,13,13	344.8			
56	56	0.919	рюкзак-синий	7.3	3.6	снег-в-тени	0.263	42.4	-1.0	-7.0	7.1	bbox	55	8.0	8.0	8.0	525,1032,10,31	341.9			
57	57	1.385	стакан-марка-красная	11.0	4.7	снег-розовый	0.871	54.5	0.0	1.0	1.0	bbox	56	50.0	50.0	50.0	1681,897,10,18	340.5			
58	58	0.564	рюкзак-синий	2.2	13.7	снег-в-тени	1.199	25.1	-1.0	-15.0	15.0	bbox	57	35.0	31.0	35.0	805,630,16,11	335.5			
59	59	0.426	рюкзак-синий	3.0	5.7	снег-в-тени	1.247	33.1	1.0	-17.0	17.0	bbox	58	63.0	63.0	63.0	969,442,22,7	323.6			
60	60	1.150	палка-древко-контроль	5.0	27.0	снег-в-тени	1.538	68.6	-4.0	-18.0	18.4	bbox	59	45.0	45.0	48.0	1910,61,10,13	321.7			
61	61	1.884	рюкзак-синий	10.8	36.9	снег-пересвеченный	0.561	75.7	-3.0	-4.0	5.0	bbox	60	4.0	0.0	4.0	273,661,12,10	321.4			
62	62	1.343	рюкзак-синий	7.3	27.7	снег-в-тени	0.690	66.5	-1.0	-7.0	7.1	bbox	61	5.0	2.0	5.0	167,214,12,17	317.9			
63	63	0.740	рюкзак-синий	5.4	8.6	снег-в-тени	0.653	30.2	-1.0	-9.0	9.1	bbox	62	5.0	5.0	8.0	1505,977,14,14	317.9			
64	64	0.927	рюкзак-синий	5.1	18.8	снег-в-тени	0.373	57.6	0.0	-9.0	9.0	bbox	63	50.0	50.0	50.0	1865,827,10,14	306.9			
65	65	1.459	палка-древко-контроль	7.6	30.9	снег-пересвеченный	0.907	72.5	-5.0	-8.0	9.4	bbox	64	32.0	32.0	32.0	527,91,20,10	304.2			
66	66	2.090	палка-древко-контроль	7.8	51.7	снег-пересвеченный	0.767	93.3	-3.0	-9.0	9.5	bbox	65	35.0	32.0	37.0	277,271,15,13	297.1			
67	67	1.567	рюкзак-синий	5.8	38.8	снег-пересвеченный	0.916	77.6	-2.0	-9.0	9.2	bbox	66	9.0	9.0	9.0	25,701,19,20	294.2			
68	68	1.444	рюкзак-синий	10.4	17.3	снег-в-тени	2.037	56.1	-2.0	-24.0	24.1	bbox	67	21.0	21.0	21.0	1521,15,13,18	287.7			
69	69	0.822	рюкзак-синий	3.6	19.2	снег-в-тени	1.190	58.0	-1.0	-17.0	17.0	bbox	68	34.0	34.0	35.0	1373,20,16,11	283.8			
70	70	0.792	рюкзак-синий	2.2	20.8	снег-в-тени	1.175	18.0	0.0	-12.0	12.0	bbox	69	18.0	18.0	18.0	1285,873,11,10	280.8			
71	71	2.330	стакан-марка-красная	12.2	49.4	снег-пересвеченный	0.546	99.2	-1.0	-1.0	1.4	bbox	70	17.0	15.0	17.0	897,462,8,18	278.2			
72	72	0.945	рюкзак-синий	7.3	7.1	снег-в-тени	0.190	45.9	-1.0	-7.0	7.1	bbox	71	10.0	9.0	10.0	1339,1047,13,24	275.4			
73	73	0.613	рюкзак-синий	2.0	15.7	снег-в-тени	1.164	23.1	-1.0	-14.0	14.0	bbox	72	33.0	33.0	33.0	195,371,7,16	272.3			
74	74	1.310	рюкзак-синий	7.1	27.1	снег-в-тени	0.658	65.9	0.0	-7.0	7.0	bbox	73	13.0	13.0	16.0	895,1049,7,18	261.9			
75	75	0.743	рюкзак-синий	4.5	13.7	снег-в-тени	0.858	25.1	-1.0	-10.0	10.0	bbox	74	11.0	9.0	12.0	952,553,10,22	261.4			
76	76	1.211	рюкзак-синий	7.3	22.4	снег-в-тени	0.509	61.2	-1.0	-7.0	7.1	bbox	75	9.0	9.0	10.0	1441,588,5,29	259.4			
77	77	1.439	рюкзак-синий	7.3	31.2	снег-в-тени	0.812	70.0	-1.0	-7.0	7.1	bbox	76	14.0	14.0	16.0	1092,923,7,30	255.3			
78	78	0.576	рюкзак-синий	2.2	14.1	снег-в-тени	1.042	24.7	-1.0	-13.0	13.0	bbox	77	56.0	55.0	56.0	1218,135,9,10	251.9			
79	79	1.951	рюкзак-синий	9.8	42.4	снег-пересвеченный	0.437	81.2	-3.0	-5.0	5.8	bbox	78	1.0	1.0	4.0	566,115,8,13	249.3			
80	80	1.448	стакан-марка-красная	11.0	12.6	снег-розовый	0.628	62.4	0.0	0.5	0.5	bbox	79	55.0	55.0	55.0	1289,601,9,8	248.1			
81	81	0.771	рюкзак-синий	4.5	14.9	снег-в-тени	0.897	23.9	-1.0	-10.0	10.0	bbox	80	6.0	6.0	8.0	1557,688,10,7	243.6			
82	82	0.607	рюкзак-синий	4.5	6.6	снег-в-тени	0.625	32.2	-1.0	-10.0	10.0	bbox	81	5.0	5.0	8.0	1457,947,12,10	239.0			
83	83	1.996	рюкзак-синий	6.3	51.4	снег-пересвеченный	0.732	90.2	-2.0	-8.5	8.7	bbox	82	14.0	14.0	14.0	1907,129,6,22	235.6			
84	84	1.593	рюкзак-синий	1.4	44.3	снег-в-тени	1.430	83.1	2.0	-13.0	13.2	bbox	83	14.0	9.0	14.0	1003,43,12,7	230.6			
85	85	0.911	рюкзак-синий	7.3	1.2	снег-в-тени	0.536	37.6	3.0	-7.0	7.6	bbox	84	49.0	49.0	49.0	1409,519,7,20	230.3			
86	86	1.767	рюкзак-синий	8.4	39.8	снег-пересвеченный	0.649	78.6	-1.5	-6.0	6.2	bbox	85	1.0	1.0	4.0	1021,537,8,10	225.9			
87	87	1.893	палка-древко-контроль	13.3	25.1	снег-освещённый	0.753	66.7	-5.0	-2.0	5.4	bbox	86	8.0	5.0	8.0	265,257,18,6	217.2			
88	88	2.174	рюкзак-синий	7.0	55.7	снег-пересвеченный	0.765	94.5	0.5	-7.0	7.0	bbox	87	12.0	10.0	13.0	966,205,11,10	215.1			
89	89	1.684	стакан-марка-красная	11.4	25.1	снег-освещённый	0.350	74.9	0.0	-2.0	2.0	bbox	88	55.0	55.0	55.0	1561,102,14,12	214.3			
90	90	1.527	рюкзак-синий	7.3	34.3	снег-пересвеченный	0.883	73.1	-1.0	-7.0	7.1	bbox	89	14.0	12.0	14.0	1225,563,3,24	213.1			
91	91	1.939	рюкзак-синий	13.0	29.6	снег-освещённый	0.631	68.4	-4.0	-2.0	4.5	bbox	90	11.0	10.0	12.0	1073,337,22,10	212.2			
92	92	0.962	рюкзак-синий	5.4	19.2	снег-в-тени	0.406	58.0	-1.0	-9.0	9.1	bbox	91	50.0	50.0	50.0	1617,769,8,8	211.3			
93	93	1.924	рюкзак-синий	10.3	40.0	снег-пересвеченный	0.477	78.8	-3.0	-4.5	5.4	bbox	92	0.0	0.0	5.0	1161,388,6,13	210.2			
94	94	2.244	рюкзак-синий	9.5	53.4	снег-пересвеченный	0.358	92.2	-2.0	-5.0	5.4	bbox	93	9.0	8.0	9.0	971,257,10,12	204.4			
95	95	0.518	рюкзак-синий	3.2	9.4	снег-в-тени	1.303	29.4	0.0	-17.0	17.0	bbox	94	46.0	46.0	49.0	485,225,12,12	203.8			
96	96	2.330	стакан-марка-красная	12.2	49.4	снег-пересвеченный	0.546	99.2	-1.0	-1.0	1.4	bbox	95	34.0	34.0	37.0	605,59,10,8	203.7			
97	97	2.243	стакан-марка-красная	13.6	41.0	снег-пересвеченный	0.250	90.8	-2.0	-3.0	3.6	bbox	96	17.0	15.0	17.0	527,319,10,10	202.5			
98	98	0.978	рюкзак-синий	6.7	14.1	снег-в-тени	0.862	24.7	-2.0	-8.0	8.2	bbox	97	54.0	54.0	54.0	51,527,23,4	200.2			
99	99	0.411	рюкзак-синий	3.2	3.2	снег-в-тени	1.144	42.0	0.0	-17.0	17.0	bbox	98	69.0	69.0	69.0	1031,292,20,7	198.7			
100	100	1.565	рюкзак-синий	8.2	33.0	снег-освещённый	0.816	71.8	-1.0	-6.0	6.1	bbox	99	34.0	34.0	34.0	342,101,7,9	197.0			
101	101	1.265	палка-древко-контроль	7.2	24.9	снег-в-тени	0.843	66.5	-4.0	-9.0	9.8	bbox	100	33.0	33.0	33.0	515,729,12,8	196.5			
102	102	0.284	рюкзак-синий	2.0	3.7	снег-в-тени	1.025	42.5	1.0	-16.0	16.0	bbox	101	69.0	69.0	69.0	806,345,7,8	190.6			
103	103	1.093	рюкзак-синий	4.5	26.3	снег-в-тени	1.400	65.1	-1.0	-18.0	18.0	bbox	102	45.0	45.0	45.0	1797,404,14,5	189.5			
104	104	0.850	рюкзак-синий	6.7	3.9	снег-в-тени	0.308	42.7	-2.0	-8.0	8.2	bbox	103	53.0	53.0	53.0	1129,249,10,10	188.7			
105	105	1.884	рюкзак-синий	5.8	48.7	снег-пересвеченный	0.799	87.5	-2.0	-9.0	9.2	bbox	104	36.0	36.0	37.0	1076,151,4,16	185.9			
106	106	0.907	рюкзак-синий	5.3	17.3	снег-в-тени	1.322	56.1	-2.5	-18.0	18.2	bbox	105	27.0	27.0	27.0	1501,40,11,10	181.6			
107	107	0.864	рюкзак-синий	4.5	18.5	снег-в-тени	0.438	57.3	-1.0	-10.0	10.0	bbox	106	56.0	56.0	56.0	521,17,8,8	181.4			
