track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	169.2	165.2	169.2	482,0,164,546	567.6	9021.2	39.4828992	73.5862216	4673.1
1	167.2	166.2	167.2	534,172,66,240	242.4	7321.5	39.4828991	73.5862223	4673.1
2	231.2	229.2	231.2	618,92,124,366	383.9	6918.4	39.4829122	73.5862099	4673.1
3	64.1	62.1	66.1	926,48,90,272	283.1	6685.0	39.4829112	73.5861861	4664.6
4	91.1	91.1	91.1	752,800,114,280	298.9	6049.7	39.4828326	73.5863593	4667.2
5	126.1	126.1	126.1	1234,726,82,262	269.2	5647.1	39.4829013	73.5862261	4673.1
6	88.1	88.1	89.1	366,434,94,242	256.3	5575.5	39.4828844	73.5862494	4664.6
7	127.1	127.1	127.1	1588,0,74,190	199.2	5555.9	39.4829007	73.5862259	4673.1
8	230.2	229.2	230.2	524,62,76,230	236.2	5537.3	39.4829123	73.5862101	4673.0
9	167.2	165.2	167.2	502,94,96,306	313.6	5263.9	39.4828991	73.5862223	4673.1
10	55.1	52.1	61.1	1450,158,120,300	320.5	4985.0	39.4829114	73.5861881	4664.6
11	54.1	53.1	61.1	422,858,98,222	238.5	4958.8	39.4829115	73.5861889	4664.6
12	93.1	91.1	96.1	548,386,72,212	220.7	4819.7	39.4828212	73.5863855	4670.0
13	89.1	89.1	89.1	532,120,90,278	282.2	4699.9	39.4828664	73.5862872	4664.8
14	127.1	127.1	128.1	636,550,56,198	198.6	4688.4	39.4829007	73.5862259	4673.1
15	90.1	89.1	90.1	1182,264,44,158	159.9	4642.6	39.4828485	73.5863248	4665.9
16	63.1	62.1	67.1	1322,184,56,140	145.4	4501.7	39.4829111	73.5861860	4664.6
17	155.2	155.2	156.2	354,908,46,172	174.6	4501.3	39.4829031	73.5862246	4673.0
18	60.1	56.1	60.1	466,758,120,310	324.2	4412.5	39.4829107	73.5861865	4664.6
19	95.1	95.1	95.1	816,850,30,108	109.4	4278.4	39.4828108	73.5864094	4672.6
20	99.1	97.1	105.1	1452,42,94,210	225.8	4236.2	39.4828034	73.5864268	4673.0
21	90.1	90.1	90.1	572,68,76,178	188.0	4235.5	39.4828485	73.5863248	4665.9
22	168.2	168.2	168.2	1176,0,62,232	235.3	4154.3	39.4828991	73.5862220	4673.1
23	91.1	87.1	91.1	1172,830,58,184	189.8	4150.7	39.4828326	73.5863593	4667.2
24	127.1	127.1	127.1	748,662,58,148	146.0	4134.3	39.4829007	73.5862259	4673.1
25	149.1	144.1	152.2	1194,0,86,230	242.3	4125.8	39.4829031	73.5862217	4673.1
26	88.1	88.1	90.1	950,838,78,242	245.0	4091.5	39.4828844	73.5862494	4664.6
27	88.1	87.1	88.1	1526,282,54,124	130.0	4071.4	39.4828844	73.5862494	4664.6
28	167.2	167.2	167.2	608,0,54,230	231.8	4034.6	39.4828991	73.5862223	4673.1
29	53.1	53.1	60.1	1628,0,50,132	137.7	4032.2	39.4829115	73.5861895	4664.6
30	52.1	52.1	54.1	1374,136,68,156	163.1	3961.6	39.4829113	73.5861901	4664.6
31	150.2	150.2	150.2	1394,46,68,230	235.2	3947.5	39.4829034	73.5862221	4673.1
32	232.2	232.2	232.2	614,764,50,138	142.8	3933.8	39.4829122	73.5862102	4673.0
33	164.2	164.2	164.2	750,330,44,162	161.9	3899.1	39.4829002	73.5862230	4673.1
34	92.1	87.1	92.1	766,542,38,214	214.1	3898.2	39.4828231	73.5863799	4668.6
35	232.2	232.2	232.2	1376,432,84,274	282.3	3893.6	39.4829122	73.5862102	4673.0
36	111.1	111.1	117.1	780,792,78,288	290.6	3893.1	39.4829032	73.5862299	4673.0
37	116.1	116.1	116.1	602,834,72,246	252.5	3886.8	39.4829045	73.5862267	4673.0
38	116.1	116.1	116.1	344,788,76,194	205.8	3854.2	39.4829045	73.5862267	4673.0
