ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	2.119	рюкзак-синий	14.3	31.7	порода-в-тени	0.493	7.1	-2.0	0.0	2.0	bbox	0	6.0	5.0	11.0	529,289,24,44	2638.5	39.4825281	73.5847475	4638.0
2	2	2.017	рюкзак-синий	13.3	31.7	порода-в-тени	0.476	7.1	-2.0	-1.0	2.2	bbox	1	4.0	4.0	9.0	561,0,48,29	2194.6	39.4825277	73.5847469	4638.0
3	3	1.596	стакан-марка-красная	12.0	14.9	порода-в-тени	0.547	34.9	-1.0	0.0	1.0	bbox	2	29.0	28.0	30.0	1620,257,22,48	2115.3	39.4825254	73.5847475	4638.0
4	4	1.886	рюкзак-синий	13.3	24.7	порода-в-тени	0.224	14.1	-2.0	-1.0	2.2	bbox	3	41.0	41.0	45.0	545,779,16,70	1743.3	39.4825277	73.5847477	4637.9
5	5	1.646	стакан-марка-красная	12.2	17.6	порода-в-тени	0.438	32.2	-1.0	-1.0	1.4	bbox	4	29.0	24.0	31.0	1620,321,23,48	1263.5	39.4825254	73.5847475	4638.0
6	6	1.821	рюкзак-синий	13.2	21.9	порода-в-тени	0.178	16.9	-1.0	-1.0	1.4	bbox	5	25.0	25.0	31.0	142,169,19,24	996.2	39.4825251	73.5847471	4638.0
7	7	1.542	стакан-марка-красная	11.0	19.2	порода-в-тени	0.459	30.6	0.0	0.0	0.0	bbox	6	53.1	50.1	56.1	993,585,16,16	986.9	39.4825278	73.5847489	4638.0
8	8	2.004	рюкзак-синий	14.1	26.4	порода-в-тени	0.337	12.4	-1.0	0.0	1.0	bbox	7	26.0	25.0	27.0	192,65,17,16	968.4	39.4825252	73.5847474	4638.0
9	9	0.842	рюкзак-синий	5.8	11.8	снег-в-тени	0.297	50.6	-2.0	-9.0	9.2	bbox	8	23.0	23.0	23.0	14,777,13,38	859.8	39.4825249	73.5847465	4638.0
10	10	2.108	рюкзак-синий	14.1	32.1	порода-в-тени	0.521	6.7	-1.0	0.0	1.0	bbox	9	0.0	0.0	0.0	1306,971,19,30	859.4	39.4825273	73.5847466	4638.0
11	11	1.971	рюкзак-синий	14.3	23.1	порода-в-тени	0.210	15.7	-2.0	0.0	2.0	bbox	10	44.0	38.0	45.0	581,283,12,30	842.7	39.4825277	73.5847479	4638.0
12	12	1.853	стакан-марка-красная	13.0	24.7	порода-в-тени	0.209	25.1	-2.0	0.0	2.0	bbox	11	45.0	34.0	45.0	611,519,22,16	688.3	39.4825278	73.5847482	4638.0
13	13	1.927	стакан-марка-красная	11.0	37.6	порода-в-тени	0.406	12.2	0.0	0.0	0.0	bbox	12	28.0	28.0	28.0	1550,323,20,19	666.0	39.4825254	73.5847473	4638.0
14	14	2.130	рюкзак-синий	14.3	32.3	порода-в-тени	0.513	6.5	-2.0	0.0	2.0	bbox	13	40.0	30.0	45.0	1145,817,10,23	619.0	39.4825277	73.5847475	4637.9
15	15	1.755	стакан-марка-красная	14.0	1.2	снег-в-тени	1.074	51.0	-3.0	0.0	3.0	bbox	14	22.0	22.0	23.0	1401,467,8,30	582.8	39.4825252	73.5847463	4638.0
16	16	1.884	рюкзак-синий	12.0	31.7	порода-в-тени	0.552	7.1	0.0	-2.0	2.0	bbox	15	3.0	0.0	5.0	1385,513,8,16	566.1	39.4825276	73.5847466	4638.0
17	17	1.821	рюкзак-синий	13.0	22.7	порода-в-тени	0.294	16.1	0.0	-1.0	1.0	bbox	16	50.1	50.1	56.1	1115,134,14,24	564.5	39.4825278	73.5847490	4638.0
18	18	1.248	рюкзак-синий	7.1	24.7	порода-в-тени	0.929	14.1	2.0	-7.0	7.3	bbox	17	0.0	0.0	2.0	533,897,10,34	514.1	39.4825273	73.5847466	4638.0
19	19	0.776	рюкзак-синий	5.4	10.8	снег-в-тени	0.188	49.6	-1.0	-9.0	9.1	bbox	18	58.1	58.1	65.1	1257,17,12,16	509.6	39.4825265	73.5847475	4638.1
20	20	0.970	рюкзак-синий	6.1	16.9	снег-в-тени	0.282	55.7	0.0	-8.0	8.0	bbox	19	23.0	23.0	25.0	17,945,10,16	491.5	39.4825249	73.5847465	4638.0
21	21	0.658	рюкзак-синий	5.1	4.5	снег-в-тени	0.203	43.3	0.0	-9.0	9.0	bbox	20	57.1	57.1	59.1	1233,49,16,12	480.9	39.4825269	73.5847477	4638.1
22	22	1.807	стакан-марка-красная	14.0	12.2	снег-освещённый	0.718	62.0	-3.0	0.0	3.0	bbox	21	58.1	57.1	59.1	449,957,16,20	476.7	39.4825265	73.5847475	4638.1
23	23	1.985	рюкзак-синий	13.0	31.7	порода-в-тени	0.538	7.1	0.0	-1.0	1.0	bbox	22	5.0	2.0	5.0	1313,801,8,16	473.0	39.4825281	73.5847472	4638.0
24	24	0.868	рюкзак-синий	6.4	9.4	снег-в-тени	0.396	48.2	-3.0	-9.0	9.5	bbox	23	36.0	34.0	39.0	1896,135,15,18	446.9	39.4825270	73.5847475	4638.0
25	25	1.631	стакан-марка-красная	11.0	24.3	порода-в-тени	0.333	25.5	0.0	0.0	0.0	bbox	24	23.0	22.0	23.0	273,282,13,15	425.9	39.4825249	73.5847465	4638.0
26	26	0.791	рюкзак-синий	6.3	0.4	снег-в-тени	0.331	39.2	-1.0	-8.0	8.1	bbox	25	64.1	63.1	68.1	1627,153,14,15	420.9	39.4825270	73.5847472	4638.0
27	27	1.844	рюкзак-синий	13.6	20.0	порода-в-тени	0.137	18.8	-3.0	-1.0	3.2	bbox	26	21.0	16.0	21.0	579,361,14,16	404.5	39.4825254	73.5847460	4638.0
28	28	1.046	рюкзак-синий	6.4	18.8	снег-в-тени	0.529	57.6	-3.0	-9.0	9.5	bbox	27	54.1	54.1	54.1	1622,114,11,15	393.6	39.4825278	73.5847486	4638.0
29	29	1.793	рюкзак-синий	14.3	3.1	порода-в-тени	0.662	35.7	-5.0	-1.0	5.1	bbox	28	2.0	0.0	2.0	465,1037,12,12	386.9	39.4825275	73.5847465	4638.0
30	30	1.093	рюкзак-синий	8.2	10.2	снег-в-тени	0.283	49.0	-1.0	-6.0	6.1	bbox	29	40.0	37.0	46.0	607,287,10,19	354.6	39.4825277	73.5847475	4637.9
31	31	0.788	рюкзак-синий	5.1	13.0	снег-в-тени	0.189	51.8	0.0	-9.0	9.0	bbox	30	56.1	56.1	60.1	1295,121,26,8	346.4	39.4825273	73.5847480	4638.0
32	32	0.761	рюкзак-синий	6.1	0.8	снег-в-тени	0.293	39.6	0.0	-8.0	8.0	bbox	31	23.0	22.0	23.0	147,185,14,16	340.3	39.4825249	73.5847465	4638.0
33	33	0.639	рюкзак-синий	5.1	1.2	снег-в-тени	0.384	37.6	0.0	-9.0	9.0	bbox	32	56.1	56.1	58.1	1691,64,22,7	333.7	39.4825273	73.5847480	4638.0
34	34	0.884	рюкзак-синий	7.1	0.6	снег-в-тени	0.364	38.2	0.0	-7.0	7.0	bbox	33	44.0	36.0	45.0	481,520,8,24	330.8	39.4825277	73.5847479	4638.0
35	35	1.712	рюкзак-синий	13.6	5.7	порода-в-тени	0.472	33.1	-3.0	-1.0	3.2	bbox	34	1.0	0.0	1.0	483,1049,10,16	327.3	39.4825273	73.5847465	4638.0
36	36	1.886	рюкзак-синий	13.2	25.9	порода-в-тени	0.294	12.9	-1.0	-1.0	1.4	bbox	35	27.0	26.0	45.0	168,89,9,16	325.2	39.4825254	73.5847473	4638.0
37	37	1.879	рюкзак-синий	14.3	16.1	порода-в-тени	0.150	22.7	-2.0	0.0	2.0	bbox	36	16.0	15.0	20.0	708,145,13,8	322.3	39.4825268	73.5847468	4638.1
38	38	0.629	рюкзак-синий	5.0	1.9	снег-в-тени	0.429	36.9	1.0	-9.0	9.1	bbox	37	55.1	55.1	59.1	1842,63,15,12	322.2	39.4825275	73.5847484	4638.0
39	39	1.987	стакан-марка-красная	11.0	40.0	порода-в-тени	0.470	9.8	0.0	0.0	0.0	bbox	38	15.0	14.0	21.0	635,273,6,16	317.6	39.4825269	73.5847473	4638.1
40	40	0.773	рюкзак-синий	5.4	10.6	снег-в-тени	0.186	49.4	-1.0	-9.0	9.1	bbox	39	52.1	52.1	54.1	1689,513,7,16	313.3	39.4825278	73.5847490	4638.0
41	41	0.932	рюкзак-синий	6.1	15.1	снег-в-тени	0.860	23.7	0.0	-8.0	8.0	bbox	40	21.0	21.0	21.0	441,770,8,19	304.0	39.4825254	73.5847460	4638.0
42	42	1.384	стакан-марка-красная	11.0	2.7	порода-в-тени	0.992	47.1	0.0	0.0	0.0	bbox	41	55.1	49.0	55.1	1009,1049,12,8	297.8	39.4825275	73.5847484	4638.0
43	43	0.783	рюкзак-синий	5.4	11.2	снег-в-тени	0.193	50.0	-1.0	-9.0	9.1	bbox	42	55.1	55.1	57.1	1439,25,18,8	297.2	39.4825275	73.5847484	4638.0
44	44	1.898	стакан-марка-красная	11.0	36.5	порода-в-тени	0.377	13.3	0.0	0.0	0.0	bbox	43	45.0	40.0	45.0	561,740,8,13	281.5	39.4825278	73.5847482	4638.0
45	45	1.860	рюкзак-синий	13.0	25.1	порода-в-тени	0.345	13.7	0.0	-1.0	1.0	bbox	44	27.0	25.0	27.0	139,185,14,15	279.9	39.4825254	73.5847473	4638.0
46	46	0.959	рюкзак-синий	5.0	20.4	снег-в-тени	1.064	18.4	1.0	-9.0	9.1	bbox	45	0.0	0.0	0.0	119,1016,10,10	276.1	39.4825273	73.5847466	4638.0
47	47	0.856	рюкзак-синий	6.1	11.0	снег-в-тени	0.072	49.8	0.0	-8.0	8.0	bbox	46	61.1	61.1	65.1	1630,49,11,8	274.0	39.4825265	73.5847470	4638.0
48	48	1.506	стакан-марка-красная	12.0	1.0	снег-в-тени	1.008	48.8	-1.0	0.0	1.0	bbox	47	54.1	51.1	56.1	865,561,8,8	273.3	39.4825278	73.5847486	4638.0
49	49	0.952	рюкзак-синий	6.1	16.1	снег-в-тени	0.895	22.7	0.0	-8.0	8.0	bbox	48	16.0	10.0	18.0	585,841,10,20	265.5	39.4825268	73.5847468	4638.1
50	50	0.886	рюкзак-синий	6.4	10.6	снег-в-тени	0.399	49.4	-3.0	-9.0	9.5	bbox	49	37.0	34.0	42.0	1886,107,11,14	260.2	39.4825274	73.5847474	4638.0
51	51	1.428	стакан-марка-красная	11.0	10.2	порода-в-тени	0.741	39.6	0.0	0.0	0.0	bbox	50	57.1	55.1	57.1	1089,849,8,8	258.8	39.4825269	73.5847477	4638.1
52	52	1.381	стакан-марка-красная	11.0	0.8	снег-в-тени	1.005	50.6	0.0	0.0	0.0	bbox	51	56.1	54.1	56.1	721,937,8,8	254.5	39.4825273	73.5847480	4638.0
53	53	1.875	рюкзак-синий	13.6	22.1	порода-в-тени	0.183	16.7	-3.0	-1.0	3.2	bbox	52	19.0	16.0	21.0	609,545,8,8	244.8	39.4825252	73.5847455	4638.0
54	54	1.944	рюкзак-синий	13.8	24.9	порода-в-тени	0.240	13.9	-2.0	-0.5	2.1	bbox	53	20.0	13.0	20.0	557,689,4,16	244.3	39.4825252	73.5847457	4638.0
55	55	1.508	стакан-марка-красная	12.0	2.5	порода-в-тени	0.975	47.3	-1.0	0.0	1.0	bbox	54	56.1	50.1	56.1	785,993,8,8	244.1	39.4825273	73.5847480	4638.0
56	56	1.852	стакан-марка-красная	12.0	30.2	порода-в-тени	0.179	19.6	-1.0	0.0	1.0	bbox	55	60.1	60.1	60.1	1722,385,7,12	240.8	39.4825265	73.5847471	4638.0
57	57	2.018	рюкзак-синий	13.0	33.3	порода-в-тени	0.588	5.5	0.0	-1.0	1.0	bbox	56	20.0	12.0	20.0	1103,881,6,24	238.0	39.4825252	73.5847457	4638.0
58	58	1.665	стакан-марка-красная	13.2	7.4	порода-в-тени	0.784	42.4	-2.0	-1.0	2.2	bbox	57	48.0	46.0	48.0	1201,641,8,8	237.2	39.4825279	73.5847489	4638.0
59	59	1.670	стакан-марка-красная	10.2	30.2	порода-в-тени	0.376	19.6	1.0	-1.0	1.4	bbox	58	22.0	22.0	22.0	281,337,8,8	234.4	39.4825252	73.5847463	4638.0
