track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	35.1	29.1	35.1	1164,840,74,214	221.3	7435.1	39.4825560	73.5857501	4643.1
1	2.0	1.0	2.0	556,314,178,460	489.0	6973.8	39.4825614	73.5857523	4643.1
2	6.0	3.0	8.0	1326,530,90,200	215.8	6327.7	39.4825632	73.5857505	4643.1
3	15.0	9.0	15.0	710,490,180,590	611.5	5639.3	39.4825595	73.5857477	4643.1
4	8.0	8.0	8.0	418,460,238,582	614.0	5631.1	39.4825625	73.5857494	4643.1
5	35.1	35.1	35.1	340,32,84,198	210.9	5490.2	39.4825560	73.5857501	4643.1
6	6.0	3.0	6.0	1360,740,98,260	271.3	5270.8	39.4825632	73.5857505	4643.1
7	27.0	27.0	27.0	570,308,58,194	197.4	5124.3	39.4825564	73.5857466	4643.1
8	6.0	3.0	6.0	422,640,68,180	189.8	4787.9	39.4825632	73.5857505	4643.1
9	27.0	27.0	27.0	990,798,96,282	288.5	4776.8	39.4825564	73.5857466	4643.1
10	10.0	9.0	14.0	470,0,178,340	381.0	4651.9	39.4825614	73.5857489	4643.1
11	6.0	0.0	6.0	794,310,110,264	279.7	4607.2	39.4825632	73.5857505	4643.1
12	3.0	2.0	9.0	444,0,214,456	490.5	4575.7	39.4825614	73.5857519	4643.1
13	4.0	3.0	8.0	492,138,154,334	359.3	4562.6	39.4825618	73.5857515	4643.1
14	5.0	3.0	5.0	204,0,176,334	372.4	4382.5	39.4825627	73.5857512	4643.1
15	5.0	3.0	5.0	290,232,100,204	223.6	4316.6	39.4825627	73.5857512	4643.1
16	35.1	35.1	35.1	1120,342,64,138	146.1	4275.1	39.4825560	73.5857501	4643.1
17	6.0	0.0	6.0	1090,642,86,326	334.2	4135.3	39.4825632	73.5857505	4643.1
18	10.0	7.0	11.0	578,706,158,374	403.1	3965.2	39.4825614	73.5857489	4643.1
19	35.1	35.1	35.1	1264,588,60,114	123.4	3821.4	39.4825560	73.5857501	4643.1
20	27.0	14.0	27.0	748,664,62,280	282.4	3798.9	39.4825564	73.5857466	4643.1
21	3.0	3.0	4.0	640,458,144,420	435.0	3735.9	39.4825614	73.5857519	4643.1
22	5.0	3.0	5.0	548,804,96,262	275.0	3636.5	39.4825627	73.5857512	4643.1
23	9.0	8.0	9.0	594,130,168,366	383.8	3605.5	39.4825618	73.5857491	4643.1
24	4.0	4.0	5.0	1176,480,108,376	387.5	3453.8	39.4825618	73.5857515	4643.1
25	11.0	7.0	12.0	830,802,108,272	280.8	3424.0	39.4825611	73.5857489	4643.1
26	14.0	13.0	16.0	482,0,98,346	355.8	3301.7	39.4825600	73.5857482	4643.1
27	46.1	38.1	47.1	952,354,62,132	140.6	3174.4	39.4825542	73.5857507	4643.1
28	27.0	27.0	27.0	1144,592,82,242	249.3	3165.2	39.4825564	73.5857466	4643.1
29	66.1	65.1	69.1	1096,836,100,244	257.2	3162.3	39.4825558	73.5857470	4643.1
30	1.0	0.0	1.0	786,0,76,144	159.1	3153.8	39.4825616	73.5857525	4643.1
31	6.0	6.0	6.0	628,698,86,258	262.9	3145.7	39.4825632	73.5857505	4643.1
32	27.0	24.0	28.0	480,580,72,276	281.8	3130.8	39.4825564	73.5857466	4643.1
33	7.0	5.0	10.0	932,440,116,278	298.6	3106.4	39.4825629	73.5857500	4643.1
34	3.0	3.0	4.0	1454,814,46,212	211.3	3104.2	39.4825614	73.5857519	4643.1
35	23.0	23.0	26.0	452,186,78,322	321.9	3079.6	39.4825584	73.5857463	4643.1
36	5.0	5.0	5.0	582,0,102,232	248.8	3027.8	39.4825627	73.5857512	4643.1
37	27.0	27.0	28.0	768,602,76,206	215.6	3001.5	39.4825564	73.5857466	4643.1
38	12.0	12.0	12.0	480,746,136,334	356.5	2975.2	39.4825607	73.5857490	4643.1
39	53.1	48.1	54.1	1104,826,76,254	258.3	2969.1	39.4825552	73.5857495	4643.1
40	11.0	11.0	17.0	550,0,112,376	384.6	2967.0	39.4825611	73.5857489	4643.1
41	6.0	6.0	6.0	1080,96,74,146	161.0	2951.8	39.4825632	73.5857505	4643.1
42	35.1	35.1	35.1	1268,0,74,154	164.6	2948.6	39.4825560	73.5857501	4643.1
43	17.0	12.0	21.0	746,494,72,250	256.6	2942.9	39.4825592	73.5857469	4643.1
44	2.0	0.0	2.0	506,156,102,204	220.3	2941.2	39.4825614	73.5857523	4643.1
45	13.0	13.0	16.0	622,476,154,366	388.1	2934.4	39.4825604	73.5857487	4643.1
46	2.0	0.0	2.0	1214,512,54,156	154.2	2931.4	39.4825614	73.5857523	4643.1
47	4.0	4.0	4.0	1372,712,114,308	311.6	2925.0	39.4825618	73.5857515	4643.1
48	23.0	13.0	23.0	1140,720,100,360	366.0	2915.4	39.4825584	73.5857463	4643.1
