track	t_best	t0	t1	bbox	score	lat	lon	alt
0	52.0	48.0	52.0	1107,0,264,320	50042.9			
1	52.0	50.0	52.0	1654,883,135,188	44421.6			
2	52.0	52.0	52.0	1709,0,211,625	33331.1			
3	57.0	56.0	57.0	0,0,226,159	18884.8			
4	52.0	52.0	52.0	1845,881,75,199	13050.0			
5	57.0	55.0	57.0	487,228,123,245	11751.5			
6	54.0	54.0	54.0	363,93,278,308	11437.3			
7	51.0	47.0	51.0	1411,1047,149,33	10774.6			
8	54.0	54.0	59.0	107,79,102,282	10198.0			
9	52.0	52.0	52.0	1137,293,350,70	9986.5			
10	59.0	54.0	59.0	399,382,127,46	9939.9			
11	4.0	4.0	4.0	521,25,108,50	9562.8			
12	55.0	55.0	55.0	145,565,88,40	7858.4			
13	57.0	55.0	59.0	345,159,80,62	7609.9			
14	52.0	52.0	52.0	1785,0,102,159	7523.4			
15	8.0	8.0	8.0	1894,209,26,96	6847.1			
16	52.0	52.0	52.0	1873,969,47,111	6774.0			
17	59.0	59.0	59.0	489,790,36,92	6721.3			
18	46.0	46.0	50.0	6,71,35,448	6326.1			
19	3.0	3.0	3.0	0,525,16,174	6280.6			
20	51.0	51.0	51.0	1825,291,50,94	6279.0			
21	52.0	52.0	52.0	1627,391,218,78	6139.6			
22	50.0	50.0	50.0	49,0,62,97	5833.3			
23	5.0	5.0	5.0	713,475,58,88	5496.0			
24	4.0	4.0	4.0	1111,0,121,19	5267.2			
25	51.0	51.0	51.0	1751,405,40,68	5210.1			
26	2.0	1.0	6.0	1432,1033,57,47	5206.4			
27	48.0	48.0	48.0	1687,341,131,151	5145.3			
28	54.0	54.0	54.0	165,0,73,61	5136.6			
29	43.0	43.0	45.0	201,0,232,93	5125.3			
30	47.0	47.0	50.0	359,157,24,304	5084.3			
31	51.0	51.0	51.0	1595,590,70,97	4868.5			
32	18.0	16.0	19.0	165,761,44,223	4850.9			
33	54.0	54.0	58.0	427,259,160,182	4817.0			
34	4.0	4.0	4.0	1861,49,59,72	4662.3			
