track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	144.2	136.2	144.2	914,80,102,554	561.0	10621.6	39.4829346	73.5861788	4674.5
1	18.0	16.0	18.0	1158,0,56,252	254.7	8558.5	39.4833056	73.5853336	4674.5
2	22.0	19.0	22.0	1262,0,64,300	302.9	8246.7	39.4833074	73.5853335	4674.5
3	145.2	145.2	145.2	926,158,70,444	446.6	7556.5	39.4829347	73.5861790	4674.4
4	23.0	23.0	23.0	1142,186,50,222	224.3	7328.8	39.4833076	73.5853335	4674.5
5	166.2	146.2	166.2	1004,364,140,690	698.9	6649.7	39.4829311	73.5861793	4674.5
6	24.0	24.0	26.0	1110,292,38,158	160.1	6601.1	39.4833078	73.5853334	4674.5
7	19.0	19.0	22.0	1192,0,56,226	228.2	6364.0	39.4833061	73.5853336	4674.5
8	155.2	155.2	157.2	680,0,140,698	705.5	6344.3	39.4829332	73.5861790	4674.5
9	482.5	482.5	482.5	1114,522,118,454	461.7	6261.1	39.4828722	73.5863119	4663.6
10	382.4	382.4	382.4	1390,0,158,242	285.0	6259.8	39.4828780	73.5863210	4663.5
11	139.2	136.2	143.2	912,0,140,614	627.2	6198.3	39.4829345	73.5861784	4674.5
12	17.0	9.0	18.0	1090,214,38,156	157.7	6121.1	39.4833051	73.5853334	4674.5
13	280.3	280.3	280.3	866,658,116,236	259.4	5354.2	39.4828632	73.5863205	4674.4
14	140.2	140.2	140.2	850,326,54,336	337.4	5251.2	39.4829342	73.5861781	4674.5
15	73.1	73.1	73.1	654,588,78,268	274.1	4928.2	39.4830257	73.5859792	4674.5
16	24.0	24.0	24.0	660,28,90,270	279.6	4919.1	39.4833078	73.5853334	4674.5
17	481.5	481.5	481.5	1154,676,126,404	413.4	4874.2	39.4828724	73.5863121	4663.6
18	27.0	26.0	27.0	770,0,96,266	280.2	4796.7	39.4833086	73.5853338	4674.5
19	423.5	422.5	424.5	760,880,138,174	216.8	4743.1	39.4828740	73.5863158	4663.6
20	166.2	156.2	166.2	668,394,76,510	513.0	4707.9	39.4829311	73.5861793	4674.5
21	416.5	416.5	421.5	474,736,120,214	235.6	4620.9	39.4828738	73.5863174	4663.6
22	482.5	481.5	482.5	1056,398,140,378	396.9	4568.3	39.4828722	73.5863119	4663.6
23	353.4	353.4	354.4	1016,354,128,154	194.4	4517.4	39.4828711	73.5863144	4663.6
24	93.1	93.1	93.1	566,734,94,346	354.9	4465.6	39.4830228	73.5859778	4674.5
25	355.4	353.4	355.4	1654,218,70,116	129.2	4460.7	39.4828718	73.5863142	4663.6
26	206.2	206.2	206.2	1140,546,200,534	566.9	4421.6	39.4829285	73.5861779	4674.5
27	355.4	353.4	355.4	1134,738,198,222	281.4	4401.2	39.4828718	73.5863142	4663.6
28	482.5	482.5	482.5	816,84,118,270	290.3	4395.9	39.4828722	73.5863119	4663.6
29	16.0	16.0	17.0	578,22,48,210	212.7	4336.9	39.4833046	73.5853334	4674.5
30	25.0	25.0	26.0	670,0,82,252	261.5	4336.3	39.4833079	73.5853333	4674.5
31	481.5	481.5	481.5	408,320,86,284	293.5	4328.5	39.4828724	73.5863121	4663.6
32	481.5	481.5	481.5	854,738,162,342	361.8	4289.0	39.4828724	73.5863121	4663.6
33	27.0	27.0	27.0	1122,234,34,150	149.9	4211.2	39.4833086	73.5853338	4674.5
34	143.2	143.2	146.2	554,58,76,466	469.3	4174.1	39.4829343	73.5861785	4674.5
35	425.5	425.5	425.5	748,778,110,138	172.1	4164.5	39.4828740	73.5863154	4663.6
36	481.5	481.5	481.5	734,636,64,232	237.7	4164.0	39.4828724	73.5863121	4663.6
37	148.2	143.2	149.2	462,18,76,512	515.3	4113.4	39.4829345	73.5861783	4674.5
38	327.4	327.4	327.4	872,246,66,96	113.7	4075.0	39.4828676	73.5863155	4663.6
39	93.1	91.1	93.1	330,612,98,268	274.4	4065.4	39.4830228	73.5859778	4674.5
40	29.0	29.0	29.0	600,654,70,290	294.1	4012.4	39.4833087	73.5853337	4674.5
41	24.0	24.0	26.0	954,144,60,152	155.6	3970.1	39.4833078	73.5853334	4674.5
42	186.2	181.2	190.2	838,326,132,446	462.5	3922.0	39.4829296	73.5861778	4674.5
43	139.2	137.2	139.2	566,0,84,470	471.6	3854.7	39.4829345	73.5861784	4674.5
44	138.2	137.2	138.2	930,0,90,426	433.0	3830.6	39.4829342	73.5861790	4674.5
45	145.2	145.2	145.2	884,134,64,318	319.4	3812.3	39.4829347	73.5861790	4674.4
46	424.5	424.5	424.5	228,870,104,128	160.9	3793.7	39.4828740	73.5863154	4663.6
47	145.2	143.2	145.2	542,188,50,304	305.5	3784.6	39.4829347	73.5861790	4674.4
48	27.0	26.0	27.0	1156,866,44,168	169.4	3723.8	39.4833086	73.5853338	4674.5
49	280.3	280.3	280.3	1142,496,96,228	241.8	3715.9	39.4828632	73.5863205	4674.4
50	281.3	281.3	281.3	666,154,92,366	374.5	3689.5	39.4828632	73.5863204	4674.5
51	421.5	420.5	421.5	264,824,128,180	209.1	3667.8	39.4828739	73.5863160	4663.6
52	281.3	281.3	281.3	704,366,78,164	178.0	3636.3	39.4828632	73.5863204	4674.5
53	26.0	24.0	26.0	562,0,44,200	202.1	3603.8	39.4833083	73.5853335	4674.5
54	167.2	158.2	167.2	524,412,86,466	465.6	3592.4	39.4829307	73.5861791	4674.5
55	278.3	276.3	278.3	162,738,156,342	368.3	3565.2	39.4828630	73.5863207	4674.4
56	170.2	167.2	177.2	746,146,98,408	416.7	3556.3	39.4829301	73.5861783	4674.5
57	354.4	353.4	354.4	1314,392,90,166	180.8	3532.3	39.4828715	73.5863143	4663.6
58	93.1	93.1	93.1	348,818,72,194	203.7	3526.4	39.4830228	73.5859778	4674.5
59	481.5	481.5	481.5	1492,88,56,274	270.4	3492.5	39.4828724	73.5863121	4663.6
60	198.2	197.2	202.2	818,708,118,372	387.1	3473.2	39.4829298	73.5861793	4674.5
61	23.0	22.0	23.0	552,0,56,214	216.2	3469.1	39.4833076	73.5853335	4674.5
62	180.2	177.2	186.2	966,178,106,428	435.2	3457.0	39.4829306	73.5861774	4674.5
63	27.0	27.0	27.0	1000,86,66,180	186.6	3450.7	39.4833086	73.5853338	4674.5
64	17.0	17.0	18.0	934,68,60,150	156.2	3444.1	39.4833051	73.5853334	4674.5
65	166.2	145.2	167.2	1138,676,64,298	301.6	3410.6	39.4829311	73.5861793	4674.5
66	382.4	382.4	382.4	180,794,208,286	349.0	3401.1	39.4828780	73.5863210	4663.5
67	280.3	280.3	280.3	864,920,46,110	115.1	3386.6	39.4828632	73.5863205	4674.4
68	159.2	159.2	159.2	1216,168,98,398	406.8	3355.6	39.4829329	73.5861793	4674.5
69	482.5	481.5	482.5	1342,904,46,128	132.2	3311.5	39.4828722	73.5863119	4663.6
70	355.4	350.4	356.4	974,614,142,216	240.1	3281.7	39.4828718	73.5863142	4663.6
71	13.0	8.0	15.0	794,108,68,184	191.6	3279.1	39.4833037	73.5853335	4674.5
