ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.596	рюкзак-синий	12.0	14.9	порода-в-тени	0.307	23.9	0.0	-2.0	2.0	bbox	0	0.0	0.0	0.0	0,0,105,143	9031.4			
2	2	1.702	стакан-марка-красная	13.2	12.4	снег-освещённый	0.689	62.2	-2.0	-1.0	2.2	bbox	1	23.0	23.0	23.0	1533,0,120,625	8544.2			
3	3	1.485	рюкзак-синий	11.7	7.1	снег-в-тени	0.732	45.9	-3.0	-3.0	4.2	bbox	2	30.0	30.0	34.0	1782,1015,138,48	7518.5			
4	4	1.846	рюкзак-синий	12.6	26.7	снег-освещённый	0.651	65.5	-3.0	-2.0	3.6	bbox	3	90.0	90.0	90.0	1829,174,64,477	7034.3			
5	5	1.495	рюкзак-синий	11.7	8.7	снег-в-тени	0.729	47.5	-3.0	-3.0	4.2	bbox	4	54.0	51.0	57.0	1777,627,108,94	6890.9			
6	6	1.680	рюкзак-синий	12.4	18.4	порода-в-тени	0.125	20.4	-2.0	-2.0	2.8	bbox	5	54.0	52.0	54.0	1761,753,104,186	5607.6			
7	7	1.118	рюкзак-синий	8.9	0.0	снег-в-тени	0.553	38.8	-3.0	-6.0	6.7	bbox	6	103.0	103.0	103.0	0,0,59,80	5573.9			
8	8	1.603	рюкзак-синий	12.6	7.4	порода-в-тени	0.430	31.4	-3.0	-2.0	3.6	bbox	7	40.0	39.0	40.0	1787,961,115,62	4600.7			
9	9	1.349	рюкзак-синий	10.8	2.4	снег-в-тени	0.668	41.2	-3.0	-4.0	5.0	bbox	8	29.0	28.0	29.0	1098,737,223,216	4262.3			
10	10	1.251	рюкзак-синий	9.8	6.3	снег-в-тени	0.539	45.1	-3.0	-5.0	5.8	bbox	9	42.0	41.0	42.0	1757,11,80,88	4166.4			
11	11	2.021	палка-древко-контроль	12.6	35.3	снег-пересвеченный	0.491	76.9	-4.0	-3.0	5.0	bbox	10	1.0	0.0	1.0	113,0,96,99	4074.3			
12	12	1.724	рюкзак-синий	13.0	16.1	снег-в-тени	0.936	54.9	-4.0	-2.0	4.5	bbox	11	81.0	81.0	81.0	1677,873,180,140	3991.6			
13	13	2.420	палка-древко-контроль	12.4	52.1	снег-пересвеченный	0.168	93.7	-5.0	-3.0	5.8	bbox	12	88.0	88.0	88.0	103,233,50,73	3972.7			
14	14	1.474	рюкзак-синий	11.7	5.1	снег-в-тени	0.742	43.9	-3.0	-3.0	4.2	bbox	13	39.0	39.0	39.0	1873,629,47,62	3326.2			
15	15	1.647	стакан-марка-красная	13.0	6.7	снег-освещённый	0.878	56.5	-2.0	0.0	2.0	bbox	14	23.0	23.0	23.0	1459,777,52,303	3099.3			
16	16	2.121	стакан-марка-красная	15.1	26.9	снег-освещённый	0.422	76.7	-4.0	-1.0	4.1	bbox	15	30.0	30.0	30.0	9,993,32,40	2871.9			
17	17	1.574	палка-древко-контроль	9.5	29.0	снег-пересвеченный	0.817	70.6	-5.0	-6.0	7.8	bbox	16	89.0	89.0	89.0	1625,987,76,72	2635.3			
