ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.564	стакан-марка-красная	11.4	18.0	снег-освещённый	0.541	67.8	0.0	-2.0	2.0	bbox	0	171.0	171.0	171.0	1370,0,229,1080	17721.2			
2	2	1.452	палка-ручка-контроль	10.8	15.2	корка-жёлтая-на-скале	0.341	42.4	2.0	16.0	16.1	bbox	1	67.0	67.0	67.0	1767,291,115,158	9383.3			
3	3	1.571	палка-ручка-контроль	11.7	16.0	корка-жёлтая-на-скале	0.335	41.6	2.0	15.0	15.1	bbox	2	68.0	67.0	69.0	1800,341,120,158	8889.6			
4	4	1.913	палка-ручка-контроль	12.6	30.1	корка-жёлтая-на-скале	0.779	27.5	2.0	14.0	14.1	bbox	3	69.0	69.0	69.0	1894,317,26,105	5736.9			
5	5	1.518	рюкзак-синий	8.1	31.8	снег-освещённый	0.843	70.6	0.0	-6.0	6.0	bbox	4	64.0	64.0	64.0	1851,0,54,236	5679.7			
6	6	1.718	стакан-марка-красная	12.1	22.9	снег-освещённый	0.590	72.7	0.0	-4.0	4.0	bbox	5	69.0	65.0	70.0	1457,63,111,46	5473.6			
7	7	1.406	рюкзак-синий	10.0	17.7	снег-в-тени	0.588	56.5	0.0	-4.0	4.0	bbox	6	66.0	65.0	70.0	1540,185,109,29	5445.3			
8	8	1.324	рюкзак-синий	9.1	19.2	снег-в-тени	0.524	58.0	0.0	-5.0	5.0	bbox	7	67.0	67.0	70.0	1321,137,100,37	4896.9			
9	9	1.260	рюкзак-синий	10.0	2.7	снег-в-тени	0.652	36.1	0.0	-4.0	4.0	bbox	8	67.0	67.0	69.0	1734,0,186,218	4636.3			
10	10	1.228	рюкзак-синий	9.1	13.4	снег-в-тени	0.406	52.2	0.0	-5.0	5.0	bbox	9	127.0	127.0	127.0	1886,429,34,210	4386.6			
11	11	1.602	стакан-марка-красная	11.0	22.7	снег-освещённый	0.320	72.5	0.0	0.0	0.0	bbox	10	13.0	12.0	13.0	1873,937,26,108	3923.4			
12	12	0.638	рюкзак-синий	2.8	14.9	снег-в-тени	1.367	23.9	3.0	-16.0	16.3	bbox	11	64.0	64.0	64.0	1889,331,10,142	3515.4			
13	13	0.515	рюкзак-синий	4.1	0.0	снег-в-тени	0.407	38.8	0.0	-10.0	10.0	bbox	12	112.0	112.0	112.0	1895,945,25,135	3510.9			
14	14	0.454	рюкзак-синий	2.0	10.6	снег-в-тени	0.519	49.4	1.0	-12.0	12.0	bbox	13	39.0	39.0	39.0	777,1060,107,20	3453.6			
15	15	1.228	рюкзак-синий	8.1	19.6	снег-в-тени	0.455	58.4	0.0	-6.0	6.0	bbox	14	160.0	160.0	161.0	1789,985,64,62	3271.3			
16	16	1.098	рюкзак-синий	8.2	10.6	порода-в-тени	0.696	28.2	-1.0	-6.0	6.1	bbox	15	151.0	151.0	151.0	795,7,50,27	3244.5			
17	17	0.831	рюкзак-синий	6.1	9.4	снег-в-тени	0.657	29.4	0.0	-8.0	8.0	bbox	16	154.0	154.0	154.0	1779,88,28,111	2954.9			
18	18	0.734	рюкзак-синий	3.0	17.7	снег-в-тени	0.502	56.5	1.0	-11.0	11.0	bbox	17	173.0	173.0	173.0	1850,311,70,106	2743.3			
19	19	1.389	рюкзак-синий	7.0	30.2	снег-в-тени	0.778	69.0	1.0	-7.0	7.1	bbox	18	110.0	109.0	110.0	151,1052,69,28	2715.0			
20	20	1.443	рюкзак-синий	11.0	11.7	порода-в-тени	0.426	27.1	0.0	-3.0	3.0	bbox	19	67.0	66.0	68.0	1681,123,111,84	2546.3			
21	21	1.586	рюкзак-синий	5.0	40.8	снег-пересвеченный	1.052	79.6	1.0	-9.0	9.1	bbox	20	69.0	69.0	70.0	1473,0,98,49	2469.5			
22	22	1.408	стакан-марка-красная	11.2	4.7	снег-в-тени	0.880	45.1	0.0	-1.0	1.0	bbox	21	20.0	19.0	20.0	1443,868,36,51	2322.8			
23	23	1.092	рюкзак-синий	6.1	21.9	порода-в-тени	0.919	16.9	0.0	-8.0	8.0	bbox	22	161.0	161.0	161.0	246,738,33,27	2114.4			
24	24	0.783	рюкзак-синий	4.0	16.9	снег-в-тени	1.287	55.7	1.0	-18.0	18.0	bbox	23	110.0	109.0	110.0	0,843,103,74	2038.6			
25	25	0.919	рюкзак-синий	7.3	3.5	снег-в-тени	0.480	35.3	-1.0	-7.0	7.1	bbox	24	127.0	127.0	127.0	1868,299,21,118	2008.5			
26	26	1.498	рюкзак-синий	9.1	27.5	снег-в-тени	0.759	66.3	0.0	-5.0	5.0	bbox	25	163.0	162.0	163.0	933,189,115,28	1984.1			
27	27	0.709	рюкзак-синий	3.6	15.3	снег-в-тени	1.207	54.1	3.0	-17.0	17.3	bbox	26	67.0	65.0	67.0	954,0,141,15	1978.8			
28	28	1.307	стакан-марка-красная	10.4	2.0	снег-в-тени	0.773	51.8	1.0	-2.0	2.2	bbox	27	68.0	65.0	68.0	1669,93,88,84	1895.9			
29	29	1.372	рюкзак-синий	6.0	32.2	снег-в-тени	0.837	71.0	1.0	-8.0	8.1	bbox	28	68.0	65.0	70.0	1363,9,99,46	1850.7			
30	30	0.638	рюкзак-синий	5.1	0.4	снег-в-тени	0.357	38.4	0.0	-9.0	9.0	bbox	29	1.0	1.0	2.0	453,121,80,30	1846.2			
31	31	1.676	рюкзак-синий	7.0	40.0	снег-пересвеченный	0.904	78.8	1.0	-7.0	7.1	bbox	30	150.0	150.0	150.0	1735,515,38,54	1771.1			
32	32	1.322	рюкзак-синий	9.0	19.4	снег-в-тени	0.543	58.2	1.0	-5.0	5.1	bbox	31	76.0	76.0	76.0	1881,985,32,36	1706.1			
33	33	1.439	рюкзак-синий	10.0	20.0	порода-в-тени	0.533	18.8	1.0	-4.0	4.1	bbox	32	69.0	69.0	69.0	1846,137,33,26	1636.9			
34	34	0.638	рюкзак-синий	5.1	0.4	снег-в-тени	0.331	39.2	0.0	-9.0	9.0	bbox	33	38.0	38.0	38.0	1837,630,62,22	1632.1			
35	35	1.015	рюкзак-синий	7.3	12.6	снег-в-тени	1.635	51.4	-1.0	-21.0	21.0	bbox	34	112.0	112.0	116.0	1769,993,106,12	1608.6			
36	36	1.460	рюкзак-синий	11.2	11.8	снег-в-тени	0.645	50.6	-1.0	-3.0	3.2	bbox	35	152.0	152.0	152.0	1569,671,16,98	1591.9			
37	37	0.848	рюкзак-синий	5.1	15.7	снег-в-тени	0.890	23.1	0.0	-9.0	9.0	bbox	36	56.0	53.0	57.0	1516,1047,47,20	1495.6			
38	38	1.571	рюкзак-синий	10.0	26.6	порода-в-тени	0.607	12.2	1.0	-4.0	4.1	bbox	37	9.0	9.0	13.0	1877,847,32,18	1463.8			
39	39	0.505	рюкзак-синий	4.0	2.0	снег-в-тени	0.375	40.8	1.0	-10.0	10.0	bbox	38	146.0	146.0	146.0	0,949,27,36	1455.8			
40	40	1.153	рюкзак-синий	9.2	0.8	снег-в-тени	0.492	39.6	-1.0	-5.0	5.1	bbox	39	113.0	112.0	115.0	1761,927,17,145	1445.4			
41	41	1.348	рюкзак-синий	10.0	14.1	порода-в-тени	0.552	24.7	1.0	-4.0	4.1	bbox	40	152.0	152.0	155.0	619,481,20,36	1438.2			
42	42	0.646	рюкзак-синий	4.5	9.0	снег-в-тени	0.280	47.8	-1.0	-10.0	10.0	bbox	41	124.0	120.0	124.0	1818,663,11,122	1430.7			
43	43	1.229	рюкзак-синий	7.1	23.9	порода-в-тени	0.815	14.9	0.0	-7.0	7.0	bbox	42	33.0	32.0	33.0	1602,842,30,28	1408.8			
44	44	0.595	рюкзак-синий	4.0	9.0	снег-в-тени	1.256	47.8	1.0	-18.0	18.0	bbox	43	110.0	106.0	110.0	227,1007,105,73	1392.8			
45	45	1.564	стакан-марка-красная	11.4	18.0	корка-жёлтая-на-скале	1.075	31.8	2.0	8.0	8.2	bbox	44	63.0	63.0	65.0	1902,201,18,28	1384.4			
46	46	1.380	стакан-марка-красная	11.0	3.1	снег-розовый	0.924	52.9	0.0	1.0	1.0	bbox	45	12.0	10.0	14.0	1865,1049,20,31	1329.1			
47	47	2.253	стакан-марка-красная	12.4	45.9	снег-пересвеченный	0.435	95.7	-1.0	-2.0	2.2	bbox	46	37.0	37.0	37.0	25,1069,134,11	1265.3			
48	48	1.224	рюкзак-синий	9.2	11.5	порода-в-тени	0.571	27.3	-1.0	-5.0	5.1	bbox	47	46.0	46.0	46.0	76,895,26,18	1261.0			
49	49	1.315	стакан-марка-красная	10.2	9.0	порода-в-тени	0.819	40.8	1.0	-1.0	1.4	bbox	48	145.0	145.0	145.0	241,977,28,26	1252.5			
50	50	1.506	рюкзак-синий	11.2	15.7	снег-в-тени	0.681	54.5	-1.0	-3.0	3.2	bbox	49	152.0	152.0	152.0	1555,503,16,80	1241.7			
51	51	1.080	рюкзак-синий	8.2	9.0	снег-в-тени	0.785	29.8	3.0	-6.0	6.7	bbox	50	12.0	10.0	13.0	1837,989,24,26	1228.6			
52	52	1.804	стакан-марка-красная	12.6	24.3	снег-освещённый	0.445	74.1	-1.0	-3.0	3.2	bbox	51	59.0	59.0	62.0	1315,119,84,14	1218.0			
53	53	1.913	рюкзак-синий	8.1	45.5	снег-пересвеченный	0.664	84.3	0.0	-6.0	6.0	bbox	52	110.0	109.0	110.0	93,1039,53,32	1214.2			
54	54	1.884	рюкзак-синий	6.1	48.3	снег-пересвеченный	0.810	87.1	0.0	-8.0	8.0	bbox	53	173.0	173.0	173.0	1891,274,29,36	1214.2			
55	55	2.082	рюкзак-синий	8.1	51.0	снег-пересвеченный	0.626	89.8	0.0	-6.0	6.0	bbox	54	92.0	88.0	92.0	0,859,22,58	1208.8			
56	56	0.729	рюкзак-синий	5.4	7.8	снег-в-тени	0.626	31.0	-1.0	-9.0	9.1	bbox	55	125.0	125.0	125.0	1879,247,12,70	1200.6			
57	57	1.470	стакан-марка-красная	11.7	3.9	снег-в-тени	0.660	53.7	0.0	-3.0	3.0	bbox	56	112.0	112.0	112.0	1873,797,26,24	1197.2			
58	58	0.978	рюкзак-синий	6.1	17.2	порода-в-тени	0.911	21.6	0.0	-8.0	8.0	bbox	57	159.0	159.0	159.0	327,639,31,32	1173.4			
59	59	1.756	рюкзак-синий	8.0	40.4	снег-освещённый	0.793	79.2	1.0	-6.0	6.1	bbox	58	153.0	153.0	153.0	147,993,23,64	1171.9			
60	60	0.889	рюкзак-синий	6.0	13.4	снег-в-тени	0.200	52.2	1.0	-8.0	8.1	bbox	59	152.0	152.0	156.0	1905,551,15,40	1151.4			
61	61	1.908	рюкзак-синий	8.0	45.5	снег-пересвеченный	0.763	84.3	1.0	-6.0	6.1	bbox	60	22.0	21.0	23.0	1067,545,36,52	1146.6			
62	62	2.055	рюкзак-синий	10.2	45.1	снег-в-тени	2.383	83.9	-1.0	-24.0	24.0	bbox	61	171.0	170.0	171.0	1537,537,38,13	1145.4			
63	63	0.568	рюкзак-синий	4.5	2.8	снег-в-тени	0.357	41.6	-1.0	-10.0	10.0	bbox	62	127.0	127.0	127.0	1846,135,13,82	1115.2			
64	64	1.071	рюкзак-синий	8.1	10.2	снег-в-тени	0.729	28.6	0.0	-6.0	6.0	bbox	63	90.0	89.0	90.0	659,833,30,28	1107.6			
65	65	0.384	рюкзак-синий	3.0	2.3	снег-в-тени	0.566	36.5	1.0	-11.0	11.0	bbox	64	47.0	47.0	48.0	845,354,20,47	1103.7			
66	66	1.404	рюкзак-синий	11.0	7.1	снег-в-тени	0.629	45.9	0.0	-3.0	3.0	bbox	65	20.0	19.0	21.0	1496,759,33,48	1095.2			
67	67	1.368	рюкзак-синий	8.1	25.9	снег-в-тени	0.653	64.7	0.0	-6.0	6.0	bbox	66	65.0	65.0	65.0	89,813,28,20	1069.8			
68	68	1.703	стакан-марка-красная	12.4	20.0	снег-освещённый	0.466	69.8	-1.0	-2.0	2.2	bbox	67	152.0	152.0	152.0	1521,323,14,70	1062.3			
69	69	1.124	рюкзак-синий	8.5	9.8	порода-в-тени	0.697	29.0	-2.0	-6.0	6.3	bbox	68	124.0	124.0	124.0	1843,985,20,90	1053.4			
70	70	0.883	рюкзак-синий	3.0	22.4	снег-в-тени	1.020	61.2	4.0	-14.0	14.6	bbox	69	65.0	65.0	65.0	373,13,89,12	1047.7			
71	71	1.421	стакан-марка-красная	11.0	9.4	порода-в-тени	0.767	40.4	0.0	0.0	0.0	bbox	70	14.0	12.0	14.0	1201,19,14,30	1047.6			
72	72	1.102	рюкзак-синий	7.1	18.4	порода-в-тени	0.791	20.4	0.0	-7.0	7.0	bbox	71	34.0	34.0	34.0	108,746,24,26	1034.8			
73	73	2.257	стакан-марка-красная	12.6	45.1	снег-пересвеченный	0.405	94.9	-1.0	-3.0	3.2	bbox	72	18.0	18.0	18.0	1484,716,17,23	1031.5			
74	74	1.424	стакан-марка-красная	11.0	9.8	порода-в-тени	0.754	40.0	0.0	0.0	0.0	bbox	73	93.0	93.0	93.0	1619,679,26,18	1029.2			
75	75	0.685	рюкзак-синий	5.4	3.5	снег-в-тени	0.480	35.3	-1.0	-9.0	9.1	bbox	74	127.0	127.0	127.0	1857,221,14,72	1015.3			
76	76	0.501	рюкзак-синий	4.0	0.8	снег-в-тени	0.405	39.6	1.0	-10.0	10.0	bbox	75	63.0	63.0	63.0	107,987,22,46	1010.3			
77	77	1.329	рюкзак-синий	3.0	35.7	снег-в-тени	1.480	74.5	1.0	-17.0	17.0	bbox	76	110.0	109.0	110.0	125,933,67,50	982.4			
78	78	1.441	рюкзак-синий	6.3	33.7	снег-в-тени	0.893	72.5	-1.0	-8.0	8.1	bbox	77	47.0	47.0	48.0	1873,0,47,7	972.0			
79	79	0.605	рюкзак-синий	3.0	13.3	снег-в-тени	0.889	25.5	1.0	-11.0	11.0	bbox	78	0.0	0.0	0.0	1443,488,41,16	964.4			
80	80	0.996	рюкзак-синий	6.1	18.0	порода-в-тени	0.910	20.8	0.0	-8.0	8.0	bbox	79	158.0	158.0	158.0	155,527,32,27	962.6			
