track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	51.1	51.1	51.1	1358,776,92,290	301.7	7678.4	39.4815314	73.5917230	5050.4
1	89.1	89.1	89.1	474,484,56,336	336.4	6764.1	39.4815319	73.5917244	5050.4
2	90.1	90.1	90.1	832,14,64,354	354.2	6705.8	39.4815319	73.5917242	5050.4
3	48.1	48.1	49.1	1306,800,84,264	271.3	6169.5	39.4815310	73.5917230	5050.4
4	92.1	91.1	94.1	712,430,98,304	316.8	6040.7	39.4815317	73.5917239	5050.4
5	91.1	91.1	94.1	716,0,74,462	463.2	5383.7	39.4815319	73.5917241	5050.3
6	93.1	93.1	94.1	696,452,70,248	255.1	5224.8	39.4815316	73.5917236	5050.4
7	94.1	91.1	94.1	1238,168,94,324	330.7	4537.9	39.4815315	73.5917230	5050.4
8	90.1	90.1	90.1	872,0,60,156	160.7	4536.3	39.4815319	73.5917242	5050.4
9	95.1	95.1	98.2	592,614,24,94	94.6	4418.5	39.4815316	73.5917224	5050.4
10	93.1	91.1	101.2	486,552,46,228	228.8	4058.3	39.4815316	73.5917236	5050.4
11	48.1	48.1	52.1	980,212,32,136	136.5	3799.5	39.4815310	73.5917230	5050.4
12	90.1	90.1	90.1	800,220,44,258	258.5	3771.4	39.4815319	73.5917242	5050.4
13	94.1	91.1	94.1	858,0,46,126	129.1	3680.9	39.4815315	73.5917230	5050.4
14	89.1	89.1	89.1	894,134,52,122	122.9	3448.0	39.4815319	73.5917244	5050.4
15	92.1	91.1	93.1	1288,38,78,256	261.0	3379.4	39.4815317	73.5917239	5050.4
16	91.1	91.1	93.1	756,0,98,260	274.6	3348.6	39.4815319	73.5917241	5050.3
17	89.1	89.1	89.1	846,242,62,244	241.8	3165.2	39.4815319	73.5917244	5050.4
18	88.1	86.1	88.1	602,620,26,84	82.5	2912.0	39.4815317	73.5917245	5050.4
19	91.1	89.1	94.1	1500,764,130,316	335.6	2881.8	39.4815319	73.5917241	5050.3
20	49.1	48.1	49.1	636,678,42,148	147.6	2858.4	39.4815311	73.5917230	5050.4
21	92.1	92.1	93.1	1042,702,80,264	268.8	2848.7	39.4815317	73.5917239	5050.4
22	93.1	92.1	93.1	898,106,28,106	105.9	2775.0	39.4815316	73.5917236	5050.4
23	216.3	215.3	219.3	1430,224,20,126	124.0	2735.7	39.4815299	73.5917196	5050.4
24	93.1	93.1	94.1	852,436,28,210	208.8	2576.2	39.4815316	73.5917236	5050.4
25	90.1	90.1	90.1	472,528,80,230	237.4	2412.7	39.4815319	73.5917242	5050.4
26	94.1	94.1	94.1	504,0,36,104	106.0	2392.8	39.4815315	73.5917230	5050.4
27	52.1	52.1	52.1	1246,274,38,170	169.5	2375.4	39.4815315	73.5917230	5050.4
28	90.1	77.1	90.1	1198,378,68,214	217.5	2370.9	39.4815319	73.5917242	5050.4
29	52.1	49.1	52.1	1296,930,44,122	127.1	2366.3	39.4815315	73.5917230	5050.4
30	48.1	48.1	48.1	1508,678,50,212	211.5	2361.3	39.4815310	73.5917230	5050.4
31	94.1	94.1	94.1	1102,0,30,148	146.5	2357.4	39.4815315	73.5917230	5050.4
32	78.1	69.1	83.1	1052,290,26,134	133.1	2307.4	39.4815313	73.5917239	5050.4
33	49.1	48.1	49.1	574,788,40,106	106.6	2276.5	39.4815311	73.5917230	5050.4
34	48.1	48.1	48.1	1078,456,56,110	112.6	2263.7	39.4815310	73.5917230	5050.4
35	29.0	29.0	33.1	744,716,78,204	215.8	2196.7	39.4815331	73.5917268	5050.4
36	90.1	90.1	90.1	408,352,46,140	143.7	2181.9	39.4815319	73.5917242	5050.4
37	51.1	51.1	51.1	1338,0,28,106	106.3	2159.8	39.4815314	73.5917230	5050.4
38	207.3	203.3	214.3	430,406,30,134	133.0	2109.6	39.4815315	73.5917200	5050.4
39	90.1	89.1	90.1	804,508,38,134	136.8	2106.2	39.4815319	73.5917242	5050.4
40	51.1	48.1	51.1	724,714,48,140	145.5	2102.6	39.4815314	73.5917230	5050.4
41	51.1	51.1	51.1	624,750,34,112	110.6	2033.0	39.4815314	73.5917230	5050.4
42	79.1	78.1	85.1	1586,900,34,84	87.3	2032.9	39.4815312	73.5917241	5050.4
43	51.1	51.1	51.1	1004,172,24,94	92.1	2015.1	39.4815314	73.5917230	5050.4
44	48.1	48.1	49.1	1288,86,32,114	113.4	1991.2	39.4815310	73.5917230	5050.4
45	86.1	86.1	86.1	1452,482,22,112	110.3	1978.5	39.4815315	73.5917249	5050.4
46	200.3	198.3	210.3	1320,632,40,108	111.7	1971.3	39.4815313	73.5917173	5050.4
47	89.1	85.1	89.1	1006,238,42,190	190.7	1964.5	39.4815319	73.5917244	5050.4
48	49.1	48.1	49.1	1428,976,60,104	112.8	1963.4	39.4815311	73.5917230	5050.4
49	29.0	29.0	33.1	468,734,58,130	138.2	1917.9	39.4815331	73.5917268	5050.4
50	49.1	49.1	52.1	572,60,42,152	154.7	1908.0	39.4815311	73.5917230	5050.4
51	90.1	90.1	90.1	586,936,24,144	143.4	1884.4	39.4815319	73.5917242	5050.4
52	51.1	51.1	51.1	668,580,42,118	121.1	1880.0	39.4815314	73.5917230	5050.4
