ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.272	рюкзак-синий	9.4	13.4	снег-в-тени	0.580	52.2	-4.0	-6.0	7.2	bbox	0	128.2	124.2	130.2	0,49,437,361	9278.6	39.4815617	73.5919733	5101.6
2	2	0.875	палка-древко-контроль	6.7	7.0	снег-в-тени	1.741	48.6	-5.0	-21.0	21.6	bbox	1	96.1	96.1	96.1	0,0,325,139	6559.6	39.4815625	73.5919727	5101.6
3	3	2.837	палка-древко-контроль	22.2	16.4	снег-в-тени	3.697	58.0	-5.0	-37.0	37.3	bbox	2	124.2	124.2	133.2	113,0,224,212	5707.3	39.4815618	73.5919726	5101.7
4	4	1.216	рюкзак-синий	8.9	13.4	снег-в-тени	0.477	52.2	-3.0	-6.0	6.7	bbox	3	127.2	126.2	127.2	363,48,126,121	3426.5	39.4815617	73.5919731	5101.6
5	5	2.593	палка-древко-контроль	20.1	18.0	снег-в-тени	3.483	59.6	-6.0	-35.0	35.5	bbox	4	123.2	123.2	133.2	87,0,162,87	3280.2	39.4815618	73.5919726	5101.6
6	6	1.310	палка-ручка-пробка	7.1	27.1	корка-жёлтая-на-скале	0.516	48.6	4.0	16.0	16.5	bbox	5	108.1	107.1	120.2	1703,905,34,54	3088.3	39.4815626	73.5919734	5101.6
7	7	2.722	палка-древко-контроль	21.4	14.5	снег-в-тени	3.548	56.1	-4.0	-36.0	36.2	bbox	6	125.2	125.2	127.2	436,0,93,93	2813.7	39.4815617	73.5919727	5101.7
8	8	2.144	палка-древко-бирюзовое	16.6	15.7	снег-в-тени	3.130	68.2	-8.0	-31.0	32.0	bbox	7	130.2	125.2	130.2	0,25,17,52	2395.8	39.4815619	73.5919731	5101.7
9	9	2.374	палка-древко-контроль	18.2	18.4	снег-в-тени	3.217	60.0	-5.0	-33.0	33.4	bbox	8	123.2	122.2	126.2	10,72,66,65	2177.9	39.4815618	73.5919726	5101.6
10	10	0.264	палка-ручка-пробка	1.4	5.5	лишайник-жёлтый-на-камне	0.694	70.2	4.0	22.0	22.4	bbox	9	147.2	146.2	147.2	721,169,25,40	2166.1	39.4815621	73.5919730	5101.7
11	11	1.434	палка-древко-контроль	10.2	18.4	снег-в-тени	2.295	60.0	-6.0	-25.0	25.7	bbox	10	98.1	97.1	100.1	0,0,103,54	2079.9	39.4815620	73.5919726	5101.6
12	12	1.742	стакан-марка-красная	13.9	3.9	корка-жёлтая-на-скале	0.909	53.7	-1.0	8.0	8.1	bbox	11	19.0	11.0	23.0	1637,43,29,32	2009.5	39.4815635	73.5919729	5101.6
13	13	1.523	рюкзак-синий	12.2	2.3	порода-в-тени	0.601	36.5	-1.0	-2.0	2.2	bbox	12	148.2	142.2	149.2	88,517,65,76	1722.3	39.4815621	73.5919728	5101.7
14	14	0.628	рюкзак-синий	5.0	1.6	снег-в-тени	0.593	40.4	-3.0	-11.0	11.4	bbox	13	93.1	93.1	95.1	808,7,62,66	1657.6	39.4815629	73.5919727	5101.6
15	15	1.820	стакан-марка-красная	14.1	12.2	снег-освещённый	0.729	62.0	-3.0	-1.0	3.2	bbox	14	146.2	146.2	147.2	1873,33,47,72	1547.3	39.4815619	73.5919731	5101.7
16	16	1.608	палка-древко-бирюзовое	11.4	20.8	снег-в-тени	2.519	73.3	-8.0	-25.0	26.2	bbox	15	125.2	125.2	126.2	3,21,24,30	1479.2	39.4815617	73.5919727	5101.7
17	17	1.542	палка-ручка-пробка	12.1	8.6	лишайник-жёлтый-на-камне	0.675	67.1	0.0	12.0	12.0	bbox	16	63.1	63.1	63.1	0,545,12,44	1477.9	39.4815638	73.5919723	5101.6
18	18	1.631	стакан-марка-красная	13.0	1.6	корка-жёлтая-на-скале	0.884	51.4	0.0	8.0	8.0	bbox	17	14.0	13.0	22.0	1641,41,21,31	1423.6	39.4815635	73.5919735	5101.6
19	19	1.892	палка-древко-контроль	7.3	46.4	снег-пересвеченный	0.679	88.0	-6.0	-8.0	10.0	bbox	18	100.1	97.1	100.1	103,0,38,35	1396.3	39.4815619	73.5919725	5101.6
20	20	0.925	палка-древко-контроль	6.7	10.9	снег-в-тени	1.749	52.5	-5.0	-21.0	21.6	bbox	19	128.2	127.2	128.2	438,0,107,61	1395.5	39.4815617	73.5919733	5101.6
21	21	2.368	палка-древко-контроль	11.7	52.1	снег-пересвеченный	0.168	93.7	-4.0	-4.0	5.7	bbox	20	126.2	122.2	127.2	75,417,70,16	1373.1	39.4815617	73.5919727	5101.6
22	22	1.147	рюкзак-синий	7.0	20.8	порода-в-тени	0.843	18.0	1.0	-7.0	7.1	bbox	21	80.1	78.1	80.1	97,237,45,52	1372.4	39.4815628	73.5919721	5101.6
23	23	1.859	палка-ручка-контроль	13.0	25.1	корка-жёлтая-на-скале	0.559	32.5	-1.0	15.0	15.0	bbox	22	148.2	148.2	156.2	1779,889,30,34	1356.1	39.4815621	73.5919728	5101.7
24	24	1.015	рюкзак-синий	4.0	24.7	снег-в-тени	0.627	63.5	1.0	-10.0	10.0	bbox	23	148.2	148.2	149.2	0,1021,17,52	1321.7	39.4815621	73.5919728	5101.7
25	25	1.302	рюкзак-синий	9.1	18.0	порода-в-тени	0.559	20.8	0.0	-5.0	5.0	bbox	24	39.1	33.0	39.1	49,910,32,55	1292.7	39.4815636	73.5919729	5101.6
26	26	0.871	палка-ручка-пробка	6.3	10.2	лишайник-жёлтый-на-камне	0.125	65.5	3.0	17.0	17.3	bbox	25	148.2	147.2	148.2	781,271,26,34	1264.7	39.4815621	73.5919728	5101.7
27	27	1.070	палка-ручка-пробка	7.1	16.9	лишайник-жёлтый-на-камне	0.367	58.8	4.0	16.0	16.5	bbox	26	149.2	149.2	149.2	634,789,21,32	1238.4	39.4815622	73.5919728	5101.7
28	28	2.301	стакан-марка-красная	17.1	23.9	снег-освещённый	1.039	73.7	-5.0	7.0	8.6	bbox	27	146.2	146.2	147.2	0,605,15,76	1234.4	39.4815619	73.5919731	5101.7
29	29	0.656	палка-древко-контроль	4.1	11.3	снег-в-тени	0.920	52.9	-4.0	-14.0	14.6	bbox	28	129.2	126.2	129.2	385,0,64,17	1233.0	39.4815618	73.5919732	5101.6
30	30	0.911	рюкзак-синий	5.8	15.3	снег-в-тени	0.359	54.1	-2.0	-9.0	9.2	bbox	29	124.2	123.2	132.2	361,122,26,23	1222.8	39.4815618	73.5919726	5101.7
31	31	1.353	рюкзак-синий	6.1	31.3	порода-в-тени	1.109	7.5	2.0	-8.0	8.2	bbox	30	142.2	137.2	143.2	59,699,14,50	1185.8	39.4815619	73.5919734	5101.7
32	32	2.349	палка-древко-контроль	17.0	27.8	снег-освещённый	0.889	69.4	-7.0	2.0	7.3	bbox	31	36.0	33.0	36.0	47,713,20,79	1172.2	39.4815642	73.5919732	5101.6
33	33	1.294	рюкзак-синий	10.2	6.3	порода-в-тени	0.587	32.5	-1.0	-4.0	4.1	bbox	32	194.3	170.2	195.3	1238,155,21,54	1073.3	39.4815622	73.5919728	5101.6
34	34	1.002	рюкзак-синий	7.3	11.7	снег-в-тени	0.762	27.1	-1.0	-7.0	7.1	bbox	33	148.2	145.2	148.2	21,919,24,54	1044.8	39.4815621	73.5919728	5101.7
35	35	1.477	рюкзак-синий	6.3	34.9	снег-в-тени	0.934	73.7	-1.0	-8.0	8.1	bbox	34	34.0	34.0	37.0	1806,41,35,27	1041.4	39.4815644	73.5919731	5101.6
36	36	1.686	палка-ручка-контроль	12.6	16.4	корка-жёлтая-на-скале	0.366	41.2	2.0	14.0	14.1	bbox	35	38.1	38.1	38.1	1529,839,44,22	1021.4	39.4815639	73.5919728	5101.6
37	37	0.771	рюкзак-синий	5.8	7.0	снег-в-тени	1.015	31.8	6.0	-11.0	12.5	bbox	36	37.0	33.0	37.0	14,569,9,54	991.5	39.4815638	73.5919730	5101.6
38	38	1.718	стакан-марка-красная	11.0	28.6	снег-освещённый	0.151	78.4	0.0	0.0	0.0	bbox	37	146.2	146.2	147.2	456,829,43,67	987.2	39.4815619	73.5919731	5101.7
39	39	1.330	палка-ручка-пробка	8.5	22.2	корка-жёлтая-на-скале	0.323	53.5	2.0	15.0	15.1	bbox	38	63.1	62.1	63.1	57,385,20,24	973.7	39.4815638	73.5919723	5101.6
40	40	1.577	палка-ручка-пробка	10.0	26.7	корка-жёлтая-на-скале	0.561	49.0	4.0	13.0	13.6	bbox	39	149.2	149.2	149.2	723,721,26,22	949.6	39.4815622	73.5919728	5101.7
41	41	1.596	палка-ручка-пробка	12.5	8.6	лишайник-жёлтый-на-камне	0.991	84.3	-1.0	12.0	12.0	bbox	40	117.2	117.2	118.2	0,658,17,34	929.7	39.4815620	73.5919725	5101.7
42	42	0.626	рюкзак-синий	5.0	0.8	снег-в-тени	0.391	38.0	1.0	-9.0	9.1	bbox	41	146.2	146.2	147.2	363,56,28,47	929.7	39.4815619	73.5919731	5101.7
43	43	1.623	палка-ручка-пробка	12.6	10.2	лишайник-жёлтый-на-камне	0.760	65.5	1.0	11.0	11.0	bbox	42	130.2	121.2	134.2	1718,499,15,46	919.8	39.4815619	73.5919731	5101.7
44	44	1.298	палка-ручка-пробка	8.0	23.2	лишайник-жёлтый-на-камне	0.646	52.5	5.0	15.0	15.8	bbox	43	150.2	150.2	159.2	785,737,16,32	906.0	39.4815622	73.5919728	5101.7
45	45	1.021	рюкзак-синий	8.1	4.5	снег-в-тени	0.426	43.3	-3.0	-7.0	7.6	bbox	44	160.2	152.2	160.2	1897,81,20,48	898.0	39.4815614	73.5919727	5101.7
46	46	0.737	рюкзак-синий	5.0	11.0	снег-в-тени	1.019	27.8	5.0	-11.0	12.1	bbox	45	37.0	34.0	37.0	13,485,8,76	881.8	39.4815638	73.5919730	5101.6
47	47	0.802	рюкзак-синий	4.5	16.1	снег-в-тени	0.377	54.9	-1.0	-10.0	10.0	bbox	46	82.1	82.1	82.1	759,541,10,26	865.6	39.4815630	73.5919721	5101.6
48	48	1.255	палка-ручка-пробка	8.5	18.4	лишайник-жёлтый-на-камне	0.386	57.3	2.0	15.0	15.1	bbox	47	39.1	35.0	47.1	1415,939,20,22	860.0	39.4815636	73.5919729	5101.6
49	49	1.027	рюкзак-синий	8.1	5.5	снег-в-тени	0.414	44.3	-3.0	-7.0	7.6	bbox	48	118.2	118.2	118.2	173,185,29,64	849.7	39.4815618	73.5919722	5101.7
50	50	0.466	палка-ручка-пробка	1.0	12.6	лишайник-жёлтый-на-камне	0.734	63.1	5.0	22.0	22.6	bbox	49	143.2	136.2	145.2	949,352,13,17	844.9	39.4815617	73.5919733	5101.6
51	51	1.331	палка-ручка-пробка	9.9	13.7	лишайник-жёлтый-на-камне	0.531	62.0	-2.0	16.0	16.1	bbox	50	106.1	106.1	107.1	1859,1053,10,27	835.0	39.4815621	73.5919731	5101.6
52	52	0.932	рюкзак-синий	6.0	15.5	снег-в-тени	0.264	54.3	1.0	-8.0	8.1	bbox	51	148.2	148.2	148.2	169,25,20,60	817.1	39.4815621	73.5919728	5101.7
53	53	1.386	палка-ручка-контроль	10.2	15.2	корка-жёлтая-на-скале	0.551	42.4	4.0	16.0	16.5	bbox	52	109.1	101.1	122.2	1464,385,21,16	813.4	39.4815625	73.5919732	5101.7
54	54	1.495	палка-ручка-контроль	11.2	14.9	корка-жёлтая-на-скале	0.253	42.7	1.0	16.0	16.0	bbox	53	149.2	149.2	156.2	1025,1035,20,16	811.2	39.4815622	73.5919728	5101.7
55	55	0.608	рюкзак-синий	1.4	16.3	снег-в-тени	0.722	55.1	2.0	-13.0	13.2	bbox	54	39.1	39.1	39.1	211,25,8,56	811.0	39.4815636	73.5919729	5101.6
56	56	2.084	стакан-марка-красная	15.0	25.5	снег-освещённый	0.441	75.3	-4.0	1.0	4.1	bbox	55	38.1	38.1	38.1	239,201,24,64	809.4	39.4815639	73.5919728	5101.6
57	57	1.804	стакан-марка-красная	14.4	1.6	корка-жёлтая-на-скале	0.771	51.4	-1.0	9.0	9.1	bbox	56	82.1	81.1	82.1	270,1004,19,21	787.0	39.4815630	73.5919721	5101.6
58	58	0.785	рюкзак-синий	5.0	13.3	снег-в-тени	0.816	25.5	1.0	-9.0	9.1	bbox	57	141.2	136.2	141.2	15,314,16,55	782.2	39.4815624	73.5919735	5101.7
59	59	1.209	рюкзак-синий	7.1	23.1	порода-в-тени	0.808	15.7	0.0	-7.0	7.0	bbox	58	74.1	72.1	76.1	81,447,10,44	776.3	39.4815626	73.5919726	5101.6
60	60	0.903	рюкзак-синий	7.2	1.6	снег-в-тени	0.459	40.4	-3.0	-8.0	8.5	bbox	59	133.2	124.2	134.2	0,105,25,17	766.8	39.4815622	73.5919732	5101.6
61	61	1.275	рюкзак-синий	6.1	28.7	снег-в-тени	0.702	67.5	0.0	-8.0	8.0	bbox	60	148.2	147.2	148.2	553,0,20,39	756.3	39.4815621	73.5919728	5101.7
62	62	1.526	стакан-марка-красная	12.0	7.1	корка-жёлтая-на-скале	0.854	56.9	2.0	9.0	9.2	bbox	61	41.1	40.1	45.1	1175,690,22,14	754.9	39.4815637	73.5919728	5101.6
63	63	1.365	палка-ручка-пробка	9.8	16.5	корка-жёлтая-на-скале	0.444	59.2	1.0	14.0	14.0	bbox	62	101.1	101.1	102.1	1657,5,20,28	738.7	39.4815618	73.5919725	5101.6
64	64	2.140	палка-древко-контроль	17.0	6.0	порода-в-тени	1.216	47.6	-7.0	2.0	7.3	bbox	63	37.0	37.0	37.0	0,1053,24,27	730.3	39.4815638	73.5919730	5101.6
65	65	1.046	палка-древко-контроль	7.2	14.9	снег-в-тени	0.601	56.5	-4.0	-9.0	9.8	bbox	64	10.0	7.0	23.0	213,257,24,16	722.8	39.4815640	73.5919737	5101.6
66	66	1.192	палка-ручка-контроль	9.2	8.6	корка-жёлтая-на-скале	0.561	49.0	4.0	17.0	17.5	bbox	65	137.2	136.2	144.2	1139,980,20,19	718.9	39.4815627	73.5919735	5101.6
67	67	1.136	рюкзак-синий	8.2	13.4	снег-в-тени	0.320	52.2	-1.0	-6.0	6.1	bbox	66	111.1	109.1	117.2	249,119,29,42	717.9	39.4815626	73.5919732	5101.6
68	68	1.238	палка-древко-контроль	7.3	23.5	снег-в-тени	0.972	65.1	-6.0	-8.0	10.0	bbox	67	122.2	121.2	125.2	51,153,10,40	706.1	39.4815618	73.5919725	5101.6
69	69	0.678	рюкзак-синий	5.4	2.4	снег-в-тени	0.295	41.2	-1.0	-9.0	9.1	bbox	68	40.1	40.1	44.1	157,801,8,49	705.4	39.4815636	73.5919729	5101.6
70	70	1.637	палка-ручка-контроль	11.2	23.9	корка-жёлтая-на-скале	0.709	33.7	4.0	15.0	15.5	bbox	69	58.1	56.1	58.1	362,102,23,17	698.9	39.4815635	73.5919719	5101.6
71	71	1.054	рюкзак-синий	7.2	15.3	снег-в-тени	0.438	54.1	-3.0	-8.0	8.5	bbox	70	196.3	160.2	196.3	257,0,16,17	690.0	39.4815623	73.5919731	5101.6
72	72	1.491	палка-ручка-контроль	10.8	17.6	корка-жёлтая-на-скале	0.374	40.0	0.0	17.0	17.0	bbox	71	83.1	83.1	85.1	1861,917,16,12	685.7	39.4815631	73.5919720	5101.6
73	73	1.011	рюкзак-синий	5.8	19.6	снег-в-тени	0.471	58.4	-2.0	-9.0	9.2	bbox	72	83.1	83.1	85.1	1814,206,13,27	679.0	39.4815631	73.5919720	5101.6
74	74	0.854	рюкзак-синий	6.3	9.0	снег-в-тени	0.125	47.8	-1.0	-8.0	8.1	bbox	73	76.1	72.1	84.1	690,41,23,24	677.9	39.4815628	73.5919724	5101.6
75	75	2.336	стакан-марка-красная	18.1	16.1	снег-освещённый	0.993	65.9	-7.0	3.0	7.6	bbox	74	35.0	33.0	36.0	11,78,14,35	667.7	39.4815643	73.5919732	5101.6
76	76	0.985	рюкзак-синий	7.6	7.0	снег-в-тени	0.637	31.8	-2.0	-7.0	7.3	bbox	75	95.1	94.1	95.1	965,65,37,43	665.7	39.4815627	73.5919728	5101.6
77	77	1.498	палка-ручка-контроль	10.8	18.4	корка-жёлтая-на-скале	0.415	39.2	2.0	16.0	16.1	bbox	76	136.2	136.2	145.2	1801,881,11,30	650.4	39.4815624	73.5919734	5101.6
78	78	0.963	рюкзак-синий	7.3	8.8	снег-в-тени	0.749	30.0	3.0	-7.0	7.6	bbox	77	146.2	146.2	148.2	43,503,17,30	648.0	39.4815619	73.5919731	5101.7
79	79	2.340	палка-ручка-пробка	18.4	11.4	снег-освещённый	1.715	87.1	-9.0	11.0	14.2	bbox	78	147.2	146.2	147.2	19,711,6,56	645.6	39.4815621	73.5919730	5101.7
80	80	1.524	рюкзак-синий	12.0	6.6	порода-в-тени	0.504	32.2	0.0	-2.0	2.0	bbox	79	30.0	26.0	32.0	713,57,26,26	644.8	39.4815647	73.5919726	5101.6
81	81	1.656	стакан-марка-красная	13.0	8.2	корка-жёлтая-на-скале	0.948	58.0	0.0	8.0	8.0	bbox	80	61.1	60.1	62.1	593,369,16,20	644.8	39.4815639	73.5919722	5101.6
82	82	1.105	рюкзак-синий	7.6	15.7	снег-в-тени	0.368	54.5	-2.0	-7.0	7.3	bbox	81	83.1	79.1	85.1	1722,1001,19,24	643.4	39.4815631	73.5919720	5101.6
83	83	1.879	палка-древко-контроль	15.0	0.8	порода-в-тени	1.010	42.4	-7.0	0.0	7.0	bbox	82	37.0	37.0	37.0	1901,851,12,30	638.4	39.4815638	73.5919730	5101.6
84	84	1.008	палка-ручка-пробка	7.8	7.1	лишайник-жёлтый-на-камне	0.411	68.6	-1.0	18.0	18.0	bbox	83	146.2	137.2	147.2	389,773,14,24	616.1	39.4815619	73.5919731	5101.7
85	85	0.697	рюкзак-синий	5.4	5.1	снег-в-тени	0.533	33.7	-1.0	-9.0	9.1	bbox	84	122.2	122.2	124.2	1908,0,12,25	613.0	39.4815618	73.5919725	5101.6
86	86	2.477	палка-древко-контроль	14.1	48.6	снег-пересвеченный	0.354	90.2	-6.0	-1.0	6.1	bbox	85	37.0	37.0	37.0	81,343,36,24	598.3	39.4815638	73.5919730	5101.6
