ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	0.452	палка-ручка-контроль	3.6	0.8	лишайник-жёлтый-на-камне	1.263	58.4	9.0	24.0	25.6	bbox	0	8.0	7.0	11.0	229,579,63,34	3588.2	39.4834882	73.5851945	4563.6
2	2	1.147	палка-ручка-контроль	8.5	11.7	порода-охристая	1.569	45.9	14.0	23.0	26.9	bbox	1	41.0	39.0	45.0	181,443,38,44	2965.8	39.4834869	73.5851933	4563.5
3	3	1.239	палка-ручка-пробка	8.2	19.2	лишайник-жёлтый-на-камне	0.746	56.5	7.0	15.0	16.6	bbox	2	14.0	13.0	17.0	119,9,42,66	2949.5	39.4834866	73.5851942	4563.5
4	4	1.892	стакан-марка-красная	14.6	14.5	порода-охристая	0.716	35.3	15.0	15.0	21.2	bbox	3	6.0	4.0	11.0	29,143,48,47	2703.7	39.4834883	73.5851946	4563.5
5	5	1.334	палка-ручка-пробка	8.5	22.4	порода-охристая	0.822	53.3	8.0	15.0	17.0	bbox	4	20.0	19.0	20.0	39,151,23,61	2417.6	39.4834881	73.5851939	4563.5
6	6	1.177	палка-ручка-пробка	7.2	21.2	лишайник-жёлтый-на-камне	0.959	54.5	9.0	17.0	19.2	bbox	5	78.1	76.1	79.1	0,280,33,27	2379.1	39.4834857	73.5851921	4563.6
7	7	1.370	стакан-марка-красная	9.9	16.5	снег-розовый	0.888	66.3	4.0	8.0	8.9	bbox	6	91.1	88.1	91.1	91,657,30,32	2165.1	39.4834906	73.5851908	4563.5
8	8	1.544	палка-ручка-контроль	11.7	14.3	порода-охристая	0.661	43.3	12.0	16.0	20.0	bbox	7	69.1	67.1	70.1	0,617,17,72	2163.4	39.4834882	73.5851915	4563.5
9	9	2.161	палка-ручка-контроль	13.5	38.0	порода-охристая	1.045	19.6	15.0	16.0	21.9	bbox	8	71.1	69.1	72.1	43,959,32,37	2122.9	39.4834879	73.5851915	4563.5
10	10	1.812	стакан-марка-красная	13.9	14.5	снег-розовый	0.963	64.3	-1.0	8.0	8.1	bbox	9	2.0	0.0	3.0	183,1005,26,75	2096.0	39.4834879	73.5851948	4563.5
11	11	1.135	палка-ручка-контроль	8.2	13.3	порода-охристая	1.681	44.3	14.0	24.0	27.8	bbox	10	4.0	0.0	4.0	0,435,33,36	2053.5	39.4834884	73.5851947	4563.5
12	12	1.194	палка-ручка-контроль	8.9	11.7	порода-охристая	1.450	45.9	14.0	22.0	26.1	bbox	11	39.0	39.0	45.0	197,247,28,36	1842.7	39.4834880	73.5851935	4563.5
13	13	0.846	палка-ручка-контроль	6.7	3.1	лишайник-жёлтый-на-камне	1.510	54.5	12.0	23.0	25.9	bbox	12	38.0	37.0	44.0	517,139,26,32	1834.3	39.4834882	73.5851933	4563.5
14	14	1.911	стакан-марка-красная	13.9	22.4	снег-розовый	0.861	72.2	-1.0	8.0	8.1	bbox	13	66.1	66.1	69.1	835,35,28,36	1820.0	39.4834880	73.5851916	4563.6
15	15	0.477	палка-ручка-пробка	3.2	7.5	лишайник-жёлтый-на-камне	1.157	68.2	8.0	24.0	25.3	bbox	14	12.0	9.0	12.0	0,791,23,28	1783.7	39.4834870	73.5851942	4563.5
16	16	1.415	палка-ручка-контроль	10.2	17.2	порода-охристая	0.732	40.4	8.0	16.0	17.9	bbox	15	7.0	7.0	7.0	57,971,32,38	1630.1	39.4834883	73.5851947	4563.5
17	17	1.883	рюкзак-синий	13.0	26.6	порода-в-тени	0.406	12.2	-4.0	-2.0	4.5	bbox	16	23.0	23.0	26.0	595,191,77,17	1606.1	39.4834899	73.5851933	4563.5
18	18	2.332	палка-ручка-пробка	18.6	5.1	снег-освещённый	1.234	70.6	-6.0	8.0	10.0	bbox	17	6.0	3.0	9.0	0,869,15,56	1581.4	39.4834883	73.5851946	4563.5
19	19	0.810	палка-ручка-пробка	6.1	7.9	лишайник-жёлтый-на-камне	0.507	67.8	6.0	17.0	18.0	bbox	18	7.0	7.0	7.0	0,5,23,26	1545.8	39.4834883	73.5851947	4563.5
20	20	1.431	стакан-марка-красная	11.2	8.6	порода-в-тени	0.783	41.2	0.0	-1.0	1.0	bbox	19	7.0	7.0	7.0	1835,979,30,31	1535.3	39.4834883	73.5851947	4563.5
21	21	1.790	палка-ручка-контроль	14.1	7.8	порода-охристая	0.973	49.8	16.0	16.0	22.6	bbox	20	17.0	17.0	19.0	469,31,40,26	1533.3	39.4834865	73.5851942	4563.5
22	22	1.653	стакан-марка-красная	13.2	4.7	порода-охристая	0.510	45.1	13.0	14.0	19.1	bbox	21	13.0	12.0	19.0	571,76,29,29	1513.3	39.4834867	73.5851941	4563.5
23	23	0.674	палка-ручка-пробка	5.0	7.1	лишайник-жёлтый-на-камне	1.255	68.6	10.0	23.0	25.1	bbox	22	13.0	5.0	16.0	93,285,30,20	1511.1	39.4834867	73.5851941	4563.5
24	24	0.966	палка-ручка-пробка	7.3	9.0	лишайник-жёлтый-на-камне	0.639	66.7	7.0	16.0	17.5	bbox	23	69.1	56.1	71.1	0,881,38,16	1497.5	39.4834882	73.5851915	4563.5
25	25	2.039	стакан-марка-красная	16.1	8.6	корка-жёлтая-на-скале	0.920	58.4	-3.0	9.0	9.5	bbox	24	11.0	8.0	12.0	163,465,22,26	1488.7	39.4834874	73.5851942	4563.5
26	26	0.891	палка-ручка-пробка	7.1	3.2	лишайник-жёлтый-на-камне	0.376	72.5	4.0	16.0	16.5	bbox	25	42.0	37.0	44.0	91,581,18,36	1275.6	39.4834863	73.5851937	4563.6
27	27	1.287	стакан-марка-красная	10.0	7.8	порода-охристая	0.699	57.6	10.0	11.0	14.9	bbox	26	6.0	5.0	6.0	128,132,17,31	1209.7	39.4834883	73.5851946	4563.5
28	28	1.927	стакан-марка-красная	15.3	7.5	корка-жёлтая-на-скале	0.860	57.3	-2.0	9.0	9.2	bbox	27	71.1	70.1	71.1	225,0,20,25	1203.1	39.4834879	73.5851915	4563.5
29	29	2.425	палка-ручка-пробка	19.2	9.6	снег-освещённый	1.260	85.3	-7.0	8.0	10.6	bbox	28	4.0	0.0	4.0	73,999,12,38	1199.8	39.4834884	73.5851947	4563.5
30	30	0.941	палка-ручка-пробка	6.7	12.0	лишайник-жёлтый-на-камне	0.753	63.7	8.0	17.0	18.8	bbox	29	64.1	61.1	66.1	129,400,30,25	1173.3	39.4834878	73.5851924	4563.6
31	31	1.232	стакан-марка-красная	9.8	1.2	порода-охристая	0.684	51.0	7.0	10.0	12.2	bbox	30	21.0	18.0	21.0	33,55,18,27	1163.3	39.4834887	73.5851935	4563.5
32	32	1.398	стакан-марка-красная	10.6	12.2	снег-розовый	0.943	62.0	3.0	8.0	8.5	bbox	31	102.1	100.1	103.1	1297,449,22,16	1152.6	39.4834916	73.5851920	4563.6
33	33	1.971	палка-ручка-контроль	14.9	18.4	порода-охристая	0.977	39.2	17.0	16.0	23.3	bbox	32	19.0	19.0	19.0	9,0,38,11	1127.3	39.4834874	73.5851940	4563.5
34	34	1.494	палка-ручка-контроль	10.4	20.3	порода-охристая	1.626	37.3	16.0	23.0	28.0	bbox	33	0.0	0.0	2.0	212,453,37,24	1112.6	39.4834871	73.5851948	4563.6
35	35	1.466	стакан-марка-красная	11.7	2.4	порода-охристая	0.712	52.2	7.0	12.0	13.9	bbox	34	17.0	9.0	17.0	53,569,35,26	1109.7	39.4834865	73.5851942	4563.5
36	36	0.483	палка-ручка-контроль	2.2	11.0	лишайник-жёлтый-на-камне	1.255	68.6	8.0	25.0	26.2	bbox	35	3.0	2.0	3.0	41,509,22,27	1103.3	39.4834884	73.5851946	4563.5
37	37	0.967	палка-ручка-пробка	7.6	4.7	лишайник-жёлтый-на-камне	0.785	71.0	8.0	16.0	17.9	bbox	36	53.1	45.0	55.1	145,759,23,36	1078.8	39.4834877	73.5851937	4563.5
38	38	1.338	стакан-марка-красная	9.2	19.0	снег-розовый	0.337	68.8	2.0	3.0	3.6	bbox	37	29.0	29.0	29.0	33,0,48,35	1073.8	39.4834907	73.5851928	4563.6
39	39	1.212	рюкзак-синий	6.4	25.5	снег-в-тени	1.463	13.3	6.0	-10.0	11.7	bbox	38	24.0	24.0	25.0	163,955,18,28	1073.1	39.4834902	73.5851934	4563.5
40	40	2.232	палка-ручка-пробка	17.8	4.7	снег-освещённый	1.334	71.0	-6.0	9.0	10.8	bbox	39	6.0	1.0	11.0	33,793,12,40	1064.3	39.4834883	73.5851946	4563.5
