track	t_best	t0	t1	bbox	score	lat	lon	alt
0	26.0	19.0	28.0	805,777,22,40	1818.5	39.4824844	73.5841055	4638.2
1	0.0	0.0	5.0	137,353,10,38	1279.1	39.4824853	73.5841073	4638.2
2	105.2	105.2	106.2	1876,703,21,34	1190.5	39.4826926	73.5838764	4637.3
3	23.0	16.0	23.0	9,1009,16,32	1104.9	39.4824848	73.5841064	4638.3
4	46.1	46.1	49.1	1461,41,16,50	1054.7	39.4826924	73.5838826	4637.3
5	77.1	76.1	80.1	641,401,24,16	1054.2	39.4826925	73.5838761	4637.3
6	6.0	4.0	7.0	337,363,42,18	1048.3	39.4824851	73.5841079	4638.2
7	132.2	132.2	133.2	969,655,16,30	1042.3	39.4826926	73.5838744	4637.3
8	102.1	97.1	104.2	945,481,24,16	983.8	39.4826927	73.5838763	4637.3
9	103.2	101.1	103.2	1825,337,16,16	941.4	39.4826927	73.5838764	4637.3
10	69.1	68.1	69.1	1553,73,25,16	930.1	39.4826935	73.5838755	4637.3
11	60.1	60.1	69.1	1649,49,22,32	832.2	39.4826951	73.5838757	4637.3
12	94.1	94.1	96.1	1873,849,16,19	815.2	39.4826922	73.5838751	4637.3
13	98.1	97.1	99.1	1872,929,25,16	808.0	39.4826930	73.5838761	4637.3
14	56.1	54.1	67.1	49,257,19,22	778.0	39.4826949	73.5838741	4637.3
15	76.1	72.1	76.1	833,889,16,16	718.6	39.4826924	73.5838759	4637.3
16	18.0	11.0	18.0	765,1033,20,10	706.3	39.4824852	73.5841066	4638.2
17	44.1	44.1	45.1	1401,209,12,32	690.7	39.4826663	73.5839487	4637.3
18	52.1	51.1	56.1	1291,650,22,23	674.1	39.4826954	73.5838734	4637.3
19	18.0	18.0	20.0	393,649,14,20	656.8	39.4824852	73.5841066	4638.2
20	89.1	84.1	95.1	1633,548,14,13	600.7	39.4826925	73.5838757	4637.4
21	73.1	73.1	74.1	835,827,14,14	596.4	39.4826925	73.5838756	4637.3
22	134.2	131.2	134.2	1057,1051,16,29	569.9	39.4826927	73.5838746	4637.3
23	45.1	45.1	45.1	1417,111,6,34	564.0	39.4826793	73.5839157	4637.3
24	139.2	135.2	140.2	181,845,8,36	541.5	39.4826912	73.5838756	4637.3
25	87.1	86.1	92.1	1601,593,9,20	525.4	39.4826926	73.5838760	4637.3
26	39.1	35.1	44.1	1409,989,16,38	524.4	39.4825305	73.5840980	4637.3
27	143.2	143.2	143.2	227,369,13,24	518.8	39.4826921	73.5838765	4637.3
28	73.1	73.1	79.1	657,0,8,17	516.9	39.4826925	73.5838756	4637.3
29	106.2	105.2	113.2	811,89,24,12	516.1	39.4826924	73.5838764	4637.3
30	75.1	73.1	81.1	841,429,16,12	490.5	39.4826925	73.5838759	4637.3
31	104.2	103.2	107.2	1889,305,8,16	484.1	39.4826927	73.5838764	4637.3
32	133.2	133.2	133.2	972,577,10,16	484.1	39.4826927	73.5838745	4637.3
33	136.2	136.2	138.2	1193,0,24,14	483.5	39.4826915	73.5838748	4637.3
34	54.1	51.1	54.1	55,485,26,10	467.3	39.4826950	73.5838737	4637.3
35	11.0	8.0	12.0	833,377,16,8	464.8	39.4824853	73.5841070	4638.2
36	119.2	118.2	119.2	81,65,20,12	458.5	39.4826934	73.5838762	4637.3
37	9.0	9.0	15.0	773,125,11,18	453.5	39.4824852	73.5841075	4638.2
38	3.0	1.0	3.0	137,449,8,16	446.7	39.4824854	73.5841077	4638.2
39	77.1	77.1	78.1	1713,305,8,16	438.5	39.4826925	73.5838761	4637.3
40	77.1	77.1	78.1	1713,225,8,16	437.1	39.4826925	73.5838761	4637.3
41	90.1	86.1	95.1	1593,531,8,18	436.7	39.4826924	73.5838755	4637.3
42	121.2	119.2	130.2	1178,281,6,24	435.7	39.4826930	73.5838755	4637.3
43	137.2	135.2	139.2	1281,68,23,12	433.9	39.4826912	73.5838752	4637.3
44	132.2	132.2	133.2	1031,989,14,15	423.8	39.4826926	73.5838744	4637.3
45	63.1	63.1	64.1	1539,0,18,19	422.6	39.4826947	73.5838759	4637.4
46	136.2	134.2	140.2	1251,289,22,10	421.9	39.4826915	73.5838748	4637.3
47	18.0	18.0	18.0	721,41,32,4	421.7	39.4824852	73.5841066	4638.2
48	138.2	133.2	141.2	1013,770,6,29	419.3	39.4826908	73.5838757	4637.3
49	46.1	45.1	49.1	1330,881,12,20	411.6	39.4826924	73.5838826	4637.3
50	111.2	110.2	116.2	1489,391,8,22	409.6	39.4826923	73.5838762	4637.3
51	141.2	140.2	141.2	233,133,16,14	408.6	39.4826916	73.5838761	4637.3
52	139.2	138.2	141.2	10,33,14,20	406.4	39.4826912	73.5838756	4637.3
53	12.0	12.0	18.0	123,57,10,24	406.1	39.4824855	73.5841071	4638.2
54	135.2	135.2	141.2	1025,0,11,16	403.2	39.4826924	73.5838746	4637.3
55	120.2	115.2	122.2	1316,542,19,10	396.5	39.4826929	73.5838759	4637.3
56	23.0	19.0	26.0	881,561,16,8	393.9	39.4824848	73.5841064	4638.3
57	134.2	134.2	134.2	569,889,24,15	383.7	39.4826927	73.5838746	4637.3
58	137.2	137.2	140.2	1247,121,18,9	380.6	39.4826912	73.5838752	4637.3
59	39.1	39.1	41.1	1613,39,10,26	378.8	39.4825305	73.5840980	4637.3
60	143.2	143.2	143.2	131,461,14,20	377.8	39.4826921	73.5838765	4637.3
61	104.2	103.2	109.2	810,185,23,15	376.0	39.4826927	73.5838764	4637.3
62	16.0	11.0	16.0	1148,1073,16,7	373.5	39.4824854	73.5841067	4638.2
63	21.0	18.0	25.0	513,417,8,12	372.9	39.4824847	73.5841065	4638.2
64	63.1	63.1	63.1	1585,107,18,6	371.0	39.4826947	73.5838759	4637.4
65	33.0	33.0	33.0	1857,961,10,17	367.6	39.4824836	73.5841048	4638.2
66	77.1	77.1	86.1	1645,113,20,6	367.2	39.4826925	73.5838761	4637.3
67	49.1	47.1	49.1	1441,105,10,16	366.5	39.4826965	73.5838723	4637.3
