ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.428	рюкзак-синий	11.0	10.2	снег-в-тени	0.627	49.0	0.0	-3.0	3.0	bbox	0	60.0	59.0	60.0	1745,0,112,1015	18350.8			
2	2	1.526	стакан-марка-красная	11.7	12.2	снег-освещённый	0.780	62.0	0.0	-3.0	3.0	bbox	1	61.0	59.0	61.0	1791,601,129,479	10326.5			
3	3	1.175	рюкзак-синий	7.3	20.8	снег-в-тени	0.457	59.6	-1.0	-7.0	7.1	bbox	2	38.0	38.0	38.0	0,0,219,100	4567.1			
4	4	2.229	стакан-марка-красная	13.2	42.2	снег-пересвеченный	0.357	92.0	-2.0	-1.0	2.2	bbox	3	0.0	0.0	0.0	1050,645,15,435	4504.0			
5	5	1.820	стакан-марка-красная	12.0	28.6	снег-освещённый	0.264	78.4	-1.0	2.0	2.2	bbox	4	58.0	58.0	58.0	1885,1005,35,75	4152.9			
6	6	1.541	стакан-марка-красная	12.2	7.1	снег-освещённый	0.864	56.9	-1.0	-1.0	1.4	bbox	5	1.0	1.0	1.0	1275,770,30,229	4143.6			
7	7	0.831	рюкзак-синий	6.1	9.4	снег-в-тени	0.657	29.4	0.0	-8.0	8.0	bbox	6	53.0	53.0	53.0	108,1040,51,40	4119.3			
8	8	1.787	стакан-марка-красная	11.0	31.8	снег-освещённый	0.128	81.6	0.0	0.0	0.0	bbox	7	58.0	58.0	58.0	1824,862,96,218	4007.5			
9	9	2.045	стакан-марка-красная	11.7	40.0	снег-розовый	0.627	89.8	0.0	5.0	5.0	bbox	8	55.0	55.0	55.0	1877,1007,36,73	3896.3			
10	10	0.987	рюкзак-синий	6.1	17.6	порода-в-тени	0.910	21.2	0.0	-8.0	8.0	bbox	9	50.0	50.0	50.0	216,638,47,39	3798.1			
11	11	0.451	рюкзак-синий	3.6	0.0	снег-в-тени	0.509	38.8	-1.0	-11.0	11.0	bbox	10	13.0	12.0	14.0	0,823,45,46	3591.7			
12	12	1.639	стакан-марка-красная	11.0	24.7	снег-розовый	0.273	74.5	0.0	2.0	2.0	bbox	11	57.0	57.0	57.0	1833,193,50,130	3421.1			
13	13	1.441	рюкзак-синий	11.2	9.8	снег-в-тени	0.638	48.6	-1.0	-3.0	3.2	bbox	12	73.0	73.0	73.0	0,1021,139,59	3306.5			
14	14	1.715	рюкзак-синий	11.2	27.8	порода-в-тени	0.437	11.0	-1.0	-3.0	3.2	bbox	13	69.0	69.0	69.0	1876,916,44,116	2862.3			
15	15	1.670	стакан-марка-красная	10.3	29.8	порода-в-тени	1.008	20.0	2.0	6.0	6.3	bbox	14	1.0	1.0	1.0	1510,507,17,174	2742.4			
16	16	1.425	стакан-марка-красная	11.4	0.8	корка-жёлтая-на-скале	0.911	49.0	2.0	8.0	8.2	bbox	15	40.0	40.0	40.0	241,15,64,32	2692.2			
17	17	1.153	рюкзак-синий	8.0	16.1	порода-в-тени	0.734	22.7	1.0	-6.0	6.1	bbox	16	44.0	44.0	44.0	1544,937,41,43	2689.5			
18	18	1.173	рюкзак-синий	7.1	21.6	снег-в-тени	0.467	60.4	0.0	-7.0	7.0	bbox	17	39.0	39.0	39.0	16,217,201,84	2681.0			
19	19	1.291	рюкзак-синий	4.5	32.6	снег-в-тени	0.887	71.4	-1.0	-10.0	10.0	bbox	18	13.0	13.0	13.0	1841,68,64,43	2524.8			
20	20	1.420	стакан-марка-красная	11.2	7.1	снег-розовый	0.867	56.9	0.0	-1.0	1.0	bbox	19	60.0	59.0	60.0	1845,339,60,42	2468.5			
21	21	0.516	рюкзак-синий	2.2	12.1	снег-в-тени	0.988	26.7	-1.0	-13.0	13.0	bbox	20	9.0	9.0	9.0	157,847,26,41	2354.8			
22	22	1.311	палка-ручка-контроль	9.5	15.6	корка-жёлтая-на-скале	0.497	42.0	3.0	17.0	17.3	bbox	21	26.0	26.0	26.0	1688,323,61,38	2254.0			
23	23	1.770	рюкзак-синий	10.8	32.2	снег-освещённый	0.660	71.0	-3.0	-4.0	5.0	bbox	22	37.0	37.0	38.0	0,0,37,23	2163.1			
24	24	1.485	стакан-марка-красная	11.0	15.7	снег-розовый	0.515	65.5	0.0	1.0	1.0	bbox	23	57.0	57.0	57.0	1893,73,27,88	2152.8			
25	25	1.196	рюкзак-синий	8.1	18.0	порода-в-тени	0.673	20.8	0.0	-6.0	6.0	bbox	24	45.0	45.0	45.0	1369,327,31,34	2105.9			
26	26	1.959	стакан-марка-красная	11.4	37.7	снег-розовый	0.499	87.5	0.0	4.0	4.0	bbox	25	56.0	56.0	56.0	1829,999,38,81	2080.2			
27	27	1.388	стакан-марка-красная	11.0	3.9	снег-розовый	0.923	53.7	0.0	0.0	0.0	bbox	26	69.0	69.0	69.0	97,1007,219,52	2026.2			
28	28	0.645	рюкзак-синий	3.6	12.9	снег-в-тени	0.877	25.9	-1.0	-11.0	11.0	bbox	27	15.0	15.0	15.0	665,949,19,39	1947.2			
29	29	0.978	рюкзак-синий	7.1	11.7	снег-в-тени	0.751	27.1	0.0	-7.0	7.0	bbox	28	36.0	36.0	36.0	68,625,35,32	1923.3			
30	30	1.317	рюкзак-синий	9.0	19.2	порода-в-тени	0.626	19.6	1.0	-5.0	5.1	bbox	29	36.0	36.0	36.0	481,1041,32,24	1913.9			
31	31	0.772	рюкзак-синий	4.2	15.7	снег-в-тени	0.510	54.5	-2.0	-11.0	11.2	bbox	30	14.0	14.0	14.0	125,441,68,63	1772.0			
32	32	1.996	палка-древко-контроль	11.7	38.0	снег-в-тени	2.570	79.6	-4.0	-26.0	26.3	bbox	31	0.0	0.0	0.0	755,6,38,31	1725.5			
33	33	1.617	палка-ручка-пробка	9.2	31.8	корка-жёлтая-на-скале	0.419	43.9	3.0	14.0	14.3	bbox	32	28.0	28.0	28.0	536,325,57,32	1561.8			
34	34	0.538	рюкзак-синий	4.1	4.3	снег-в-тени	0.300	43.1	0.0	-10.0	10.0	bbox	33	57.0	57.0	57.0	223,948,28,85	1561.4			
35	35	1.577	стакан-марка-красная	12.4	8.6	снег-освещённый	0.837	58.4	-1.0	-2.0	2.2	bbox	34	70.0	66.0	70.0	21,988,16,81	1556.5			
36	36	1.146	рюкзак-синий	8.1	15.3	порода-в-тени	0.682	23.5	0.0	-6.0	6.0	bbox	35	70.0	70.0	71.0	1299,678,36,17	1555.0			
37	37	1.156	рюкзак-синий	3.0	30.6	снег-в-тени	1.105	69.4	-2.0	-14.0	14.1	bbox	36	9.0	6.0	9.0	1045,157,50,36	1528.6			
38	38	1.449	рюкзак-синий	6.1	34.5	снег-в-тени	0.912	73.3	0.0	-8.0	8.0	bbox	37	49.0	49.0	49.0	1448,497,23,34	1517.9			
39	39	1.667	стакан-марка-красная	12.4	17.5	снег-освещённый	0.545	67.3	-1.0	-2.0	2.2	bbox	38	40.0	37.0	42.0	47,358,140,71	1494.2			
40	40	1.461	рюкзак-синий	6.1	34.9	снег-в-тени	0.926	73.7	0.0	-8.0	8.0	bbox	39	50.0	50.0	52.0	1662,597,31,48	1487.0			
41	41	0.580	рюкзак-синий	4.0	8.2	снег-в-тени	0.675	30.6	1.0	-10.0	10.0	bbox	40	38.0	37.0	38.0	311,592,26,41	1367.9			
42	42	0.862	рюкзак-синий	6.1	11.3	снег-в-тени	0.727	27.5	0.0	-8.0	8.0	bbox	41	43.0	43.0	43.0	944,1050,31,30	1342.4			
43	43	1.851	стакан-марка-красная	14.2	14.5	корка-жёлтая-на-скале	0.635	35.3	2.0	12.0	12.2	bbox	42	42.0	38.0	42.0	1617,17,70,14	1316.9			
44	44	2.110	рюкзак-синий	7.0	53.7	снег-пересвеченный	0.803	92.5	1.0	-7.0	7.1	bbox	43	61.0	61.0	61.0	1565,393,27,34	1286.7			
45	45	0.907	рюкзак-синий	5.1	18.1	снег-в-тени	0.347	56.9	0.0	-9.0	9.0	bbox	44	58.0	58.0	58.0	1873,834,33,83	1273.1			
46	46	0.990	рюкзак-синий	5.1	21.2	снег-в-тени	1.442	60.0	0.0	-19.0	19.0	bbox	45	21.0	20.0	28.0	374,216,109,35	1229.3			
