track	t_best	t0	t1	bbox	score	lat	lon	alt
0	60.0	59.0	60.0	1745,0,112,1015	18350.8			
1	61.0	59.0	61.0	1791,601,129,479	10326.5			
2	38.0	38.0	38.0	0,0,219,100	4567.1			
3	0.0	0.0	0.0	1050,645,15,435	4504.0			
4	58.0	58.0	58.0	1885,1005,35,75	4152.9			
5	1.0	1.0	1.0	1275,770,30,229	4143.6			
6	53.0	53.0	53.0	108,1040,51,40	4119.3			
7	58.0	58.0	58.0	1824,862,96,218	4007.5			
8	55.0	55.0	55.0	1877,1007,36,73	3896.3			
9	50.0	50.0	50.0	216,638,47,39	3798.1			
10	13.0	12.0	14.0	0,823,45,46	3591.7			
11	57.0	57.0	57.0	1833,193,50,130	3421.1			
12	73.0	73.0	73.0	0,1021,139,59	3306.5			
13	69.0	69.0	69.0	1876,916,44,116	2862.3			
14	1.0	1.0	1.0	1510,507,17,174	2742.4			
15	40.0	40.0	40.0	241,15,64,32	2692.2			
16	44.0	44.0	44.0	1544,937,41,43	2689.5			
17	39.0	39.0	39.0	16,217,201,84	2681.0			
18	13.0	13.0	13.0	1841,68,64,43	2524.8			
19	60.0	59.0	60.0	1845,339,60,42	2468.5			
20	9.0	9.0	9.0	157,847,26,41	2354.8			
21	26.0	26.0	26.0	1688,323,61,38	2254.0			
22	37.0	37.0	38.0	0,0,37,23	2163.1			
23	57.0	57.0	57.0	1893,73,27,88	2152.8			
24	45.0	45.0	45.0	1369,327,31,34	2105.9			
25	56.0	56.0	56.0	1829,999,38,81	2080.2			
26	69.0	69.0	69.0	97,1007,219,52	2026.2			
27	15.0	15.0	15.0	665,949,19,39	1947.2			
28	36.0	36.0	36.0	68,625,35,32	1923.3			
29	36.0	36.0	36.0	481,1041,32,24	1913.9			
30	14.0	14.0	14.0	125,441,68,63	1772.0			
31	0.0	0.0	0.0	755,6,38,31	1725.5			
32	28.0	28.0	28.0	536,325,57,32	1561.8			
33	57.0	57.0	57.0	223,948,28,85	1561.4			
34	70.0	66.0	70.0	21,988,16,81	1556.5			
35	70.0	70.0	71.0	1299,678,36,17	1555.0			
36	9.0	6.0	9.0	1045,157,50,36	1528.6			
37	49.0	49.0	49.0	1448,497,23,34	1517.9			
38	40.0	37.0	42.0	47,358,140,71	1494.2			
39	50.0	50.0	52.0	1662,597,31,48	1487.0			
40	38.0	37.0	38.0	311,592,26,41	1367.9			
41	43.0	43.0	43.0	944,1050,31,30	1342.4			
42	42.0	38.0	42.0	1617,17,70,14	1316.9			
43	61.0	61.0	61.0	1565,393,27,34	1286.7			
44	58.0	58.0	58.0	1873,834,33,83	1273.1			
45	21.0	20.0	28.0	374,216,109,35	1229.3			
46	57.0	57.0	57.0	1611,920,34,47	1210.0			
47	14.0	14.0	14.0	1869,369,24,18	1191.8			
48	37.0	37.0	37.0	250,533,27,40	1191.1			
49	25.0	25.0	27.0	89,293,52,18	1185.4			
50	40.0	40.0	40.0	399,960,20,31	1168.2			
51	56.0	56.0	56.0	1905,1049,15,31	1125.0			
52	56.0	56.0	56.0	1249,362,46,20	1114.1			
53	57.0	57.0	57.0	1831,385,14,32	1105.7			
