ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.568	палка-ручка-пробка	10.0	26.3	корка-жёлтая-на-скале	0.562	49.4	4.0	13.0	13.6	bbox	0	30.0	28.0	33.0	431,129,222,80	25013.8	39.4790800	73.5923178	5287.7
2	2	1.630	стакан-марка-красная	13.0	0.8	корка-жёлтая-на-скале	0.633	50.6	4.0	12.0	12.6	bbox	1	22.0	18.0	22.0	498,153,221,82	24623.8	39.4790791	73.5923184	5287.7
3	3	0.870	палка-ручка-пробка	4.1	19.6	лишайник-жёлтый-на-камне	0.488	56.1	4.0	19.0	19.4	bbox	2	23.0	23.0	27.0	229,17,160,114	20437.6	39.4790790	73.5923183	5287.7
4	4	1.333	стакан-марка-красная	10.6	3.1	корка-жёлтая-на-скале	0.920	52.9	4.0	9.0	9.8	bbox	3	19.0	19.0	22.0	505,3,142,42	8483.8	39.4790786	73.5923185	5287.7
5	5	1.451	палка-ручка-контроль	11.0	12.5	корка-жёлтая-на-скале	0.632	45.1	5.0	15.0	15.8	bbox	4	14.0	13.0	14.0	889,217,106,40	8335.1	39.4790793	73.5923184	5287.7
6	6	1.300	палка-ручка-контроль	10.0	9.4	корка-жёлтая-на-скале	0.638	48.2	5.0	16.0	16.8	bbox	5	13.0	13.0	14.0	937,228,107,37	8196.5	39.4790794	73.5923186	5287.7
7	7	1.760	палка-ручка-контроль	13.2	17.6	корка-жёлтая-на-скале	0.625	40.0	4.0	13.0	13.6	bbox	6	34.0	34.0	34.0	905,53,104,40	8038.4	39.4790802	73.5923176	5287.7
8	8	1.402	стакан-марка-красная	9.2	22.3	порода-в-тени	0.751	27.5	2.0	3.0	3.6	bbox	7	36.0	34.0	37.1	343,233,50,136	6670.2	39.4790802	73.5923177	5287.7
9	9	0.709	палка-ручка-контроль	5.0	9.4	лишайник-жёлтый-на-камне	0.938	48.2	6.0	21.0	21.8	bbox	8	23.0	23.0	23.0	137,23,104,52	6647.0	39.4790790	73.5923183	5287.7
10	10	1.154	стакан-марка-красная	9.2	1.6	порода-охристая	1.067	48.2	4.0	7.0	8.1	bbox	9	30.0	30.0	34.0	184,39,69,50	4818.3	39.4790800	73.5923178	5287.7
11	11	1.289	стакан-марка-красная	10.3	2.0	корка-жёлтая-на-скале	1.152	47.8	2.0	6.0	6.3	bbox	10	22.0	20.0	26.0	253,61,68,52	4566.0	39.4790791	73.5923184	5287.7
12	12	1.370	стакан-марка-красная	10.8	7.1	снег-розовый	0.840	56.9	1.0	5.0	5.1	bbox	11	30.0	30.0	31.0	255,33,76,44	4394.2	39.4790800	73.5923178	5287.7
13	13	1.461	стакан-марка-красная	11.7	2.7	корка-жёлтая-на-скале	0.818	52.5	5.0	11.0	12.1	bbox	12	23.0	23.0	23.0	97,67,69,38	4388.6	39.4790790	73.5923183	5287.7
14	14	1.282	палка-ручка-контроль	9.0	17.2	корка-жёлтая-на-скале	0.834	40.4	6.0	17.0	18.0	bbox	13	12.0	12.0	12.0	957,313,66,24	3904.6	39.4790794	73.5923185	5287.7
15	15	1.660	стакан-марка-красная	12.6	14.1	порода-охристая	0.567	35.7	7.0	13.0	14.8	bbox	14	13.0	13.0	21.0	617,350,40,59	3596.5	39.4790794	73.5923186	5287.7
16	16	1.018	рюкзак-синий	8.1	3.9	снег-в-тени	1.046	42.7	8.0	-10.0	12.8	bbox	15	27.0	24.0	28.0	845,365,28,37	3213.1	39.4790797	73.5923182	5287.7
17	17	1.441	стакан-марка-красная	11.4	5.9	снег-в-тени	0.763	43.9	0.0	-2.0	2.0	bbox	16	20.0	16.0	22.0	117,133,60,124	3165.7	39.4790786	73.5923184	5287.7
18	18	0.776	палка-ручка-контроль	5.0	12.9	лишайник-жёлтый-на-камне	1.307	44.7	9.0	22.0	23.8	bbox	17	22.0	19.0	22.0	553,81,44,28	2936.6	39.4790791	73.5923184	5287.7
19	19	1.330	палка-ручка-пробка	8.2	23.5	лишайник-жёлтый-на-камне	0.825	52.2	7.0	15.0	16.6	bbox	18	33.0	33.0	33.0	509,15,38,38	2829.0	39.4790802	73.5923176	5287.7
20	20	1.362	палка-ручка-контроль	10.4	10.9	порода-охристая	0.735	46.7	9.0	16.0	18.4	bbox	19	33.0	32.0	34.0	451,17,41,36	2803.7	39.4790802	73.5923176	5287.7
21	21	1.408	стакан-марка-красная	11.2	4.7	снег-в-тени	0.880	45.1	0.0	-1.0	1.0	bbox	20	18.0	12.0	18.0	315,51,60,126	2759.0	39.4790785	73.5923183	5287.7
22	22	1.513	стакан-марка-красная	12.1	1.6	корка-жёлтая-на-скале	0.763	48.2	5.0	11.5	12.5	bbox	21	14.0	13.0	14.0	768,167,69,20	2718.9	39.4790793	73.5923184	5287.7
23	23	1.193	палка-ручка-контроль	9.1	10.5	корка-жёлтая-на-скале	0.674	47.1	5.0	17.0	17.7	bbox	22	8.0	8.0	11.0	1193,9,48,20	2547.3	39.4790797	73.5923185	5287.7
24	24	1.404	стакан-марка-красная	10.4	14.5	порода-в-тени	0.663	35.3	1.0	-2.0	2.2	bbox	23	33.0	29.0	33.0	201,131,48,110	2534.5	39.4790802	73.5923176	5287.7
25	25	1.809	стакан-марка-красная	11.7	29.8	снег-освещённый	0.398	79.6	0.0	-3.0	3.0	bbox	24	22.0	19.0	22.0	123,0,58,81	2518.6	39.4790791	73.5923184	5287.7
26	26	1.118	палка-ручка-контроль	8.2	12.1	порода-охристая	0.985	45.5	8.0	18.0	19.7	bbox	25	30.0	30.0	33.0	481,55,48,32	2502.0	39.4790800	73.5923178	5287.7
27	27	1.577	палка-ручка-пробка	10.0	26.7	порода-охристая	0.773	49.0	6.0	13.0	14.3	bbox	26	22.0	18.0	29.0	481,187,48,28	2363.7	39.4790791	73.5923184	5287.7
28	28	1.349	стакан-марка-красная	9.5	18.0	порода-охристая	0.461	31.8	8.0	10.0	12.8	bbox	27	24.0	24.0	24.0	641,849,36,36	2307.3	39.4790794	73.5923182	5287.7
29	29	1.366	палка-ручка-контроль	10.0	15.1	корка-жёлтая-на-скале	0.664	42.5	5.0	16.0	16.8	bbox	28	28.0	24.0	28.0	599,0,38,31	2297.7	39.4790801	73.5923181	5287.7
30	30	1.461	стакан-марка-красная	11.7	2.7	корка-жёлтая-на-скале	0.801	47.1	5.0	11.0	12.1	bbox	29	30.0	30.0	32.0	409,167,54,26	2216.9	39.4790800	73.5923178	5287.7
31	31	1.297	рюкзак-синий	10.0	9.0	снег-в-тени	0.500	47.8	0.0	-4.0	4.0	bbox	30	76.1	73.1	76.1	197,418,60,47	2114.7	39.4790803	73.5923184	5287.7
32	32	1.522	рюкзак-синий	11.2	16.9	снег-в-тени	0.697	55.7	-1.0	-3.0	3.2	bbox	31	15.0	15.0	15.0	213,290,146,125	2108.5	39.4790789	73.5923184	5287.7
33	33	1.730	палка-ручка-контроль	12.2	23.1	порода-охристая	0.548	34.5	8.0	14.0	16.1	bbox	32	34.0	31.0	35.0	585,201,26,40	1993.0	39.4790802	73.5923176	5287.7
34	34	1.787	стакан-марка-красная	14.2	5.5	корка-жёлтая-на-скале	0.637	44.3	0.0	10.0	10.0	bbox	33	45.1	39.1	47.1	1299,217,28,34	1986.7	39.4790798	73.5923176	5287.7
35	35	1.436	стакан-марка-красная	8.6	26.7	порода-охристая	0.910	23.1	6.0	8.0	10.0	bbox	34	13.0	13.0	14.0	315,685,36,63	1947.0	39.4790794	73.5923186	5287.7
36	36	1.261	рюкзак-синий	10.0	3.0	снег-в-тени	0.544	41.8	0.0	-4.0	4.0	bbox	35	32.0	31.0	32.0	129,117,44,68	1775.2	39.4790801	73.5923176	5287.7
37	37	0.864	рюкзак-синий	6.7	5.9	снег-в-тени	0.729	32.9	4.0	-8.0	8.9	bbox	36	75.1	73.1	76.1	249,337,40,22	1680.3	39.4790803	73.5923183	5287.7
38	38	1.412	рюкзак-синий	10.0	18.1	снег-в-тени	0.596	56.9	0.0	-4.0	4.0	bbox	37	15.0	15.0	15.0	359,0,42,77	1662.7	39.4790789	73.5923184	5287.7
39	39	2.202	стакан-марка-красная	14.0	37.3	снег-освещённый	0.335	87.1	-3.0	0.0	3.0	bbox	38	32.0	31.0	32.0	73,921,32,108	1657.6	39.4790801	73.5923176	5287.7
40	40	1.511	стакан-марка-красная	11.2	16.1	порода-охристая	0.647	33.7	6.0	11.0	12.5	bbox	39	10.0	8.0	14.0	865,369,28,34	1619.6	39.4790797	73.5923183	5287.7
41	41	1.375	рюкзак-синий	11.0	0.8	снег-в-тени	0.701	39.6	1.0	-3.0	3.2	bbox	40	31.0	30.0	33.0	263,0,50,61	1614.5	39.4790800	73.5923177	5287.7
42	42	1.823	стакан-марка-красная	12.4	27.1	порода-охристая	0.718	22.7	8.0	13.0	15.3	bbox	41	15.0	15.0	15.0	305,164,50,30	1604.1	39.4790789	73.5923184	5287.7
43	43	1.393	стакан-марка-красная	11.0	5.1	снег-розовый	0.884	54.9	0.0	0.0	0.0	bbox	42	30.0	30.0	32.0	4,83,35,44	1590.9	39.4790800	73.5923178	5287.7
44	44	0.910	рюкзак-синий	7.1	6.1	снег-в-тени	0.552	32.7	0.0	-7.0	7.0	bbox	43	71.1	71.1	71.1	711,215,64,18	1588.1	39.4790806	73.5923184	5287.7
45	45	1.771	палка-ручка-контроль	12.2	25.4	порода-охристая	0.575	32.2	8.0	14.0	16.1	bbox	44	12.0	12.0	14.0	733,407,24,28	1573.9	39.4790794	73.5923185	5287.7
46	46	1.838	палка-ручка-контроль	13.6	19.6	корка-жёлтая-на-скале	0.429	38.0	-2.0	15.0	15.1	bbox	45	64.1	64.1	76.1	289,323,26,30	1528.9	39.4790808	73.5923181	5287.7
47	47	1.113	палка-ручка-пробка	6.1	22.8	лишайник-жёлтый-на-камне	0.513	52.9	4.0	17.0	17.5	bbox	46	24.0	24.0	24.0	761,309,38,18	1499.0	39.4790794	73.5923182	5287.7
48	48	1.239	палка-ручка-пробка	8.2	19.2	лишайник-жёлтый-на-камне	0.427	56.5	3.0	15.0	15.3	bbox	47	15.0	15.0	15.0	921,0,44,19	1469.7	39.4790789	73.5923184	5287.7
49	49	1.411	рюкзак-синий	11.0	8.2	порода-в-тени	0.507	30.6	0.0	-3.0	3.0	bbox	48	64.1	64.1	68.1	5,397,14,108	1467.2	39.4790808	73.5923181	5287.7
50	50	1.279	палка-ручка-пробка	7.6	23.9	корка-жёлтая-на-скале	0.313	51.8	2.0	16.0	16.1	bbox	49	37.1	35.0	37.1	1703,161,22,33	1456.5	39.4790799	73.5923176	5287.7
51	51	1.135	рюкзак-синий	9.1	2.3	снег-в-тени	0.606	36.5	2.0	-5.0	5.4	bbox	50	15.0	15.0	17.0	1533,97,74,16	1448.0	39.4790789	73.5923184	5287.7
52	52	1.416	палка-ручка-пробка	8.1	27.9	корка-жёлтая-на-скале	0.750	47.8	6.0	15.0	16.2	bbox	51	33.0	33.0	33.0	650,139,43,20	1444.3	39.4790802	73.5923176	5287.7
53	53	1.381	стакан-марка-красная	11.0	0.8	снег-в-тени	1.005	50.6	0.0	0.0	0.0	bbox	52	22.0	13.0	22.0	83,106,28,41	1419.0	39.4790791	73.5923184	5287.7
54	54	1.383	рюкзак-синий	11.0	2.4	снег-в-тени	0.668	41.2	0.0	-3.0	3.0	bbox	53	22.0	20.0	22.0	25,67,40,56	1376.4	39.4790791	73.5923184	5287.7
55	55	1.294	стакан-марка-красная	8.1	22.7	порода-охристая	0.745	27.1	7.0	8.0	10.6	bbox	54	14.0	10.0	14.0	293,746,25,34	1371.2	39.4790793	73.5923184	5287.7
56	56	1.914	стакан-марка-красная	12.6	30.2	снег-освещённый	0.376	80.0	-1.0	-3.0	3.2	bbox	55	30.0	29.0	32.0	83,915,22,66	1329.5	39.4790800	73.5923178	5287.7
57	57	1.833	палка-ручка-контроль	11.7	30.9	порода-охристая	0.664	26.7	10.0	15.0	18.0	bbox	56	25.0	23.0	33.0	707,145,38,24	1320.2	39.4790796	73.5923179	5287.7
58	58	1.922	стакан-марка-красная	14.0	22.0	снег-освещённый	0.408	71.8	-3.0	0.0	3.0	bbox	57	15.0	14.0	15.0	0,614,23,59	1294.0	39.4790789	73.5923184	5287.7
59	59	1.063	палка-ручка-пробка	7.0	16.9	лишайник-жёлтый-на-камне	0.462	58.8	5.0	16.0	16.8	bbox	58	16.0	15.0	17.0	1695,695,22,49	1291.6	39.4790786	73.5923185	5287.7
60	60	1.279	палка-ручка-пробка	7.6	23.9	корка-жёлтая-на-скале	0.313	51.8	2.0	16.0	16.1	bbox	59	50.1	48.1	54.1	1893,0,27,15	1268.9	39.4790801	73.5923179	5287.7
61	61	1.389	рюкзак-синий	11.0	4.3	снег-в-тени	0.647	43.1	0.0	-3.0	3.0	bbox	60	71.1	71.1	76.1	597,413,40,32	1214.6	39.4790806	73.5923184	5287.7
62	62	0.975	палка-ручка-пробка	7.3	9.8	лишайник-жёлтый-на-камне	0.177	65.9	3.0	16.0	16.3	bbox	61	16.0	16.0	17.0	1613,669,32,20	1176.0	39.4790786	73.5923185	5287.7
63	63	1.495	рюкзак-синий	11.2	14.9	порода-в-тени	0.307	23.9	-1.0	-3.0	3.2	bbox	62	43.1	42.1	43.1	95,73,44,40	1156.1	39.4790793	73.5923174	5287.7
64	64	1.540	стакан-марка-красная	12.2	5.9	корка-жёлтая-на-скале	0.721	43.9	4.0	11.0	11.7	bbox	63	12.0	12.0	12.0	869,273,46,18	1145.6	39.4790794	73.5923185	5287.7
65	65	1.595	стакан-марка-красная	11.0	22.3	порода-охристая	0.429	27.5	12.0	12.0	17.0	bbox	64	29.0	29.0	32.0	663,822,34,19	1144.8	39.4790800	73.5923180	5287.8
66	66	1.906	стакан-марка-красная	12.6	29.8	снег-освещённый	0.377	79.6	-1.0	-3.0	3.2	bbox	65	22.0	16.0	22.0	151,937,20,60	1137.9	39.4790791	73.5923184	5287.7
67	67	0.898	палка-ручка-пробка	5.0	18.1	лишайник-жёлтый-на-камне	0.485	57.6	1.0	20.0	20.0	bbox	66	6.0	6.0	11.0	1765,225,23,14	1137.1	39.4790801	73.5923185	5287.7
