track	t_best	t0	t1	bbox	score	lat	lon	alt
0	185.2	171.2	189.2	35,215,68,62	7635.6	39.4800529	73.5932073	5177.8
1	178.2	169.2	188.2	217,587,76,64	6428.2	39.4800507	73.5932072	5177.8
2	281.3	281.3	281.3	1185,893,48,64	5510.6	39.4800513	73.5932058	5177.8
3	193.2	193.2	193.2	29,161,34,68	4345.3	39.4800550	73.5932057	5177.8
4	105.1	105.1	105.1	125,433,39,54	4059.9	39.4800490	73.5932052	5177.9
5	103.1	103.1	103.1	49,233,44,105	3841.3	39.4800487	73.5932051	5177.8
6	18.0	18.0	20.0	97,647,70,118	3384.9	39.4800393	73.5932081	5177.9
7	16.0	16.0	17.0	97,93,74,71	3019.0	39.4800387	73.5932084	5177.9
8	256.3	256.3	257.3	1759,767,50,34	2915.3	39.4800530	73.5932036	5177.8
9	137.2	137.2	137.2	15,799,38,54	2833.8	39.4800519	73.5932064	5177.8
10	18.0	18.0	23.0	57,443,16,77	2788.2	39.4800393	73.5932081	5177.9
11	60.1	52.1	61.1	17,633,28,44	2740.0	39.4800380	73.5932067	5177.8
12	283.3	283.3	283.3	71,87,36,30	2682.5	39.4800510	73.5932059	5177.9
13	104.1	104.1	104.1	41,601,48,35	2630.0	39.4800491	73.5932053	5177.8
14	246.3	246.3	246.3	1661,17,35,48	2617.1	39.4800555	73.5932038	5177.8
15	9.0	5.0	9.0	73,449,40,108	2610.7	39.4800375	73.5932090	5177.9
16	137.2	134.2	137.2	73,840,24,55	2490.6	39.4800519	73.5932064	5177.8
17	105.1	105.1	105.1	87,569,22,43	2471.6	39.4800490	73.5932052	5177.9
18	9.0	8.0	9.0	0,0,79,87	2459.3	39.4800375	73.5932090	5177.9
19	8.0	7.0	8.0	69,29,80,96	2444.2	39.4800376	73.5932092	5177.9
20	17.0	17.0	17.0	191,885,54,76	2432.1	39.4800390	73.5932081	5177.9
21	40.0	39.0	40.0	1885,9,28,34	2394.6	39.4800358	73.5932083	5177.8
22	9.0	8.0	9.0	0,188,37,53	2294.3	39.4800375	73.5932090	5177.9
23	34.0	34.0	44.1	1514,963,31,26	2241.5	39.4800372	73.5932080	5177.8
24	75.1	70.1	78.1	657,787,46,44	2231.7	39.4800428	73.5932062	5177.8
25	281.3	281.3	281.3	223,419,52,80	2224.6	39.4800513	73.5932058	5177.8
26	77.1	67.1	81.1	411,435,33,29	2219.8	39.4800435	73.5932059	5177.9
27	282.3	282.3	282.3	1745,589,42,30	2192.0	39.4800511	73.5932058	5177.8
28	16.0	16.0	20.0	241,0,52,33	2181.9	39.4800387	73.5932084	5177.9
29	74.1	71.1	82.1	657,887,48,42	2171.1	39.4800428	73.5932062	5177.8
30	23.0	22.0	23.0	116,0,99,55	2150.8	39.4800397	73.5932083	5177.9
31	220.3	220.3	220.3	1681,1014,78,25	2140.9	39.4800564	73.5932033	5177.8
32	9.0	8.0	9.0	365,441,46,106	2125.5	39.4800375	73.5932090	5177.9
33	90.1	79.1	90.1	1247,105,48,34	2123.0	39.4800453	73.5932048	5177.9
34	19.0	17.0	19.0	849,289,56,24	2099.0	39.4800396	73.5932083	5177.9
35	220.3	220.3	220.3	1889,1005,31,28	2094.4	39.4800564	73.5932033	5177.8
36	143.2	143.2	143.2	12,42,31,25	1930.6	39.4800530	73.5932058	5177.9
37	125.2	124.2	132.2	1055,448,32,23	1901.2	39.4800492	73.5932078	5177.8
38	166.2	164.2	182.2	135,975,38,22	1855.7	39.4800507	73.5932079	5177.8
39	281.3	277.3	281.3	161,679,48,16	1823.1	39.4800513	73.5932058	5177.8
40	22.0	22.0	23.0	135,937,28,34	1796.8	39.4800396	73.5932084	5177.9
41	11.0	10.0	11.0	1437,643,92,30	1794.4	39.4800372	73.5932091	5177.9
42	221.3	221.3	223.3	77,75,40,32	1776.6	39.4800570	73.5932032	5177.8
43	6.0	6.0	6.0	149,55,23,34	1773.7	39.4800379	73.5932090	5177.9
44	201.2	201.2	201.2	281,239,18,42	1767.5	39.4800559	73.5932032	5177.8
45	197.2	197.2	201.2	293,245,22,40	1736.5	39.4800570	73.5932038	5177.8
46	0.0	0.0	5.0	1669,687,36,22	1728.7	39.4800379	73.5932090	5177.9
47	12.0	12.0	12.0	449,455,38,42	1708.1	39.4800373	73.5932091	5177.9
