ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.261	стакан-марка-красная	7.8	22.3	порода-охристая	0.891	27.5	6.0	7.0	9.2	bbox	0	95.1	95.1	99.1	1225,713,68,38	4423.1	39.4825061	73.5894634	4969.4
2	2	1.223	стакан-марка-красная	7.2	23.1	порода-охристая	0.822	26.7	7.0	7.0	9.9	bbox	1	99.1	97.1	100.1	1236,719,59,34	3686.6	39.4825055	73.5894630	4969.4
3	3	1.518	стакан-марка-красная	11.0	17.6	порода-в-тени	0.504	32.2	0.0	0.0	0.0	bbox	2	29.0	27.0	34.0	1105,609,32,48	2918.9	39.4825062	73.5894619	4969.5
4	4	1.397	стакан-марка-красная	11.0	5.9	порода-в-тени	0.885	43.9	0.0	0.0	0.0	bbox	3	35.0	31.0	41.0	1137,433,32,32	2091.4	39.4825070	73.5894631	4969.5
5	5	1.270	стакан-марка-красная	7.8	22.7	порода-охристая	0.897	27.1	6.0	7.0	9.2	bbox	4	101.1	99.1	101.1	1139,737,54,24	2029.0	39.4825052	73.5894632	4969.4
6	6	1.389	стакан-марка-красная	11.0	4.3	порода-в-тени	0.939	45.5	0.0	0.0	0.0	bbox	5	14.0	8.0	17.0	1073,641,34,78	1987.1	39.4825041	73.5894601	4969.5
7	7	1.454	стакан-марка-красная	11.0	12.7	снег-розовый	0.643	62.5	0.0	0.0	0.0	bbox	6	2.0	1.0	2.0	1039,641,10,50	1986.9	39.4825036	73.5894580	4969.5
8	8	1.288	стакан-марка-красная	7.8	23.5	порода-охристая	0.910	26.3	6.0	7.0	9.2	bbox	7	92.1	86.1	93.1	1217,557,40,20	1911.9	39.4825060	73.5894635	4969.4
9	9	1.213	стакан-марка-красная	7.2	22.7	порода-охристая	1.135	27.1	5.0	5.0	7.1	bbox	8	113.1	102.1	113.1	1169,1051,63,29	1754.0	39.4825048	73.5894630	4969.5
10	10	1.143	рюкзак-синий	6.3	23.1	порода-в-тени	0.900	15.7	-1.0	-8.0	8.1	bbox	9	22.0	22.0	26.0	1897,713,23,46	1563.6	39.4825054	73.5894609	4969.5
11	11	1.213	стакан-марка-красная	7.2	22.7	порода-охристая	0.815	27.1	7.0	7.0	9.9	bbox	10	94.1	94.1	101.1	1185,653,38,24	1539.6	39.4825062	73.5894635	4969.4
12	12	1.412	стакан-марка-красная	11.0	8.2	порода-в-тени	0.806	41.6	0.0	0.0	0.0	bbox	11	32.0	32.0	34.0	1169,65,24,16	1506.1	39.4825067	73.5894630	4969.5
13	13	1.102	стакан-марка-красная	5.8	23.1	порода-охристая	0.841	26.7	8.0	6.0	10.0	bbox	12	89.1	86.1	92.1	1233,301,32,20	1498.5	39.4825062	73.5894632	4969.5
14	14	1.495	стакан-марка-красная	11.0	16.1	порода-в-тени	0.552	33.7	0.0	0.0	0.0	bbox	13	4.0	1.0	6.0	1051,271,30,35	1481.6	39.4825039	73.5894584	4969.5
15	15	1.393	стакан-марка-красная	11.0	5.1	порода-в-тени	0.912	44.7	0.0	0.0	0.0	bbox	14	10.0	9.0	16.0	1127,417,11,80	1465.6	39.4825041	73.5894596	4969.5
16	16	1.653	стакан-марка-красная	11.2	24.7	порода-в-тени	0.301	25.1	0.0	-1.0	1.0	bbox	15	48.0	39.0	48.0	1320,97,69,24	1465.4	39.4825066	73.5894627	4969.5
17	17	1.443	стакан-марка-красная	11.0	11.8	порода-в-тени	0.689	38.0	0.0	0.0	0.0	bbox	16	7.0	7.0	7.0	1041,449,32,24	1422.2	39.4825041	73.5894591	4969.5
18	18	1.374	стакан-марка-красная	7.8	27.1	порода-охристая	0.976	22.7	6.0	7.0	9.2	bbox	17	92.1	88.1	93.1	1551,683,48,16	1314.2	39.4825060	73.5894635	4969.4
19	19	1.304	стакан-марка-красная	7.0	27.1	порода-в-тени	0.795	22.7	4.0	1.0	4.1	bbox	18	83.1	82.1	87.1	1353,17,52,32	1297.1	39.4825060	73.5894618	4969.4
20	20	1.239	стакан-марка-красная	7.1	24.3	порода-охристая	0.997	25.5	6.0	6.0	8.5	bbox	19	82.1	82.1	87.1	1069,47,60,22	1280.1	39.4825059	73.5894615	4969.5
21	21	1.598	стакан-марка-красная	8.0	34.9	порода-в-тени	0.701	14.9	3.0	1.0	3.2	bbox	20	124.1	123.1	126.1	1662,732,41,21	1178.2	39.4825048	73.5894614	4969.5
22	22	1.950	стакан-марка-красная	12.0	34.9	порода-в-тени	0.342	14.9	-1.0	1.0	1.4	bbox	21	39.0	37.0	49.0	1760,123,65,28	1176.9	39.4825068	73.5894627	4969.5
23	23	1.311	стакан-марка-красная	7.2	26.7	порода-охристая	0.893	23.1	7.0	7.0	9.9	bbox	22	111.1	107.1	111.1	1536,1045,49,12	1124.9	39.4825049	73.5894629	4969.4
24	24	1.291	стакан-марка-красная	7.2	25.9	порода-охристая	0.876	23.9	7.0	7.0	9.9	bbox	23	105.1	102.1	107.1	1447,749,40,14	1082.7	39.4825051	73.5894632	4969.4
25	25	1.561	стакан-марка-красная	11.0	20.4	порода-в-тени	0.426	29.4	0.0	0.0	0.0	bbox	24	28.0	27.0	34.0	1153,561,16,16	1059.3	39.4825059	73.5894618	4969.5
26	26	1.382	стакан-марка-красная	11.0	2.0	снег-розовый	0.988	51.8	0.0	0.0	0.0	bbox	25	36.0	36.0	48.0	1249,0,16,17	981.7	39.4825069	73.5894631	4969.5
27	27	1.393	стакан-марка-красная	11.0	5.1	порода-в-тени	0.912	44.7	0.0	0.0	0.0	bbox	26	12.0	12.0	18.0	1108,513,29,16	965.1	39.4825038	73.5894597	4969.5
28	28	1.559	стакан-марка-красная	12.0	11.4	снег-освещённый	0.701	61.2	-1.0	0.0	1.0	bbox	27	41.0	41.0	47.0	1225,257,24,24	947.2	39.4825072	73.5894629	4969.5
29	29	1.383	стакан-марка-красная	11.0	2.3	снег-в-тени	1.000	47.5	0.0	0.0	0.0	bbox	28	38.0	36.0	39.0	1137,865,16,16	944.1	39.4825068	73.5894626	4969.5
30	30	1.207	стакан-марка-красная	6.7	24.3	порода-охристая	0.777	25.5	8.0	7.0	10.6	bbox	29	94.1	94.1	96.1	1620,813,32,18	942.0	39.4825062	73.5894635	4969.4
31	31	1.362	стакан-марка-красная	7.1	29.0	порода-охристая	1.085	20.8	6.0	6.0	8.5	bbox	30	92.1	87.1	93.1	1105,521,39,16	933.7	39.4825060	73.5894635	4969.4
32	32	1.381	стакан-марка-красная	11.0	1.2	снег-в-тени	1.006	51.0	0.0	0.0	0.0	bbox	31	13.0	13.0	18.0	1105,561,16,16	931.5	39.4825038	73.5894598	4969.5
33	33	1.676	стакан-марка-красная	11.2	25.9	порода-в-тени	0.280	23.9	0.0	-1.0	1.0	bbox	32	12.0	8.0	19.0	1011,602,37,15	862.3	39.4825038	73.5894597	4969.5
34	34	1.631	стакан-марка-красная	13.0	3.9	порода-в-тени	0.944	45.9	-2.0	1.0	2.2	bbox	33	13.0	11.0	22.0	1882,157,38,27	859.7	39.4825038	73.5894598	4969.5
35	35	1.388	стакан-марка-красная	11.0	3.9	порода-в-тени	0.952	45.9	0.0	0.0	0.0	bbox	34	30.0	28.0	32.0	1257,321,30,8	845.9	39.4825065	73.5894622	4969.5
36	36	1.383	стакан-марка-красная	6.3	31.8	порода-в-тени	0.879	18.0	5.0	-1.0	5.1	bbox	35	133.1	129.1	136.1	1779,231,44,26	833.5	39.4825047	73.5894601	4969.5
37	37	1.415	рюкзак-синий	11.0	9.4	порода-в-тени	0.554	29.4	1.0	-3.0	3.2	bbox	36	40.0	36.0	40.0	1347,417,30,10	806.1	39.4825069	73.5894626	4969.5
38	38	1.072	рюкзак-синий	6.1	21.2	порода-в-тени	0.915	17.6	0.0	-8.0	8.0	bbox	37	24.0	22.0	26.0	1857,785,12,32	793.0	39.4825057	73.5894612	4969.5
39	39	1.299	стакан-марка-красная	7.1	26.7	порода-охристая	1.038	23.1	6.0	6.0	8.5	bbox	38	83.1	83.1	89.1	1305,69,32,16	791.1	39.4825060	73.5894618	4969.4
40	40	1.416	стакан-марка-красная	7.1	31.0	порода-охристая	1.127	18.8	6.0	6.0	8.5	bbox	39	113.1	102.1	113.1	1123,1023,38,18	779.8	39.4825048	73.5894630	4969.5
41	41	0.766	стакан-марка-красная	4.1	15.9	порода-в-тени	1.231	33.9	7.0	0.0	7.0	bbox	40	137.1	129.1	137.1	1635,418,18,23	746.2	39.4825048	73.5894608	4969.5
42	42	1.337	стакан-марка-красная	6.3	30.2	порода-в-тени	0.875	19.6	5.0	-1.0	5.1	bbox	41	135.1	135.1	137.1	1849,673,20,26	742.7	39.4825046	73.5894603	4969.5
43	43	1.399	стакан-марка-красная	11.0	6.3	снег-розовый	0.846	56.1	0.0	0.0	0.0	bbox	42	35.0	35.0	38.0	1209,465,8,32	733.5	39.4825070	73.5894631	4969.5
44	44	1.518	стакан-марка-красная	12.0	5.5	порода-в-тени	0.872	44.3	-1.0	0.0	1.0	bbox	43	32.0	28.0	35.0	1035,613,22,12	731.6	39.4825067	73.5894630	4969.5
