ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.521	стакан-марка-красная	12.2	0.4	порода-охристая	2.163	50.2	23.0	-1.0	23.0	bbox	0	35.0	35.0	35.0	0,985,149,95	17227.0			
2	2	0.936	стакан-марка-красная	5.1	19.2	порода-в-тени	1.071	30.6	6.0	0.0	6.0	bbox	1	52.0	52.0	52.0	1371,140,437,101	16864.8			
3	3	0.912	стакан-марка-красная	7.1	6.3	порода-охристая	0.903	43.5	6.0	6.0	8.5	bbox	2	52.0	52.0	52.0	100,834,90,150	9678.0			
4	4	1.748	палка-древко-контроль	6.4	43.5	снег-пересвеченный	0.897	85.1	-4.0	-10.0	10.8	bbox	3	49.0	47.0	49.0	117,115,206,246	8594.1			
5	5	1.710	палка-ручка-пробка	13.6	5.1	снег-розовый	1.014	80.8	1.0	10.0	10.0	bbox	4	52.0	52.0	52.0	168,705,45,144	8095.4			
6	6	1.104	рюкзак-синий	7.0	18.8	снег-в-тени	0.394	57.6	1.0	-7.0	7.1	bbox	5	2.0	2.0	3.0	0,401,83,475	7376.9			
7	7	1.421	стакан-марка-красная	10.3	16.9	порода-в-тени	1.103	32.9	2.0	6.0	6.3	bbox	6	37.0	37.0	38.0	609,631,16,373	6795.7			
8	8	1.796	рюкзак-синий	8.5	40.4	снег-пересвеченный	0.607	79.2	-2.0	-6.0	6.3	bbox	7	50.0	47.0	50.0	587,0,233,105	6733.2			
9	9	1.127	рюкзак-синий	6.0	23.6	снег-в-тени	0.535	62.4	1.0	-8.0	8.1	bbox	8	1.0	0.0	1.0	0,621,43,228	6458.2			
10	10	2.318	стакан-марка-красная	12.6	47.5	снег-пересвеченный	0.444	97.3	-1.0	-3.0	3.2	bbox	9	48.0	48.0	48.0	0,73,230,306	6100.8			
11	11	1.341	стакан-марка-красная	9.2	19.2	снег-розовый	0.331	69.0	2.0	3.0	3.6	bbox	10	52.0	52.0	52.0	38,709,59,139	5710.0			
12	12	1.387	стакан-марка-красная	10.0	16.9	порода-в-тени	0.635	32.9	1.0	1.0	1.4	bbox	11	51.0	50.0	51.0	365,41,30,204	5296.6			
13	13	1.654	стакан-марка-красная	13.0	7.8	корка-жёлтая-на-скале	0.943	57.6	0.0	8.0	8.0	bbox	12	52.0	52.0	52.0	209,849,32,144	5085.6			
14	14	0.584	рюкзак-синий	4.1	7.7	снег-в-тени	0.357	46.5	2.0	-10.0	10.2	bbox	13	1.0	1.0	2.0	51,917,30,163	4398.5			
15	15	2.106	палка-древко-бирюзовое	11.7	42.4	снег-пересвеченный	0.923	94.9	-11.0	-5.0	12.1	bbox	14	51.0	50.0	51.0	427,0,101,143	4352.9			
16	16	1.628	стакан-марка-красная	10.0	29.0	порода-в-тени	0.531	20.8	1.0	2.0	2.2	bbox	15	51.0	50.0	51.0	421,741,40,138	4246.4			
17	17	1.559	рюкзак-синий	10.8	22.0	снег-в-тени	0.778	60.8	-3.0	-4.0	5.0	bbox	16	49.0	49.0	49.0	0,45,37,236	4092.1			
18	18	1.366	стакан-марка-красная	10.2	13.7	порода-в-тени	0.839	36.1	1.0	3.0	3.2	bbox	17	49.0	49.0	52.0	51,485,24,194	4046.6			
19	19	1.578	стакан-марка-красная	12.2	11.8	порода-в-тени	0.642	38.0	-1.0	-1.0	1.4	bbox	18	48.0	48.0	48.0	234,338,37,338	3845.2			
20	20	0.858	стакан-марка-красная	5.0	16.5	снег-в-тени	1.287	33.3	8.0	-3.0	8.5	bbox	19	51.0	49.0	51.0	425,537,42,35	3751.5			
21	21	1.720	рюкзак-синий	5.1	44.7	снег-пересвеченный	0.936	83.5	0.0	-9.0	9.0	bbox	20	1.0	1.0	4.0	0,83,131,80	3686.5			
22	22	1.466	стакан-марка-красная	11.4	9.6	порода-в-тени	0.760	40.2	0.0	-2.0	2.0	bbox	21	52.0	52.0	52.0	1522,93,225,38	3595.7			
23	23	1.867	рюкзак-синий	13.0	25.5	снег-в-тени	2.447	64.3	0.0	-27.0	27.0	bbox	22	52.0	52.0	52.0	1633,66,134,59	3443.2			
24	24	1.925	стакан-марка-красная	14.8	15.3	снег-розовый	1.006	65.1	-2.0	8.0	8.2	bbox	23	52.0	52.0	52.0	529,0,92,17	3443.1			
25	25	1.521	рюкзак-синий	12.2	1.2	порода-в-тени	0.722	40.0	-1.0	-2.0	2.2	bbox	24	47.0	47.0	49.0	55,625,44,208	3310.3			
26	26	1.940	стакан-марка-красная	12.2	33.7	снег-освещённый	0.159	83.5	-1.0	-1.0	1.4	bbox	25	48.0	47.0	49.0	119,497,26,188	3050.3			
27	27	1.183	рюкзак-синий	4.1	29.8	снег-в-тени	0.785	68.6	0.0	-10.0	10.0	bbox	26	0.0	0.0	0.0	495,309,44,116	2757.8			
28	28	2.110	стакан-марка-красная	15.2	25.5	порода-охристая	1.888	24.3	25.0	7.0	26.0	bbox	27	47.0	43.0	47.0	1253,1037,53,43	2711.4			
29	29	2.291	стакан-марка-красная	15.2	35.7	порода-в-тени	1.032	14.1	-3.0	7.0	7.6	bbox	28	3.0	3.0	3.0	0,950,9,95	2630.1			
30	30	1.228	стакан-марка-красная	9.1	13.3	порода-в-тени	0.771	36.5	2.0	0.0	2.0	bbox	29	28.0	28.0	28.0	1337,993,37,43	2492.9			
31	31	1.813	рюкзак-синий	10.2	36.1	снег-освещённый	0.543	74.9	-1.0	-4.0	4.1	bbox	30	50.0	50.0	50.0	779,7,106,55	2492.3			
32	32	1.388	стакан-марка-красная	11.0	3.9	порода-в-тени	0.952	45.9	0.0	0.0	0.0	bbox	31	50.0	48.0	51.0	581,360,188,33	2311.0			
33	33	2.099	рюкзак-синий	7.3	53.0	снег-пересвеченный	0.626	91.8	-1.0	-7.0	7.1	bbox	32	48.0	47.0	49.0	0,0,77,103	2253.2			
34	34	1.728	стакан-марка-красная	12.1	23.5	снег-освещённый	0.580	73.3	0.0	-4.0	4.0	bbox	33	3.0	3.0	3.0	79,341,34,24	2114.7			
35	35	1.368	рюкзак-синий	4.2	35.3	снег-в-тени	1.042	74.1	-2.0	-11.0	11.2	bbox	34	49.0	46.0	49.0	319,303,102,40	2010.0			
36	36	1.313	стакан-марка-красная	10.4	3.9	порода-в-тени	1.166	45.9	1.0	4.0	4.1	bbox	35	37.0	37.0	40.0	599,208,8,192	1999.8			
37	37	1.605	стакан-марка-красная	12.5	9.8	корка-жёлтая-на-скале	1.038	40.0	0.0	7.0	7.0	bbox	36	37.0	37.0	40.0	615,1005,10,75	1907.5			
38	38	2.325	стакан-марка-красная	12.4	48.6	снег-пересвеченный	0.484	98.4	-1.0	-2.0	2.2	bbox	37	47.0	47.0	47.0	160,362,37,123	1744.5			
39	39	1.469	стакан-марка-красная	4.5	38.0	порода-в-тени	1.167	11.8	7.0	-1.0	7.1	bbox	38	33.0	33.0	33.0	1591,961,12,88	1718.8			
40	40	1.129	рюкзак-синий	8.5	10.2	снег-в-тени	0.356	49.0	-2.0	-6.0	6.3	bbox	39	47.0	47.0	50.0	83,857,29,108	1700.0			
41	41	1.371	стакан-марка-красная	9.0	22.0	порода-в-тени	0.619	27.8	2.0	1.0	2.2	bbox	40	14.0	11.0	14.0	1367,1028,36,44	1670.5			
42	42	1.196	рюкзак-синий	8.1	18.0	порода-в-тени	0.673	20.8	0.0	-6.0	6.0	bbox	41	44.0	44.0	44.0	712,946,33,22	1648.3			
43	43	1.751	стакан-марка-красная	13.4	14.1	корка-жёлтая-на-скале	1.097	35.7	-1.0	7.0	7.1	bbox	42	51.0	49.0	51.0	409,603,11,66	1600.0			
44	44	0.993	стакан-марка-красная	6.4	16.5	снег-в-тени	1.105	33.3	6.0	-3.0	6.7	bbox	43	31.0	31.0	32.0	1573,163,35,42	1542.3			
45	45	2.401	палка-древко-контроль	10.8	55.7	снег-пересвеченный	0.345	97.3	-4.0	-5.0	6.4	bbox	44	48.0	48.0	48.0	379,453,22,64	1447.8			
46	46	0.987	рюкзак-синий	4.9	21.6	снег-в-тени	0.503	60.4	-1.0	-9.5	9.6	bbox	45	1.0	0.0	2.0	630,39,67,18	1419.2			
47	47	1.136	стакан-марка-красная	8.2	13.3	снег-розовый	0.650	63.1	3.0	-1.0	3.2	bbox	46	48.0	48.0	48.0	409,1043,41,37	1411.3			
48	48	0.941	стакан-марка-красная	5.4	18.4	порода-в-тени	1.074	31.4	6.0	-1.0	6.1	bbox	47	33.0	32.0	33.0	1577,0,26,37	1364.2			
49	49	1.552	стакан-марка-красная	2.2	42.7	порода-в-тени	1.503	7.1	9.0	2.0	9.2	bbox	48	49.0	49.0	49.0	0,1061,35,19	1355.7			
50	50	1.264	стакан-марка-красная	10.0	3.9	порода-в-тени	0.992	45.9	1.0	0.0	1.0	bbox	49	27.0	27.0	29.0	1589,741,36,21	1341.7			
51	51	1.384	стакан-марка-красная	11.0	2.7	порода-в-тени	1.053	47.1	0.0	2.0	2.0	bbox	50	48.0	48.0	50.0	97,993,27,28	1321.6			
52	52	1.253	палка-древко-контроль	5.4	29.6	снег-в-тени	1.108	71.2	-3.0	-13.0	13.3	bbox	51	52.0	52.0	52.0	1483,75,68,16	1272.7			
53	53	1.171	стакан-марка-красная	9.2	5.9	снег-розовый	0.868	55.7	2.0	-1.0	2.2	bbox	52	18.0	18.0	18.0	1443,497,9,67	1243.4			
54	54	1.397	рюкзак-синий	10.0	17.5	снег-в-тени	1.980	56.3	7.0	-22.0	23.1	bbox	53	49.0	49.0	50.0	65,713,8,86	1223.2			
55	55	2.080	палка-ручка-пробка	15.5	21.0	снег-розовый	1.021	96.7	1.0	8.0	8.1	bbox	54	52.0	51.0	52.0	156,819,22,30	1219.1			
