track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	23.0	20.0	23.0	494,428,216,444	491.1	7615.2	39.4792320	73.5887175	5128.8
1	34.0	30.0	45.0	1030,694,142,358	381.8	4816.3	39.4792312	73.5887188	5128.8
2	26.0	26.0	26.0	594,186,110,266	284.5	3837.4	39.4792315	73.5887175	5128.8
3	23.0	11.0	23.0	504,34,100,328	339.0	3808.7	39.4792320	73.5887175	5128.8
4	23.0	23.0	23.0	534,836,114,244	265.0	3682.3	39.4792320	73.5887175	5128.8
5	19.0	19.0	19.0	718,434,50,432	432.5	3571.8	39.4792322	73.5887173	5128.8
6	24.0	20.0	24.0	998,346,80,222	233.3	3111.6	39.4792319	73.5887174	5128.8
7	36.0	30.0	43.0	1178,680,82,186	200.6	2936.2	39.4792314	73.5887189	5128.8
8	36.0	33.0	40.0	1176,210,84,204	217.8	2790.9	39.4792314	73.5887189	5128.8
9	24.0	24.0	24.0	852,474,90,288	299.2	2713.7	39.4792319	73.5887174	5128.8
10	70.1	69.1	70.1	486,110,72,102	120.9	2663.5	39.4792312	73.5887182	5128.8
11	24.0	24.0	24.0	688,880,58,200	205.2	2575.1	39.4792319	73.5887174	5128.8
12	26.0	26.0	26.0	746,172,66,156	163.2	2515.0	39.4792315	73.5887175	5128.8
13	69.1	69.1	76.1	354,400,68,106	122.1	2464.1	39.4792316	73.5887181	5128.8
14	22.0	22.0	22.0	444,150,58,172	179.0	2345.2	39.4792320	73.5887175	5128.8
15	58.1	57.1	59.1	204,44,82,136	152.8	2334.4	39.4792328	73.5887186	5128.8
16	23.0	23.0	23.0	616,246,72,164	174.9	2287.6	39.4792320	73.5887175	5128.8
17	35.0	34.0	37.0	1068,86,78,218	227.7	2283.2	39.4792314	73.5887188	5128.8
18	93.1	91.1	94.1	274,150,186,130	223.8	2280.3	39.4792304	73.5887175	5128.8
19	50.1	45.0	54.1	668,314,108,226	246.9	2104.2	39.4792321	73.5887182	5128.8
20	23.0	23.0	23.0	1114,742,76,180	192.5	2052.7	39.4792320	73.5887175	5128.8
21	24.0	17.0	24.0	1194,218,54,220	223.1	2009.2	39.4792319	73.5887174	5128.8
22	16.0	16.0	16.0	1090,538,40,374	373.9	2005.1	39.4792324	73.5887172	5128.8
23	64.1	62.1	68.1	926,656,126,254	280.5	2004.0	39.4792321	73.5887181	5128.8
24	19.0	19.0	19.0	684,164,32,248	247.7	1972.2	39.4792322	73.5887173	5128.8
25	24.0	21.0	24.0	982,162,50,198	201.7	1951.9	39.4792319	73.5887174	5128.8
26	68.1	65.1	69.1	282,72,86,106	131.1	1950.4	39.4792315	73.5887180	5128.8
27	28.0	28.0	28.0	1286,190,180,218	278.3	1915.7	39.4792315	73.5887178	5128.8
28	64.1	63.1	65.1	782,804,152,268	298.6	1895.5	39.4792321	73.5887181	5128.8
29	24.0	24.0	24.0	962,702,54,164	169.5	1870.1	39.4792319	73.5887174	5128.8
30	88.1	84.1	88.1	348,0,132,108	163.4	1859.4	39.4792319	73.5887168	5128.8
31	24.0	24.0	25.0	1042,690,94,190	208.2	1785.2	39.4792319	73.5887174	5128.8
32	92.1	87.1	94.1	38,304,126,122	172.6	1778.2	39.4792307	73.5887173	5128.8
33	49.0	47.0	57.1	820,758,42,108	113.3	1770.4	39.4792321	73.5887178	5128.8
34	23.0	23.0	23.0	424,334,42,92	98.5	1762.1	39.4792320	73.5887175	5128.8
35	63.1	60.1	63.1	350,48,36,96	99.3	1759.5	39.4792320	73.5887183	5128.8
36	50.1	50.1	51.1	256,132,102,202	222.7	1754.8	39.4792321	73.5887182	5128.8
37	28.0	28.0	28.0	952,846,126,188	221.3	1748.1	39.4792315	73.5887178	5128.8
38	35.0	30.0	41.0	1324,496,56,206	210.9	1686.2	39.4792314	73.5887188	5128.8
39	63.1	60.1	65.1	426,238,60,144	151.3	1669.1	39.4792320	73.5887183	5128.8
