track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	12.0	12.0	12.0	860,300,338,434	547.3	5946.7	39.4815557	73.5924061	5109.6
1	24.0	16.0	27.0	1528,498,62,102	116.6	3652.8	39.4815539	73.5924056	5109.7
2	11.0	6.0	11.0	902,418,222,278	353.0	3383.5	39.4815561	73.5924064	5109.6
3	23.0	17.0	23.0	1572,528,106,158	187.5	3192.8	39.4815539	73.5924055	5109.7
4	18.0	17.0	23.0	878,408,230,302	375.6	3092.9	39.4815540	73.5924054	5109.7
5	16.0	16.0	16.0	1174,58,94,132	157.0	3040.9	39.4815543	73.5924057	5109.6
6	86.1	85.1	87.1	990,34,46,116	122.2	2544.0	39.4815537	73.5924041	5109.7
7	24.0	17.0	25.0	1054,82,42,74	80.1	2533.9	39.4815539	73.5924056	5109.7
8	112.1	112.1	112.1	1148,982,170,72	180.5	2447.2	39.4815544	73.5924061	5109.7
9	110.1	110.1	110.1	1202,962,134,50	140.4	2421.1	39.4815541	73.5924061	5109.7
10	4.0	0.0	4.0	920,338,78,96	120.9	2415.8	39.4815555	73.5924069	5109.6
11	24.0	24.0	24.0	1206,242,52,76	85.4	2235.7	39.4815539	73.5924056	5109.7
12	23.0	16.0	27.0	1084,402,92,114	143.6	2221.9	39.4815539	73.5924055	5109.7
13	4.0	4.0	7.0	1190,380,66,82	101.1	2101.9	39.4815555	73.5924069	5109.6
14	19.0	18.0	19.0	1464,482,128,96	157.2	2019.3	39.4815540	73.5924055	5109.7
15	7.0	7.0	10.0	1550,466,122,100	153.4	1938.5	39.4815554	73.5924066	5109.6
16	12.0	12.0	12.0	788,532,130,196	232.4	1924.8	39.4815557	73.5924061	5109.6
17	78.1	78.1	78.1	1108,498,68,92	110.3	1905.1	39.4815535	73.5924044	5109.7
18	15.0	14.0	15.0	944,874,74,100	121.6	1864.2	39.4815547	73.5924059	5109.7
19	13.0	13.0	13.0	924,228,96,114	144.6	1804.7	39.4815553	73.5924061	5109.6
20	84.1	84.1	84.1	578,142,66,116	130.7	1761.9	39.4815536	73.5924039	5109.7
21	84.1	84.1	84.1	336,404,122,118	164.1	1736.4	39.4815536	73.5924039	5109.7
22	109.1	109.1	109.1	1066,704,84,34	86.6	1728.0	39.4815537	73.5924060	5109.7
23	109.1	109.1	109.1	904,652,110,52	113.9	1693.5	39.4815537	73.5924060	5109.7
