track	t_best	t0	t1	bbox	score	lat	lon	alt
0	5.0	5.0	5.0	942,449,173,166	30188.6	39.4832997	73.5853335	4674.5
1	6.0	6.0	6.0	943,448,188,167	27480.8	39.4833003	73.5853336	4674.5
2	18.0	17.0	18.0	907,441,188,118	25099.4	39.4833056	73.5853336	4674.5
3	28.0	27.0	30.0	885,501,204,144	24106.9	39.4833086	73.5853338	4674.5
4	20.0	19.0	23.0	896,309,227,136	20709.2	39.4833066	73.5853337	4674.5
5	17.0	17.0	17.0	933,471,134,81	19376.6	39.4833051	73.5853334	4674.5
6	25.0	24.0	29.0	1267,973,104,96	19181.9	39.4833079	73.5853333	4674.5
7	25.0	24.0	26.0	969,497,124,74	18565.3	39.4833079	73.5853333	4674.5
8	16.0	16.0	18.0	985,468,120,83	17747.2	39.4833046	73.5853334	4674.5
9	21.0	19.0	23.0	692,593,163,87	17180.8	39.4833070	73.5853337	4674.5
10	57.1	53.1	65.1	913,737,98,74	17050.7	39.4830260	73.5859845	4674.5
11	17.0	16.0	18.0	1233,951,101,98	16461.8	39.4833051	73.5853334	4674.5
12	22.0	19.0	22.0	1609,985,178,64	14746.8	39.4833074	73.5853335	4674.5
13	27.0	24.0	27.0	1001,473,106,56	14546.8	39.4833086	73.5853338	4674.5
14	29.0	29.0	29.0	933,529,84,56	14410.0	39.4833087	73.5853337	4674.5
15	27.0	27.0	27.0	1023,773,34,190	14014.7	39.4833086	73.5853338	4674.5
16	18.0	16.0	18.0	716,598,137,75	13351.7	39.4833056	73.5853336	4674.5
17	4.0	4.0	4.0	948,477,81,68	13235.7	39.4832992	73.5853335	4674.5
18	18.0	18.0	18.0	1449,839,156,48	12083.9	39.4833056	73.5853336	4674.5
19	328.4	328.4	331.4	883,618,129,81	11636.9	39.4828674	73.5863155	4663.6
20	7.0	7.0	7.0	1017,391,140,86	11346.5	39.4833010	73.5853334	4674.5
21	9.0	8.0	15.0	929,349,127,68	10716.0	39.4833020	73.5853335	4674.5
22	13.0	10.0	15.0	945,398,96,81	10024.2	39.4833037	73.5853335	4674.5
23	23.0	23.0	23.0	818,684,85,58	9980.7	39.4833076	73.5853335	4674.5
24	330.4	328.4	331.4	897,661,104,80	9745.8	39.4828666	73.5863150	4663.6
25	24.0	24.0	26.0	985,949,33,131	9593.4	39.4833078	73.5853334	4674.5
26	448.5	448.5	448.5	775,704,54,129	9345.6	39.4828746	73.5863141	4663.7
27	27.0	23.0	29.0	885,547,105,83	8643.9	39.4833086	73.5853338	4674.5
28	23.0	23.0	23.0	1373,861,116,48	8534.6	39.4833076	73.5853335	4674.5
