ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.991	палка-древко-контроль	15.0	18.4	снег-освещённый	1.056	60.0	-7.0	0.0	7.0	bbox	0	19.0	15.0	21.0	1023,389,138,132	38289.6	39.4829180	73.5861941	4664.6
2	2	0.844	рюкзак-синий	6.3	8.3	снег-в-тени	0.128	47.1	-1.0	-8.0	8.1	bbox	1	8.0	0.0	8.0	775,979,290,101	37533.4	39.4829166	73.5861945	4664.6
3	3	0.912	стакан-марка-красная	6.0	14.5	порода-в-тени	1.054	35.3	5.0	1.0	5.1	bbox	2	121.1	118.1	121.1	1141,147,152,142	28384.2	39.4829033	73.5862270	4673.1
4	4	1.953	крышка-контроль	13.0	30.1	снег-пересвеченный	1.094	72.5	-11.0	-2.0	11.2	bbox	3	22.0	15.0	22.0	569,479,124,90	26272.8	39.4829179	73.5861969	4664.6
5	5	0.645	рюкзак-синий	5.1	2.7	снег-в-тени	1.437	36.1	0.0	-19.0	19.0	bbox	4	127.1	127.1	127.1	725,853,236,170	25516.7	39.4829007	73.5862259	4673.1
6	6	1.061	стакан-марка-красная	8.2	7.1	снег-в-тени	0.969	42.7	3.0	-1.0	3.2	bbox	5	119.1	118.1	121.1	751,0,56,327	24605.3	39.4829036	73.5862272	4673.0
7	7	0.196	стакан-марка-красная	0.0	5.5	снег-розовый	1.384	55.3	11.0	1.0	11.0	bbox	6	120.1	118.1	121.1	575,0,50,304	23265.7	39.4829033	73.5862272	4673.0
8	8	1.850	палка-древко-контроль	14.0	16.4	снег-освещённый	1.113	58.0	-7.0	-1.0	7.1	bbox	7	14.0	14.0	14.0	1067,609,94,92	20327.4	39.4829165	73.5861930	4664.6
9	9	1.969	палка-древко-контроль	15.0	16.4	снег-освещённый	1.289	58.0	-9.0	0.0	9.0	bbox	8	122.1	122.1	122.1	817,27,116,70	17863.4	39.4829032	73.5862267	4673.1
10	10	1.510	стакан-марка-красная	12.0	3.5	снег-розовый	0.977	53.3	-1.0	0.0	1.0	bbox	9	125.1	124.1	125.1	827,519,98,130	15445.8	39.4829021	73.5862260	4673.0
11	11	1.404	палка-ручка-пробка	11.0	7.1	лишайник-жёлтый-на-камне	0.808	68.6	6.0	12.0	13.4	bbox	10	232.2	232.2	234.2	937,587,114,108	13938.8	39.4829122	73.5862102	4673.0
12	12	0.839	стакан-марка-красная	5.0	15.7	порода-в-тени	1.141	34.1	6.0	1.0	6.1	bbox	11	122.1	122.1	122.1	1071,429,100,92	13717.7	39.4829032	73.5862267	4673.1
13	13	0.565	рюкзак-синий	4.5	2.3	снег-в-тени	0.492	36.5	-1.0	-10.0	10.0	bbox	12	200.2	200.2	201.2	909,505,75,72	13598.2	39.4829111	73.5862207	4673.1
14	14	0.341	стакан-марка-красная	2.7	1.6	порода-охристая	1.256	51.4	13.5	2.0	13.6	bbox	13	122.1	122.1	122.1	849,377,30,202	13475.0	39.4829032	73.5862267	4673.1
15	15	1.536	палка-древко-контроль	12.0	8.6	снег-в-тени	1.079	50.2	-7.0	-3.0	7.6	bbox	14	117.1	117.1	117.1	743,0,109,53	12925.1	39.4829044	73.5862268	4673.0
16	16	1.969	палка-древко-контроль	15.0	16.4	снег-освещённый	1.106	58.0	-7.0	0.0	7.0	bbox	15	23.0	23.0	23.0	689,485,72,68	12743.5	39.4829170	73.5861974	4664.7
17	17	1.841	палка-древко-контроль	14.0	16.0	снег-освещённый	1.210	57.6	-8.0	-1.0	8.1	bbox	16	13.0	12.0	13.0	947,465,70,60	12620.2	39.4829166	73.5861932	4664.6
18	18	1.173	стакан-марка-красная	9.1	8.6	порода-в-тени	0.903	41.2	2.0	0.0	2.0	bbox	17	117.1	117.1	117.1	825,225,58,210	12211.3	39.4829044	73.5862268	4673.0
19	19	1.200	стакан-марка-красная	9.2	9.4	порода-в-тени	0.872	40.4	2.0	-1.0	2.2	bbox	18	124.1	118.1	125.1	921,612,49,205	11862.8	39.4829023	73.5862260	4673.0
20	20	0.860	стакан-марка-красная	6.0	11.8	снег-розовый	0.696	61.6	5.0	1.0	5.1	bbox	19	119.1	119.1	121.1	281,49,34,192	11501.8	39.4829036	73.5862272	4673.0
21	21	0.665	стакан-марка-красная	4.1	11.8	порода-в-тени	1.295	38.0	7.0	0.0	7.0	bbox	20	122.1	122.1	122.1	961,395,32,203	11455.0	39.4829032	73.5862267	4673.1
22	22	1.213	стакан-марка-красная	9.2	10.6	порода-в-тени	0.838	39.2	2.0	-1.0	2.2	bbox	21	5.0	0.0	6.0	941,817,50,200	10361.2	39.4829164	73.5861950	4664.6
23	23	1.969	палка-древко-контроль	15.0	16.4	снег-освещённый	1.289	58.0	-9.0	0.0	9.0	bbox	22	123.1	122.1	125.1	841,227,88,54	10305.5	39.4829025	73.5862262	4673.0
24	24	0.644	стакан-марка-красная	4.0	11.4	порода-в-тени	1.320	38.4	7.0	1.0	7.1	bbox	23	124.1	119.1	125.1	1025,687,74,74	10228.9	39.4829023	73.5862260	4673.0
25	25	1.205	рюкзак-синий	8.9	12.6	снег-в-тени	0.468	51.4	-3.0	-6.0	6.7	bbox	24	126.1	126.1	126.1	775,595,90,72	9996.6	39.4829014	73.5862261	4673.1
26	26	0.947	стакан-марка-красная	5.7	17.6	порода-охристая	0.929	32.2	7.0	5.0	8.6	bbox	25	168.2	168.2	169.2	638,0,70,77	9729.3	39.4828991	73.5862220	4673.1
