track	t_best	t0	t1	bbox	score	lat	lon	alt
0	33.0	32.0	33.0	1113,0,190,259	22139.7			
1	33.0	33.0	33.0	936,240,289,197	18844.1			
2	96.0	96.0	103.0	1668,0,252,581	18716.1			
3	102.0	102.0	102.0	1716,0,204,431	17035.7			
4	32.0	32.0	32.0	361,995,108,62	15662.0			
5	33.0	33.0	33.0	1261,292,194,153	11421.4			
6	30.0	29.0	31.0	1686,691,129,228	10866.6			
7	99.0	99.0	99.0	1550,0,121,529	10370.6			
8	32.0	32.0	32.0	905,289,110,100	9543.1			
9	23.0	23.0	25.0	323,829,114,251	8326.2			
10	84.0	84.0	84.0	1804,95,49,202	6683.6			
11	84.0	84.0	84.0	1590,403,113,184	6554.6			
12	98.0	96.0	103.0	1603,0,144,289	6208.1			
13	98.0	98.0	99.0	0,0,37,95	6193.8			
14	100.0	100.0	100.0	0,0,93,92	5741.7			
15	1.0	0.0	1.0	1495,25,387,95	5221.4			
16	32.0	32.0	32.0	988,204,39,47	4746.8			
17	32.0	32.0	32.0	809,254,40,47	4043.7			
18	100.0	100.0	100.0	0,91,59,82	3579.6			
19	32.0	32.0	32.0	977,60,50,60	3416.6			
20	19.0	19.0	19.0	163,151,291,38	3381.1			
21	90.0	90.0	90.0	443,17,124,49	3275.0			
22	25.0	25.0	27.0	593,651,62,158	3139.7			
23	84.0	84.0	84.0	1777,381,76,99	3133.0			
24	29.0	29.0	30.0	1576,655,37,104	3030.7			
25	29.0	29.0	29.0	1751,13,14,116	2788.1			
26	0.0	0.0	0.0	0,1059,60,21	2738.7			
27	32.0	32.0	32.0	1861,757,32,42	2737.6			
28	32.0	32.0	32.0	55,769,34,38	2675.5			
29	0.0	0.0	0.0	1715,21,138,54	2357.2			
30	33.0	32.0	33.0	1657,97,15,118	2318.4			
31	84.0	84.0	84.0	1801,293,37,98	2282.2			
32	30.0	30.0	30.0	1533,733,42,120	2215.8			
33	32.0	32.0	32.0	586,21,123,74	2070.8			
34	27.0	27.0	27.0	469,783,32,122	2047.3			
35	99.0	99.0	99.0	1709,817,22,156	1990.6			
36	33.0	33.0	33.0	1435,0,22,49	1988.5			
37	32.0	32.0	35.0	1453,727,37,28	1950.0			
38	87.0	87.0	87.0	1899,676,21,98	1900.8			
39	12.0	8.0	12.0	1543,875,54,94	1867.5			
40	32.0	32.0	33.0	1091,17,36,20	1841.6			
41	32.0	32.0	32.0	935,835,42,20	1833.6			
42	28.0	28.0	28.0	1285,745,47,96	1816.0			
43	32.0	32.0	34.0	1157,659,60,21	1815.6			
44	31.0	31.0	31.0	121,959,38,32	1773.0			
45	90.0	90.0	90.0	84,85,68,12	1641.6			
46	33.0	33.0	33.0	1432,447,28,57	1493.6			
47	96.0	92.0	98.0	112,1035,39,38	1485.4			
48	80.0	80.0	81.0	354,22,30,41	1431.4			
49	91.0	88.0	95.0	315,173,59,28	1421.4			
50	33.0	33.0	33.0	333,207,112,32	1396.2			
51	29.0	29.0	30.0	1548,794,39,37	1393.5			
52	84.0	84.0	84.0	1824,500,41,15	1362.8			
53	32.0	32.0	32.0	1611,609,18,38	1343.6			
54	65.0	65.0	65.0	1876,1067,44,13	1325.9			
55	90.0	89.0	90.0	387,65,54,28	1269.7			
56	11.0	11.0	11.0	1495,684,16,66	1269.5			
57	94.0	94.0	95.0	25,1025,32,30	1267.4			
58	72.0	71.0	72.0	466,19,59,24	1259.1			
59	23.0	23.0	23.0	221,157,195,29	1242.2			
60	23.0	23.0	23.0	469,233,72,14	1217.9			
61	23.0	23.0	26.0	609,225,48,20	1179.5			
62	33.0	33.0	33.0	753,465,47,16	1177.7			
63	78.0	78.0	81.0	649,0,42,23	1136.5			
64	33.0	33.0	33.0	1065,133,62,24	1111.8			
65	90.0	90.0	90.0	1391,337,33,26	1107.1			
66	91.0	85.0	91.0	361,250,94,21	1102.8			
