track	t_best	t0	t1	bbox	score	lat	lon	alt
0	223.2	212.2	225.2	331,145,70,70	7378.1	39.4795399	73.5933235	5196.9
1	201.2	197.2	211.2	463,695,52,76	6271.0	39.4795385	73.5933247	5196.9
2	67.1	60.1	73.1	1023,549,44,102	5929.1	39.4795372	73.5933258	5196.9
3	8.0	2.0	12.0	1271,729,56,56	5231.1	39.4795426	73.5933243	5196.8
4	70.1	66.1	74.1	1237,313,50,72	4691.3	39.4795360	73.5933256	5196.9
5	6.0	6.0	15.0	684,81,51,72	4673.0	39.4795435	73.5933238	5196.8
6	232.3	228.3	240.3	451,528,58,45	4389.1	39.4795408	73.5933229	5196.9
7	281.3	273.3	285.3	293,25,36,88	4248.4	39.4795441	73.5933243	5196.8
8	162.2	159.2	168.2	269,497,30,48	4217.6	39.4795360	73.5933257	5196.8
9	10.0	10.0	17.0	1851,412,69,93	4180.8	39.4795421	73.5933237	5196.8
10	161.2	156.2	165.2	241,511,22,50	3947.3	39.4795362	73.5933256	5196.8
11	34.0	28.0	35.0	1793,796,36,39	3711.2	39.4795388	73.5933235	5196.9
12	119.1	119.1	125.1	1833,957,39,44	3679.7	39.4795362	73.5933243	5196.8
13	111.1	111.1	112.1	1779,469,78,68	3533.6	39.4795368	73.5933241	5196.9
14	196.2	196.2	207.2	321,1041,47,39	3437.1	39.4795387	73.5933248	5196.9
15	278.3	272.3	285.3	194,211,39,55	3299.6	39.4795438	73.5933241	5196.8
16	262.3	257.3	266.3	54,273,49,50	3294.2	39.4795444	73.5933245	5196.9
17	179.2	169.2	184.2	204,514,37,48	3254.5	39.4795368	73.5933257	5196.9
18	67.1	62.1	75.1	882,703,33,50	3204.8	39.4795372	73.5933258	5196.9
19	276.3	274.3	284.3	131,319,30,60	3185.0	39.4795440	73.5933244	5196.9
20	273.3	272.3	275.3	8,449,45,66	3145.7	39.4795444	73.5933242	5196.8
21	228.3	224.2	239.3	330,807,37,40	3120.9	39.4795396	73.5933237	5196.9
22	203.2	194.2	210.2	497,581,32,54	3064.0	39.4795381	73.5933250	5196.9
23	109.1	108.1	110.1	9,37,157,140	3030.2	39.4795375	73.5933247	5196.9
24	291.3	291.3	291.3	192,957,47,67	3021.4	39.4795430	73.5933241	5196.8
25	213.2	207.2	219.2	353,456,26,49	2975.8	39.4795400	73.5933245	5196.9
26	48.1	48.1	48.1	357,137,34,44	2961.7	39.4795365	73.5933248	5196.9
27	99.1	86.1	103.1	930,121,31,64	2954.7	39.4795367	73.5933254	5196.9
28	193.2	192.2	200.2	582,995,27,41	2865.9	39.4795382	73.5933250	5196.9
29	44.0	44.0	44.0	415,833,48,68	2811.5	39.4795377	73.5933250	5196.9
30	147.2	142.2	149.2	1161,219,34,60	2800.7	39.4795360	73.5933239	5196.9
31	186.2	174.2	187.2	691,63,49,45	2800.3	39.4795370	73.5933248	5196.9
32	81.1	67.1	82.1	1011,88,46,37	2696.6	39.4795373	73.5933257	5196.9
33	19.0	19.0	29.0	1465,0,40,34	2670.1	39.4795411	73.5933234	5196.8
34	73.1	67.1	74.1	1805,444,38,49	2608.1	39.4795358	73.5933256	5196.9
35	8.0	2.0	9.0	947,1013,34,32	2602.6	39.4795426	73.5933243	5196.8
36	80.1	80.1	86.1	0,529,33,36	2557.8	39.4795367	73.5933258	5196.9
37	36.0	30.0	36.0	899,965,44,26	2478.5	39.4795387	73.5933242	5196.8
38	155.2	155.2	163.2	189,319,20,78	2449.6	39.4795356	73.5933247	5196.8
39	155.2	155.2	155.2	0,1057,65,23	2412.4	39.4795356	73.5933247	5196.8
40	152.2	152.2	152.2	323,329,30,62	2334.9	39.4795360	73.5933240	5196.8
41	288.3	288.3	288.3	1883,1041,37,24	2259.2	39.4795434	73.5933246	5196.8
42	207.2	206.2	218.2	321,1001,30,48	2249.6	39.4795387	73.5933248	5196.9
43	83.1	81.1	86.1	220,329,49,48	2199.6	39.4795381	73.5933254	5196.9
44	274.3	272.3	285.3	52,432,32,59	2129.1	39.4795442	73.5933242	5196.8
45	137.2	134.1	138.2	1851,773,38,30	2121.9	39.4795351	73.5933241	5196.8
46	127.1	126.1	140.2	239,993,16,44	2098.2	39.4795361	73.5933247	5196.8
47	2.0	2.0	5.0	358,595,65,33	2085.6	39.4795443	73.5933236	5196.9
48	152.2	151.2	152.2	1649,33,26,61	2065.1	39.4795360	73.5933240	5196.8
49	28.0	27.0	29.0	1096,281,41,40	2027.3	39.4795407	73.5933235	5196.8
50	138.2	134.1	143.2	833,761,40,32	2004.2	39.4795351	73.5933243	5196.8
51	35.0	34.0	35.0	1799,753,44,56	1997.9	39.4795389	73.5933240	5196.9
52	135.1	134.1	136.2	735,944,34,57	1990.0	39.4795357	73.5933242	5196.9
53	74.1	74.1	88.1	829,984,28,45	1968.1	39.4795359	73.5933255	5196.9
54	272.3	272.3	285.3	0,349,9,90	1963.4	39.4795444	73.5933242	5196.8
55	55.1	50.1	64.1	1320,629,35,26	1947.6	39.4795355	73.5933247	5196.9
56	37.0	37.0	37.0	26,721,19,40	1924.8	39.4795384	73.5933240	5196.9
57	297.3	297.3	297.3	116,17,24,64	1895.1	39.4795414	73.5933233	5196.8
58	82.1	75.1	88.1	1250,721,51,25	1851.7	39.4795377	73.5933255	5196.9
59	298.3	298.3	298.3	717,781,36,36	1824.5	39.4795414	73.5933233	5196.8
60	151.2	151.2	151.2	387,0,42,39	1805.7	39.4795361	73.5933239	5196.8
61	44.0	44.0	44.0	1770,1041,79,32	1804.6	39.4795377	73.5933250	5196.9
62	82.1	73.1	86.1	568,435,23,52	1802.1	39.4795377	73.5933255	5196.9
63	36.0	36.0	39.0	1798,782,26,38	1773.4	39.4795387	73.5933242	5196.8
64	56.1	55.1	69.1	921,967,44,26	1765.6	39.4795356	73.5933245	5196.9
65	10.0	8.0	10.0	0,1027,51,53	1754.8	39.4795421	73.5933237	5196.8
66	140.2	139.2	149.2	1139,977,26,40	1707.8	39.4795353	73.5933243	5196.9
67	153.2	153.2	154.2	106,273,27,48	1692.7	39.4795358	73.5933243	5196.8
68	110.1	110.1	110.1	15,61,52,48	1676.1	39.4795372	73.5933242	5196.9
69	140.2	136.2	149.2	891,605,30,60	1673.5	39.4795353	73.5933243	5196.9
70	30.0	29.0	35.0	1115,536,22,35	1671.6	39.4795398	73.5933231	5196.9
71	295.3	295.3	295.3	987,329,20,52	1650.2	39.4795420	73.5933233	5196.8
72	152.2	152.2	152.2	456,993,28,70	1644.8	39.4795360	73.5933240	5196.8
73	137.2	132.1	148.2	329,543,16,98	1632.1	39.4795351	73.5933241	5196.8
74	20.0	19.0	20.0	157,977,66,64	1630.4	39.4795413	73.5933235	5196.8
75	87.1	87.1	105.1	369,1017,21,48	1627.8	39.4795390	73.5933259	5196.9
76	243.3	233.3	251.3	577,377,38,40	1625.5	39.4795458	73.5933219	5196.9
77	71.1	71.1	71.1	1897,989,23,36	1625.3	39.4795358	73.5933255	5196.9
78	20.0	20.0	20.0	0,986,19,51	1609.8	39.4795413	73.5933235	5196.8
79	153.2	151.2	153.2	1881,117,39,40	1596.4	39.4795358	73.5933243	5196.8
80	58.1	56.1	70.1	781,869,28,32	1579.5	39.4795363	73.5933246	5196.9
81	294.3	294.3	296.3	1849,861,23,32	1570.5	39.4795421	73.5933235	5196.8
82	271.3	270.3	272.3	49,481,29,38	1555.5	39.4795443	73.5933244	5196.8
83	118.1	112.1	124.1	1011,584,26,31	1552.1	39.4795359	73.5933241	5196.9
84	288.3	288.3	288.3	1549,833,16,30	1551.4	39.4795434	73.5933246	5196.8
85	14.0	14.0	26.0	335,46,63,22	1535.7	39.4795411	73.5933237	5196.8
86	267.3	258.3	273.3	567,427,16,60	1530.0	39.4795443	73.5933253	5196.8
87	110.1	110.1	110.1	73,725,38,20	1527.6	39.4795372	73.5933242	5196.9
88	222.2	214.2	224.2	369,179,24,28	1521.6	39.4795401	73.5933236	5196.9
89	108.1	108.1	110.1	1422,905,47,48	1520.2	39.4795374	73.5933248	5196.9
90	107.1	96.1	109.1	1810,491,43,38	1509.6	39.4795372	73.5933244	5196.9
91	288.3	288.3	288.3	177,145,56,55	1501.6	39.4795434	73.5933246	5196.8
92	10.0	10.0	16.0	1871,377,30,32	1490.4	39.4795421	73.5933237	5196.8
93	26.0	20.0	29.0	1685,481,28,28	1472.3	39.4795417	73.5933226	5196.8
94	110.1	110.1	110.1	1773,913,44,40	1469.7	39.4795372	73.5933242	5196.9
95	291.3	291.3	291.3	1749,481,28,28	1454.8	39.4795430	73.5933241	5196.8
96	83.1	83.1	94.1	541,1057,31,23	1454.3	39.4795381	73.5933254	5196.9
97	245.3	229.3	246.3	1117,73,36,29	1449.5	39.4795454	73.5933218	5196.9
98	288.3	283.3	289.3	1797,649,34,28	1448.2	39.4795434	73.5933246	5196.8
99	190.2	184.2	195.2	885,603,25,36	1441.6	39.4795375	73.5933250	5196.9
100	235.3	231.3	247.3	827,699,34,33	1435.7	39.4795425	73.5933222	5196.9
101	68.1	67.1	82.1	335,959,46,20	1434.7	39.4795368	73.5933257	5196.9
102	108.1	108.1	115.1	1673,881,72,58	1414.7	39.4795374	73.5933248	5196.9
103	65.1	62.1	72.1	1360,925,30,25	1411.2	39.4795372	73.5933255	5196.9
104	296.3	295.3	296.3	1843,935,22,26	1409.2	39.4795417	73.5933233	5196.8
105	297.3	297.3	297.3	1311,91,19,44	1402.8	39.4795414	73.5933233	5196.8
106	283.3	273.3	284.3	362,203,28,25	1402.1	39.4795440	73.5933245	5196.8
107	243.3	237.3	251.3	521,461,24,16	1381.2	39.4795458	73.5933219	5196.9
108	4.0	0.0	6.0	783,196,44,26	1375.3	39.4795435	73.5933238	5196.8
109	86.1	86.1	96.1	1077,785,28,22	1371.8	39.4795384	73.5933256	5196.9
110	108.1	108.1	110.1	1297,989,76,46	1365.7	39.4795374	73.5933248	5196.9
111	292.3	292.3	292.3	693,639,36,34	1345.3	39.4795429	73.5933239	5196.8
112	108.1	108.1	110.1	1301,769,80,38	1343.7	39.4795374	73.5933248	5196.9
113	293.3	293.3	297.3	663,121,17,39	1324.0	39.4795425	73.5933235	5196.8
114	135.1	133.1	145.2	267,743,14,114	1320.9	39.4795357	73.5933242	5196.9
115	150.2	150.2	151.2	1333,135,26,34	1318.1	39.4795360	73.5933236	5196.8
116	290.3	290.3	290.3	945,209,34,44	1317.6	39.4795431	73.5933241	5196.8
117	198.2	198.2	200.2	1847,1039,23,41	1306.0	39.4795387	73.5933247	5196.9
118	75.1	74.1	75.1	1843,980,36,39	1303.4	39.4795358	73.5933256	5196.9
119	36.0	36.0	36.0	1153,129,28,40	1278.7	39.4795387	73.5933242	5196.8
120	36.0	36.0	36.0	1057,741,26,36	1277.7	39.4795387	73.5933242	5196.8
121	193.2	186.2	193.2	0,27,32,32	1264.1	39.4795382	73.5933250	5196.9
122	21.0	21.0	21.0	17,1071,54,9	1256.1	39.4795415	73.5933234	5196.9
123	77.1	76.1	79.1	1891,953,23,44	1235.0	39.4795360	73.5933253	5196.9
124	55.1	49.1	66.1	689,813,22,28	1234.5	39.4795355	73.5933247	5196.9
125	150.2	150.2	150.2	453,337,18,58	1233.1	39.4795360	73.5933236	5196.8
