ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.987	стакан-марка-красная	11.0	40.0	порода-в-тени	0.470	9.8	0.0	0.0	0.0	bbox	0	17.0	14.0	22.0	861,259,20,22	1197.8	39.4829413	73.5845840	4623.5
2	2	1.935	палка-древко-контроль	7.3	47.8	снег-пересвеченный	0.674	89.4	-6.0	-8.0	10.0	bbox	1	38.0	35.0	45.0	1476,155,24,24	780.0	39.4829077	73.5845988	4623.6
3	3	2.027	стакан-марка-красная	11.0	41.6	порода-в-тени	0.517	8.2	0.0	0.0	0.0	bbox	2	79.1	74.1	79.1	657,273,16,16	736.2	39.4825249	73.5847493	4637.4
4	4	1.654	стакан-марка-красная	11.0	25.5	порода-в-тени	0.313	24.3	0.0	0.0	0.0	bbox	3	76.1	73.1	79.1	809,589,14,20	643.2	39.4825243	73.5847495	4637.3
5	5	1.654	стакан-марка-красная	11.0	25.5	порода-в-тени	0.313	24.3	0.0	0.0	0.0	bbox	4	59.1	59.1	59.1	1015,325,10,28	635.1	39.4825208	73.5847481	4637.3
6	6	1.042	рюкзак-синий	8.2	4.3	снег-в-тени	0.325	43.1	-1.0	-6.0	6.1	bbox	5	70.1	68.1	70.1	1901,113,10,54	632.5	39.4825229	73.5847498	4637.3
7	7	1.710	рюкзак-синий	13.6	5.1	порода-в-тени	0.849	43.9	-3.0	-1.0	3.2	bbox	6	34.0	34.0	36.0	195,85,38,12	619.2	39.4829067	73.5845985	4623.5
8	8	1.859	стакан-марка-красная	14.3	14.1	снег-розовый	0.938	63.9	-2.0	7.0	7.3	bbox	7	42.0	35.0	49.0	1353,353,32,8	598.3	39.4829085	73.5845984	4623.5
9	9	2.332	палка-древко-бирюзовое	13.9	43.6	снег-пересвеченный	0.551	96.1	-8.0	-4.0	8.9	bbox	8	39.0	39.0	47.0	1681,219,16,14	577.8	39.4829078	73.5845987	4623.6
10	10	1.767	стакан-марка-красная	14.0	5.9	порода-в-тени	0.858	43.9	-3.0	0.0	3.0	bbox	9	32.0	32.0	33.0	49,145,27,10	524.0	39.4829068	73.5845982	4623.5
11	11	0.860	рюкзак-синий	5.8	12.8	снег-в-тени	0.310	51.6	-2.0	-9.0	9.2	bbox	10	42.0	26.0	45.0	1281,161,16,24	464.6	39.4829085	73.5845984	4623.5
12	12	1.449	палка-древко-контроль	8.0	29.4	снег-пересвеченный	0.995	71.0	-8.0	-7.0	10.6	bbox	11	44.0	44.0	44.0	129,1025,16,8	460.0	39.4829084	73.5845981	4623.6
13	13	1.088	палка-древко-контроль	6.3	20.9	снег-в-тени	0.925	62.5	-6.0	-9.0	10.8	bbox	12	44.0	39.0	45.0	1352,351,9,30	455.3	39.4829084	73.5845981	4623.6
14	14	1.737	стакан-марка-красная	13.0	16.9	порода-в-тени	0.465	32.9	-2.0	0.0	2.0	bbox	13	53.1	53.1	53.1	1582,1063,20,10	428.7	39.4825690	73.5847283	4636.9
15	15	1.782	стакан-марка-красная	13.9	10.6	снег-розовый	0.937	60.4	-2.0	6.0	6.3	bbox	14	38.0	35.0	42.0	1363,209,30,15	414.2	39.4829077	73.5845988	4623.6
16	16	1.519	рюкзак-синий	10.0	23.9	порода-в-тени	0.492	14.9	0.0	-4.0	4.0	bbox	15	39.0	39.0	41.0	1809,1013,22,18	388.7	39.4829078	73.5845987	4623.6
17	17	1.808	рюкзак-синий	13.0	21.9	порода-в-тени	0.280	16.9	0.0	-1.0	1.0	bbox	16	60.1	60.1	60.1	1431,561,10,16	387.8	39.4825208	73.5847482	4637.3
18	18	1.755	стакан-марка-красная	12.0	25.5	порода-в-тени	0.313	24.3	-1.0	1.0	1.4	bbox	17	78.1	76.1	79.1	981,325,17,12	385.5	39.4825247	73.5847493	4637.3
19	19	1.092	палка-древко-контроль	5.0	25.1	снег-в-тени	1.231	66.7	-8.0	-10.0	12.8	bbox	18	41.0	39.0	42.0	1737,961,16,8	369.0	39.4829085	73.5845985	4623.5
20	20	1.616	стакан-марка-красная	12.0	16.5	порода-в-тени	0.495	33.3	-1.0	0.0	1.0	bbox	19	77.1	76.1	79.1	787,873,10,16	363.3	39.4825246	73.5847494	4637.3
21	21	2.245	рюкзак-синий	15.3	32.9	порода-в-тени	0.576	5.9	-2.0	1.0	2.2	bbox	20	58.1	57.1	60.1	1219,946,17,15	342.0	39.4825206	73.5847482	4637.3
22	22	2.126	рюкзак-синий	14.3	32.1	порода-в-тени	0.506	6.7	-2.0	0.0	2.0	bbox	21	56.1	54.1	56.1	327,559,11,12	334.8	39.4825210	73.5847477	4637.4
23	23	1.380	палка-древко-контроль	8.0	26.6	снег-пересвеченный	1.067	68.2	-8.0	-7.0	10.6	bbox	22	35.0	35.0	35.0	401,737,16,6	315.9	39.4829071	73.5845986	4623.5
24	24	2.460	палка-древко-бирюзовое	14.8	45.5	снег-пересвеченный	0.566	98.0	-8.0	-3.0	8.5	bbox	23	42.0	42.0	45.0	1611,169,14,22	310.5	39.4829085	73.5845984	4623.5
25	25	1.825	рюкзак-синий	13.3	20.8	порода-в-тени	0.084	18.0	-2.0	-1.0	2.2	bbox	24	14.0	14.0	14.0	1132,1047,23,10	308.5	39.4831763	73.5844893	4623.5
26	26	1.794	рюкзак-синий	13.6	16.1	порода-в-тени	0.150	22.7	-3.0	-1.0	3.2	bbox	25	15.0	13.0	15.0	1677,1017,20,12	306.6	39.4830869	73.5845282	4623.5
27	27	1.283	рюкзак-синий	10.2	4.1	снег-в-тени	0.544	42.9	-1.0	-4.0	4.1	bbox	26	73.1	61.1	73.1	1767,169,4,28	300.4	39.4825237	73.5847498	4637.4
28	28	0.560	рюкзак-синий	4.1	6.1	снег-в-тени	0.271	44.9	0.0	-10.0	10.0	bbox	27	43.0	40.0	47.0	1457,315,20,8	288.7	39.4829086	73.5845982	4623.6
29	29	1.138	палка-древко-контроль	5.0	26.6	снег-в-тени	1.263	68.2	-8.0	-10.0	12.8	bbox	28	43.0	43.0	44.0	1545,1041,24,4	286.4	39.4829086	73.5845982	4623.6
30	30	2.056	стакан-марка-красная	15.4	20.2	снег-освещённый	0.778	70.0	-4.0	4.5	6.0	bbox	29	41.0	35.0	41.0	971,185,14,11	282.4	39.4829085	73.5845985	4623.5
31	31	0.753	рюкзак-синий	4.5	14.1	снег-в-тени	0.334	52.9	-1.0	-10.0	10.0	bbox	30	37.0	37.0	37.0	897,835,16,8	278.1	39.4829073	73.5845991	4623.6
32	32	1.795	стакан-марка-красная	14.0	10.6	порода-в-тени	0.695	39.2	-3.0	0.0	3.0	bbox	31	79.1	79.1	79.1	809,796,7,13	261.4	39.4825249	73.5847493	4637.4
33	33	0.744	рюкзак-синий	4.5	13.7	снег-в-тени	0.327	52.5	-1.0	-10.0	10.0	bbox	32	39.0	39.0	39.0	769,881,16,8	261.3	39.4829078	73.5845987	4623.6
34	34	2.034	рюкзак-синий	13.0	34.1	порода-в-тени	0.614	4.7	0.0	-1.0	1.0	bbox	33	14.0	14.0	14.0	1785,817,8,10	254.7	39.4831763	73.5844893	4623.5
35	35	0.617	рюкзак-синий	3.6	11.8	снег-в-тени	0.408	50.6	-1.0	-11.0	11.0	bbox	34	36.0	36.0	39.0	193,1067,10,10	254.5	39.4829073	73.5845986	4623.6
36	36	1.901	рюкзак-синий	12.0	32.5	порода-в-тени	0.577	6.3	0.0	-2.0	2.0	bbox	35	64.1	61.1	66.1	923,989,6,20	253.7	39.4825215	73.5847476	4637.3
37	37	1.548	стакан-марка-красная	11.0	19.6	порода-в-тени	0.448	30.2	0.0	0.0	0.0	bbox	36	59.1	59.1	63.1	817,731,12,10	246.5	39.4825208	73.5847481	4637.3
38	38	1.069	палка-древко-контроль	5.0	24.3	снег-в-тени	1.216	65.9	-8.0	-10.0	12.8	bbox	37	38.0	36.0	38.0	1537,973,13,12	245.2	39.4829077	73.5845988	4623.6
39	39	1.194	рюкзак-синий	8.2	16.9	снег-в-тени	0.397	55.7	-1.0	-6.0	6.1	bbox	38	69.1	68.1	70.1	1911,276,9,17	244.2	39.4825229	73.5847494	4637.3
