ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.654	стакан-марка-красная	13.0	7.8	корка-жёлтая-на-скале	0.943	57.6	0.0	8.0	8.0	bbox	0	119.2	118.2	123.2	1701,1049,80,31	5254.8	39.4813213	73.5922393	5122.6
2	2	1.716	стакан-марка-красная	13.4	10.2	корка-жёлтая-на-скале	1.049	39.6	-1.0	7.0	7.1	bbox	1	142.2	141.2	146.2	1793,905,34,110	4503.0	39.4813207	73.5922423	5122.6
3	3	1.661	палка-древко-бирюзовое	9.9	31.0	снег-пересвеченный	0.936	83.5	-8.0	-9.0	12.0	bbox	2	33.1	33.1	33.1	16,0,113,58	3671.0	39.4813763	73.5921996	5118.9
4	4	1.677	стакан-марка-красная	13.4	0.4	корка-жёлтая-на-скале	1.011	50.2	-1.0	7.0	7.1	bbox	3	16.0	12.0	24.0	1459,665,40,40	3227.4	39.4813750	73.5921990	5118.9
5	5	1.793	стакан-марка-красная	13.9	12.5	корка-жёлтая-на-скале	0.961	37.3	-1.0	8.0	8.1	bbox	4	22.0	12.0	28.0	355,373,46,38	3160.3	39.4813753	73.5921991	5118.9
6	6	1.957	палка-ручка-пробка	15.7	0.0	снег-розовый	1.010	75.7	-2.0	9.0	9.2	bbox	5	14.0	6.0	14.0	986,0,54,31	3053.5	39.4813750	73.5921991	5118.9
7	7	1.683	стакан-марка-красная	13.0	11.8	корка-жёлтая-на-скале	0.942	38.0	0.0	8.0	8.0	bbox	6	20.0	17.0	24.0	370,411,37,38	3006.2	39.4813754	73.5921993	5118.9
8	8	0.319	рюкзак-синий	2.2	4.3	снег-в-тени	0.795	34.5	-1.0	-13.0	13.0	bbox	7	117.2	117.2	117.2	73,425,20,128	2262.6	39.4813206	73.5922389	5122.6
9	9	1.692	стакан-марка-красная	13.4	6.3	корка-жёлтая-на-скале	1.050	56.1	-1.0	7.0	7.1	bbox	8	161.3	146.2	169.3	1705,193,18,64	2078.2	39.4813204	73.5922439	5122.6
10	10	1.833	стакан-марка-красная	13.9	16.5	корка-жёлтая-на-скале	1.024	33.3	-1.0	8.0	8.1	bbox	9	152.2	147.2	169.3	1559,133,29,30	2011.0	39.4813208	73.5922436	5122.6
11	11	1.512	стакан-марка-красная	12.1	2.0	корка-жёлтая-на-скале	1.125	47.8	0.0	6.0	6.0	bbox	10	155.2	146.2	169.3	1592,193,31,49	1913.7	39.4813205	73.5922436	5122.6
12	12	1.305	рюкзак-синий	10.4	0.8	снег-в-тени	2.045	38.0	-2.0	-24.0	24.1	bbox	11	119.2	116.2	119.2	1309,553,37,34	1911.4	39.4813213	73.5922393	5122.6
13	13	1.737	стакан-марка-красная	13.9	0.4	корка-жёлтая-на-скале	0.888	50.2	-1.0	8.0	8.1	bbox	12	147.2	140.2	147.2	1505,1041,17,39	1903.8	39.4813214	73.5922436	5122.6
14	14	0.771	рюкзак-синий	5.8	7.0	снег-в-тени	1.510	31.8	-2.0	-19.0	19.1	bbox	13	58.1	58.1	59.1	97,49,46,28	1877.7	39.4813746	73.5921972	5118.8
15	15	1.154	рюкзак-синий	9.2	1.5	снег-в-тени	1.917	37.3	-1.0	-23.0	23.0	bbox	14	71.1	64.1	73.1	1539,912,46,36	1828.3	39.4813779	73.5921971	5118.8
16	16	1.677	стакан-марка-красная	13.4	0.8	корка-жёлтая-на-скале	1.013	50.6	-1.0	7.0	7.1	bbox	15	146.2	141.2	146.2	783,1049,34,31	1809.7	39.4813214	73.5922435	5122.6
17	17	1.679	стакан-марка-красная	13.4	2.2	корка-жёлтая-на-скале	1.008	47.6	-1.0	7.0	7.1	bbox	16	165.3	147.2	169.3	1593,193,30,52	1777.4	39.4813206	73.5922440	5122.6
18	18	2.102	палка-древко-контроль	16.5	11.5	снег-в-тени	2.924	53.1	-4.0	-31.0	31.3	bbox	17	138.2	136.2	139.2	519,723,38,26	1727.0	39.4813207	73.5922420	5122.6
19	19	1.429	рюкзак-синий	11.4	2.7	снег-в-тени	2.180	36.1	-2.0	-25.0	25.1	bbox	18	50.1	50.1	57.1	1152,0,42,19	1684.3	39.4813750	73.5921988	5118.9
20	20	2.004	палка-древко-контроль	15.3	16.8	снег-в-тени	2.846	58.4	-5.0	-30.0	30.4	bbox	19	120.2	118.2	121.2	663,197,44,26	1635.7	39.4813211	73.5922395	5122.6
21	21	0.616	рюкзак-синий	3.6	11.7	снег-в-тени	1.353	27.1	-1.0	-17.0	17.0	bbox	20	59.1	58.1	59.1	9,201,21,58	1576.2	39.4813752	73.5921971	5118.8
22	22	1.630	стакан-марка-красная	13.0	0.4	корка-жёлтая-на-скале	0.879	50.2	0.0	8.0	8.0	bbox	21	12.0	12.0	15.0	907,257,22,30	1541.8	39.4813754	73.5921993	5118.9
23	23	1.571	стакан-марка-красная	12.5	3.5	корка-жёлтая-на-скале	1.001	46.3	0.0	7.0	7.0	bbox	22	142.2	141.2	145.2	1743,974,26,29	1481.6	39.4813207	73.5922423	5122.6
24	24	1.601	палка-древко-бирюзовое	11.4	20.4	снег-в-тени	2.514	72.9	-8.0	-25.0	26.2	bbox	23	74.1	74.1	76.1	791,429,62,36	1390.0	39.4813779	73.5921974	5118.8
25	25	1.743	стакан-марка-красная	13.4	13.3	снег-розовый	0.893	63.1	-1.0	7.0	7.1	bbox	24	15.0	12.0	17.0	913,111,18,32	1352.3	39.4813749	73.5921990	5118.9
26	26	0.904	рюкзак-синий	3.6	21.9	снег-в-тени	1.173	16.9	-1.0	-11.0	11.0	bbox	25	136.2	135.2	137.2	641,307,22,38	1340.7	39.4813207	73.5922418	5122.6
27	27	1.263	рюкзак-синий	9.5	12.1	порода-в-тени	0.548	26.7	-2.0	-5.0	5.4	bbox	26	69.1	65.1	71.1	639,151,36,102	1300.6	39.4813770	73.5921968	5118.9
28	28	1.678	стакан-марка-красная	13.0	11.8	снег-розовый	0.848	61.6	-1.0	6.0	6.1	bbox	27	24.0	23.0	24.0	1147,9,22,40	1293.8	39.4813753	73.5921993	5118.9
29	29	0.516	рюкзак-синий	2.2	12.1	снег-в-тени	0.905	26.7	0.0	-12.0	12.0	bbox	28	57.1	57.1	58.1	1893,25,22,56	1286.3	39.4813746	73.5921975	5118.9
30	30	1.779	рюкзак-синий	14.0	8.2	снег-в-тени	2.574	30.6	0.0	-28.0	28.0	bbox	29	59.1	58.1	59.1	111,161,22,27	1277.6	39.4813752	73.5921971	5118.8
31	31	0.576	рюкзак-синий	3.2	11.7	снег-в-тени	1.347	27.1	0.0	-17.0	17.0	bbox	30	127.2	127.2	130.2	371,0,26,31	1263.7	39.4813206	73.5922402	5122.6
32	32	0.676	палка-древко-контроль	4.2	11.7	снег-в-тени	0.824	53.3	-5.0	-12.0	13.0	bbox	31	66.1	65.1	70.1	537,23,64,72	1259.6	39.4813767	73.5921967	5118.8
33	33	2.029	палка-древко-контроль	16.0	9.4	снег-в-тени	2.859	51.0	-4.0	-30.5	30.8	bbox	32	135.2	135.2	139.2	489,733,36,20	1237.4	39.4813208	73.5922418	5122.6
34	34	1.518	стакан-марка-красная	12.0	5.5	снег-освещённый	0.911	55.3	-1.0	0.0	1.0	bbox	33	39.1	34.1	40.1	33,325,26,28	1224.9	39.4813769	73.5922000	5118.9
35	35	0.889	рюкзак-синий	7.1	2.8	снег-в-тени	1.640	41.6	0.0	-21.0	21.0	bbox	34	132.2	132.2	133.2	0,291,15,38	1213.3	39.4813209	73.5922415	5122.6
36	36	1.339	палка-древко-контроль	8.1	24.7	снег-в-тени	0.828	66.3	-4.0	-8.0	8.9	bbox	35	110.2	110.2	110.2	0,120,17,43	1178.8	39.4813204	73.5922389	5122.6
37	37	1.876	стакан-марка-красная	14.4	14.5	корка-жёлтая-на-скале	0.882	35.3	-1.0	9.0	9.1	bbox	36	113.2	111.2	113.2	1762,1059,40,21	1166.3	39.4813205	73.5922392	5122.6
38	38	1.614	палка-древко-бирюзовое	11.4	21.2	снег-в-тени	2.524	73.7	-8.0	-25.0	26.2	bbox	37	54.1	52.1	63.1	401,336,44,27	1159.1	39.4813747	73.5921978	5118.9
