track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	163.2	163.2	163.2	1364,716,28,310	308.0	3231.4	39.4816198	73.5914831	5016.3
1	162.2	162.2	163.2	1278,650,62,290	287.4	2502.8	39.4816198	73.5914829	5016.3
2	254.3	254.3	254.3	802,682,82,246	255.9	2471.0	39.4816231	73.5914786	5016.3
3	162.2	162.2	163.2	934,924,46,156	159.6	2401.8	39.4816198	73.5914829	5016.3
4	162.2	162.2	162.2	1400,870,32,186	184.4	2313.4	39.4816198	73.5914829	5016.3
5	162.2	162.2	163.2	1450,616,44,142	145.6	2077.3	39.4816198	73.5914829	5016.3
6	162.2	162.2	163.2	1248,902,34,156	155.8	2053.3	39.4816198	73.5914829	5016.3
7	163.2	163.2	163.2	1386,610,32,178	176.7	1653.7	39.4816198	73.5914831	5016.3
8	256.3	255.3	257.3	964,748,38,86	88.6	1494.0	39.4816224	73.5914787	5016.2
9	256.3	255.3	257.3	548,606,70,160	169.2	1464.4	39.4816224	73.5914787	5016.2
10	254.3	254.3	254.3	686,746,60,138	147.5	1436.5	39.4816231	73.5914786	5016.3
11	163.2	163.2	163.2	804,178,26,162	160.1	1402.2	39.4816198	73.5914831	5016.3
12	8.0	8.0	8.0	900,662,74,118	131.8	1280.2	39.4816201	73.5914881	5016.3
13	111.1	111.1	111.1	424,824,18,80	78.0	1257.8	39.4816186	73.5914804	5016.3
14	254.3	254.3	254.3	954,810,48,126	131.7	1176.2	39.4816231	73.5914786	5016.3
15	278.3	278.3	278.3	1378,974,40,72	79.5	1062.2	39.4816235	73.5914779	5016.3
16	238.2	238.2	238.2	364,498,38,126	127.1	1029.6	39.4816200	73.5914749	5016.3
17	111.1	111.1	111.1	436,618,16,74	72.0	959.2	39.4816186	73.5914804	5016.3
18	178.2	178.2	178.2	1468,962,14,118	116.4	938.6	39.4816224	73.5914838	5016.3
19	111.1	111.1	111.1	892,438,12,74	72.1	926.3	39.4816186	73.5914804	5016.3
20	232.2	232.2	232.2	798,178,40,68	76.0	873.7	39.4816206	73.5914750	5016.3
21	256.3	255.3	256.3	524,878,50,82	93.2	828.1	39.4816224	73.5914787	5016.2
22	8.0	8.0	9.0	1318,976,34,68	73.3	719.9	39.4816201	73.5914881	5016.3
23	204.2	204.2	204.2	602,906,36,84	87.1	689.3	39.4816238	73.5914791	5016.3
24	256.3	255.3	257.3	748,764,38,82	86.1	687.4	39.4816224	73.5914787	5016.2
25	234.2	234.2	234.2	778,522,36,80	78.9	568.6	39.4816200	73.5914748	5016.3
26	13.0	13.0	13.0	824,974,26,70	70.1	541.8	39.4816199	73.5914870	5016.3
27	257.3	257.3	257.3	640,796,36,70	75.9	429.0	39.4816223	73.5914789	5016.2
