ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	3.338	предмет-оранжевый	26.2	17.2	порода-охристая	3.286	47.1	37.0	14.0	39.6	bbox	0	30.0	30.0	30.0	631,19,120,130	30692.0			
2	2	2.851	предмет-оранжевый	21.9	21.9	порода-охристая	4.028	42.4	40.0	25.0	47.2	bbox	1	30.0	30.0	30.0	1873,0,47,99	6267.5			
3	3	2.166	стакан-марка-красная	10.0	49.4	снег-освещённый	0.704	99.2	1.0	0.0	1.0	bbox	2	30.0	30.0	30.0	401,221,80,85	4138.0			
4	4	0.806	рюкзак-синий	6.3	4.3	снег-в-тени	0.410	43.1	3.0	-8.0	8.5	bbox	3	12.0	12.0	12.0	1827,324,23,31	1989.7			
5	5	1.354	рюкзак-синий	6.4	30.6	порода-в-тени	1.398	8.2	5.0	-9.0	10.3	bbox	4	33.0	31.0	33.0	1857,1057,63,23	1840.4			
6	6	1.118	стакан-марка-красная	8.1	13.5	снег-розовый	0.844	63.3	4.0	-3.0	5.0	bbox	5	42.0	41.0	46.0	207,527,66,37	1386.5			
7	7	1.610	рюкзак-синий	10.9	23.9	порода-в-тени	0.836	14.9	4.0	-3.5	5.3	bbox	6	86.0	86.0	86.0	1641,541,18,64	1224.5			
8	8	1.314	рюкзак-синий	6.3	29.4	снег-в-тени	1.909	9.4	7.0	-16.0	17.5	bbox	7	85.0	85.0	85.0	1827,779,14,75	1215.6			
9	9	1.578	стакан-марка-красная	9.2	30.2	снег-розовый	0.385	80.0	2.0	-1.0	2.2	bbox	8	55.0	54.0	59.0	844,272,25,21	1201.0			
10	10	1.275	стакан-марка-красная	10.0	7.1	снег-в-тени	0.621	56.9	3.0	-5.0	5.8	bbox	9	56.0	54.0	59.0	765,279,39,30	1098.3			
11	11	1.481	рюкзак-синий	7.2	32.9	порода-в-тени	1.342	5.9	5.0	-8.0	9.4	bbox	10	34.0	34.0	34.0	1769,1053,79,27	1096.8			
12	12	1.310	рюкзак-синий	9.1	18.5	снег-в-тени	0.563	57.3	2.0	-5.0	5.4	bbox	11	67.0	66.0	67.0	798,283,83,32	1055.1			
13	13	1.249	стакан-марка-красная	9.5	11.0	снег-розовый	0.781	60.8	2.0	-2.0	2.8	bbox	12	34.0	34.0	39.0	317,1047,37,33	1036.2			
14	14	1.506	стакан-марка-красная	8.9	28.2	снег-освещённый	0.633	78.0	3.0	-3.0	4.2	bbox	13	57.0	53.0	57.0	243,526,40,23	997.8			
15	15	1.123	стакан-марка-красная	8.9	2.9	снег-в-тени	0.750	52.7	3.0	-3.0	4.2	bbox	14	57.0	53.0	57.0	247,601,34,40	974.1			
