track	t_best	t0	t1	bbox	score	lat	lon	alt
0	0.0	0.0	0.0	1863,0,18,97	5020.7			
1	104.0	103.0	109.0	1835,875,85,198	5005.0			
2	109.0	102.0	117.0	27,74,46,75	3898.7			
3	4.0	4.0	4.0	1054,21,143,44	3587.1			
4	5.0	5.0	5.0	1093,0,62,80	2854.7			
5	115.0	109.0	118.0	0,211,29,52	2685.9			
6	99.0	99.0	100.0	111,803,32,22	1785.9			
7	97.0	97.0	97.0	0,1068,65,12	1752.5			
8	5.0	5.0	5.0	1589,103,65,52	1711.4			
9	120.0	119.0	120.0	343,377,38,24	1641.8			
10	32.0	29.0	32.0	1851,1062,26,18	1594.6			
11	110.0	102.0	117.0	0,0,33,20	1422.7			
12	33.0	33.0	33.0	119,151,40,22	1372.1			
13	120.0	120.0	120.0	0,1051,21,29	1368.9			
14	5.0	5.0	5.0	249,0,40,33	1357.8			
15	14.0	14.0	14.0	1857,891,63,77	1204.5			
16	98.0	98.0	98.0	743,819,16,32	1157.4			
17	93.0	93.0	93.0	133,970,34,23	1133.0			
18	58.0	56.0	58.0	979,61,32,20	1111.9			
19	11.0	11.0	11.0	1770,953,13,48	1081.4			
20	103.0	101.0	116.0	104,207,18,28	1052.3			
21	21.0	21.0	21.0	1891,920,29,89	1050.3			
22	5.0	5.0	5.0	1655,81,30,24	943.7			
23	113.0	111.0	114.0	289,630,10,55	876.7			
24	118.0	117.0	119.0	505,0,55,15	851.9			
25	95.0	95.0	95.0	377,1063,34,17	845.2			
26	108.0	103.0	112.0	1871,0,18,13	827.3			
27	104.0	103.0	115.0	195,77,20,32	798.5			
28	41.0	41.0	41.0	1901,247,19,23	795.3			
29	0.0	0.0	0.0	1871,105,10,48	781.0			
30	4.0	0.0	4.0	1186,465,22,24	778.1			
31	98.0	98.0	106.0	295,243,26,10	750.7			
32	4.0	3.0	4.0	1203,0,32,17	722.6			
33	4.0	3.0	4.0	1441,143,16,16	721.4			
34	96.0	95.0	96.0	1834,89,63,12	721.1			
35	118.0	117.0	118.0	1141,0,26,15	703.5			
36	98.0	98.0	98.0	269,131,36,8	680.6			
37	88.0	88.0	88.0	0,1054,32,13	674.2			
38	107.0	106.0	114.0	147,0,16,23	665.7			
39	114.0	114.0	115.0	0,77,25,25	661.4			
40	115.0	110.0	115.0	325,603,18,32	645.8			
41	73.0	73.0	73.0	1389,153,12,22	636.5			
42	3.0	1.0	3.0	1341,205,16,16	630.7			
43	101.0	101.0	101.0	1877,91,16,14	623.2			
44	87.0	87.0	87.0	47,939,34,20	614.3			
45	104.0	100.0	109.0	0,227,23,14	610.3			
46	59.0	59.0	59.0	822,17,19,20	605.5			
47	102.0	102.0	102.0	1725,33,14,14	597.8			
48	25.0	24.0	25.0	813,998,10,42	596.7			
49	114.0	111.0	115.0	257,753,16,23	583.4			
50	89.0	86.0	93.0	607,285,50,14	576.8			
51	98.0	98.0	99.0	33,815,18,16	569.9			
52	4.0	4.0	4.0	1507,241,14,14	552.1			
53	21.0	21.0	21.0	1872,1011,19,46	551.8			
54	1.0	1.0	1.0	1907,821,13,24	541.7			
55	0.0	0.0	0.0	1910,609,10,37	533.2			
56	22.0	22.0	22.0	1849,489,28,56	529.8			
57	97.0	97.0	97.0	13,657,28,18	526.1			
58	10.0	10.0	10.0	1805,671,20,12	520.8			
59	111.0	104.0	114.0	1897,80,23,27	514.0			
60	52.0	51.0	52.0	1055,819,26,13	508.5			
61	10.0	9.0	10.0	1081,1058,16,19	501.8			
62	14.0	14.0	14.0	1809,992,20,43	499.4			
63	2.0	1.0	2.0	1323,179,14,14	498.7			
64	22.0	22.0	22.0	1899,693,21,22	492.9			
65	32.0	32.0	32.0	1889,1013,17,10	490.4			
66	79.0	79.0	79.0	101,953,12,22	479.5			
67	27.0	27.0	27.0	1891,973,29,16	479.3			
68	0.0	0.0	0.0	1915,757,5,49	467.9			
69	0.0	0.0	0.0	1779,833,16,18	464.2			
70	102.0	100.0	102.0	1790,101,13,12	461.3			
71	12.0	11.0	12.0	181,711,16,14	459.2			
72	59.0	59.0	59.0	856,229,13,17	453.0			
73	23.0	20.0	23.0	1292,181,9,24	446.2			
74	99.0	99.0	100.0	31,225,16,24	444.1			
75	22.0	22.0	22.0	1879,768,10,26	442.8			
76	90.0	90.0	92.0	474,225,29,19	427.4			
77	4.0	2.0	4.0	1005,63,43,10	427.2			
78	94.0	94.0	94.0	1654,157,29,10	419.6			
79	97.0	97.0	97.0	59,583,22,9	417.9			
80	100.0	100.0	101.0	157,417,36,9	408.5			
81	111.0	103.0	112.0	9,222,22,19	406.8			
82	102.0	98.0	102.0	312,97,45,28	393.0			
83	97.0	96.0	97.0	1673,403,16,12	379.4			
84	76.0	76.0	76.0	97,39,20,9	378.2			
85	52.0	51.0	52.0	1106,877,19,14	374.8			
86	34.0	34.0	34.0	223,59,21,9	370.0			
87	95.0	95.0	95.0	1882,39,38,4	366.3			
