ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	2.463	рюкзак-синий	19.6	5.3	снег-в-тени	3.216	44.1	6.0	-33.0	33.5	bbox	0	0.0	0.0	0.0	1863,0,18,97	5020.7			
2	2	1.599	рюкзак-синий	10.4	25.9	порода-в-тени	0.880	12.9	4.0	-4.0	5.7	bbox	1	104.0	103.0	109.0	1835,875,85,198	5005.0			
3	3	1.248	рюкзак-синий	3.6	32.6	снег-в-тени	0.930	71.4	-1.0	-11.0	11.0	bbox	2	109.0	102.0	117.0	27,74,46,75	3898.7			
4	4	1.103	рюкзак-синий	3.0	29.0	снег-в-тени	1.339	67.8	1.0	-17.0	17.0	bbox	3	4.0	4.0	4.0	1054,21,143,44	3587.1			
5	5	0.598	рюкзак-синий	3.2	12.6	снег-в-тени	0.810	51.4	4.0	-13.0	13.6	bbox	4	5.0	5.0	5.0	1093,0,62,80	2854.7			
6	6	1.026	рюкзак-синий	2.0	27.9	снег-в-тени	0.848	66.7	1.0	-12.0	12.0	bbox	5	115.0	109.0	118.0	0,211,29,52	2685.9			
7	7	1.196	рюкзак-синий	8.1	18.0	порода-в-тени	1.153	20.8	5.0	-7.0	8.6	bbox	6	99.0	99.0	100.0	111,803,32,22	1785.9			
8	8	1.383	рюкзак-синий	7.8	27.4	порода-в-тени	1.367	11.4	6.0	-8.0	10.0	bbox	7	97.0	97.0	97.0	0,1068,65,12	1752.5			
9	9	0.681	рюкзак-синий	5.1	6.7	снег-в-тени	0.980	45.5	6.0	-13.0	14.3	bbox	8	5.0	5.0	5.0	1589,103,65,52	1711.4			
10	10	1.136	рюкзак-синий	2.8	30.2	снег-в-тени	1.261	69.0	-1.0	-16.0	16.0	bbox	9	120.0	119.0	120.0	343,377,38,24	1641.8			
11	11	1.103	рюкзак-синий	8.2	11.0	снег-в-тени	0.843	27.8	3.0	-6.0	6.7	bbox	10	32.0	29.0	32.0	1851,1062,26,18	1594.6			
12	12	1.136	рюкзак-синий	2.8	30.2	снег-в-тени	0.916	69.0	-1.0	-12.0	12.0	bbox	11	110.0	102.0	117.0	0,0,33,20	1422.7			
