ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.659	стакан-марка-красная	13.0	9.4	порода-в-тени	1.136	40.4	-1.0	6.0	6.1	bbox	0	3.0	0.0	9.0	1873,687,47,50	4047.6	39.4795076	73.5925449	5268.6
2	2	1.673	стакан-марка-красная	13.0	10.6	корка-жёлтая-на-скале	0.927	39.2	0.0	8.0	8.0	bbox	1	4.0	4.0	4.0	1641,640,40,39	1846.1	39.4795086	73.5925384	5268.6
3	3	1.804	стакан-марка-красная	14.4	1.6	корка-жёлтая-на-скале	0.771	51.4	-1.0	9.0	9.1	bbox	2	1.0	0.0	2.0	1785,678,39,26	1637.4	39.4795029	73.5925748	5268.8
4	4	1.647	стакан-марка-красная	13.0	6.7	порода-в-тени	0.822	43.1	-2.0	0.0	2.0	bbox	3	10.0	10.0	13.0	1901,709,19,24	1122.5	39.4795727	73.5923807	5266.4
5	5	1.408	стакан-марка-красная	11.2	4.9	снег-в-тени	0.881	44.9	0.0	-1.0	1.0	bbox	4	10.0	10.0	10.0	1900,33,20,24	943.8	39.4795727	73.5923807	5266.4
6	6	1.550	стакан-марка-красная	12.4	3.1	снег-в-тени	0.782	52.9	-1.0	-2.0	2.2	bbox	5	23.0	17.0	26.1	1873,37,20,29	708.6	39.4796925	73.5923541	5239.9
7	7	1.724	рюкзак-синий	13.2	14.5	порода-в-тени	0.188	24.3	-1.0	-1.0	1.4	bbox	6	8.0	6.0	16.0	1790,911,13,24	690.0	39.4795162	73.5925037	5268.7
8	8	1.812	стакан-марка-красная	12.0	28.2	порода-в-тени	0.182	21.6	-1.0	0.0	1.0	bbox	7	7.0	7.0	8.0	1732,909,17,18	529.5	39.4795094	73.5925338	5268.5
9	9	1.662	стакан-марка-красная	13.0	9.8	порода-в-тени	1.127	40.0	-1.0	6.0	6.1	bbox	8	3.0	0.0	9.0	1891,619,14,14	499.5	39.4795076	73.5925449	5268.6
10	10	1.894	стакан-марка-красная	14.8	12.0	корка-жёлтая-на-скале	1.038	61.8	-2.0	8.0	8.2	bbox	9	5.0	5.0	5.0	1411,225,14,12	472.0	39.4795085	73.5925382	5268.5
11	11	1.820	стакан-марка-красная	13.9	15.3	корка-жёлтая-на-скале	1.003	34.5	-1.0	8.0	8.1	bbox	10	4.0	4.0	4.0	1713,641,19,16	455.7	39.4795086	73.5925384	5268.6
