ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.347	рюкзак-синий	10.8	1.6	снег-в-тени	0.679	40.4	-3.0	-4.0	5.0	bbox	0	99.0	89.0	99.0	491,847,100,233	39348.8			
2	2	1.407	стакан-марка-красная	8.9	23.9	порода-в-тени	0.701	25.9	3.0	-3.0	4.2	bbox	1	37.0	37.0	37.0	453,81,130,265	29346.4			
3	3	1.750	стакан-марка-красная	9.2	36.9	снег-освещённый	0.447	86.7	2.0	-1.0	2.2	bbox	2	54.0	52.0	54.0	467,0,214,77	26740.3			
4	4	3.651	стакан-марка-красная	28.2	26.3	порода-охристая	3.295	23.5	37.0	12.0	38.9	bbox	3	3.0	3.0	3.0	1761,187,144,158	21498.4			
5	5	1.542	стакан-марка-красная	12.1	8.6	снег-розовый	0.884	58.4	0.0	6.0	6.0	bbox	4	87.0	87.0	87.0	1853,713,67,229	21016.4			
6	6	2.969	стакан-марка-красная	23.4	14.1	порода-охристая	2.763	35.7	33.0	9.0	34.2	bbox	5	53.0	42.0	62.0	637,343,166,150	19478.6			
7	7	2.208	стакан-марка-красная	11.0	48.2	снег-освещённый	0.628	98.0	0.0	0.0	0.0	bbox	6	2.0	0.0	2.0	1069,33,372,66	17392.6			
8	8	1.189	рюкзак-синий	8.0	18.0	порода-в-тени	0.729	20.8	1.0	-6.0	6.1	bbox	7	38.0	38.0	38.0	625,39,302,124	15060.2			
9	9	4.080	предмет-оранжевый	31.4	31.4	порода-охристая	4.588	32.9	47.0	18.0	50.3	bbox	8	42.0	42.0	45.0	825,295,236,133	14701.9			
10	10	3.388	предмет-оранжевый	24.1	43.5	порода-охристая	3.248	20.8	36.0	16.0	39.4	bbox	9	71.0	57.0	72.0	481,317,168,98	14091.4			
11	11	1.533	палка-ручка-пробка	12.2	5.5	лишайник-жёлтый-на-камне	1.125	81.2	7.0	11.0	13.0	bbox	10	75.0	75.0	76.0	0,81,203,152	13118.4			
12	12	4.074	предмет-оранжевый	31.3	31.8	порода-охристая	4.764	32.5	48.0	20.0	52.0	bbox	11	55.0	44.0	73.0	549,317,192,134	11814.0			
13	13	1.251	стакан-марка-красная	10.0	1.2	снег-розовый	1.050	48.6	1.0	1.0	1.4	bbox	12	95.0	95.0	98.0	615,673,44,126	11228.1			
14	14	1.182	рюкзак-синий	8.1	17.3	снег-в-тени	0.703	56.1	5.0	-7.0	8.6	bbox	13	2.0	1.0	2.0	56,169,222,94	11137.9			
15	15	0.712	стакан-марка-красная	5.7	2.3	порода-охристая	0.958	47.5	7.0	5.0	8.6	bbox	14	75.0	75.0	75.0	121,303,328,28	10822.8			
16	16	2.988	предмет-оранжевый	22.0	32.5	порода-охристая	2.981	31.8	34.0	17.0	38.0	bbox	15	33.0	4.0	33.0	1883,359,37,158	10702.8			
17	17	4.132	предмет-оранжевый	31.6	33.7	порода-охристая	4.428	30.6	46.0	16.0	48.7	bbox	16	46.0	44.0	49.0	598,357,191,138	10372.4			
18	18	0.708	палка-ручка-пробка	5.7	1.2	лишайник-жёлтый-на-камне	0.426	74.5	1.0	19.0	19.0	bbox	17	81.0	79.0	81.0	0,223,321,20	9774.3			
19	19	1.839	стакан-марка-красная	11.4	32.6	снег-розовый	0.769	82.4	2.0	8.0	8.2	bbox	18	6.0	6.0	6.0	945,195,62,78	8813.4			
20	20	1.179	стакан-марка-красная	9.4	0.4	снег-розовый	1.131	49.4	3.0	6.0	6.7	bbox	19	94.0	88.0	94.0	561,395,32,96	8421.2			
21	21	1.735	стакан-марка-красная	12.2	23.1	порода-охристая	0.970	26.7	4.0	11.0	11.7	bbox	20	72.0	72.0	72.0	699,343,64,54	8311.0			
22	22	1.468	стакан-марка-красная	11.4	9.8	корка-жёлтая-на-скале	0.952	40.0	2.0	8.0	8.2	bbox	21	93.0	88.0	94.0	567,443,34,136	8121.5			
23	23	1.277	стакан-марка-красная	8.5	19.6	порода-в-тени	0.727	30.2	3.0	-2.0	3.6	bbox	22	95.0	95.0	96.0	543,859,54,114	7755.0			
24	24	0.411	стакан-марка-красная	3.2	3.1	порода-охристая	1.455	46.7	14.0	0.0	14.0	bbox	23	33.0	33.0	35.0	1857,1027,63,53	7654.1			
25	25	1.267	палка-древко-контроль	6.0	28.6	снег-пересвеченный	1.159	70.2	-8.0	-9.0	12.0	bbox	24	51.0	42.0	54.0	905,0,50,57	7373.8			
26	26	1.376	стакан-марка-красная	11.0	1.6	порода-в-тени	1.055	48.2	0.0	1.0	1.0	bbox	25	96.0	96.0	98.0	553,515,27,120	7305.5			
27	27	1.448	рюкзак-синий	11.0	12.2	снег-в-тени	0.635	51.0	0.0	-3.0	3.0	bbox	26	97.0	96.0	97.0	1123,105,264,166	7250.3			
28	28	1.389	стакан-марка-красная	11.0	4.3	порода-в-тени	1.003	45.5	0.0	2.0	2.0	bbox	27	77.0	74.0	78.0	0,1038,83,42	7113.0			
29	29	0.979	рюкзак-синий	7.8	2.0	снег-в-тени	0.791	40.8	6.0	-8.0	10.0	bbox	28	87.0	87.0	87.0	509,1034,84,46	7027.7			
30	30	1.269	стакан-марка-красная	9.1	16.1	порода-в-тени	0.786	33.7	2.0	2.0	2.8	bbox	29	89.0	88.0	97.0	765,759,76,70	6983.1			
31	31	1.786	стакан-марка-красная	10.4	34.1	снег-розовый	0.359	83.9	1.0	4.0	4.1	bbox	30	4.0	4.0	5.0	895,227,70,74	6715.3			
32	32	1.570	стакан-марка-красная	11.4	18.4	порода-охристая	0.919	31.4	4.0	10.0	10.8	bbox	31	93.0	88.0	94.0	641,897,64,84	6684.1			
33	33	1.488	палка-ручка-контроль	10.0	22.3	корка-жёлтая-на-скале	0.778	35.3	5.0	16.0	16.8	bbox	32	92.0	89.0	95.0	528,647,27,134	6614.6			
34	34	1.376	рюкзак-синий	5.1	34.1	снег-в-тени	0.907	72.9	0.0	-9.0	9.0	bbox	33	42.0	36.0	43.0	815,111,208,36	6517.3			
