track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	23.0	19.0	23.0	606,162,736,94	735.6	13451.2	39.4796925	73.5923541	5239.9
1	22.0	15.0	22.0	110,32,934,154	938.1	12634.2	39.4796914	73.5923320	5241.3
2	24.1	16.0	24.1	816,360,704,114	702.3	12516.1	39.4797048	73.5923697	5239.8
3	0.0	0.0	1.0	776,782,76,298	304.6	11302.1	39.4795028	73.5925759	5268.7
4	25.1	25.1	25.1	916,476,598,100	596.5	11063.0	39.4797302	73.5923749	5239.8
5	26.1	26.1	28.1	762,444,666,56	664.0	10943.1	39.4797351	73.5923762	5239.4
6	1.0	1.0	7.0	786,780,78,300	307.0	10509.1	39.4795029	73.5925748	5268.8
7	24.1	24.1	26.1	0,306,872,152	869.5	10210.0	39.4797048	73.5923697	5239.8
8	12.0	9.0	13.0	716,166,634,252	679.5	10059.5	39.4796720	73.5923079	5260.4
9	3.0	0.0	3.0	692,612,106,358	369.2	9583.2	39.4795076	73.5925449	5268.6
10	21.0	18.0	28.1	834,182,586,92	588.3	9258.4	39.4796911	73.5923167	5242.4
11	27.1	27.1	29.1	244,230,426,58	426.2	8524.2	39.4797355	73.5923765	5236.8
12	21.0	21.0	23.0	982,90,372,32	369.8	8363.7	39.4796911	73.5923167	5242.4
13	21.0	21.0	21.0	116,62,740,168	740.4	8179.7	39.4796911	73.5923167	5242.4
14	25.1	25.1	25.1	132,392,782,162	787.1	8079.6	39.4797302	73.5923749	5239.8
15	8.0	4.0	9.0	1168,590,64,166	175.3	7711.0	39.4795162	73.5925037	5268.7
16	13.0	13.0	13.0	444,378,706,130	707.5	7570.7	39.4796868	73.5923081	5257.4
17	13.0	13.0	13.0	0,64,564,134	568.8	7567.7	39.4796868	73.5923081	5257.4
18	23.0	18.0	27.1	84,120,608,162	606.0	7534.5	39.4796925	73.5923541	5239.9
19	23.0	23.0	23.0	780,266,508,80	506.8	7526.2	39.4796925	73.5923541	5239.9
20	25.1	24.1	28.1	1118,452,350,44	348.0	7032.3	39.4797302	73.5923749	5239.8
21	4.0	4.0	4.0	828,490,134,360	372.7	6896.1	39.4795086	73.5925384	5268.6
22	23.0	14.0	31.1	0,246,670,124	670.7	6721.4	39.4796925	73.5923541	5239.9
23	15.0	14.0	16.0	1452,548,462,128	474.7	6698.0	39.4796904	73.5923133	5252.7
24	11.0	9.0	12.0	950,538,354,316	441.7	6648.3	39.4796258	73.5923293	5263.5
25	23.0	12.0	29.1	730,64,350,98	355.5	6535.0	39.4796925	73.5923541	5239.9
26	28.1	28.1	32.1	238,168,412,48	411.7	6456.2	39.4797360	73.5923660	5234.2
27	26.1	26.1	28.1	6,304,604,76	604.1	6369.0	39.4797351	73.5923762	5239.4
28	20.0	17.0	20.0	130,122,522,70	522.3	6255.8	39.4796911	73.5923130	5243.8
29	24.1	24.1	28.1	90,228,322,30	320.2	6243.0	39.4797048	73.5923697	5239.8
30	27.1	13.0	28.1	1286,504,340,50	338.4	6169.4	39.4797355	73.5923765	5236.8
31	17.0	12.0	17.0	614,274,434,130	437.6	5862.0	39.4796915	73.5923127	5248.8
32	2.0	0.0	3.0	1026,402,26,128	127.8	5805.5	39.4795044	73.5925645	5268.7
33	23.0	23.0	23.0	1484,598,344,50	342.3	5804.1	39.4796925	73.5923541	5239.9
34	3.0	0.0	3.0	1474,84,52,204	206.7	5802.8	39.4795076	73.5925449	5268.6
35	4.0	4.0	4.0	1260,196,100,328	338.5	5760.1	39.4795086	73.5925384	5268.6
36	25.1	25.1	26.1	0,66,402,102	407.8	5718.0	39.4797302	73.5923749	5239.8
37	15.0	14.0	17.0	1594,636,312,82	320.2	5717.3	39.4796904	73.5923133	5252.7
38	24.1	24.1	24.1	1558,282,324,66	324.2	5698.2	39.4797048	73.5923697	5239.8
39	13.0	13.0	17.0	140,262,456,94	461.1	5659.8	39.4796868	73.5923081	5257.4
40	29.1	29.1	29.1	1342,54,322,76	327.9	5636.3	39.4797370	73.5923392	5232.7
41	0.0	0.0	7.0	868,730,58,254	257.4	5538.2	39.4795028	73.5925759	5268.7
42	3.0	3.0	3.0	1336,130,134,260	284.0	5535.2	39.4795076	73.5925449	5268.6
43	26.1	25.1	30.1	1438,500,258,36	256.3	5498.4	39.4797351	73.5923762	5239.4
44	9.0	9.0	12.0	1140,544,134,280	305.2	5448.3	39.4795349	73.5924471	5268.4
45	15.0	14.0	16.0	252,232,502,82	506.3	5446.6	39.4796904	73.5923133	5252.7
46	14.0	14.0	14.0	44,196,416,70	418.3	5384.2	39.4796899	73.5923119	5255.0
47	6.0	0.0	8.0	1012,836,102,244	258.9	5083.1	39.4795084	73.5925386	5268.5
48	13.0	13.0	13.0	690,108,450,86	454.4	5027.7	39.4796868	73.5923081	5257.4
49	5.0	5.0	5.0	990,430,80,256	265.0	4952.2	39.4795085	73.5925382	5268.5
50	12.0	12.0	12.0	1044,158,244,84	255.5	4803.6	39.4796720	73.5923079	5260.4
51	24.1	22.0	24.1	1224,316,308,38	306.0	4798.6	39.4797048	73.5923697	5239.8
52	26.1	26.1	26.1	70,570,448,42	446.0	4759.4	39.4797351	73.5923762	5239.4
53	27.1	26.1	30.1	476,184,350,70	348.1	4694.9	39.4797355	73.5923765	5236.8
54	13.0	10.0	13.0	910,472,368,80	366.0	4638.7	39.4796868	73.5923081	5257.4
55	4.0	4.0	6.0	1018,492,62,264	265.7	4527.4	39.4795086	73.5925384	5268.6
56	36.1	35.1	37.1	1012,24,238,32	237.3	4503.0	39.4797386	73.5923086	5232.6
57	19.0	19.0	20.0	28,16,316,50	314.4	4502.7	39.4796913	73.5923128	5245.3
58	14.0	14.0	15.0	1720,588,180,34	179.6	4496.5	39.4796899	73.5923119	5255.0
59	22.0	20.0	22.0	1128,170,372,42	370.1	4487.3	39.4796914	73.5923320	5241.3
60	33.1	33.1	33.1	1156,310,406,118	416.2	4445.8	39.4797390	73.5923080	5232.6
61	18.0	18.0	19.0	544,244,352,66	349.6	4381.8	39.4796915	73.5923126	5246.9
62	6.0	6.0	8.0	984,452,66,214	221.4	4332.2	39.4795084	73.5925386	5268.5
63	23.0	23.0	23.0	1500,138,312,72	310.9	4294.0	39.4796925	73.5923541	5239.9
64	23.0	18.0	23.0	1366,154,252,46	252.9	4177.2	39.4796925	73.5923541	5239.9
65	16.0	16.0	16.0	100,10,270,64	268.9	4076.8	39.4796911	73.5923130	5250.7
66	33.1	33.1	33.1	78,106,468,144	477.0	4012.8	39.4797390	73.5923080	5232.6
67	2.0	0.0	8.0	586,876,130,204	226.5	3998.7	39.4795044	73.5925645	5268.7
68	3.0	3.0	5.0	856,492,78,208	214.5	3960.0	39.4795076	73.5925449	5268.6
69	4.0	4.0	4.0	354,728,140,352	372.5	3931.9	39.4795086	73.5925384	5268.6
70	32.1	32.1	32.1	1140,210,372,108	380.7	3918.3	39.4797392	73.5923071	5232.5
71	8.0	8.0	8.0	1106,780,46,148	151.2	3909.1	39.4795162	73.5925037	5268.7
72	3.0	1.0	5.0	1016,408,54,260	259.2	3812.5	39.4795076	73.5925449	5268.6
73	10.0	10.0	10.0	1362,614,138,182	216.4	3765.0	39.4795727	73.5923807	5266.4
74	15.0	15.0	15.0	1522,720,314,116	329.8	3600.9	39.4796904	73.5923133	5252.7
75	3.0	1.0	3.0	526,780,106,300	315.5	3585.5	39.4795076	73.5925449	5268.6
76	3.0	3.0	3.0	400,514,144,296	320.6	3570.2	39.4795076	73.5925449	5268.6
77	5.0	5.0	5.0	732,856,102,218	238.0	3550.1	39.4795085	73.5925382	5268.5
78	19.0	19.0	19.0	804,8,190,30	189.2	3449.5	39.4796913	73.5923128	5245.3
79	4.0	4.0	4.0	1512,148,66,162	169.1	3168.3	39.4795086	73.5925384	5268.6
80	10.0	10.0	11.0	1290,672,106,142	159.2	3145.2	39.4795727	73.5923807	5266.4
81	16.0	16.0	16.0	1620,464,192,52	193.3	3119.3	39.4796911	73.5923130	5250.7
82	32.1	32.1	32.1	92,236,430,100	438.5	3044.9	39.4797392	73.5923071	5232.5
