ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.934	рюкзак-синий	13.9	23.6	снег-освещённый	0.768	62.4	-4.0	-1.0	4.1	bbox	0	47.1	47.1	47.1	264,0,18,32	1337.1	39.4792606	73.5922981	5264.5
2	2	1.579	стакан-марка-красная	12.0	13.3	снег-розовый	0.638	63.1	-1.0	2.0	2.2	bbox	1	67.1	66.1	69.1	847,587,26,50	1287.0	39.4792611	73.5922989	5264.5
3	3	1.557	стакан-марка-красная	12.2	9.4	снег-розовый	0.766	59.2	-1.0	3.0	3.2	bbox	2	12.0	6.0	12.0	327,89,34,30	1040.1	39.4792606	73.5922961	5264.6
4	4	1.857	рюкзак-синий	13.9	18.1	снег-освещённый	0.942	56.9	-4.0	-1.0	4.1	bbox	3	80.1	80.1	80.1	0,79,11,47	922.0	39.4792621	73.5922992	5264.5
5	5	1.611	стакан-марка-красная	12.0	16.1	снег-розовый	0.562	65.9	-1.0	2.0	2.2	bbox	4	53.1	51.1	53.1	737,17,22,22	562.0	39.4792612	73.5922988	5264.5
6	6	1.767	стакан-марка-красная	14.0	5.9	порода-в-тени	0.858	43.9	-3.0	0.0	3.0	bbox	5	159.2	159.2	160.2	1394,1023,19,24	486.4	39.4791659	73.5921973	5247.5
7	7	1.814	стакан-марка-красная	14.0	12.9	порода-в-тени	0.614	36.9	-3.0	0.0	3.0	bbox	6	160.2	160.2	160.2	1389,969,10,30	444.3	39.4791662	73.5921974	5247.5
8	8	1.529	стакан-марка-красная	12.0	7.5	снег-розовый	0.818	57.3	-1.0	2.0	2.2	bbox	7	12.0	8.0	13.0	345,137,30,24	409.8	39.4792606	73.5922961	5264.6
9	9	1.935	стакан-марка-красная	15.0	12.9	снег-освещённый	0.746	62.7	-4.0	0.0	4.0	bbox	8	38.1	37.1	38.1	1657,9,20,11	270.3	39.4792596	73.5922975	5264.5
10	10	1.817	рюкзак-синий	13.0	22.8	снег-освещённый	0.822	61.6	-4.0	-2.0	4.5	bbox	9	34.0	34.0	34.0	1897,197,14,16	268.1	39.4792592	73.5922973	5264.5
11	11	1.827	стакан-марка-красная	14.1	12.9	снег-освещённый	0.703	62.7	-3.0	-1.0	3.2	bbox	10	89.1	89.1	89.1	815,998,24,7	264.4	39.4792624	73.5922991	5264.5
12	12	1.913	рюкзак-синий	13.9	22.2	снег-освещённый	0.811	61.0	-4.0	-1.0	4.1	bbox	11	34.0	34.0	34.0	1915,65,5,14	193.8	39.4792592	73.5922973	5264.5
13	13	1.820	стакан-марка-красная	14.1	12.2	снег-освещённый	0.729	62.0	-3.0	-1.0	3.2	bbox	12	57.1	56.1	57.1	1233,467,8,10	183.8	39.4792610	73.5922981	5264.5
14	14	1.977	стакан-марка-красная	14.0	25.5	снег-освещённый	0.318	75.3	-3.0	0.0	3.0	bbox	13	62.1	62.1	64.1	368,506,17,7	176.9	39.4792609	73.5922986	5264.5
15	15	1.916	рюкзак-синий	13.9	22.4	снег-освещённый	0.805	61.2	-4.0	-1.0	4.1	bbox	14	42.1	41.1	43.1	311,49,10,8	167.2	39.4792600	73.5922970	5264.5
16	16	1.771	стакан-марка-красная	14.0	6.7	порода-в-тени	0.831	43.1	-3.0	0.0	3.0	bbox	15	154.2	154.2	154.2	296,232,7,11	157.6	39.4791665	73.5921979	5248.1
17	17	1.516	стакан-марка-красная	12.0	5.1	снег-освещённый	0.925	54.9	-1.0	0.0	1.0	bbox	16	66.1	66.1	66.1	889,403,16,10	150.6	39.4792611	73.5922990	5264.5
18	18	1.672	стакан-марка-красная	12.0	20.4	снег-освещённый	0.454	70.2	-1.0	2.0	2.2	bbox	17	53.1	51.1	53.1	721,49,10,8	150.5	39.4792612	73.5922988	5264.5
19	19	1.522	стакан-марка-красная	12.2	1.6	порода-в-тени	1.120	48.2	-1.0	3.0	3.2	bbox	18	155.2	155.2	158.2	467,309,8,8	138.7	39.4791664	73.5921972	5247.4
20	20	1.502	стакан-марка-красная	12.0	2.0	снег-розовый	1.004	51.8	-1.0	1.0	1.4	bbox	19	5.0	5.0	8.0	257,425,16,12	132.7	39.4792600	73.5922959	5264.6
21	21	1.575	стакан-марка-красная	12.0	12.9	снег-розовый	0.650	62.7	-1.0	2.0	2.2	bbox	20	2.0	1.0	3.0	497,339,8,6	125.4	39.4792600	73.5922959	5264.5
22	22	1.424	стакан-марка-красная	11.0	9.8	снег-розовый	0.689	59.6	0.0	2.0	2.0	bbox	21	11.0	9.0	11.0	433,165,10,4	123.4	39.4792607	73.5922960	5264.5
