track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	311.4	303.4	313.4	952,480,926,128	927.1	31729.5	39.4891990	73.5930833	5414.9
1	200.3	196.3	203.3	664,364,468,302	553.9	7361.1	39.4725728	73.5893422	5966.1
2	197.3	193.3	201.3	312,404,706,188	727.1	6983.5	39.4721230	73.5892718	5978.2
3	314.4	314.4	314.4	1116,650,632,126	640.6	6150.1	39.4896409	73.5932297	5396.8
4	208.3	208.3	214.3	606,522,568,36	566.0	5101.1	39.4737859	73.5894961	5934.1
5	265.3	265.3	278.4	0,0,340,20	338.0	5019.5	39.4824043	73.5909314	5680.5
6	309.4	300.4	309.4	1484,392,282,32	280.0	5018.6	39.4889046	73.5929857	5426.9
7	37.0	26.0	39.1	1676,58,224,288	360.8	4997.9	39.4689032	73.5883059	6058.6
8	196.3	180.2	196.3	554,256,572,258	623.2	4964.8	39.4719728	73.5892484	5982.2
9	202.3	202.3	204.3	326,484,524,64	524.4	4711.2	39.4728761	73.5893887	5958.1
10	208.3	208.3	208.3	262,800,524,76	525.4	4600.6	39.4737859	73.5894961	5934.1
11	209.3	205.3	209.3	582,566,470,42	468.0	4535.4	39.4739383	73.5895144	5930.0
12	41.1	40.1	43.1	712,576,226,250	324.3	4522.3	39.4689034	73.5883054	6058.6
13	224.3	220.3	226.3	1330,894,428,26	426.0	4379.1	39.4762263	73.5897888	5869.6
14	87.1	87.1	87.1	508,666,50,264	263.7	4087.2	39.4689034	73.5883044	6058.5
15	258.3	251.3	260.3	1634,618,286,68	287.0	4084.2	39.4813629	73.5906497	5718.0
16	131.2	131.2	131.2	1138,54,214,216	297.5	3995.1	39.4689038	73.5883065	6058.8
17	131.2	131.2	131.2	926,12,242,296	378.2	3923.8	39.4689038	73.5883065	6058.8
18	50.1	46.1	50.1	542,78,286,274	393.2	3901.3	39.4689031	73.5883051	6058.6
19	223.3	221.3	224.3	1386,938,508,50	506.4	3797.3	39.4760754	73.5897707	5873.6
20	183.2	174.2	191.2	58,710,392,30	390.0	3668.1	39.4703059	73.5889872	6034.3
21	134.2	134.2	134.2	66,194,140,202	242.7	3577.6	39.4689034	73.5883066	6058.7
22	142.2	142.2	142.2	926,592,190,202	273.1	3558.0	39.4689027	73.5883065	6058.8
23	88.1	88.1	88.1	420,820,38,212	210.9	3555.1	39.4689036	73.5883046	6058.6
24	213.3	202.3	216.3	926,770,376,60	377.9	3357.1	39.4745606	73.5895892	5913.6
25	201.3	201.3	201.3	836,402,182,80	193.8	3267.3	39.4727242	73.5893660	5962.1
26	85.1	85.1	86.1	918,720,34,154	153.9	3239.8	39.4689032	73.5883043	6058.5
27	117.2	113.1	124.2	284,80,96,144	169.5	3213.4	39.4689042	73.5883053	6058.7
28	144.2	143.2	144.2	918,336,232,264	348.6	3177.3	39.4689028	73.5883065	6058.8
29	259.3	257.3	260.3	84,38,320,46	318.4	3168.1	39.4815123	73.5906903	5711.9
30	42.1	41.1	45.1	1168,378,156,166	225.0	3105.6	39.4689034	73.5883054	6058.6
31	200.3	196.3	200.3	842,330,182,102	204.8	3097.6	39.4725728	73.5893422	5966.1
32	212.3	209.3	213.3	1212,842,308,34	306.5	2991.5	39.4743921	73.5895690	5918.0
33	224.3	223.3	226.3	1492,1010,398,38	396.0	2981.2	39.4762263	73.5897888	5869.6
34	190.2	189.2	190.2	1334,0,390,40	388.0	2971.7	39.4711089	73.5891133	6006.2
35	209.3	200.3	214.3	1026,518,314,32	312.0	2945.1	39.4739383	73.5895144	5930.0
36	195.3	184.2	195.3	1238,0,348,42	346.0	2864.3	39.4718236	73.5892251	5986.2
37	146.2	146.2	146.2	1096,226,114,62	126.1	2839.4	39.4689033	73.5883067	6058.7
38	222.3	221.3	227.3	1526,880,360,34	358.0	2836.0	39.4759252	73.5897527	5877.6
39	326.4	322.4	336.4	1662,42,100,124	154.9	2777.6	39.4914068	73.5938294	5324.8
40	117.2	113.1	117.2	142,40,114,246	267.6	2751.3	39.4689042	73.5883053	6058.7
41	259.3	258.3	261.3	1646,246,234,28	232.1	2749.0	39.4815123	73.5906903	5711.9
42	202.3	202.3	202.3	1294,0,370,20	368.0	2748.0	39.4728761	73.5893887	5958.1
43	195.3	194.3	195.3	354,418,404,104	414.6	2747.9	39.4718236	73.5892251	5986.2
44	142.2	142.2	142.2	742,478,160,128	199.6	2739.8	39.4689027	73.5883065	6058.8
45	189.2	189.2	194.3	1560,40,314,72	319.8	2736.6	39.4709774	73.5890925	6010.3
46	213.3	211.3	221.3	1184,468,280,82	288.2	2735.0	39.4745606	73.5895892	5913.6
47	201.3	201.3	201.3	550,624,290,148	314.1	2692.9	39.4727242	73.5893660	5962.1
48	178.2	172.2	186.2	204,880,298,24	296.1	2689.6	39.4698698	73.5889164	6054.0
49	131.2	131.2	131.2	1028,334,144,150	204.9	2682.8	39.4689038	73.5883065	6058.8
50	219.3	214.3	219.3	1334,1026,278,36	277.6	2677.2	39.4754700	73.5896980	5889.6
51	44.1	40.1	45.1	480,214,132,140	183.2	2656.9	39.4689033	73.5883049	6058.6
52	193.3	189.2	196.3	306,348,172,82	187.5	2642.8	39.4715294	73.5891793	5994.2
53	50.1	50.1	50.1	710,0,200,128	234.7	2639.6	39.4689031	73.5883051	6058.6
54	242.3	242.3	242.3	1752,748,142,54	147.4	2606.2	39.4789531	73.5901145	5797.5
55	328.4	322.4	336.4	1430,118,244,88	256.2	2583.8	39.4916959	73.5939524	5312.9
56	52.1	46.1	52.1	104,604,158,76	172.7	2546.4	39.4689034	73.5883050	6058.6
57	209.3	206.3	225.3	402,94,300,52	301.8	2540.6	39.4739383	73.5895144	5930.0
58	213.3	205.3	214.3	462,972,180,28	178.7	2530.5	39.4745606	73.5895892	5913.6
59	215.3	215.3	215.3	598,1060,308,20	306.0	2518.2	39.4748630	73.5896253	5905.6
60	144.2	143.2	144.2	366,108,120,148	186.3	2513.8	39.4689028	73.5883065	6058.8
61	36.0	27.0	39.1	1648,190,116,130	171.4	2507.1	39.4689031	73.5883059	6058.6
62	196.3	196.3	200.3	494,838,284,146	315.3	2475.0	39.4719728	73.5892484	5982.2
63	218.3	215.3	218.3	538,992,328,36	326.0	2464.0	39.4753177	73.5896796	5893.6
64	230.3	230.3	232.3	1498,468,228,64	233.7	2460.6	39.4771371	73.5898979	5845.6
65	258.3	253.3	258.3	216,918,266,32	264.8	2442.3	39.4813629	73.5906497	5718.0
66	180.2	179.2	192.2	896,78,184,36	183.3	2432.9	39.4700203	73.5889427	6046.4
67	335.4	329.4	336.4	1604,346,224,100	242.6	2421.9	39.4926912	73.5944342	5279.2
68	37.0	36.0	37.0	1384,264,154,188	238.7	2417.0	39.4689032	73.5883059	6058.6
69	196.3	193.3	201.3	964,52,158,84	175.3	2413.5	39.4719728	73.5892484	5982.2
70	145.2	142.2	145.2	892,426,168,152	222.4	2409.9	39.4689032	73.5883064	6058.7
71	193.3	193.3	193.3	1446,52,378,94	383.2	2408.6	39.4715294	73.5891793	5994.2
72	197.3	196.3	201.3	780,246,312,80	318.7	2391.8	39.4721230	73.5892718	5978.2
73	180.2	180.2	183.2	1042,624,324,96	330.0	2365.6	39.4700203	73.5889427	6046.4
74	195.3	193.3	199.3	1110,116,288,84	297.0	2362.4	39.4718236	73.5892251	5986.2
75	260.3	260.3	265.3	88,80,196,44	195.8	2346.2	39.4816613	73.5907307	5705.9
76	47.1	42.1	47.1	768,28,140,150	200.6	2336.0	39.4689032	73.5883053	6058.6
77	314.4	309.4	316.4	1174,818,228,136	262.7	2335.6	39.4896409	73.5932297	5396.8
78	144.2	143.2	144.2	468,190,110,110	152.7	2334.4	39.4689028	73.5883065	6058.8
79	185.2	175.2	191.2	138,980,178,24	177.4	2331.8	39.4705166	73.5890203	6026.3
80	222.3	217.3	222.3	768,1038,242,42	242.6	2327.3	39.4759252	73.5897527	5877.6
