t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0					no_focal
2.0					no_focal
4.0					no_focal
6.0	2960	79	2.7	21	ok
8.0	2960	110	3.7	30	ok
10.0	2960	76	2.6	21	ok
12.0	2960	83	2.8	22	ok
14.0	2960	141	4.8	38	ok
16.0	2960	172	5.8	47	ok
18.0	2960	197	6.7	53	ok
20.0	2960	240	8.1	65	ok
22.0	2960	315	10.7	85	ok
24.0	2960	202	6.8	54	ok
26.0					no_focal
28.0					no_focal
30.0					no_focal
32.0					no_focal
34.0					no_focal
36.0					no_focal
38.0					no_focal
40.0					no_focal
42.0					no_focal
44.0					no_focal
46.0					no_focal
48.0					no_focal
50.0					no_focal
52.0					no_focal
54.0					no_focal
56.0					no_focal
58.0	2163	483	22.3	179	ok
60.0	2163	520	24.0	192	ok
62.0	2163	526	24.3	194	ok
64.0	2163	536	24.8	198	ok
66.0	2163	565	26.1	209	ok
68.0	2690	599	22.3	178	ok
70.0	2690	630	23.4	187	ok
72.0	3217	635	19.7	158	ok
74.0	3135	638	20.3	163	ok
76.0	3135	640	20.4	163	ok
78.0					no_focal
80.0					no_focal
82.0					no_focal
84.0	3053	647	21.2	169	ok
86.0	3038	641	21.1	169	ok
88.0	3053	681	22.3	178	ok
90.0	3022	645	21.3	171	ok
92.0	3038	1021	33.6	269	ok
94.0	3038	1554	51.1	409	ok
96.0	3038	1793	59.0	472	ok
98.0	3053	1793	58.7	470	ok
100.0	3038	1793	59.0	472	ok
102.0	3038	1796	59.1	473	ok
104.0	3022	1850	61.2	490	ok
106.0	3022	2725	90.2	721	ok
108.0	2993	3194	106.7	854	ok
110.0	3022	3610	119.4	955	ok
112.0	2993	3432	114.6	917	ok
114.0	2964	3210	108.3	866	ok
116.0	2885	3040	105.4	843	ok
118.0	2838	2829	99.7	797	ok
120.0	2822	2513	89.0	712	ok
122.0	2838	2396	84.4	675	ok
124.0	2838	1997	70.4	563	ok
126.0	2901	1646	56.7	454	ok
128.0	2838	1429	50.4	403	ok
130.0	2901	1003	34.6	277	ok
132.0	2901	662	22.8	183	ok
134.0	2901	659	22.7	182	ok
136.0	3006	626	20.8	167	ok
138.0	3006	384	12.8	102	ok
140.0	3173	361	11.4	91	ok
