t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	7546	2057	27.3	218	ok
2.0	7546	2057	27.3	218	ok
4.0	7546	2020	26.8	214	ok
6.0	7546	1966	26.0	208	ok
8.0	7568	1984	26.2	210	ok
10.0	7568	2078	27.5	220	ok
12.0	7568	2060	27.2	218	ok
14.0	7568	1961	25.9	207	ok
16.0	7568	1883	24.9	199	ok
18.0	7568	70	0.9	7	ok
20.0	7568	51	0.7	5	ok
22.0	7568	51	0.7	5	ok
24.0	7589	51	0.7	5	ok
26.0	7589	63	0.8	7	ok
28.0	7589	67	0.9	7	ok
30.0	7568	64	0.8	7	ok
32.0	7568	60	0.8	6	ok
34.0	7589	53	0.7	6	ok
36.0	7568	49	0.7	5	ok
38.0	7589	47	0.6	5	ok
40.0	7045	46	0.6	5	ok
42.0	6500	45	0.7	6	ok
44.0	6500	44	0.7	5	ok
46.0	6500	43	0.7	5	ok
48.0	3804	41	1.1	9	ok
50.0					no_focal
52.0					no_focal
54.0					no_focal
56.0					no_focal
58.0					no_focal
60.0					no_focal
62.0					no_focal
64.0	2980	42	1.4	11	ok
66.0	2980	42	1.4	11	ok
68.0	2924	41	1.4	11	ok
70.0	2898	37	1.3	10	ok
72.0	2898	37	1.3	10	ok
74.0	2924	36	1.2	10	ok
76.0					no_focal
78.0	2924	38	1.3	10	ok
80.0	2924	44	1.5	12	ok
82.0	2872	42	1.5	12	ok
84.0	2872	43	1.5	12	ok
86.0	2872	45	1.6	12	ok
88.0	2898	45	1.6	12	ok
90.0	2870	45	1.6	13	ok
92.0	2872	44	1.5	12	ok
94.0	2901	43	1.5	12	ok
96.0	2986	43	1.4	12	ok
98.0	2986	41	1.4	11	ok
100.0	3044	41	1.3	11	ok
102.0	3043	38	1.3	10	ok
104.0	3043	40	1.3	11	ok
106.0	3043	43	1.4	11	ok
108.0	3043	43	1.4	11	ok
110.0	3043	44	1.4	11	ok
112.0	3043	2031	66.7	534	ok
114.0	2986	2837	95.0	760	ok
116.0	2986	3240	108.5	868	ok
118.0	2986	2224	74.5	596	ok
120.0	2986				above_horizon
122.0	3043	3008	98.9	791	ok
124.0	3043	2283	75.0	600	ok
