t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	6335	130	2.0	16	ok
2.0	6601	128	1.9	16	ok
4.0	6867	126	1.8	15	ok
6.0	6757	124	1.8	15	ok
8.0	6867	123	1.8	14	ok
10.0	6867	122	1.8	14	ok
12.0	6867	122	1.8	14	ok
14.0	7326	122	1.7	13	ok
16.0	7786	122	1.6	13	ok
18.0	7898	124	1.6	13	ok
20.0	7898	126	1.6	13	ok
22.0	8010	130	1.6	13	ok
24.0	8010	136	1.7	14	ok
26.0	7898	153	1.9	16	ok
28.0	7326	148	2.0	16	ok
30.0	7326	153	2.1	17	ok
32.0	7326	156	2.1	17	ok
34.0	7326	159	2.2	17	ok
36.0	7326	161	2.2	18	ok
38.0	7326	169	2.3	18	ok
40.0	7786	173	2.2	18	ok
42.0	7898	171	2.2	17	ok
44.0	7786	162	2.1	17	ok
46.0	8288	155	1.9	15	ok
48.0	8791	145	1.7	13	ok
50.0	8791	136	1.6	12	ok
52.0	8791	130	1.5	12	ok
54.0	5893	124	2.1	17	ok
56.0	2996	115	3.8	31	ok
58.0					no_focal
60.0					no_focal
62.0					no_focal
64.0	2853	65	2.3	18	ok
66.0	2996	52	1.7	14	ok
68.0					no_focal
70.0					no_focal
72.0					no_focal
74.0					no_focal
76.0					no_focal
78.0					no_focal
80.0					no_focal
82.0					no_focal
84.0					no_focal
86.0					no_focal
