t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	5173	776	15.0	120	ok
2.0	5173	809	15.6	125	ok
4.0	5173	809	15.6	125	ok
6.0	5173	791	15.3	122	ok
8.0	5173	807	15.6	125	ok
10.0	3189	806	25.3	202	ok
12.0	3189	792	24.8	199	ok
14.0	3124	792	25.4	203	ok
16.0	3124	772	24.7	198	ok
18.0	3189	771	24.2	193	ok
20.0	3189	774	24.3	194	ok
22.0	5173	774	15.0	120	ok
24.0	5173	774	15.0	120	ok
26.0	3189	774	24.3	194	ok
28.0	5109	724	14.2	113	ok
30.0	3059	614	20.1	161	ok
32.0	3059	568	18.6	148	ok
34.0	3059	527	17.2	138	ok
36.0	2969	527	17.8	142	ok
38.0	2927	542	18.5	148	ok
40.0	2927	544	18.6	149	ok
42.0	2927	556	19.0	152	ok
44.0	2927	556	19.0	152	ok
46.0	2927	556	19.0	152	ok
48.0	2927	556	19.0	152	ok
50.0	2902	556	19.1	153	ok
52.0	2927	506	17.3	138	ok
54.0	2927				above_horizon
56.0	2611				above_horizon
58.0	2316				above_horizon
60.0	2316				above_horizon
62.0	2337				above_horizon
64.0	2337				above_horizon
66.0	2337				above_horizon
68.0	2337				above_horizon
70.0	2337	693	29.7	237	ok
72.0	2576	1400	54.3	435	ok
74.0	2816	1592	56.5	452	ok
76.0	2816	1730	61.5	492	ok
78.0	2576	1866	72.4	580	ok
80.0	2576	1740	67.5	540	ok
82.0	2816	1851	65.8	526	ok
84.0	2816	1852	65.8	526	ok
86.0	2816	1867	66.3	530	ok
88.0	2816	2179	77.4	619	ok
90.0	3918	2112	53.9	431	ok
92.0	2816	2206	78.3	627	ok
94.0	4556	2260	49.6	397	ok
96.0	6297	2196	34.9	279	ok
98.0	7500	2197	29.3	234	ok
100.0	7500	2137	28.5	228	ok
102.0	8704	2032	23.3	187	ok
104.0	8704	1970	22.6	181	ok
106.0	8704	1970	22.6	181	ok
108.0	8704	1910	21.9	176	ok
110.0	8704	2572	29.5	236	ok
112.0					no_focal
114.0					no_focal
