t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	7416	189	2.6	20	ok
2.0	7416	191	2.6	21	ok
4.0	7764	191	2.5	20	ok
6.0	7845	154	2.0	16	ok
8.0	7845	155	2.0	16	ok
10.0	7927	155	2.0	16	ok
12.0	7927	155	2.0	16	ok
14.0	7927	156	2.0	16	ok
16.0	7927	155	2.0	16	ok
18.0	7927	154	1.9	16	ok
20.0	7927	192	2.4	19	ok
22.0	7845	191	2.4	19	ok
24.0	7927	191	2.4	19	ok
26.0	7498	190	2.5	20	ok
28.0	7927	190	2.4	19	ok
30.0	10820	190	1.8	14	ok
32.0	10820	190	1.8	14	ok
34.0	12354	190	1.5	12	ok
36.0	13712	195	1.4	11	ok
38.0	13865	198	1.4	11	ok
40.0	13865	199	1.4	11	ok
42.0	13865	200	1.4	12	ok
44.0	13788	206	1.5	12	ok
46.0	13865	206	1.5	12	ok
48.0	13865	208	1.5	12	ok
50.0					no_focal
52.0	10997	222	2.0	16	ok
54.0	10997	224	2.0	16	ok
56.0	10997	244	2.2	18	ok
58.0	10997	246	2.2	18	ok
60.0	9908	247	2.5	20	ok
62.0	8820	242	2.7	22	ok
64.0	8820	238	2.7	22	ok
66.0	8820	228	2.6	21	ok
68.0	8820	226	2.6	21	ok
70.0	8820	225	2.6	20	ok
72.0	8820	225	2.5	20	ok
74.0	7984	225	2.8	23	ok
76.0	7984	225	2.8	23	ok
78.0	7148	225	3.2	25	ok
80.0	7148	224	3.1	25	ok
82.0	7148	223	3.1	25	ok
84.0	7148	223	3.1	25	ok
86.0	7148	223	3.1	25	ok
88.0	7148	223	3.1	25	ok
90.0	7148	223	3.1	25	ok
92.0					no_focal
94.0					no_focal
96.0					no_focal
98.0					no_focal
100.0					no_focal
102.0					no_focal
104.0					no_focal
106.0					no_focal
108.0					no_focal
110.0					no_focal
112.0					no_focal
114.0					no_focal
116.0					no_focal
118.0					no_focal
120.0					no_focal
122.0					no_focal
124.0					no_focal
126.0					no_focal
128.0					no_focal
130.0					no_focal
132.0					no_focal
134.0					no_focal
136.0	2027	174	8.6	69	ok
138.0	2027	167	8.2	66	ok
140.0	2027	161	7.9	63	ok
142.0					no_focal
144.0					no_focal
146.0					no_focal
148.0					no_focal
150.0					no_focal
152.0					no_focal
154.0					no_focal
156.0	7266	119	1.6	13	ok
158.0	7266	118	1.6	13	ok
160.0	7493	118	1.6	13	ok
162.0	7493	119	1.6	13	ok
164.0	7493	119	1.6	13	ok
166.0	7266	119	1.6	13	ok
168.0	7266	119	1.6	13	ok
170.0	7493	119	1.6	13	ok
172.0	7493	119	1.6	13	ok
174.0	7493	119	1.6	13	ok
176.0	7720	119	1.5	12	ok
178.0	7493	130	1.7	14	ok
180.0	7493	141	1.9	15	ok
182.0	7720	155	2.0	16	ok
184.0	7720	155	2.0	16	ok
186.0	7493	150	2.0	16	ok
188.0	7493	135	1.8	14	ok
190.0	7720	123	1.6	13	ok
192.0	8189	144	1.8	14	ok
194.0	8189	145	1.8	14	ok
196.0	8257	175	2.1	17	ok
198.0	8189	185	2.3	18	ok
200.0	7417	150	2.0	16	ok
202.0	6645	155	2.3	19	ok
204.0	6591	163	2.5	20	ok
206.0	6591	163	2.5	20	ok
208.0	6537	157	2.4	19	ok
210.0	4216	151	3.6	29	ok
212.0	4216	150	3.6	28	ok
214.0	4216	150	3.6	28	ok
216.0	4216	150	3.6	28	ok
218.0	3730	151	4.0	32	ok
220.0	3730	160	4.3	34	ok
222.0	3244	153	4.7	38	ok
224.0	3730	149	4.0	32	ok
226.0	3730	150	4.0	32	ok
228.0	3730	175	4.7	37	ok
230.0	3730	170	4.6	37	ok
232.0	3244	171	5.3	42	ok
234.0	3205	179	5.6	45	ok
236.0	3205	179	5.6	45	ok
238.0	3730	179	4.8	38	ok
240.0	3730	179	4.8	38	ok
242.0	4216	183	4.3	35	ok
244.0	4588	193	4.2	34	ok
246.0	4960	198	4.0	32	ok
248.0	6301	200	3.2	25	ok
250.0	7642	205	2.7	21	ok
252.0	7642	216	2.8	23	ok
254.0	7642	193	2.5	20	ok
256.0	7642	189	2.5	20	ok
258.0	7642	182	2.4	19	ok
260.0	7642	176	2.3	18	ok
262.0	7642	176	2.3	18	ok
264.0	6301	177	2.8	22	ok
266.0	4960	177	3.6	29	ok
268.0	4960	178	3.6	29	ok
270.0	4005	179	4.5	36	ok
272.0	4005	180	4.5	36	ok
274.0					no_focal
276.0					no_focal
278.0					no_focal
280.0					no_focal
282.0					no_focal
284.0					no_focal
286.0	6466	116	1.8	14	ok
288.0	6466	101	1.6	13	ok
290.0	6929	87	1.3	10	ok
292.0	7392	75	1.0	8	ok
294.0	7392	68	0.9	7	ok
296.0	7392	67	0.9	7	ok
298.0	7255	74	1.0	8	ok
300.0	7392	85	1.2	9	ok
302.0	7421	86	1.2	9	ok
304.0	7392	85	1.2	9	ok
306.0	7421	89	1.2	10	ok
308.0	7421	90	1.2	10	ok
310.0	7421	93	1.3	10	ok
312.0	7392	91	1.2	10	ok
314.0	7421	95	1.3	10	ok
316.0	7421	97	1.3	10	ok
318.0	7449	98	1.3	11	ok
320.0	7449	100	1.3	11	ok
322.0	7487	104	1.4	11	ok
324.0	7487	108	1.4	12	ok
326.0	7449	112	1.5	12	ok
328.0	7449	115	1.5	12	ok
330.0	7487	121	1.6	13	ok
332.0	7556	122	1.6	13	ok
334.0	7556	123	1.6	13	ok
336.0	7526	121	1.6	13	ok
338.0	7526	121	1.6	13	ok
340.0	7484	121	1.6	13	ok
342.0	7442	117	1.6	13	ok
344.0	7484	111	1.5	12	ok
346.0	7442	110	1.5	12	ok
348.0	7372	110	1.5	12	ok
350.0	7372	110	1.5	12	ok
352.0	6396	108	1.7	14	ok
354.0	4146	109	2.6	21	ok
356.0	4146	105	2.5	20	ok
358.0	4146	85	2.1	16	ok
360.0	4146	87	2.1	17	ok
362.0	2941	87	3.0	24	ok
364.0	2941	87	3.0	24	ok
366.0	2941	87	3.0	24	ok
368.0	2951	82	2.8	22	ok
370.0	2951	77	2.6	21	ok
372.0	2941	71	2.4	19	ok
374.0	2951	68	2.3	19	ok
376.0	2941	59	2.0	16	ok
378.0	2904	59	2.0	16	ok
380.0	2904	60	2.1	16	ok
382.0	2904	60	2.1	17	ok
384.0	2941	61	2.1	16	ok
386.0	2951	58	2.0	16	ok
388.0	2973	55	1.9	15	ok
390.0	2973	55	1.9	15	ok
392.0	2985	57	1.9	15	ok
394.0	3111	74	2.4	19	ok
396.0	2985	87	2.9	23	ok
398.0	3111	89	2.9	23	ok
400.0	3238	88	2.7	22	ok
402.0	3238	86	2.7	21	ok
404.0	3621	93	2.6	21	ok
406.0	3621	93	2.6	21	ok
408.0	4004	93	2.3	19	ok
410.0	4004	91	2.3	18	ok
412.0	3621	91	2.5	20	ok
414.0	4004	89	2.2	18	ok
416.0	4004	92	2.3	18	ok
418.0	4004	92	2.3	18	ok
420.0	4213	93	2.2	18	ok
422.0	4213	94	2.2	18	ok
424.0	4423	90	2.0	16	ok
426.0	4226	84	2.0	16	ok
428.0	3604	84	2.3	19	ok
430.0	4448	84	1.9	15	ok
432.0	3604	78	2.2	17	ok
434.0	3604	78	2.2	17	ok
436.0	4448	77	1.7	14	ok
438.0	2759	81	2.9	24	ok
440.0	2708	81	3.0	24	ok
442.0	2733	79	2.9	23	ok
444.0	2733	72	2.6	21	ok
446.0	2708	78	2.9	23	ok
448.0	2697	79	2.9	23	ok
