t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	1508	78	5.2	41	ok
2.0	1508	78	5.1	41	ok
4.0	1508	78	5.2	41	ok
6.0	1508	78	5.2	41	ok
8.0	1508	81	5.4	43	ok
10.0	1508	82	5.4	43	ok
12.0	1508	81	5.4	43	ok
14.0	1559	81	5.2	42	ok
16.0	1559	82	5.3	42	ok
18.0	1559	82	5.2	42	ok
20.0	1559	82	5.3	42	ok
22.0	1559	82	5.3	42	ok
24.0	1559	83	5.3	43	ok
26.0	1559	85	5.4	43	ok
28.0	1508	87	5.8	46	ok
30.0	1508	89	5.9	47	ok
32.0	1508	91	6.0	48	ok
34.0	1508	95	6.3	50	ok
36.0	1470	98	6.7	53	ok
38.0	1470	103	7.0	56	ok
40.0	1470	106	7.2	57	ok
42.0	1470	105	7.1	57	ok
44.0	1540	108	7.0	56	ok
46.0	1500	110	7.3	58	ok
48.0	1540	113	7.3	59	ok
50.0	1540	116	7.6	60	ok
52.0	1540	118	7.7	61	ok
54.0	1500	104	6.9	55	ok
56.0	1500	74	4.9	39	ok
58.0	1500	76	5.1	41	ok
60.0	1500	76	5.1	41	ok
62.0	1500	75	5.0	40	ok
64.0	1476	74	5.0	40	ok
66.0	1468	72	4.9	39	ok
68.0	1468	78	5.3	42	ok
70.0	1476	78	5.3	42	ok
72.0	1468	78	5.3	43	ok
74.0	1476	78	5.3	42	ok
76.0	1508	78	5.2	41	ok
78.0	1508	78	5.2	41	ok
80.0	1508	78	5.2	41	ok
82.0	1540	78	5.1	41	ok
84.0	1560	83	5.3	43	ok
86.0	1660	79	4.7	38	ok
88.0	1560	83	5.3	42	ok
90.0	1560	66	4.2	34	ok
92.0	1476	75	5.1	41	ok
94.0	1454	77	5.3	42	ok
96.0	1433	74	5.2	41	ok
98.0	1454	67	4.6	37	ok
100.0	1476	66	4.5	36	ok
102.0	1550	45	2.9	23	ok
104.0	1567	45	2.9	23	ok
106.0	1624	45	2.8	22	ok
108.0	1624	45	2.8	22	ok
110.0	1567	43	2.7	22	ok
112.0	1624	43	2.7	21	ok
114.0	1511	46	3.1	25	ok
116.0	1509	50	3.3	26	ok
118.0	1509	53	3.5	28	ok
120.0	1511	56	3.7	30	ok
122.0	1508	61	4.0	32	ok
124.0	1508	68	4.5	36	ok
126.0	1508	73	4.8	39	ok
128.0	1508	77	5.1	41	ok
130.0	1508	83	5.5	44	ok
132.0	1509	86	5.7	46	ok
134.0	1509	77	5.1	41	ok
136.0	1511	61	4.0	32	ok
138.0	1508	59	3.9	32	ok
140.0	1508	58	3.8	31	ok
142.0	1486	57	3.8	31	ok
144.0	1486	64	4.3	34	ok
146.0	1486	62	4.1	33	ok
148.0	1486	61	4.1	33	ok
150.0	1486	61	4.1	33	ok
152.0	1486	57	3.8	31	ok
154.0	1465	52	3.6	28	ok
156.0	1486	46	3.1	25	ok
158.0	1486	40	2.7	21	ok
160.0	1465	34	2.3	19	ok
162.0	1324	28	2.1	17	ok
164.0	1183	27	2.3	18	ok
166.0	1180	27	2.2	18	ok
168.0	1180	26	2.2	18	ok
170.0	1180	26	2.2	18	ok
172.0	1180	26	2.2	18	ok
174.0	1183	26	2.2	18	ok
176.0	1183	27	2.2	18	ok
178.0	1508	27	1.8	14	ok
180.0	1508	27	1.8	14	ok
182.0	1508	27	1.8	14	ok
184.0	1508	27	1.8	14	ok
186.0	1508	27	1.8	14	ok
188.0	1508	27	1.8	14	ok
190.0	1508	27	1.8	14	ok
192.0	1508	27	1.8	14	ok
194.0	1508	27	1.8	14	ok
196.0	1508	27	1.8	14	ok
198.0	1508	27	1.8	14	ok
200.0	1508	27	1.8	14	ok
202.0	1508	27	1.8	14	ok
204.0	1508	27	1.8	14	ok
206.0	1508	27	1.8	14	ok
208.0	1508	27	1.8	14	ok
210.0	1508	27	1.8	14	ok
212.0	1508	27	1.8	14	ok
214.0	1508	28	1.8	15	ok
216.0	1508	28	1.9	15	ok
218.0	1508	28	1.9	15	ok
220.0	1508	28	1.9	15	ok
222.0	1508	29	1.9	15	ok
224.0	1408	28	2.0	16	ok
226.0	1408	28	2.0	16	ok
228.0	1408	28	2.0	16	ok
230.0	1408	28	2.0	16	ok
232.0	1508	28	1.8	15	ok
234.0	1508	28	1.8	15	ok
236.0	1508	28	1.8	15	ok
238.0	1508	28	1.8	15	ok
240.0	1279	28	2.2	17	ok
242.0	1279	27	2.1	17	ok
244.0	1279	28	2.2	18	ok
246.0	1279	29	2.3	18	ok
248.0	1279	29	2.3	18	ok
250.0	1279	29	2.3	18	ok
252.0	1279	29	2.3	18	ok
254.0	1279	29	2.3	18	ok
256.0	1279	29	2.3	18	ok
258.0	1279	29	2.3	18	ok
260.0	1279	29	2.2	18	ok
262.0	1280	27	2.1	17	ok
264.0	1374	27	2.0	16	ok
266.0	1374	27	2.0	16	ok
268.0	1467	27	1.9	15	ok
270.0	1467	27	1.8	15	ok
272.0	1374	27	2.0	16	ok
274.0	1286	27	2.1	17	ok
276.0	1376	27	2.0	16	ok
278.0	1376	27	2.0	16	ok
280.0	1376	27	2.0	16	ok
282.0	1376	25	1.8	14	ok
284.0	1467	24	1.7	13	ok
286.0	1471	24	1.6	13	ok
288.0	1474	25	1.7	13	ok
290.0	1492	25	1.6	13	ok
292.0	1474	24	1.7	13	ok
294.0	1492	24	1.6	13	ok
296.0	1492	25	1.6	13	ok
298.0	1492	25	1.7	13	ok
300.0	1492	25	1.7	13	ok
302.0	1510	25	1.7	13	ok
304.0	1517	27	1.8	14	ok
306.0	1517	27	1.8	14	ok
308.0	1524	29	1.9	15	ok
310.0	1524	28	1.9	15	ok
312.0	1549	26	1.7	14	ok
314.0	1574	27	1.7	14	ok
316.0	1574	28	1.8	14	ok
318.0	1574	28	1.8	14	ok
320.0	1581	28	1.8	14	ok
