track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	34.1	34.1	40.1	1398,12,60,1030	1028.4	12093.3	39.4870207	73.5938133	4892.5
1	33.1	33.1	33.1	1396,8,62,1072	1069.8	11931.8	39.4870208	73.5938134	4892.5
2	39.1	33.1	49.1	972,240,64,646	644.5	11237.4	39.4870205	73.5938130	4892.5
3	41.1	41.1	42.1	1392,0,46,712	710.3	8133.1	39.4870203	73.5938129	4892.5
4	46.1	41.1	49.1	646,356,32,682	680.0	7726.2	39.4870207	73.5938132	4892.5
5	45.1	36.1	49.1	1110,58,42,670	668.1	6888.8	39.4870206	73.5938133	4892.5
6	29.1	29.1	32.1	428,412,30,294	292.4	6864.2	39.4870206	73.5938138	4892.5
7	34.1	34.1	36.1	1314,0,32,426	425.1	6510.9	39.4870207	73.5938133	4892.5
8	33.1	33.1	36.1	1312,74,44,472	470.0	6140.4	39.4870208	73.5938134	4892.5
9	27.1	23.1	28.1	1406,412,82,628	627.4	6117.5	39.4870206	73.5938136	4892.5
10	2.0	0.0	3.0	1316,226,44,450	449.3	6101.4	39.4870233	73.5938123	4892.6
11	43.1	43.1	45.1	1392,0,44,562	560.4	5767.2	39.4870204	73.5938130	4892.5
12	26.1	24.1	29.1	456,236,44,336	333.6	5723.9	39.4870207	73.5938137	4892.5
13	49.1	49.1	49.1	1208,0,62,622	621.2	5407.0	39.4870206	73.5938127	4892.5
14	15.0	14.0	22.1	544,630,34,368	366.6	5280.4	39.4870217	73.5938131	4892.6
15	46.1	46.1	46.1	1044,362,54,518	517.3	5038.9	39.4870207	73.5938132	4892.5
16	49.1	49.1	49.1	440,246,90,666	669.0	4965.0	39.4870206	73.5938127	4892.5
17	10.0	6.0	15.0	1252,680,52,362	362.7	4805.0	39.4870214	73.5938126	4892.6
18	41.1	38.1	49.1	492,710,20,304	302.1	4574.1	39.4870203	73.5938129	4892.5
19	47.1	46.1	49.1	1248,680,32,400	398.3	4569.4	39.4870207	73.5938131	4892.5
20	23.1	22.1	24.1	424,0,60,416	413.7	4569.0	39.4870203	73.5938135	4892.5
21	42.1	34.1	46.1	1180,108,50,564	562.5	4504.8	39.4870204	73.5938125	4892.5
22	45.1	43.1	49.1	726,416,32,504	502.0	4466.7	39.4870206	73.5938133	4892.5
23	47.1	39.1	49.1	578,84,20,312	310.1	4210.5	39.4870207	73.5938131	4892.5
24	14.0	14.0	14.0	700,722,34,358	356.0	4054.4	39.4870216	73.5938132	4892.6
25	29.1	29.1	30.1	546,0,50,288	285.9	3807.4	39.4870206	73.5938138	4892.5
26	11.0	6.0	14.0	1216,498,20,98	96.5	3794.8	39.4870215	73.5938125	4892.6
27	2.0	0.0	3.0	1264,568,42,134	135.4	3749.4	39.4870233	73.5938123	4892.6
28	14.0	7.0	19.0	1248,680,54,278	277.3	3711.4	39.4870216	73.5938132	4892.6
29	48.1	42.1	48.1	440,246,68,460	461.7	3684.4	39.4870207	73.5938129	4892.5
30	14.0	10.0	18.0	1028,522,26,134	132.7	3641.4	39.4870216	73.5938132	4892.6
31	15.0	13.0	20.0	712,532,18,174	172.2	3640.1	39.4870217	73.5938131	4892.6
32	2.0	0.0	3.0	952,766,18,164	162.0	3550.6	39.4870233	73.5938123	4892.6
33	2.0	0.0	3.0	794,864,24,216	214.9	3529.6	39.4870233	73.5938123	4892.6
34	3.0	0.0	3.0	1156,532,36,210	208.0	3519.3	39.4870231	73.5938128	4892.6
35	11.0	9.0	18.0	1114,870,36,196	195.4	3445.9	39.4870215	73.5938125	4892.6
36	32.1	30.1	32.1	454,228,48,284	282.1	3436.3	39.4870205	73.5938135	4892.6
37	38.1	37.1	40.1	580,792,26,288	286.3	3428.6	39.4870204	73.5938129	4892.5
38	14.0	10.0	14.0	910,66,52,284	282.6	3297.8	39.4870216	73.5938132	4892.6
39	44.1	37.1	44.1	746,32,42,326	324.0	3277.4	39.4870205	73.5938133	4892.5
40	0.0	0.0	3.0	1148,112,54,284	283.8	3213.9	39.4870243	73.5938119	4892.6
41	32.1	28.1	32.1	404,274,22,226	223.5	3164.8	39.4870205	73.5938135	4892.6
42	19.0	9.0	20.0	898,18,54,262	261.8	3132.5	39.4870208	73.5938137	4892.6
43	47.1	47.1	48.1	1222,288,48,354	353.8	3069.9	39.4870207	73.5938131	4892.5
44	3.0	3.0	3.0	1494,758,22,184	182.3	3065.1	39.4870231	73.5938128	4892.6
45	26.1	24.1	32.1	468,650,56,168	166.1	3052.8	39.4870207	73.5938137	4892.5
46	47.1	47.1	47.1	960,714,40,366	364.0	3044.5	39.4870207	73.5938131	4892.5
47	47.1	45.1	49.1	1160,380,32,342	341.2	3014.4	39.4870207	73.5938131	4892.5
48	2.0	0.0	3.0	1140,698,52,260	259.7	2986.0	39.4870233	73.5938123	4892.6
49	2.0	0.0	3.0	1276,128,22,100	98.7	2966.1	39.4870233	73.5938123	4892.6
50	31.1	28.1	32.1	498,146,26,226	224.0	2927.4	39.4870206	73.5938138	4892.6
51	28.1	26.1	28.1	1456,618,64,300	301.6	2857.3	39.4870206	73.5938134	4892.5
52	37.1	31.1	41.1	1116,390,42,270	269.2	2827.4	39.4870203	73.5938128	4892.5
53	8.0	7.0	8.0	454,704,26,376	374.1	2789.2	39.4870222	73.5938128	4892.6
54	36.1	33.1	37.1	752,66,16,92	90.0	2753.1	39.4870199	73.5938130	4892.5
55	23.1	22.1	27.1	1484,838,30,190	189.3	2687.5	39.4870203	73.5938135	4892.5
56	26.1	24.1	27.1	430,114,54,176	179.0	2661.3	39.4870207	73.5938137	4892.5
57	13.0	6.0	15.0	922,522,12,100	98.0	2534.8	39.4870213	73.5938130	4892.6
58	17.0	17.0	25.1	1224,888,22,140	138.0	2435.9	39.4870214	73.5938133	4892.6
59	3.0	0.0	3.0	1086,432,14,100	98.0	2434.2	39.4870231	73.5938128	4892.6
60	8.0	8.0	8.0	752,882,32,198	196.8	2391.2	39.4870222	73.5938128	4892.6
61	21.0	16.0	22.1	738,16,24,218	216.1	2368.9	39.4870209	73.5938135	4892.6
62	13.0	11.0	18.0	1350,698,24,190	188.4	2303.9	39.4870213	73.5938130	4892.6
63	33.1	33.1	38.1	1356,690,28,362	359.6	2303.1	39.4870208	73.5938134	4892.5
64	2.0	0.0	2.0	554,824,40,204	203.4	2272.9	39.4870233	73.5938123	4892.6
65	20.0	20.0	20.0	394,26,34,222	221.3	2245.3	39.4870210	73.5938134	4892.6
66	9.0	9.0	9.0	1182,638,16,76	74.5	2151.0	39.4870217	73.5938127	4892.6
67	32.1	30.1	32.1	426,424,20,160	157.8	2120.3	39.4870205	73.5938135	4892.6
68	18.0	16.0	18.0	698,66,14,106	104.0	2083.1	39.4870211	73.5938135	4892.6
69	33.1	33.1	33.1	648,714,20,230	228.0	2060.2	39.4870208	73.5938134	4892.5
70	25.1	23.1	26.1	432,66,32,162	161.2	2005.0	39.4870207	73.5938134	4892.5
71	21.0	16.0	21.0	556,8,28,144	143.1	1939.2	39.4870209	73.5938135	4892.6
72	7.0	6.0	8.0	534,492,28,214	212.9	1927.2	39.4870227	73.5938130	4892.6
73	20.0	20.0	24.1	454,320,22,248	246.1	1761.4	39.4870210	73.5938134	4892.6
74	11.0	11.0	12.0	1326,936,18,104	102.8	1728.4	39.4870215	73.5938125	4892.6
75	19.0	19.0	19.0	586,38,20,184	182.2	1719.1	39.4870208	73.5938137	4892.6
76	21.0	21.0	23.1	394,164,20,242	240.4	1699.5	39.4870209	73.5938135	4892.6
77	21.0	20.0	21.0	1270,78,12,86	84.0	1694.2	39.4870209	73.5938135	4892.6
78	19.0	19.0	19.0	784,174,34,276	274.0	1665.9	39.4870208	73.5938137	4892.6
79	8.0	8.0	8.0	1392,1006,16,74	72.8	1589.7	39.4870222	73.5938128	4892.6
80	10.0	10.0	11.0	1272,440,28,156	154.6	1554.8	39.4870214	73.5938126	4892.6
81	8.0	6.0	8.0	544,220,32,212	209.9	1463.2	39.4870222	73.5938128	4892.6
82	32.1	32.1	32.1	370,50,16,102	100.1	1428.8	39.4870205	73.5938135	4892.6
83	25.1	25.1	27.1	1428,976,16,104	102.6	1372.6	39.4870207	73.5938134	4892.5
84	25.1	25.1	25.1	462,0,24,76	75.9	1307.2	39.4870207	73.5938134	4892.5
85	6.0	4.0	7.0	1296,280,20,176	174.1	1191.1	39.4870228	73.5938131	4892.6
86	10.0	10.0	10.0	1212,150,30,176	175.9	1182.8	39.4870214	73.5938126	4892.6
87	7.0	7.0	7.0	464,820,14,140	138.0	1170.1	39.4870227	73.5938130	4892.6
88	6.0	4.0	7.0	972,200,24,140	138.0	1163.6	39.4870228	73.5938131	4892.6
89	10.0	10.0	10.0	1346,528,28,176	175.2	1147.6	39.4870214	73.5938126	4892.6
90	4.0	4.0	4.0	1004,418,10,116	114.0	1143.3	39.4870230	73.5938130	4892.6
91	6.0	6.0	6.0	922,102,18,122	120.0	1024.7	39.4870228	73.5938131	4892.6
92	29.1	27.1	31.1	1470,724,40,118	116.0	988.2	39.4870206	73.5938138	4892.5
