ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.253	стакан-марка-красная	7.0	25.1	порода-в-тени	0.805	24.7	4.0	1.0	4.1	bbox	0	154.0	153.0	154.0	284,225,43,855	17463.3			
2	2	1.015	рюкзак-синий	1.0	28.2	снег-в-тени	1.526	10.6	0.0	-14.0	14.0	bbox	1	156.0	154.0	158.0	121,0,64,953	15218.7			
3	3	0.801	рюкзак-синий	4.5	16.1	снег-в-тени	1.582	22.7	3.0	-18.0	18.2	bbox	2	155.0	155.0	155.0	79,0,19,570	9325.3			
4	4	1.196	рюкзак-синий	6.1	25.9	порода-в-тени	1.042	12.9	2.0	-8.0	8.2	bbox	3	157.0	154.0	157.0	73,0,42,395	8472.7			
5	5	1.632	рюкзак-синий	10.0	29.4	порода-в-тени	0.660	9.4	1.0	-4.0	4.1	bbox	4	158.0	158.0	158.0	10,26,234,177	8372.8			
6	6	1.554	стакан-марка-красная	12.4	4.3	снег-в-тени	0.793	54.1	-1.0	-2.0	2.2	bbox	5	90.0	90.0	90.0	1853,537,67,543	7957.3			
7	7	1.521	рюкзак-синий	12.2	0.8	порода-в-тени	0.708	39.6	-1.0	-2.0	2.2	bbox	6	160.0	157.0	160.0	297,705,174,24	5855.6			
8	8	1.863	рюкзак-синий	12.0	31.0	порода-в-тени	0.598	7.8	1.0	-2.0	2.2	bbox	7	3.0	3.0	3.0	319,66,210,337	5747.6			
9	9	1.529	стакан-марка-красная	12.1	6.7	корка-жёлтая-на-скале	1.137	43.1	0.0	6.0	6.0	bbox	8	153.0	153.0	154.0	580,0,9,330	4597.1			
10	10	0.797	рюкзак-синий	6.1	6.7	снег-в-тени	0.082	45.5	0.0	-8.0	8.0	bbox	9	135.0	135.0	136.0	1889,983,31,97	3958.2			
11	11	1.674	стакан-марка-красная	10.0	31.0	снег-розовый	0.169	80.8	1.0	2.0	2.2	bbox	10	103.0	103.0	105.0	1883,1027,37,53	3789.8			
12	12	1.439	стакан-марка-красная	10.3	18.0	снег-освещённый	0.778	67.8	2.0	-4.0	4.5	bbox	11	11.0	11.0	11.0	1873,231,38,46	3412.0			
13	13	1.413	рюкзак-синий	9.0	23.9	снег-в-тени	0.664	62.7	1.0	-5.0	5.1	bbox	12	2.0	2.0	2.0	1889,515,31,162	3348.2			
14	14	1.257	рюкзак-синий	10.0	1.2	снег-в-тени	0.572	40.0	0.0	-4.0	4.0	bbox	13	144.0	143.0	145.0	351,81,109,32	3341.3			
15	15	0.884	рюкзак-синий	5.4	16.1	снег-в-тени	0.978	22.7	3.0	-9.0	9.5	bbox	14	156.0	155.0	160.0	207,1011,64,69	3088.6			
16	16	0.671	рюкзак-синий	4.0	12.5	снег-в-тени	0.818	26.3	1.0	-10.0	10.0	bbox	15	76.0	76.0	76.0	737,0,36,33	3081.0			
17	17	1.693	стакан-марка-красная	5.1	43.9	порода-в-тени	1.133	5.9	6.0	0.0	6.0	bbox	16	154.0	154.0	155.0	662,953,59,54	2773.2			
18	18	1.593	рюкзак-синий	1.4	44.3	снег-в-тени	1.536	83.1	0.0	-15.0	15.0	bbox	17	86.0	86.0	86.0	1215,72,41,57	2638.0			
19	19	1.456	рюкзак-синий	11.0	12.9	порода-в-тени	0.404	25.9	0.0	-3.0	3.0	bbox	18	107.0	106.0	107.0	1338,917,40,29	2628.5			
20	20	1.031	рюкзак-синий	7.1	14.9	порода-в-тени	0.801	23.9	0.0	-7.0	7.0	bbox	19	32.0	32.0	32.0	1784,913,45,57	2390.3			
21	21	1.250	рюкзак-синий	10.0	0.8	снег-в-тени	0.593	39.6	1.0	-4.0	4.1	bbox	20	1.0	1.0	1.0	1641,0,34,185	2319.4			
22	22	1.524	рюкзак-синий	11.0	18.4	порода-в-тени	0.451	20.4	1.0	-3.0	3.2	bbox	21	133.0	128.0	133.0	682,447,41,24	2253.2			
23	23	1.359	рюкзак-синий	10.0	14.5	порода-в-тени	0.472	24.3	0.0	-4.0	4.0	bbox	22	136.0	136.0	137.0	117,695,34,35	2194.8			
