track	t_best	t0	t1	bbox	score	lat	lon	alt
0	1.0	1.0	1.0	1901,345,19,40	926.7			
1	2.0	2.0	2.0	241,697,28,12	443.2			
2	5.0	5.0	5.0	925,1041,20,16	377.1			
3	6.0	6.0	6.0	1905,317,15,12	365.1			
4	0.0	0.0	1.0	561,532,13,11	359.1			
5	6.0	6.0	6.0	55,853,12,16	354.7			
6	0.0	0.0	0.0	835,929,8,16	338.5			
7	5.0	5.0	5.0	1851,0,14,9	304.4			
8	2.0	2.0	2.0	330,676,6,14	219.8			
9	6.0	6.0	6.0	121,365,20,8	208.9			
10	2.0	2.0	2.0	1155,9,16,4	208.0			
11	0.0	0.0	0.0	617,139,26,8	201.5			
12	2.0	2.0	2.0	385,705,20,4	151.2			
13	5.0	5.0	5.0	195,333,14,7	141.3			
14	3.0	3.0	3.0	1386,0,10,10	138.3			
15	6.0	6.0	6.0	991,561,10,8	137.9			
16	6.0	6.0	6.0	369,795,6,9	134.5			
17	6.0	6.0	6.0	155,1053,12,7	133.9			
18	6.0	6.0	6.0	0,375,23,2	129.8			
19	1.0	0.0	1.0	655,539,14,6	128.2			
20	0.0	0.0	0.0	701,213,12,4	124.5			
21	2.0	2.0	2.0	177,707,16,4	121.2			
22	5.0	5.0	5.0	1553,107,18,4	118.1			
23	2.0	2.0	2.0	41,715,18,8	114.1			
24	1.0	1.0	1.0	519,525,8,4	113.4			
25	5.0	5.0	5.0	1187,1007,6,8	108.9			
26	0.0	0.0	0.0	255,499,8,4	107.5			
27	1.0	1.0	1.0	407,579,10,10	104.9			
28	2.0	2.0	2.0	1588,353,13,2	96.2			
29	0.0	0.0	0.0	1781,63,10,8	92.6			
30	2.0	2.0	2.0	516,101,9,8	92.5			
31	1.0	0.0	1.0	627,535,8,12	91.6			
32	0.0	0.0	0.0	590,527,7,6	91.1			
33	5.0	5.0	5.0	1585,111,16,2	82.5			
34	1.0	1.0	1.0	585,123,11,2	79.9			
35	6.0	6.0	6.0	235,833,4,6	78.5			
36	0.0	0.0	0.0	511,545,10,6	78.0			
37	2.0	2.0	2.0	421,87,8,4	74.7			
38	1.0	1.0	1.0	270,905,6,5	74.4			
39	0.0	0.0	1.0	1129,3,8,3	73.2			
40	0.0	0.0	0.0	1908,199,12,4	71.3			
41	6.0	6.0	6.0	361,365,8,6	69.0			
42	5.0	5.0	5.0	129,963,12,4	67.6			
43	6.0	6.0	6.0	447,367,12,2	64.7			
44	4.0	4.0	4.0	631,1073,8,7	62.8			
45	6.0	6.0	6.0	225,359,8,4	62.5			
46	0.0	0.0	0.0	1265,147,8,4	62.2			
47	0.0	0.0	0.0	500,124,11,3	61.1			
48	1.0	1.0	1.0	1841,291,4,4	55.5			
49	6.0	6.0	6.0	353,799,4,5	53.4			
50	2.0	2.0	2.0	271,45,8,2	51.8			
51	5.0	5.0	5.0	1369,937,8,4	51.5			
52	0.0	0.0	0.0	807,933,2,8	51.3			
53	0.0	0.0	0.0	1709,0,4,3	50.7			
54	4.0	4.0	4.0	1511,993,5,4	47.8			
55	2.0	2.0	2.0	166,741,4,4	47.1			
56	1.0	1.0	1.0	1707,323,3,6	46.7			
57	1.0	1.0	1.0	1795,1049,4,4	45.5			
58	2.0	2.0	2.0	231,751,5,3	45.1			
59	1.0	1.0	1.0	61,559,5,4	44.5			
60	2.0	2.0	2.0	319,686,4,3	42.2			
61	3.0	3.0	3.0	1477,0,3,5	42.2			
62	3.0	3.0	3.0	1691,1077,6,3	42.0			
63	1.0	1.0	3.0	0,87,5,4	41.9			
64	4.0	4.0	4.0	875,1041,6,6	41.1			
65	3.0	3.0	3.0	1151,37,4,4	39.8			
66	4.0	4.0	4.0	1169,891,2,10	36.0			
67	5.0	5.0	5.0	995,1041,8,2	35.7			
68	4.0	4.0	4.0	1081,815,8,2	33.3			
69	3.0	3.0	3.0	1861,1074,2,6	30.3			
70	5.0	5.0	5.0	13,253,4,2	29.0			
71	4.0	4.0	4.0	1715,1067,5,2	21.9			
72	4.0	4.0	4.0	767,257,2,4	19.8			
73	5.0	5.0	5.0	477,901,4,4	19.7			
74	4.0	4.0	4.0	1575,1033,2,6	17.8			
75	4.0	4.0	4.0	941,831,4,2	16.9			
76	3.0	3.0	3.0	47,605,2,4	16.4			
77	3.0	3.0	3.0	1313,3,2,3	16.2			
78	4.0	4.0	4.0	1416,904,3,3	13.5			
