track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	75.1	75.1	75.1	938,884,130,108	162.2	3465.3	39.4813778	73.5921973	5118.8
1	72.1	72.1	73.1	918,822,74,66	94.3	1544.2	39.4813781	73.5921973	5118.8
2	48.1	47.1	50.1	1490,800,90,48	96.5	1336.8	39.4813753	73.5921992	5118.9
3	111.2	111.2	111.2	1090,918,58,58	78.9	1317.3	39.4813207	73.5922393	5122.6
4	74.1	74.1	74.1	946,764,84,74	107.7	1277.6	39.4813779	73.5921974	5118.8
5	76.1	76.1	76.1	940,742,78,70	98.1	1247.0	39.4813777	73.5921969	5118.8
6	117.2	117.2	117.2	1306,958,62,76	94.0	1204.9	39.4813206	73.5922389	5122.6
7	48.1	48.1	50.1	1580,768,118,50	123.4	1177.2	39.4813753	73.5921992	5118.9
8	141.2	140.2	141.2	176,246,48,76	82.7	890.9	39.4813205	73.5922422	5122.6
9	119.2	118.2	119.2	1372,990,48,72	81.2	875.6	39.4813213	73.5922393	5122.6
10	82.1	82.1	82.1	68,284,84,84	113.1	854.2	39.4813776	73.5921972	5118.8
11	39.1	39.1	39.1	230,450,56,72	84.1	771.4	39.4813769	73.5922000	5118.9
12	32.1	32.1	32.1	650,162,52,68	82.8	734.8	39.4813764	73.5921994	5118.9
13	11.0	9.0	11.0	484,180,50,72	83.5	724.5	39.4813755	73.5921992	5118.9
14	39.1	39.1	39.1	0,170,78,80	107.4	664.1	39.4813769	73.5922000	5118.9
15	75.1	75.1	75.1	1024,786,94,50	100.3	626.1	39.4813778	73.5921973	5118.8
16	153.2	153.2	153.2	1492,436,46,74	81.0	598.0	39.4813206	73.5922436	5122.6
17	110.2	110.2	110.2	1008,698,46,72	82.6	540.6	39.4813204	73.5922389	5122.6
18	110.2	110.2	110.2	1202,950,62,80	98.4	540.5	39.4813204	73.5922389	5122.6
19	105.2	105.2	108.2	508,0,52,60	74.8	530.9	39.4813230	73.5922409	5122.6
20	25.0	25.0	25.0	800,174,44,66	74.2	472.5	39.4813753	73.5921992	5118.9
21	83.1	83.1	86.1	488,26,58,72	88.4	463.4	39.4813781	73.5921974	5118.8
22	103.2	102.2	105.2	198,54,52,70	84.4	431.1	39.4813250	73.5922401	5122.6
23	77.1	77.1	77.1	1410,1058,82,22	80.0	419.8	39.4813775	73.5921969	5118.8
24	38.1	38.1	38.1	582,12,50,68	81.5	375.0	39.4813768	73.5921999	5118.9
25	94.1	94.1	94.1	242,44,50,62	76.8	362.3	39.4814656	73.5921811	5115.4
26	90.1	90.1	90.1	398,44,52,56	73.6	346.1	39.4814387	73.5921763	5117.4
