ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	3.222	предмет-оранжевый	24.1	32.1	порода-охристая	3.195	32.2	36.0	16.0	39.4	bbox	0	5.0	5.0	5.0	0,15,306,267	49575.3			
2	2	1.035	стакан-марка-красная	8.0	7.4	порода-охристая	1.607	42.4	19.0	1.0	19.0	bbox	1	4.0	4.0	4.0	1617,0,130,135	24242.8			
3	3	1.752	палка-древко-бирюзовое	8.2	39.7	снег-пересвеченный	1.288	92.2	-13.0	-8.0	15.3	bbox	2	5.0	2.0	5.0	931,0,154,445	10508.9			
4	4	3.165	предмет-оранжевый	24.0	27.8	порода-охристая	3.336	36.5	37.0	17.0	40.7	bbox	3	5.0	5.0	5.0	273,182,121,119	10039.4			
5	5	3.163	предмет-оранжевый	22.8	38.4	порода-охристая	2.976	25.9	34.0	16.0	37.6	bbox	4	5.0	5.0	5.0	0,745,40,162	8640.7			
6	6	0.863	рюкзак-синий	4.5	18.4	снег-в-тени	1.264	20.4	5.0	-12.0	13.0	bbox	5	5.0	5.0	5.0	436,87,66,103	7434.7			
7	7	1.468	стакан-марка-красная	10.2	20.4	снег-освещённый	0.471	70.2	1.0	-1.0	1.4	bbox	6	3.0	3.0	3.0	33,489,81,121	7120.3			
8	8	3.067	предмет-оранжевый	23.4	25.5	порода-охристая	3.064	38.8	35.0	16.0	38.5	bbox	7	4.0	3.0	4.0	0,149,89,381	6778.7			
9	9	3.186	стакан-марка-красная	25.3	10.2	порода-охристая	3.305	60.0	36.0	5.0	36.3	bbox	8	5.0	5.0	5.0	492,231,87,192	4542.5			
10	10	0.744	стакан-марка-красная	2.0	19.6	снег-розовый	1.221	69.4	11.0	-1.0	11.0	bbox	9	4.0	4.0	4.0	1597,919,136,44	4521.3			
11	11	1.441	рюкзак-синий	6.3	33.7	снег-в-тени	0.893	72.5	-1.0	-8.0	8.1	bbox	10	5.0	5.0	5.0	625,211,148,28	3256.3			
12	12	5.425	предмет-оранжевый	43.0	20.4	порода-охристая	7.162	43.9	63.0	35.0	72.1	bbox	11	5.0	5.0	5.0	253,131,44,34	3174.9			
13	13	1.645	стакан-марка-красная	12.8	10.6	порода-охристая	1.000	39.2	19.0	11.0	22.0	bbox	12	4.0	4.0	4.0	1899,861,21,105	3075.7			
14	14	1.912	стакан-марка-красная	15.3	0.4	порода-охристая	2.112	50.2	26.0	4.0	26.3	bbox	13	5.0	5.0	5.0	575,603,59,68	2968.3			
15	15	2.685	предмет-оранжевый	21.5	2.0	порода-охристая	3.985	66.3	39.0	24.0	45.8	bbox	14	5.0	5.0	5.0	15,465,40,86	2924.5			
16	16	1.163	рюкзак-синий	5.0	27.5	снег-в-тени	1.435	66.3	-2.0	-18.0	18.1	bbox	15	5.0	4.0	5.0	959,388,62,62	2807.6			
17	17	0.935	стакан-марка-красная	4.5	21.0	порода-в-тени	1.430	28.8	9.0	-3.0	9.5	bbox	16	4.0	4.0	4.0	983,1023,20,57	2487.9			
18	18	2.662	предмет-оранжевый	20.5	20.0	порода-охристая	3.051	44.3	34.0	19.0	38.9	bbox	17	5.0	5.0	5.0	237,241,34,35	2212.5			
19	19	2.340	стакан-марка-красная	12.2	49.8	снег-пересвеченный	0.554	99.6	-1.0	-1.0	1.4	bbox	18	1.0	1.0	1.0	109,164,29,41	1765.9			
20	20	1.180	стакан-марка-красная	9.4	1.2	снег-розовый	1.081	51.0	3.0	6.0	6.7	bbox	19	4.0	2.0	4.0	1865,1021,34,59	1748.4			
21	21	2.075	стакан-марка-красная	11.2	42.9	снег-освещённый	0.462	92.7	0.0	-1.0	1.0	bbox	20	5.0	5.0	5.0	561,243,120,23	1525.0			
22	22	2.252	стакан-марка-красная	11.0	49.8	снег-освещённый	0.683	99.6	0.0	0.0	0.0	bbox	21	5.0	5.0	5.0	533,141,44,32	1498.9			
23	23	2.846	предмет-оранжевый	22.7	7.5	порода-охристая	3.314	71.8	35.0	17.0	38.9	bbox	22	5.0	5.0	5.0	0,384,35,80	1486.2			
24	24	0.816	рюкзак-синий	6.0	9.0	снег-в-тени	1.320	29.8	7.0	-14.0	15.7	bbox	23	5.0	5.0	5.0	433,0,20,31	1253.3			
25	25	1.175	стакан-марка-красная	2.8	31.4	порода-охристая	1.253	18.4	9.0	3.0	9.5	bbox	24	2.0	2.0	4.0	0,0,28,21	1248.8			
26	26	1.379	рюкзак-синий	1.0	38.5	снег-в-тени	1.292	77.3	0.0	-14.0	14.0	bbox	25	2.0	2.0	2.0	489,179,21,51	1135.0			
27	27	4.751	предмет-оранжевый	37.5	21.9	порода-охристая	6.132	42.4	57.0	28.0	63.5	bbox	26	4.0	4.0	4.0	1667,385,38,27	1056.8			
28	28	0.453	рюкзак-синий	3.6	1.2	снег-в-тени	0.666	37.6	-2.0	-12.0	12.2	bbox	27	5.0	5.0	5.0	1055,449,58,10	1053.9			
29	29	1.532	стакан-марка-красная	1.0	42.7	порода-охристая	1.587	7.1	11.0	2.0	11.2	bbox	28	5.0	5.0	5.0	381,985,20,40	955.6			
30	30	0.741	стакан-марка-красная	4.1	14.9	снег-розовый	1.266	64.7	10.0	-3.0	10.4	bbox	29	5.0	5.0	5.0	815,287,22,40	933.0			
31	31	1.468	стакан-марка-красная	11.2	12.6	порода-охристая	1.903	62.4	22.0	3.0	22.2	bbox	30	5.0	5.0	5.0	639,590,34,11	922.3			
32	32	0.573	стакан-марка-красная	4.5	3.5	порода-охристая	1.606	46.3	15.0	-1.0	15.0	bbox	31	4.0	4.0	4.0	1855,111,30,22	907.3			
33	33	1.539	рюкзак-синий	3.6	41.2	снег-в-тени	1.544	80.0	-2.0	-16.0	16.1	bbox	32	0.0	0.0	4.0	296,93,15,21	776.8			
34	34	1.938	палка-ручка-пробка	15.2	10.2	снег-розовый	0.997	85.9	-1.0	9.0	9.1	bbox	33	5.0	5.0	5.0	1143,1030,50,21	727.4			
35	35	2.167	стакан-марка-красная	17.0	11.4	порода-охристая	1.425	38.4	22.0	14.0	26.1	bbox	34	1.0	0.0	1.0	671,641,22,34	670.6			
36	36	1.469	стакан-марка-красная	11.7	5.1	снег-в-тени	2.144	54.9	17.0	-9.0	19.2	bbox	35	5.0	5.0	5.0	887,171,26,26	661.0			
37	37	2.087	стакан-марка-красная	16.3	12.9	порода-охристая	1.738	62.7	23.0	12.0	25.9	bbox	36	4.0	2.0	4.0	1572,969,21,18	596.3			
38	38	0.913	рюкзак-синий	6.1	14.1	снег-в-тени	0.184	52.9	0.0	-8.0	8.0	bbox	37	0.0	0.0	1.0	1716,455,12,18	560.7			
39	39	1.917	рюкзак-синий	13.0	28.3	снег-в-тени	2.473	67.1	0.0	-27.0	27.0	bbox	38	2.0	2.0	2.0	993,209,20,22	525.1			
