ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.032	рюкзак-синий	8.2	1.2	снег-в-тени	0.395	40.0	-1.0	-6.0	6.1	bbox	0	132.0	132.0	132.0	1815,875,105,205	11091.2			
2	2	1.017	рюкзак-синий	3.6	25.5	снег-в-тени	1.276	64.3	-1.0	-17.0	17.0	bbox	1	141.0	139.0	141.0	0,153,264,99	8031.3			
3	3	1.192	рюкзак-синий	7.1	22.4	снег-в-тени	0.494	61.2	0.0	-7.0	7.0	bbox	2	139.0	139.0	139.0	82,1011,129,69	6836.4			
4	4	1.003	рюкзак-синий	5.4	20.8	снег-в-тени	1.444	59.6	-1.0	-19.0	19.0	bbox	3	142.0	142.0	145.0	0,185,282,102	6403.6			
5	5	0.504	рюкзак-синий	3.6	6.3	снег-в-тени	0.407	45.1	-1.0	-11.0	11.0	bbox	4	145.0	144.0	146.0	1799,831,121,249	6390.3			
6	6	1.582	стакан-марка-красная	12.6	1.6	снег-розовый	1.175	48.2	-1.0	5.0	5.1	bbox	5	18.0	18.0	18.0	1774,0,146,65	5830.4			
7	7	1.924	рюкзак-синий	2.8	53.0	снег-пересвеченный	1.187	91.8	-1.0	-12.0	12.0	bbox	6	143.0	143.0	145.0	0,239,407,135	5517.4			
8	8	0.967	палка-ручка-пробка	7.1	11.0	лишайник-жёлтый-на-камне	0.915	86.7	6.0	16.0	17.1	bbox	7	15.0	15.0	15.0	1795,0,125,149	5427.8			
9	9	0.309	рюкзак-синий	1.4	7.1	снег-в-тени	0.629	45.9	0.0	-13.0	13.0	bbox	8	37.0	36.0	37.0	1865,991,48,89	4936.6			
10	10	0.283	рюкзак-синий	2.2	1.2	снег-в-тени	0.733	37.6	-1.0	-13.0	13.0	bbox	9	58.0	58.0	58.0	1661,0,98,245	4479.2			
11	11	0.477	рюкзак-синий	3.2	7.5	снег-в-тени	0.379	46.3	0.0	-11.0	11.0	bbox	10	144.0	144.0	144.0	1799,553,121,319	4117.0			
12	12	1.043	рюкзак-синий	2.8	27.5	снег-в-тени	1.205	66.3	-1.0	-16.0	16.0	bbox	11	19.0	19.0	19.0	0,980,184,100	3993.5			
13	13	0.650	рюкзак-синий	5.1	3.6	снег-в-тени	0.231	42.4	0.0	-9.0	9.0	bbox	12	146.0	145.0	146.0	1765,893,108,187	3859.9			
14	14	1.105	рюкзак-синий	3.6	28.3	снег-в-тени	0.793	67.1	-1.0	-11.0	11.0	bbox	13	133.0	131.0	133.0	1873,681,47,128	3840.5			
15	15	0.864	рюкзак-синий	6.3	9.8	снег-в-тени	0.682	29.0	-1.0	-8.0	8.1	bbox	14	70.0	69.0	71.0	791,538,57,36	3713.5			
16	16	0.571	рюкзак-синий	3.6	9.8	снег-в-тени	0.396	48.6	-1.0	-11.0	11.0	bbox	15	142.0	142.0	142.0	1812,855,108,225	3582.4			
17	17	0.529	рюкзак-синий	2.8	11.0	снег-в-тени	0.520	49.8	-1.0	-12.0	12.0	bbox	16	143.0	143.0	143.0	1815,845,105,235	3566.0			
18	18	1.148	палка-ручка-пробка	6.0	24.3	лишайник-жёлтый-на-камне	0.629	51.4	5.0	17.0	17.7	bbox	17	18.0	18.0	18.0	755,49,131,88	3399.6			
19	19	0.937	стакан-марка-красная	5.8	16.5	снег-розовый	0.690	66.3	6.0	4.0	7.2	bbox	18	14.0	14.0	15.0	137,459,45,46	3284.8			
20	20	1.389	рюкзак-синий	11.0	4.3	порода-в-тени	0.616	34.5	0.0	-3.0	3.0	bbox	19	19.0	19.0	19.0	1851,28,69,93	3267.3			
21	21	1.308	рюкзак-синий	3.2	34.9	снег-в-тени	0.999	73.7	0.0	-11.0	11.0	bbox	20	19.0	19.0	19.0	411,1011,37,69	3126.5			
22	22	1.573	стакан-марка-красная	9.1	30.6	снег-розовый	0.269	80.4	2.0	0.0	2.0	bbox	21	13.0	13.0	13.0	0,425,41,88	3069.0			
23	23	1.684	рюкзак-синий	8.2	37.3	снег-пересвеченный	0.742	76.1	-1.0	-6.0	6.1	bbox	22	121.0	120.0	121.0	1421,5,44,80	2990.9			
24	24	1.273	рюкзак-синий	9.5	13.0	снег-в-тени	0.472	51.8	-2.0	-5.0	5.4	bbox	23	126.0	126.0	126.0	1837,935,83,145	2939.0			
25	25	1.539	рюкзак-синий	2.2	42.4	снег-в-тени	1.556	81.2	0.0	-16.0	16.0	bbox	24	146.0	139.0	147.0	629,299,239,58	2709.6			
26	26	1.598	стакан-марка-красная	8.1	34.7	снег-розовый	0.717	84.5	4.0	-3.0	5.0	bbox	25	15.0	14.0	16.0	305,801,67,94	2547.0			
27	27	1.275	стакан-марка-красная	10.2	0.4	порода-охристая	0.466	49.4	9.0	11.0	14.2	bbox	26	19.0	17.0	19.0	1523,719,67,91	2476.9			
28	28	0.632	рюкзак-синий	4.5	8.3	снег-в-тени	0.281	47.1	-1.0	-10.0	10.0	bbox	27	81.0	81.0	89.0	0,0,85,105	2367.7			
29	29	1.136	рюкзак-синий	7.3	19.0	снег-в-тени	0.400	57.8	-1.0	-7.0	7.1	bbox	28	141.0	141.0	141.0	1877,994,43,86	2349.5			
30	30	1.631	стакан-марка-красная	11.0	24.3	порода-в-тени	0.333	25.5	0.0	0.0	0.0	bbox	29	143.0	143.0	143.0	1893,1023,27,57	2347.9			
31	31	0.319	рюкзак-синий	2.2	4.3	снег-в-тени	0.689	34.5	0.0	-12.0	12.0	bbox	30	42.0	42.0	45.0	481,757,77,37	2316.9			
32	32	1.352	рюкзак-синий	10.2	12.6	снег-в-тени	0.531	51.4	-1.0	-4.0	4.1	bbox	31	68.0	68.0	68.0	1769,931,151,149	2270.6			
33	33	1.279	стакан-марка-красная	10.0	6.7	снег-розовый	0.805	56.5	1.0	0.0	1.0	bbox	32	10.0	10.0	12.0	0,357,39,78	2225.1			
34	34	1.367	рюкзак-синий	8.2	25.1	снег-в-тени	0.640	63.9	-1.0	-6.0	6.1	bbox	33	133.0	131.0	133.0	1751,937,66,143	2129.2			
35	35	1.527	стакан-марка-красная	12.2	3.9	снег-в-тени	0.887	45.9	-1.0	-1.0	1.4	bbox	34	123.0	123.0	123.0	823,130,26,55	2067.5			
36	36	1.385	рюкзак-синий	9.1	22.3	порода-в-тени	0.576	16.5	0.0	-5.0	5.0	bbox	35	71.0	71.0	72.0	261,1061,49,19	2052.9			
37	37	1.064	стакан-марка-красная	8.5	2.4	порода-охристая	1.027	52.2	5.0	7.0	8.6	bbox	36	18.0	18.0	18.0	675,0,78,49	2045.5			
38	38	1.491	стакан-марка-красная	10.0	22.7	снег-розовый	0.662	72.5	3.0	7.0	7.6	bbox	37	11.0	10.0	13.0	417,827,32,30	2038.7			
39	39	1.054	стакан-марка-красная	8.1	8.6	снег-розовый	0.739	58.4	3.0	0.0	3.0	bbox	38	15.0	14.0	15.0	15,535,48,66	2003.7			
40	40	0.503	рюкзак-синий	3.6	6.3	снег-в-тени	0.673	32.5	-1.0	-11.0	11.0	bbox	39	41.0	41.0	41.0	124,530,59,54	1943.6			
41	41	1.359	стакан-марка-красная	10.0	14.5	порода-в-тени	0.663	35.3	1.0	0.0	1.0	bbox	40	16.0	14.0	16.0	329,887,34,54	1902.8			
42	42	1.441	рюкзак-синий	4.1	37.7	снег-в-тени	1.054	76.5	0.0	-10.0	10.0	bbox	41	68.0	62.0	68.0	1357,761,34,48	1887.2			
43	43	1.014	стакан-марка-красная	7.3	12.5	порода-в-тени	0.962	37.3	4.0	-1.0	4.1	bbox	42	15.0	14.0	16.0	494,977,35,72	1872.1			
44	44	1.063	стакан-марка-красная	3.0	27.8	порода-в-тени	1.276	22.0	8.0	1.0	8.1	bbox	43	6.0	6.0	6.0	1849,838,28,32	1824.0			
45	45	0.947	рюкзак-синий	4.5	21.4	снег-в-тени	0.524	60.2	-1.0	-10.0	10.0	bbox	44	77.0	77.0	78.0	1753,838,64,40	1777.6			
46	46	1.634	стакан-марка-красная	11.0	24.7	порода-в-тени	0.391	25.1	0.0	1.0	1.0	bbox	45	142.0	142.0	142.0	1895,1045,25,35	1717.9			
