ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	5.910	предмет-оранжевый	47.0	16.5	порода-охристая	7.484	47.8	67.0	32.0	74.2	bbox	0	14.0	12.0	14.0	1255,230,420,275	30939.5			
2	2	3.338	стакан-марка-красная	26.7	3.5	порода-охристая	3.300	46.3	37.0	7.0	37.7	bbox	1	12.0	12.0	14.0	0,217,81,196	22444.4			
3	3	1.981	стакан-марка-красная	12.0	36.1	снег-освещённый	0.182	85.9	-1.0	0.0	1.0	bbox	2	13.0	13.0	13.0	1097,0,116,75	21797.9			
4	4	0.944	стакан-марка-красная	6.7	12.2	снег-розовый	0.838	62.0	5.0	-2.0	5.4	bbox	3	11.0	11.0	11.0	1459,101,133,128	21460.4			
5	5	0.669	крышка-бирюзовая	5.0	6.7	снег-пересвеченный	2.320	60.8	-20.0	-7.0	21.2	bbox	4	18.0	18.0	18.0	621,773,122,111	20969.4			
6	6	2.257	стакан-марка-красная	12.5	45.5	снег-пересвеченный	0.584	95.3	0.0	-5.0	5.0	bbox	5	1.0	1.0	1.0	139,0,684,227	20493.2			
7	7	2.311	стакан-марка-красная	18.1	12.9	порода-охристая	2.463	36.9	29.0	3.0	29.2	bbox	6	13.0	13.0	13.0	743,128,148,153	19589.4			
8	8	4.036	стакан-марка-красная	32.3	2.7	порода-охристая	3.910	52.5	42.0	10.0	43.2	bbox	7	16.0	15.0	16.0	1493,255,64,178	17748.7			
9	9	0.808	палка-ручка-пробка	6.3	4.7	лишайник-жёлтый-на-камне	0.655	71.0	7.0	17.0	18.4	bbox	8	16.0	14.0	26.0	177,55,103,88	15875.1			
10	10	2.208	стакан-марка-красная	11.2	47.8	снег-пересвеченный	0.613	97.6	0.0	-1.0	1.0	bbox	9	17.0	17.0	18.0	0,89,141,149	12969.2			
11	11	2.294	стакан-марка-красная	12.4	47.5	снег-пересвеченный	0.461	97.3	-1.0	-2.0	2.2	bbox	10	0.0	0.0	1.0	0,0,513,80	12668.2			
12	12	1.279	рюкзак-синий	8.0	22.3	порода-в-тени	0.742	16.5	1.0	-6.0	6.1	bbox	11	2.0	2.0	3.0	119,149,58,931	12207.6			
13	13	1.174	рюкзак-синий	9.0	9.4	порода-в-тени	0.703	29.4	1.0	-5.0	5.1	bbox	12	3.0	3.0	3.0	9,499,66,581	11586.5			
14	14	1.608	стакан-марка-красная	9.4	30.6	снег-розовый	1.013	80.4	6.0	9.0	10.8	bbox	13	17.0	17.0	17.0	0,325,37,108	11288.5			
15	15	2.053	рюкзак-синий	8.0	50.2	снег-пересвеченный	0.731	89.0	1.0	-6.0	6.1	bbox	14	0.0	0.0	0.0	0,249,353,312	10477.1			
16	16	0.674	стакан-марка-красная	5.4	0.8	снег-розовый	1.149	50.6	6.0	-1.0	6.1	bbox	15	13.0	13.0	13.0	546,0,169,93	9855.5			
17	17	1.491	стакан-марка-красная	10.0	22.7	порода-в-тени	0.510	27.1	1.0	1.0	1.4	bbox	16	3.0	3.0	3.0	345,252,78,828	9830.9			
18	18	0.568	рюкзак-синий	4.5	2.8	снег-в-тени	0.831	41.6	5.0	-12.0	13.0	bbox	17	1.0	1.0	9.0	33,837,18,243	8842.2			
19	19	0.567	рюкзак-синий	4.1	6.6	снег-в-тени	1.392	32.2	2.0	-18.0	18.1	bbox	18	5.0	3.0	8.0	133,0,19,467	8841.3			
20	20	6.028	предмет-оранжевый	48.1	12.5	порода-охристая	7.566	51.8	68.0	31.0	74.7	bbox	19	15.0	15.0	15.0	1235,261,182,148	8725.4			
21	21	1.894	стакан-марка-красная	15.1	2.7	порода-охристая	2.184	52.5	26.0	3.0	26.2	bbox	20	12.0	12.0	12.0	0,919,117,54	8559.6			
22	22	2.116	рюкзак-синий	14.6	30.2	снег-в-тени	2.686	69.0	5.0	-28.0	28.4	bbox	21	11.0	11.0	11.0	1291,89,56,76	8259.3			
23	23	1.131	стакан-марка-красная	8.5	11.0	снег-в-тени	0.864	60.8	5.0	-5.0	7.1	bbox	22	18.0	18.0	18.0	281,345,68,128	8165.5			
24	24	1.683	палка-древко-контроль	4.6	44.3	снег-пересвеченный	1.387	85.9	-3.5	-14.0	14.4	bbox	23	19.0	19.0	19.0	682,89,261,80	8053.0			
25	25	1.919	палка-древко-контроль	10.0	40.8	снег-в-тени	2.259	82.4	-2.0	-23.0	23.1	bbox	24	23.0	21.0	25.0	1609,19,311,28	7827.8			
26	26	2.132	стакан-марка-красная	10.0	48.2	снег-освещённый	0.665	98.0	1.0	0.0	1.0	bbox	25	10.0	10.0	10.0	505,0,292,143	7787.8			
27	27	3.336	стакан-марка-красная	26.2	16.9	порода-охристая	3.141	32.9	36.0	9.0	37.1	bbox	26	13.0	13.0	13.0	612,1027,269,53	7534.3			
28	28	1.143	стакан-марка-красная	8.5	11.4	порода-в-тени	1.094	38.4	3.0	4.0	5.0	bbox	27	21.0	21.0	21.0	37,827,64,226	7278.6			
29	29	1.335	рюкзак-синий	8.9	20.4	снег-в-тени	1.730	59.2	9.0	-18.0	20.1	bbox	28	4.0	3.0	4.0	193,0,22,223	7258.9			
30	30	1.869	стакан-марка-красная	13.0	25.9	порода-в-тени	0.280	23.9	-2.0	1.0	2.2	bbox	29	19.0	19.0	24.0	53,215,300,151	7188.7			
31	31	1.333	стакан-марка-красная	10.0	12.9	порода-в-тени	0.741	36.9	1.0	1.0	1.4	bbox	30	26.0	26.0	26.0	0,313,49,276	6886.0			
32	32	0.561	рюкзак-синий	4.5	1.2	снег-в-тени	1.104	40.0	-3.0	-16.0	16.3	bbox	31	18.0	18.0	18.0	831,845,50,48	6772.0			
33	33	3.666	предмет-оранжевый	27.6	34.9	порода-охристая	3.673	29.4	40.0	15.0	42.7	bbox	32	16.0	16.0	16.0	1468,427,77,68	6676.0			
34	34	1.505	стакан-марка-красная	12.0	3.1	порода-в-тени	0.965	46.7	-1.0	0.5	1.1	bbox	33	14.0	13.0	16.0	1857,51,63,56	6656.8			
35	35	3.484	предмет-оранжевый	25.0	43.1	порода-охристая	3.810	21.2	40.0	19.0	44.3	bbox	34	17.0	17.0	17.0	1081,0,218,51	6188.8			
36	36	1.569	палка-ручка-пробка	12.0	12.9	лишайник-жёлтый-на-камне	1.177	88.6	5.0	11.0	12.1	bbox	35	13.0	13.0	13.0	727,0,95,28	5776.1			
37	37	0.355	стакан-марка-красная	1.4	8.6	снег-розовый	1.212	58.4	10.0	2.0	10.2	bbox	36	16.0	14.0	16.0	819,225,116,36	5566.3			
38	38	2.306	стакан-марка-красная	17.5	20.8	порода-охристая	2.530	70.6	28.0	5.0	28.4	bbox	37	13.0	13.0	16.0	689,193,74,208	5429.6			
39	39	1.673	крышка-контроль	12.7	14.5	снег-пересвеченный	1.691	56.9	-13.0	0.0	13.0	bbox	38	13.0	2.0	14.0	1261,285,60,30	5220.6			
40	40	1.518	стакан-марка-красная	11.0	17.6	порода-в-тени	0.504	32.2	0.0	0.0	0.0	bbox	39	25.0	22.0	26.0	595,183,289,76	4935.0			
41	41	1.013	стакан-марка-красная	8.1	2.7	порода-охристая	0.577	52.5	10.0	9.0	13.5	bbox	40	22.0	22.0	22.0	651,707,66,35	4628.8			
42	42	3.264	предмет-оранжевый	26.1	4.7	порода-охристая	4.181	69.0	42.0	20.0	46.5	bbox	41	16.0	14.0	16.0	1129,237,207,20	4512.7			
43	43	1.111	рюкзак-синий	8.5	8.6	порода-в-тени	0.716	30.2	-2.0	-6.0	6.3	bbox	42	26.0	26.0	26.0	1849,0,68,93	4449.4			
44	44	2.325	стакан-марка-красная	12.4	48.6	снег-пересвеченный	0.484	98.4	-1.0	-2.0	2.2	bbox	43	23.0	21.0	26.0	1189,49,216,126	4350.7			
45	45	2.006	стакан-марка-красная	15.6	12.9	корка-жёлтая-на-скале	0.647	36.9	-1.0	11.0	11.0	bbox	44	19.0	18.0	19.0	311,403,48,34	4203.8			
46	46	2.287	стакан-марка-красная	12.5	46.7	снег-пересвеченный	0.597	96.5	0.0	-5.0	5.0	bbox	45	25.0	21.0	25.0	603,59,208,62	4063.4			
47	47	1.395	рюкзак-синий	7.1	30.2	снег-в-тени	0.768	69.0	0.0	-7.0	7.0	bbox	46	26.0	21.0	26.0	1493,155,31,96	4056.1			
48	48	1.506	крышка-бирюзовая	12.0	1.2	снег-пересвеченный	2.022	55.3	-16.0	1.0	16.0	bbox	47	18.0	18.0	19.0	717,885,58,30	3843.9			
