ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	track	t_best	t0	t1	bbox	score	lat	lon	alt
1	1	1.158	стакан-марка-красная	4.1	29.0	снег-розовый	1.645	78.8	15.0	0.0	15.0	bbox	0	3.0	1.0	3.0	0,88,125,137	8474.9			
2	2	1.125	стакан-марка-красная	7.2	18.8	снег-розовый	0.620	68.6	5.0	5.0	7.1	bbox	1	2.0	2.0	3.0	135,549,56,166	5001.7			
3	3	1.373	стакан-марка-красная	0.0	38.4	снег-розовый	1.194	88.2	11.0	1.0	11.0	bbox	2	3.0	1.0	3.0	194,202,91,103	4727.1			
4	4	1.246	стакан-марка-красная	8.2	19.6	порода-в-тени	0.874	30.2	3.0	3.0	4.2	bbox	3	9.0	7.0	11.0	1139,0,53,43	3240.1			
5	5	1.569	рюкзак-синий	11.0	21.2	порода-в-тени	0.461	17.6	1.0	-3.0	3.2	bbox	4	11.0	11.0	11.0	0,1063,28,17	1276.9			
6	6	1.132	палка-ручка-пробка	9.1	0.4	лишайник-жёлтый-на-камне	0.730	76.1	6.0	14.0	15.2	bbox	5	5.0	5.0	5.0	1563,212,62,19	1155.2			
7	7	1.258	палка-ручка-пробка	10.0	1.6	лишайник-жёлтый-на-камне	0.771	74.1	6.0	13.0	14.3	bbox	6	5.0	5.0	5.0	1609,134,44,11	704.9			
8	8	0.860	стакан-марка-красная	5.7	13.7	снег-розовый	1.017	63.5	7.0	-3.0	7.6	bbox	7	1.0	1.0	1.0	699,587,23,14	668.9			
9	9	2.472	стакан-марка-красная	18.4	25.5	порода-охристая	2.125	75.3	24.0	14.0	27.8	bbox	8	3.0	1.0	3.0	361,213,15,20	666.2			
10	10	2.202	стакан-марка-красная	15.2	31.0	снег-розовый	0.891	80.8	-3.0	7.0	7.6	bbox	9	10.0	10.0	11.0	465,1041,32,16	650.6			
11	11	0.899	стакан-марка-красная	6.1	13.3	снег-розовый	1.909	63.1	16.0	-2.5	16.2	bbox	10	2.0	1.0	2.0	243,667,30,26	640.9			
12	12	1.201	стакан-марка-красная	6.0	26.3	снег-розовый	1.880	76.1	17.0	1.0	17.0	bbox	11	3.0	3.0	3.0	451,303,24,18	579.4			
13	13	1.815	стакан-марка-красная	14.4	5.9	порода-охристая	1.641	55.7	23.0	9.0	24.7	bbox	12	3.0	3.0	3.0	290,409,23,16	560.4			
14	14	0.791	стакан-марка-красная	6.3	0.4	снег-розовый	1.082	49.4	5.0	3.0	5.8	bbox	13	8.0	8.0	14.0	1803,13,20,8	438.8			
15	15	2.101	палка-ручка-пробка	16.6	10.2	снег-розовый	0.949	85.9	-2.0	8.0	8.2	bbox	14	6.0	6.0	6.0	1103,1072,24,8	428.5			
16	16	0.772	стакан-марка-красная	5.4	10.6	порода-охристая	1.034	60.4	13.0	6.0	14.3	bbox	15	3.0	3.0	3.0	403,326,22,16	382.4			
17	17	1.637	стакан-марка-красная	9.2	32.5	порода-охристая	1.128	17.3	5.0	8.0	9.4	bbox	16	1.0	1.0	1.0	1153,833,16,12	368.2			
18	18	1.299	стакан-марка-красная	7.1	26.7	порода-охристая	1.622	76.5	16.0	6.0	17.1	bbox	17	2.0	2.0	3.0	259,793,14,8	358.4			
19	19	2.035	стакан-марка-красная	13.0	34.3	снег-освещённый	0.213	84.1	-2.0	1.0	2.2	bbox	18	8.0	6.0	9.0	257,787,16,12	357.3			
20	20	1.226	стакан-марка-красная	8.5	16.9	порода-в-тени	0.991	32.9	3.0	4.0	5.0	bbox	19	7.0	7.0	10.0	1143,0,10,14	330.1			
21	21	0.932	стакан-марка-красная	7.2	6.7	порода-охристая	0.727	43.1	7.0	7.0	9.9	bbox	20	3.0	3.0	3.0	337,824,20,9	329.9			
22	22	1.922	стакан-марка-красная	12.6	30.6	снег-освещённый	0.375	80.4	-1.0	-3.0	3.2	bbox	21	7.0	4.0	10.0	1739,1001,14,20	310.0			
23	23	2.135	палка-ручка-пробка	17.0	5.9	порода-охристая	1.973	81.6	20.0	15.0	25.0	bbox	22	3.0	3.0	8.0	530,417,17,7	300.0			
24	24	1.386	палка-ручка-контроль	10.0	16.4	порода-охристая	0.807	41.2	7.0	16.0	17.5	bbox	23	3.0	2.0	3.0	645,501,12,18	298.7			
25	25	1.541	рюкзак-синий	2.8	42.0	снег-в-тени	1.550	80.8	-1.0	-16.0	16.0	bbox	24	14.0	14.0	14.0	971,977,9,34	291.9			
26	26	1.069	стакан-марка-красная	8.5	1.2	порода-охристая	0.636	51.0	8.0	9.0	12.0	bbox	25	1.0	1.0	1.0	1107,769,14,14	280.4			
27	27	1.531	стакан-марка-красная	12.1	7.1	корка-жёлтая-на-скале	1.139	42.7	0.0	6.0	6.0	bbox	26	6.0	6.0	6.0	1491,569,28,10	276.4			
28	28	0.932	стакан-марка-красная	7.0	9.0	порода-в-тени	1.075	40.8	4.0	1.0	4.1	bbox	27	9.0	8.0	11.0	1070,0,13,9	267.2			
29	29	0.993	стакан-марка-красная	7.8	5.1	порода-охристая	1.002	44.7	17.0	6.0	18.0	bbox	28	3.0	3.0	3.0	205,131,12,20	260.4			
30	30	1.842	палка-древко-бирюзовое	8.5	42.0	снег-пересвеченный	1.187	94.5	-12.0	-8.0	14.4	bbox	29	13.0	13.0	13.0	431,335,9,15	256.3			
31	31	1.601	палка-ручка-пробка	12.8	0.8	порода-охристая	1.533	76.5	15.0	15.0	21.2	bbox	30	3.0	3.0	3.0	569,497,12,16	242.0			
32	32	2.473	предмет-оранжевый	19.6	8.2	порода-охристая	1.926	56.1	25.0	15.0	29.2	bbox	31	3.0	3.0	3.0	573,354,8,17	233.6			
33	33	0.984	стакан-марка-красная	7.8	3.3	порода-охристая	0.958	53.1	6.0	7.0	9.2	bbox	32	1.0	1.0	1.0	129,33,16,6	227.6			
34	34	0.711	стакан-марка-красная	5.7	2.2	порода-охристая	1.883	52.0	15.0	-3.0	15.3	bbox	33	2.0	2.0	3.0	55,579,13,14	215.5			
35	35	0.550	рюкзак-синий	2.0	13.7	снег-в-тени	1.112	25.1	-1.0	-14.0	14.0	bbox	34	14.0	14.0	14.0	479,308,9,9	211.8			
36	36	1.495	стакан-марка-красная	11.2	14.9	порода-в-тени	0.762	34.9	0.0	3.0	3.0	bbox	35	0.0	0.0	0.0	49,553,12,12	208.5			
37	37	1.603	палка-ручка-пробка	12.8	2.6	порода-охристая	1.428	73.1	15.0	15.0	21.2	bbox	36	3.0	3.0	3.0	329,297,8,8	208.0			
38	38	0.944	стакан-марка-красная	6.0	16.1	порода-в-тени	1.027	33.7	5.0	1.0	5.1	bbox	37	7.0	7.0	7.0	462,0,13,8	207.6			
39	39	1.284	рюкзак-синий	5.4	30.6	снег-в-тени	0.792	69.4	-1.0	-9.0	9.1	bbox	38	7.0	7.0	7.0	1769,1061,6,12	204.4			
40	40	1.329	рюкзак-синий	4.5	33.7	снег-в-тени	0.927	72.5	-1.0	-10.0	10.0	bbox	39	7.0	7.0	9.0	1861,975,6,12	201.5			
41	41	1.892	палка-ручка-пробка	11.2	35.7	корка-жёлтая-на-скале	0.374	40.0	0.0	13.0	13.0	bbox	40	8.0	8.0	8.0	355,633,17,5	198.2			
42	42	1.476	рюкзак-синий	7.6	31.6	снег-в-тени	0.854	70.4	-2.0	-7.0	7.3	bbox	41	7.0	7.0	7.0	1835,1067,8,13	191.3			
43	43	1.234	стакан-марка-красная	9.8	2.3	порода-охристая	0.608	47.5	7.0	10.0	12.2	bbox	42	2.0	2.0	2.0	657,863,9,10	176.7			
44	44	2.392	стакан-марка-красная	14.1	45.1	снег-пересвеченный	0.319	94.9	-3.0	-1.0	3.2	bbox	43	11.0	11.0	11.0	1651,977,10,13	176.7			
45	45	1.523	рюкзак-синий	7.1	34.7	снег-освещённый	0.921	73.5	0.0	-7.0	7.0	bbox	44	8.0	7.0	9.0	1846,921,7,12	176.0			
46	46	1.685	стакан-марка-красная	11.0	27.1	снег-освещённый	0.188	76.9	0.0	0.0	0.0	bbox	45	11.0	11.0	11.0	1001,1033,8,7	175.5			
47	47	1.261	стакан-марка-красная	9.2	14.3	порода-охристая	0.960	64.1	9.0	10.0	13.5	bbox	46	3.0	3.0	3.0	439,850,22,7	170.3			
48	48	1.278	рюкзак-синий	5.1	31.0	снег-в-тени	0.796	69.8	0.0	-9.0	9.0	bbox	47	8.0	7.0	10.0	1748,1067,5,13	168.1			
49	49	1.500	стакан-марка-красная	11.9	4.7	корка-жёлтая-на-скале	0.951	45.1	1.0	7.5	7.6	bbox	48	7.0	7.0	9.0	87,181,14,8	166.5			
50	50	1.524	рюкзак-синий	11.0	18.4	порода-в-тени	0.451	20.4	1.0	-3.0	3.2	bbox	49	14.0	14.0	14.0	1733,971,6,13	158.5			
51	51	1.542	стакан-марка-красная	11.0	19.2	снег-освещённый	0.439	69.0	0.0	0.0	0.0	bbox	50	6.0	6.0	6.0	425,636,8,5	153.7			
52	52	1.935	палка-ручка-контроль	13.9	23.9	корка-жёлтая-на-скале	0.533	33.7	-1.0	14.0	14.0	bbox	51	9.0	8.0	10.0	1115,89,10,6	152.4			
53	53	1.905	палка-ручка-пробка	13.4	25.3	корка-жёлтая-на-скале	0.524	50.4	-1.0	11.0	11.0	bbox	52	8.0	7.0	10.0	1045,143,14,5	152.2			
54	54	1.144	рюкзак-синий	5.4	25.9	снег-в-тени	0.629	64.7	-1.0	-9.0	9.1	bbox	53	9.0	8.0	9.0	1845,1011,4,10	151.7			
55	55	1.662	стакан-марка-красная	11.0	25.9	снег-освещённый	0.221	75.7	0.0	0.0	0.0	bbox	54	11.0	11.0	11.0	913,1025,8,6	151.0			
56	56	0.476	рюкзак-синий	3.0	8.2	снег-в-тени	1.288	30.6	1.0	-17.0	17.0	bbox	55	14.0	14.0	14.0	286,333,9,10	147.4			
57	57	1.900	рюкзак-синий	7.3	46.7	снег-пересвеченный	0.651	85.5	-1.0	-7.0	7.1	bbox	56	8.0	7.0	8.0	53,781,7,12	147.2			
58	58	1.978	стакан-марка-красная	13.0	31.4	снег-освещённый	0.126	81.2	-2.0	0.0	2.0	bbox	57	8.0	8.0	10.0	46,878,11,9	145.6			
59	59	1.441	рюкзак-синий	4.1	37.7	снег-в-тени	1.054	76.5	0.0	-10.0	10.0	bbox	58	8.0	6.0	9.0	1665,929,6,8	144.0			
60	60	1.853	рюкзак-синий	8.6	42.4	снег-пересвеченный	0.679	81.2	0.0	-5.5	5.5	bbox	59	7.0	7.0	7.0	75,867,8,14	131.7			
61	61	0.881	рюкзак-синий	7.0	2.9	снег-в-тени	0.461	35.9	1.0	-7.0	7.1	bbox	60	11.0	11.0	11.0	201,1061,6,8	130.1			
62	62	1.430	рюкзак-синий	6.3	33.4	снег-в-тени	0.879	72.2	-1.0	-8.0	8.1	bbox	61	8.0	7.0	9.0	1685,1053,8,8	126.7			
63	63	1.865	стакан-марка-красная	9.8	39.2	порода-в-тени	0.967	10.6	2.0	5.0	5.4	bbox	62	11.0	11.0	11.0	245,539,13,4	126.4			
64	64	2.336	стакан-марка-красная	13.0	46.9	снег-пересвеченный	0.500	96.7	-2.0	0.0	2.0	bbox	63	11.0	11.0	11.0	1573,885,6,9	125.8			
65	65	1.263	рюкзак-синий	9.0	16.1	порода-в-тени	0.631	22.7	1.0	-5.0	5.1	bbox	64	14.0	14.0	14.0	1865,737,8,8	125.7			
66	66	2.264	предмет-оранжевый	17.3	19.2	порода-охристая	1.694	45.1	23.0	17.0	28.6	bbox	65	3.0	3.0	3.0	579,274,8,15	123.8			
67	67	1.602	палка-ручка-пробка	12.8	1.9	порода-охристая	1.570	77.6	15.0	15.0	21.2	bbox	66	3.0	3.0	3.0	579,485,8,12	119.3			
68	68	2.319	предмет-оранжевый	17.5	21.9	порода-охристая	1.795	42.4	24.0	17.0	29.4	bbox	67	3.0	3.0	3.0	505,225,8,8	118.1			
69	69	1.443	стакан-марка-красная	11.0	11.8	снег-розовый	0.673	61.6	0.0	0.0	0.0	bbox	68	6.0	6.0	6.0	769,593,6,8	115.0			
70	70	1.522	палка-ручка-пробка	10.0	24.3	корка-жёлтая-на-скале	0.179	51.4	-1.0	15.0	15.0	bbox	69	6.0	6.0	6.0	1801,561,16,2	114.9			
71	71	1.382	рюкзак-синий	8.1	26.5	снег-в-тени	0.673	65.3	0.0	-6.0	6.0	bbox	70	7.0	7.0	10.0	1541,931,8,8	114.9			
