track	t_best	t0	t1	bbox	length_px	score	lat	lon	alt
0	55.1	51.1	56.1	924,816,142,58	150.7	2104.4	39.4825275	73.5847484	4638.0
1	0.0	0.0	2.0	88,752,152,20	150.1	1145.7	39.4825273	73.5847466	4638.0
2	0.0	0.0	2.0	348,416,120,18	118.8	1104.3	39.4825273	73.5847466	4638.0
3	23.0	23.0	23.0	1444,956,164,20	162.7	978.1	39.4825249	73.5847465	4638.0
4	28.0	28.0	29.0	1720,654,130,30	130.4	975.0	39.4825254	73.5847473	4638.0
5	23.0	23.0	23.0	1640,794,184,38	185.1	923.0	39.4825249	73.5847465	4638.0
6	57.1	55.1	57.1	602,948,104,52	112.7	864.4	39.4825269	73.5847477	4638.1
7	57.1	53.1	58.1	1068,694,116,48	122.1	842.3	39.4825269	73.5847477	4638.1
8	0.0	0.0	2.0	260,888,112,14	110.0	715.1	39.4825273	73.5847466	4638.0
9	23.0	23.0	23.0	1616,260,140,22	139.4	707.2	39.4825249	73.5847465	4638.0
10	23.0	23.0	23.0	1502,424,114,14	112.6	646.9	39.4825249	73.5847465	4638.0
11	23.0	23.0	23.0	1716,962,130,12	128.2	640.6	39.4825249	73.5847465	4638.0
12	0.0	0.0	0.0	354,788,108,14	106.3	572.6	39.4825273	73.5847466	4638.0
13	23.0	23.0	23.0	1636,694,104,20	103.2	546.7	39.4825249	73.5847465	4638.0
14	28.0	28.0	28.0	1702,290,78,22	78.4	535.9	39.4825254	73.5847473	4638.0
15	23.0	23.0	23.0	1576,458,94,28	95.6	525.0	39.4825249	73.5847465	4638.0
16	0.0	0.0	0.0	306,118,88,14	86.0	494.3	39.4825273	73.5847466	4638.0
17	55.1	55.1	55.1	1332,664,82,38	86.9	471.0	39.4825275	73.5847484	4638.0
18	23.0	23.0	23.0	1836,642,84,24	83.1	466.2	39.4825249	73.5847465	4638.0
19	41.0	41.0	42.0	1384,704,72,22	72.2	436.9	39.4825277	73.5847477	4637.9
20	0.0	0.0	0.0	478,398,78,10	76.0	419.5	39.4825273	73.5847466	4638.0
21	36.0	36.0	36.0	1424,406,74,20	73.8	416.5	39.4825270	73.5847475	4638.0
22	21.0	21.0	21.0	1426,600,72,20	71.8	378.5	39.4825254	73.5847460	4638.0
23	0.0	0.0	0.0	1516,206,72,6	70.0	322.8	39.4825273	73.5847466	4638.0
